representation,model,fit,held_out_iso3,fold,n_train,matrix_columns,matrix_rank,feature_identified,column,coefficient
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,climate_zone=D,-0.008927335217157054
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,climate_zone=E,-0.09735241426209947
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,hemisphere=S,-0.014807145537896164
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,spatial_block=Asia,-0.05724142462408534
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,spatial_block=Europe,-0.06760679647326817
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,spatial_block=North America,-0.09422165680444067
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,spatial_block=Oceania,-0.07177377118619799
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,spatial_block=South America,-0.0754605993841651
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,income_group=Low-income countries,0.0026773717695598447
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,income_group=Lower-middle-income countries,-0.008358600222420196
primary_total_co2,M0star,primary_training,SWZ,40,145,20,20,,income_group=Upper-middle-income countries,-0.01151456646281231
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,intercept,0.2548431824451404
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,cum_co2_total,0.01728799665661685
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,abs_latitude,0.0011297143901216236
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,elevation,-3.1295615142140474e-06
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,continentality,3.892623651572599e-05
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,population,-0.015565192054968209
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,station_density,-0.0016211702034420082
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,climate_zone=B,0.008422167090042967
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,climate_zone=C,-0.018849775603765658
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,climate_zone=D,-0.003482179248483714
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,climate_zone=E,-0.090974556993949
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,hemisphere=S,-0.033421838954132914
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,spatial_block=Asia,-0.05176509818086175
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,spatial_block=Europe,-0.06357614396358284
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,spatial_block=North America,-0.08907335692678733
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,spatial_block=Oceania,-0.050631495291211526
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,spatial_block=South America,-0.054957371727648495
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,income_group=Low-income countries,0.01105183014594632
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,income_group=Lower-middle-income countries,-0.00556944172693499
primary_total_co2,M0star,primary_training,TZA,41,141,20,20,,income_group=Upper-middle-income countries,-0.012006638056102038
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,intercept,0.25056310244642926
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,cum_co2_total,0.016897275166719718
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,abs_latitude,0.0010523391357630384
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,elevation,-4.6744327099924796e-07
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,continentality,4.016889282919222e-05
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,population,-0.014603219289617133
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,station_density,-0.0017229138748171167
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,climate_zone=B,0.006445982075691933
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,climate_zone=C,-0.022005856884708727
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,climate_zone=D,-0.006518161332245165
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,climate_zone=E,-0.09225296260730424
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,hemisphere=S,-0.02378793628810386
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,spatial_block=Asia,-0.049153370783523956
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,spatial_block=Europe,-0.05801022929772339
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,spatial_block=North America,-0.08663603963650383
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,spatial_block=Oceania,-0.05595137365847921
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,spatial_block=South America,-0.06108504573365971
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,income_group=Low-income countries,0.00756052337540813
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,income_group=Lower-middle-income countries,-0.008393097563440323
primary_total_co2,M0star,primary_training,TGO,42,143,20,20,,income_group=Upper-middle-income countries,-0.013589010132519981
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,intercept,0.25940249119097636
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,cum_co2_total,0.01725775763769684
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,abs_latitude,0.0010813126711143718
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,elevation,-1.0813787877363632e-06
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,continentality,4.126560646570726e-05
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,population,-0.015566322395293857
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,station_density,-0.0014742536462269715
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,climate_zone=B,0.006737311165193111
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,climate_zone=C,-0.025609776514123547
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,climate_zone=D,-0.006498423001339327
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,climate_zone=E,-0.09262876107427
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,hemisphere=S,-0.025697468982285532
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,spatial_block=Asia,-0.053422711607991974
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,spatial_block=Europe,-0.06380130017570378
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,spatial_block=North America,-0.09065897438958086
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,spatial_block=Oceania,-0.05623170361967779
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,spatial_block=South America,-0.06268624585115982
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,income_group=Low-income countries,0.006049024957721706
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,income_group=Lower-middle-income countries,-0.007439363122270844
primary_total_co2,M0star,primary_training,TUN,43,145,20,20,,income_group=Upper-middle-income countries,-0.013248069616346895
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,intercept,0.2618889349740282
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,cum_co2_total,0.017177670113921687
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,abs_latitude,0.0010680786712419716
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,elevation,-3.4743203540605284e-06
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,continentality,4.2813369901463414e-05
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,population,-0.016325191958397003
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,station_density,-0.0015777520800027962
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,climate_zone=B,0.007809809994883955
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,climate_zone=C,-0.01808385596393918
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,climate_zone=D,-0.003025093070978035
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,climate_zone=E,-0.0902545380790996
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,hemisphere=S,-0.03375565653954304
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,spatial_block=Asia,-0.051770532593510526
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,spatial_block=Europe,-0.06316367194962787
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,spatial_block=North America,-0.08948736197849139
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,spatial_block=Oceania,-0.050432081150472485
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,spatial_block=South America,-0.05528409072307077
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,income_group=Low-income countries,0.011443868432316892
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,income_group=Lower-middle-income countries,-0.006512950764812048
primary_total_co2,M0star,primary_training,UGA,44,143,20,20,,income_group=Upper-middle-income countries,-0.012597567594006865
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,intercept,0.2577995283797393
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,cum_co2_total,0.01598522562733045
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,abs_latitude,0.0012098405563964834
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,elevation,4.5173631262529424e-07
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,continentality,4.1429303690253635e-05
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,population,-0.014881754520726114
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,station_density,-0.001483249342144101
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,climate_zone=B,0.006526314329965891
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,climate_zone=C,-0.026856690181377825
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,climate_zone=D,-0.012004751091997341
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,climate_zone=E,-0.10082878086742375
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,hemisphere=S,-0.025560410627406806
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,spatial_block=Asia,-0.05447982788436684
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,spatial_block=Europe,-0.06371161010249779
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,spatial_block=North America,-0.09145980943001482
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,spatial_block=Oceania,-0.05669012747043806
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,spatial_block=South America,-0.06491150169512482
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,income_group=Low-income countries,0.002370687990044041
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,income_group=Lower-middle-income countries,-0.011094283382193714
primary_total_co2,M0star,primary_training,ZMB,45,141,20,20,,income_group=Upper-middle-income countries,-0.01302935044571286
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,intercept,0.26428147475528263
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,cum_co2_total,0.01654090224866937
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,abs_latitude,0.0012283376111925212
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,elevation,4.1088119320809897e-07
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,continentality,4.124710696812492e-05
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,population,-0.01586268560750757
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,station_density,-0.0013890195841409958
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,climate_zone=B,0.007689847443738168
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,climate_zone=C,-0.02716146580532275
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,climate_zone=D,-0.012233832013971987
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,climate_zone=E,-0.10152915530127014
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,hemisphere=S,-0.014196559811463647
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,spatial_block=Asia,-0.05747238033140992
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,spatial_block=Europe,-0.06644957664431064
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,spatial_block=North America,-0.09378456618726164
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,spatial_block=Oceania,-0.07010249072944277
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,spatial_block=South America,-0.07565170433240191
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,income_group=Low-income countries,0.0010390485289138076
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,income_group=Lower-middle-income countries,-0.010149763294184475
primary_total_co2,M0star,primary_training,ZWE,46,141,20,20,,income_group=Upper-middle-income countries,-0.012101130128410348
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,intercept,0.24168843167565085
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,cum_co2_total,0.012522903041487447
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,abs_latitude,0.0008124312323547767
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,elevation,-2.615169352630701e-06
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,continentality,2.941052228243577e-05
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,population,-0.009504559772653624
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,station_density,-0.0013040913150926363
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,climate_zone=B,0.001620395090563333
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,climate_zone=C,-0.018974000099732796
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,climate_zone=D,0.0037029427634415048
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,climate_zone=E,-0.0813547541205702
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,hemisphere=S,-0.024329368486615797
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,spatial_block=Asia,-0.05876069025779953
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,spatial_block=Europe,-0.06198853314542044
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,spatial_block=North America,-0.09307459596572985
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,spatial_block=Oceania,-0.06224765812187959
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,spatial_block=South America,-0.06215056143457725
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,income_group=Low-income countries,-0.0016336819925999863
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,income_group=Lower-middle-income countries,-0.013494760838038947
primary_total_co2,M0star,primary_training,AFG,47,142,20,20,,income_group=Upper-middle-income countries,-0.02054883782765529
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,intercept,0.2721149046780667
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,cum_co2_total,0.020227396749186683
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,abs_latitude,0.0009821245505111005
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,elevation,-3.226702215566455e-06
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,continentality,4.0745352900142835e-05
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,population,-0.019352627881710154
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,station_density,-0.0015217951838914347
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,climate_zone=B,0.006525486989992724
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,climate_zone=C,-0.020520196658613758
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,climate_zone=D,-0.006381192954633848
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,climate_zone=E,-0.09119848020897713
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,hemisphere=S,-0.024049498922885305
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,spatial_block=Asia,-0.04936276160340577
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,spatial_block=Europe,-0.05651706559371599
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,spatial_block=North America,-0.08566725431292545
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,spatial_block=Oceania,-0.056927821806732885
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,spatial_block=South America,-0.057283411870028375
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,income_group=Low-income countries,0.02007995502086809
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,income_group=Lower-middle-income countries,-0.00041943921535024064
primary_total_co2,M0star,primary_training,ARM,48,143,20,20,,income_group=Upper-middle-income countries,-0.013526088740961366
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,intercept,0.24862702290559185
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,cum_co2_total,0.014965002056135471
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,abs_latitude,0.000871248781801547
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,elevation,-2.1020144928541328e-06
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,continentality,3.189514800442751e-05
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,population,-0.013028112279385905
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,station_density,-0.001350598588873658
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,climate_zone=B,0.005670048725354036
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,climate_zone=C,-0.01728527609102555
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,climate_zone=D,0.0010777035138211624
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,climate_zone=E,-0.08326909250010522
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,hemisphere=S,-0.024272303671844773
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,spatial_block=Asia,-0.05280730138201276
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,spatial_block=Europe,-0.05689809406845694
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,spatial_block=North America,-0.08653360926187925
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,spatial_block=Oceania,-0.05734751423922362
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,spatial_block=South America,-0.057199827323444016
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,income_group=Low-income countries,0.012886703127041994
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,income_group=Lower-middle-income countries,-0.006739243491370572
primary_total_co2,M0star,primary_training,AZE,49,140,20,20,,income_group=Upper-middle-income countries,-0.01784921510486278
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,intercept,0.2051975789324026
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,cum_co2_total,0.010200768474928975
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,abs_latitude,0.0012652751708701947
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,elevation,-8.792873109594419e-07
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,continentality,3.9570019944294116e-05
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,population,-0.00519654457158467
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,station_density,-0.001621912866669064
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,climate_zone=B,0.0017390056330176798
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,climate_zone=C,-0.02806172669174904
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,climate_zone=D,-0.012091189819321658
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,climate_zone=E,-0.09823368961987768
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,hemisphere=S,-0.027107500627231582
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,spatial_block=Asia,-0.04715770838766783
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,spatial_block=Europe,-0.05802494357205843
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,spatial_block=North America,-0.08941480887032598
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,spatial_block=Oceania,-0.053299523064521875
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,spatial_block=South America,-0.05883852115243702
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,income_group=Low-income countries,-0.0022154549087734024
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,income_group=Lower-middle-income countries,-0.008795230645362738
primary_total_co2,M0star,primary_training,BGD,50,146,20,20,,income_group=Upper-middle-income countries,-0.01611055040917523
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,intercept,0.202031110049
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,cum_co2_total,0.010674242656142897
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,abs_latitude,0.0013571079151785044
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,elevation,3.9625519268250813e-07
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,continentality,3.6341709004284024e-05
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,population,-0.004503479882248396
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,station_density,-0.0021872158536179356
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,climate_zone=B,-0.005674109683264023
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,climate_zone=C,-0.0351593297838471
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,climate_zone=D,-0.021513417100942272
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,climate_zone=E,-0.10859512206214116
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,hemisphere=S,-0.02968501593551638
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,spatial_block=Asia,-0.04186798646459624
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,spatial_block=Europe,-0.05525588456329889
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,spatial_block=North America,-0.09089853382078457
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,spatial_block=Oceania,-0.052038392452253286
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,spatial_block=South America,-0.05691008027161816
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,income_group=Low-income countries,-0.002608645056585482
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,income_group=Lower-middle-income countries,-0.005938488905864346
primary_total_co2,M0star,primary_training,MMR,51,141,20,20,,income_group=Upper-middle-income countries,-0.01640311837616977
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,intercept,0.23276563875929646
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,cum_co2_total,0.012976844252359223
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,abs_latitude,0.0011241066319337023
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,elevation,-1.806115754259017e-07
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,continentality,3.793783605212533e-05
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,population,-0.009586168989221667
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,station_density,-0.002062863370975504
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,climate_zone=B,-0.0004835410380209018
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,climate_zone=C,-0.02905203635996508
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,climate_zone=D,-0.014561200401310268
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,climate_zone=E,-0.1012545711702443
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,hemisphere=S,-0.026259123490914478
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,spatial_block=Asia,-0.0440005896163252
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,spatial_block=Europe,-0.05507521115533138
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,spatial_block=North America,-0.09012800193993593
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,spatial_block=Oceania,-0.05510801827188152
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,spatial_block=South America,-0.06055898380145645
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,income_group=Low-income countries,-0.0007745431384385148
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,income_group=Lower-middle-income countries,-0.008736684588457683
primary_total_co2,M0star,primary_training,KHM,52,144,20,20,,income_group=Upper-middle-income countries,-0.015256804763519266
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,intercept,0.1512337775720485
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,cum_co2_total,0.0007766248690656481
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,abs_latitude,0.0010953747937186922
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,elevation,-4.07487426818243e-06
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,continentality,2.102565925269078e-05
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,population,0.008561150158903777
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,station_density,-0.0019189043033310267
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,climate_zone=B,-0.002645038298835511
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,climate_zone=C,-0.024523530968081447
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,climate_zone=D,-0.00048302835408168616
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,climate_zone=E,-0.08465755084935501
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,hemisphere=S,-0.02534018354405294
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,spatial_block=Asia,-0.03854475607665573
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,spatial_block=Europe,-0.06033414987584113
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,spatial_block=North America,-0.09469024693556762
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,spatial_block=Oceania,-0.06129013183562466
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,spatial_block=South America,-0.060034034862489594
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,income_group=Low-income countries,-0.018425822004092905
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,income_group=Lower-middle-income countries,-0.01906662898256213
primary_total_co2,M0star,primary_training,CHN,53,131,20,20,,income_group=Upper-middle-income countries,-0.022977671318347867
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,intercept,0.2615999257863903
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,cum_co2_total,0.019446984083216518
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,abs_latitude,0.000873806934145701
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,elevation,-2.812101068442704e-06
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,continentality,3.776083690092767e-05
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,population,-0.017324581464954532
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,station_density,-0.0014697191015011653
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,climate_zone=B,0.0062832848165008575
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,climate_zone=C,-0.018658319004024232
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,climate_zone=D,-0.0017175665668163103
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,climate_zone=E,-0.08505576882670662
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,hemisphere=S,-0.024139287030323135
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,spatial_block=Asia,-0.05118335951347842
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,spatial_block=Europe,-0.05444258485525226
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,spatial_block=North America,-0.08470575541172157
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,spatial_block=Oceania,-0.056303702857520364
primary_total_co2,M0star,primary_training,GEO,54,140,20,20,,spatial_block=South America,-0.0558820881262225
