representation,model,fit,held_out_iso3,fold,n_train,matrix_columns,matrix_rank,feature_identified,column,coefficient
per_capita,M0star,primary_training,OMN,68,144,20,20,,spatial_block=Europe,-0.06644120508075867
per_capita,M0star,primary_training,OMN,68,144,20,20,,spatial_block=North America,-0.09147346407508335
per_capita,M0star,primary_training,OMN,68,144,20,20,,spatial_block=Oceania,-0.05486648644129199
per_capita,M0star,primary_training,OMN,68,144,20,20,,spatial_block=South America,-0.058940973611472734
per_capita,M0star,primary_training,OMN,68,144,20,20,,income_group=Low-income countries,0.003947655869293421
per_capita,M0star,primary_training,OMN,68,144,20,20,,income_group=Lower-middle-income countries,-0.002802754123115619
per_capita,M0star,primary_training,OMN,68,144,20,20,,income_group=Upper-middle-income countries,-0.00937962702990938
per_capita,M0star,primary_training,PAK,69,141,20,20,,intercept,0.1542029778249573
per_capita,M0star,primary_training,PAK,69,141,20,20,,cum_co2_per_capita,0.013684562270737962
per_capita,M0star,primary_training,PAK,69,141,20,20,,abs_latitude,0.0010087128337056474
per_capita,M0star,primary_training,PAK,69,141,20,20,,elevation,-3.1858925422005873e-06
per_capita,M0star,primary_training,PAK,69,141,20,20,,continentality,3.499837353899049e-05
per_capita,M0star,primary_training,PAK,69,141,20,20,,population,0.003273456594386455
per_capita,M0star,primary_training,PAK,69,141,20,20,,station_density,-0.0012500821883364285
per_capita,M0star,primary_training,PAK,69,141,20,20,,climate_zone=B,-0.0021571933080048447
per_capita,M0star,primary_training,PAK,69,141,20,20,,climate_zone=C,-0.021045380113691104
per_capita,M0star,primary_training,PAK,69,141,20,20,,climate_zone=D,-0.00010062659497535555
per_capita,M0star,primary_training,PAK,69,141,20,20,,climate_zone=E,-0.08556798301812653
per_capita,M0star,primary_training,PAK,69,141,20,20,,hemisphere=S,-0.025020982823091634
per_capita,M0star,primary_training,PAK,69,141,20,20,,spatial_block=Asia,-0.060871905049228
per_capita,M0star,primary_training,PAK,69,141,20,20,,spatial_block=Europe,-0.06299827389937573
per_capita,M0star,primary_training,PAK,69,141,20,20,,spatial_block=North America,-0.09233008356155352
per_capita,M0star,primary_training,PAK,69,141,20,20,,spatial_block=Oceania,-0.059955642102120926
per_capita,M0star,primary_training,PAK,69,141,20,20,,spatial_block=South America,-0.060793261481300404
per_capita,M0star,primary_training,PAK,69,141,20,20,,income_group=Low-income countries,0.004962791302326711
per_capita,M0star,primary_training,PAK,69,141,20,20,,income_group=Lower-middle-income countries,-0.006790168982682044
per_capita,M0star,primary_training,PAK,69,141,20,20,,income_group=Upper-middle-income countries,-0.015413872768070358
per_capita,M0star,primary_training,PHL,70,145,20,20,,intercept,0.1571749101011873
per_capita,M0star,primary_training,PHL,70,145,20,20,,cum_co2_per_capita,0.016226148004979995
per_capita,M0star,primary_training,PHL,70,145,20,20,,abs_latitude,0.0011880184675136822
per_capita,M0star,primary_training,PHL,70,145,20,20,,elevation,4.0097572967516366e-07
per_capita,M0star,primary_training,PHL,70,145,20,20,,continentality,4.30923850549626e-05
per_capita,M0star,primary_training,PHL,70,145,20,20,,population,0.001668328763419654
per_capita,M0star,primary_training,PHL,70,145,20,20,,station_density,-0.002536101547867286
per_capita,M0star,primary_training,PHL,70,145,20,20,,climate_zone=B,0.00571180369732535
per_capita,M0star,primary_training,PHL,70,145,20,20,,climate_zone=C,-0.021403024914779672
per_capita,M0star,primary_training,PHL,70,145,20,20,,climate_zone=D,-0.008350904559978329
per_capita,M0star,primary_training,PHL,70,145,20,20,,climate_zone=E,-0.09884112403726437
per_capita,M0star,primary_training,PHL,70,145,20,20,,hemisphere=S,-0.03158935752535581
per_capita,M0star,primary_training,PHL,70,145,20,20,,spatial_block=Asia,-0.05693306920164628
per_capita,M0star,primary_training,PHL,70,145,20,20,,spatial_block=Europe,-0.06343355010995487
per_capita,M0star,primary_training,PHL,70,145,20,20,,spatial_block=North America,-0.08925509158823804
per_capita,M0star,primary_training,PHL,70,145,20,20,,spatial_block=Oceania,-0.05435161356948763
per_capita,M0star,primary_training,PHL,70,145,20,20,,spatial_block=South America,-0.05807033979447067
per_capita,M0star,primary_training,PHL,70,145,20,20,,income_group=Low-income countries,0.004990557810529022
per_capita,M0star,primary_training,PHL,70,145,20,20,,income_group=Lower-middle-income countries,-0.007247007441511258
per_capita,M0star,primary_training,PHL,70,145,20,20,,income_group=Upper-middle-income countries,-0.015939709034943846
per_capita,M0star,primary_training,QAT,71,145,20,20,,intercept,0.14645092571911153
per_capita,M0star,primary_training,QAT,71,145,20,20,,cum_co2_per_capita,0.013770089824292956
per_capita,M0star,primary_training,QAT,71,145,20,20,,abs_latitude,0.0012337740185603772
per_capita,M0star,primary_training,QAT,71,145,20,20,,elevation,-3.249109712812971e-06
per_capita,M0star,primary_training,QAT,71,145,20,20,,continentality,4.493505206494476e-05
per_capita,M0star,primary_training,QAT,71,145,20,20,,population,0.0023681868787820684
per_capita,M0star,primary_training,QAT,71,145,20,20,,station_density,-0.001300590550284609
per_capita,M0star,primary_training,QAT,71,145,20,20,,climate_zone=B,-0.0005219192721785052
per_capita,M0star,primary_training,QAT,71,145,20,20,,climate_zone=C,-0.021005034889946508
per_capita,M0star,primary_training,QAT,71,145,20,20,,climate_zone=D,-0.0035565423045088042
per_capita,M0star,primary_training,QAT,71,145,20,20,,climate_zone=E,-0.0905492865517603
per_capita,M0star,primary_training,QAT,71,145,20,20,,hemisphere=S,-0.02651323548481883
per_capita,M0star,primary_training,QAT,71,145,20,20,,spatial_block=Asia,-0.05801208628521277
per_capita,M0star,primary_training,QAT,71,145,20,20,,spatial_block=Europe,-0.06094322708421318
per_capita,M0star,primary_training,QAT,71,145,20,20,,spatial_block=North America,-0.0878123322650998
per_capita,M0star,primary_training,QAT,71,145,20,20,,spatial_block=Oceania,-0.053309164996903954
per_capita,M0star,primary_training,QAT,71,145,20,20,,spatial_block=South America,-0.05728515692710868
per_capita,M0star,primary_training,QAT,71,145,20,20,,income_group=Low-income countries,0.01316684887654757
per_capita,M0star,primary_training,QAT,71,145,20,20,,income_group=Lower-middle-income countries,0.00020844353442829415
per_capita,M0star,primary_training,QAT,71,145,20,20,,income_group=Upper-middle-income countries,-0.009229388494323247
per_capita,M0star,primary_training,SAU,72,132,20,20,,intercept,0.1342761927577283
per_capita,M0star,primary_training,SAU,72,132,20,20,,cum_co2_per_capita,0.017713113442163194
per_capita,M0star,primary_training,SAU,72,132,20,20,,abs_latitude,0.0013028333058332248
per_capita,M0star,primary_training,SAU,72,132,20,20,,elevation,-5.159286714677315e-06
per_capita,M0star,primary_training,SAU,72,132,20,20,,continentality,4.144503178095681e-05
per_capita,M0star,primary_training,SAU,72,132,20,20,,population,0.0028934016223813846
per_capita,M0star,primary_training,SAU,72,132,20,20,,station_density,-0.0011943291688943565
per_capita,M0star,primary_training,SAU,72,132,20,20,,climate_zone=B,0.006697153753815374
per_capita,M0star,primary_training,SAU,72,132,20,20,,climate_zone=C,-0.01892585757531802
per_capita,M0star,primary_training,SAU,72,132,20,20,,climate_zone=D,-0.0023407848681205193
per_capita,M0star,primary_training,SAU,72,132,20,20,,climate_zone=E,-0.08983725939049561
per_capita,M0star,primary_training,SAU,72,132,20,20,,hemisphere=S,-0.028344610973160506
per_capita,M0star,primary_training,SAU,72,132,20,20,,spatial_block=Asia,-0.05863307959893359
per_capita,M0star,primary_training,SAU,72,132,20,20,,spatial_block=Europe,-0.06655947155738295
per_capita,M0star,primary_training,SAU,72,132,20,20,,spatial_block=North America,-0.08984422228550383
per_capita,M0star,primary_training,SAU,72,132,20,20,,spatial_block=Oceania,-0.05710215784908804
per_capita,M0star,primary_training,SAU,72,132,20,20,,spatial_block=South America,-0.05697191852111723
per_capita,M0star,primary_training,SAU,72,132,20,20,,income_group=Low-income countries,0.023489546554971902
per_capita,M0star,primary_training,SAU,72,132,20,20,,income_group=Lower-middle-income countries,0.006339156892533974
per_capita,M0star,primary_training,SAU,72,132,20,20,,income_group=Upper-middle-income countries,-0.009210126958296469
per_capita,M0star,primary_training,KOR,73,147,20,20,,intercept,0.15719594822353297
per_capita,M0star,primary_training,KOR,73,147,20,20,,cum_co2_per_capita,0.014893966349779537
per_capita,M0star,primary_training,KOR,73,147,20,20,,abs_latitude,0.001060274345692515
per_capita,M0star,primary_training,KOR,73,147,20,20,,elevation,-1.1122084877718366e-06
per_capita,M0star,primary_training,KOR,73,147,20,20,,continentality,3.8252545776566294e-05
per_capita,M0star,primary_training,KOR,73,147,20,20,,population,0.002655552043894327
per_capita,M0star,primary_training,KOR,73,147,20,20,,station_density,-0.0018259094719643076
per_capita,M0star,primary_training,KOR,73,147,20,20,,climate_zone=B,0.005545732718267987
per_capita,M0star,primary_training,KOR,73,147,20,20,,climate_zone=C,-0.022191387156173508
per_capita,M0star,primary_training,KOR,73,147,20,20,,climate_zone=D,-0.002827687963395184
per_capita,M0star,primary_training,KOR,73,147,20,20,,climate_zone=E,-0.0901954910435553
per_capita,M0star,primary_training,KOR,73,147,20,20,,hemisphere=S,-0.02577329030392043
per_capita,M0star,primary_training,KOR,73,147,20,20,,spatial_block=Asia,-0.051324941835724044
per_capita,M0star,primary_training,KOR,73,147,20,20,,spatial_block=Europe,-0.06509366409121792
per_capita,M0star,primary_training,KOR,73,147,20,20,,spatial_block=North America,-0.0910906160086187
per_capita,M0star,primary_training,KOR,73,147,20,20,,spatial_block=Oceania,-0.05898353546700852
per_capita,M0star,primary_training,KOR,73,147,20,20,,spatial_block=South America,-0.062441161561836746
per_capita,M0star,primary_training,KOR,73,147,20,20,,income_group=Low-income countries,0.0012502218335045199
per_capita,M0star,primary_training,KOR,73,147,20,20,,income_group=Lower-middle-income countries,-0.011991590329629225
per_capita,M0star,primary_training,KOR,73,147,20,20,,income_group=Upper-middle-income countries,-0.016929621871432512
per_capita,M0star,primary_training,LKA,74,149,20,20,,intercept,0.13809645305908327
per_capita,M0star,primary_training,LKA,74,149,20,20,,cum_co2_per_capita,0.016466264013323444
per_capita,M0star,primary_training,LKA,74,149,20,20,,abs_latitude,0.0010952906067636878
per_capita,M0star,primary_training,LKA,74,149,20,20,,elevation,-4.799454783746745e-07
per_capita,M0star,primary_training,LKA,74,149,20,20,,continentality,4.088369955617328e-05
per_capita,M0star,primary_training,LKA,74,149,20,20,,population,0.0044875782197782545
per_capita,M0star,primary_training,LKA,74,149,20,20,,station_density,-0.0016909108661122133
per_capita,M0star,primary_training,LKA,74,149,20,20,,climate_zone=B,0.0037280796488219823
per_capita,M0star,primary_training,LKA,74,149,20,20,,climate_zone=C,-0.02564631354353339
per_capita,M0star,primary_training,LKA,74,149,20,20,,climate_zone=D,-0.00935433795736385
per_capita,M0star,primary_training,LKA,74,149,20,20,,climate_zone=E,-0.0929782438607189
per_capita,M0star,primary_training,LKA,74,149,20,20,,hemisphere=S,-0.0263722554720479
per_capita,M0star,primary_training,LKA,74,149,20,20,,spatial_block=Asia,-0.05129172277754934
per_capita,M0star,primary_training,LKA,74,149,20,20,,spatial_block=Europe,-0.06001468736056794
per_capita,M0star,primary_training,LKA,74,149,20,20,,spatial_block=North America,-0.09000706703970399
per_capita,M0star,primary_training,LKA,74,149,20,20,,spatial_block=Oceania,-0.05572576961945432
per_capita,M0star,primary_training,LKA,74,149,20,20,,spatial_block=South America,-0.06172231889406759
per_capita,M0star,primary_training,LKA,74,149,20,20,,income_group=Low-income countries,0.004726100782846471
per_capita,M0star,primary_training,LKA,74,149,20,20,,income_group=Lower-middle-income countries,-0.007450829790648792
per_capita,M0star,primary_training,LKA,74,149,20,20,,income_group=Upper-middle-income countries,-0.01442885102452074
per_capita,M0star,primary_training,SYR,75,138,20,20,,intercept,0.14255871418547075
per_capita,M0star,primary_training,SYR,75,138,20,20,,cum_co2_per_capita,0.02171716991442883
per_capita,M0star,primary_training,SYR,75,138,20,20,,abs_latitude,0.0010625738115061212
per_capita,M0star,primary_training,SYR,75,138,20,20,,elevation,-3.889204771792045e-06
per_capita,M0star,primary_training,SYR,75,138,20,20,,continentality,3.749455203729767e-05
per_capita,M0star,primary_training,SYR,75,138,20,20,,population,0.0018599442318369883
per_capita,M0star,primary_training,SYR,75,138,20,20,,station_density,-0.0014943513022695556
per_capita,M0star,primary_training,SYR,75,138,20,20,,climate_zone=B,0.010853094327593807
per_capita,M0star,primary_training,SYR,75,138,20,20,,climate_zone=C,-0.020068305478473773
per_capita,M0star,primary_training,SYR,75,138,20,20,,climate_zone=D,-0.006198905413908025
per_capita,M0star,primary_training,SYR,75,138,20,20,,climate_zone=E,-0.09281655444224905
per_capita,M0star,primary_training,SYR,75,138,20,20,,hemisphere=S,-0.025715751708240163
per_capita,M0star,primary_training,SYR,75,138,20,20,,spatial_block=Asia,-0.05011498424545372
per_capita,M0star,primary_training,SYR,75,138,20,20,,spatial_block=Europe,-0.060887006099201064
per_capita,M0star,primary_training,SYR,75,138,20,20,,spatial_block=North America,-0.08834145718625692
per_capita,M0star,primary_training,SYR,75,138,20,20,,spatial_block=Oceania,-0.06045900134547886
per_capita,M0star,primary_training,SYR,75,138,20,20,,spatial_block=South America,-0.057865457706712434
per_capita,M0star,primary_training,SYR,75,138,20,20,,income_group=Low-income countries,0.021160218270502146
per_capita,M0star,primary_training,SYR,75,138,20,20,,income_group=Lower-middle-income countries,0.0019482186577943579
per_capita,M0star,primary_training,SYR,75,138,20,20,,income_group=Upper-middle-income countries,-0.015376150953350608
per_capita,M0star,primary_training,TWN,76,147,20,20,,intercept,0.15710904867646358
per_capita,M0star,primary_training,TWN,76,147,20,20,,cum_co2_per_capita,0.015746199448699084
per_capita,M0star,primary_training,TWN,76,147,20,20,,abs_latitude,0.001062860500117158
per_capita,M0star,primary_training,TWN,76,147,20,20,,elevation,-4.076157483112877e-07
per_capita,M0star,primary_training,TWN,76,147,20,20,,continentality,4.1507777834152605e-05
per_capita,M0star,primary_training,TWN,76,147,20,20,,population,0.0020915181507684365
per_capita,M0star,primary_training,TWN,76,147,20,20,,station_density,-0.0018422341221046694
per_capita,M0star,primary_training,TWN,76,147,20,20,,climate_zone=B,0.005937376821276268
per_capita,M0star,primary_training,TWN,76,147,20,20,,climate_zone=C,-0.022850448783040295
per_capita,M0star,primary_training,TWN,76,147,20,20,,climate_zone=D,-0.007134278601577965
per_capita,M0star,primary_training,TWN,76,147,20,20,,climate_zone=E,-0.09399555590968124
per_capita,M0star,primary_training,TWN,76,147,20,20,,hemisphere=S,-0.02616291458048807
per_capita,M0star,primary_training,TWN,76,147,20,20,,spatial_block=Asia,-0.053065517850245554
per_capita,M0star,primary_training,TWN,76,147,20,20,,spatial_block=Europe,-0.0608778161976565
per_capita,M0star,primary_training,TWN,76,147,20,20,,spatial_block=North America,-0.0897219028138783
per_capita,M0star,primary_training,TWN,76,147,20,20,,spatial_block=Oceania,-0.05666107846941536
per_capita,M0star,primary_training,TWN,76,147,20,20,,spatial_block=South America,-0.062186764418814766
per_capita,M0star,primary_training,TWN,76,147,20,20,,income_group=Low-income countries,0.0028919034865107604
per_capita,M0star,primary_training,TWN,76,147,20,20,,income_group=Lower-middle-income countries,-0.010226137177734119
per_capita,M0star,primary_training,TWN,76,147,20,20,,income_group=Upper-middle-income countries,-0.01520006293685122
per_capita,M0star,primary_training,TJK,77,143,20,20,,intercept,0.15112913905172343
per_capita,M0star,primary_training,TJK,77,143,20,20,,cum_co2_per_capita,0.012107881700382812
per_capita,M0star,primary_training,TJK,77,143,20,20,,abs_latitude,0.0009462358002104549
per_capita,M0star,primary_training,TJK,77,143,20,20,,elevation,-6.884490662802657e-08
per_capita,M0star,primary_training,TJK,77,143,20,20,,continentality,2.782408653862607e-05
per_capita,M0star,primary_training,TJK,77,143,20,20,,population,0.005173114736006183
per_capita,M0star,primary_training,TJK,77,143,20,20,,station_density,-0.0014642087100956215
per_capita,M0star,primary_training,TJK,77,143,20,20,,climate_zone=B,0.0024556661528570196
per_capita,M0star,primary_training,TJK,77,143,20,20,,climate_zone=C,-0.02311074398314747
per_capita,M0star,primary_training,TJK,77,143,20,20,,climate_zone=D,-0.002485290683651814
per_capita,M0star,primary_training,TJK,77,143,20,20,,climate_zone=E,-0.08594771893172881
per_capita,M0star,primary_training,TJK,77,143,20,20,,hemisphere=S,-0.025210717240396408
per_capita,M0star,primary_training,TJK,77,143,20,20,,spatial_block=Asia,-0.05772715243986199
per_capita,M0star,primary_training,TJK,77,143,20,20,,spatial_block=Europe,-0.06178094751025196
per_capita,M0star,primary_training,TJK,77,143,20,20,,spatial_block=North America,-0.09342798740875345
per_capita,M0star,primary_training,TJK,77,143,20,20,,spatial_block=Oceania,-0.05993944278428363
per_capita,M0star,primary_training,TJK,77,143,20,20,,spatial_block=South America,-0.0642613844916729
per_capita,M0star,primary_training,TJK,77,143,20,20,,income_group=Low-income countries,-0.003674732873062065
per_capita,M0star,primary_training,TJK,77,143,20,20,,income_group=Lower-middle-income countries,-0.014922261189824454
per_capita,M0star,primary_training,TJK,77,143,20,20,,income_group=Upper-middle-income countries,-0.018525978011116325
per_capita,M0star,primary_training,THA,78,142,20,20,,intercept,0.14121832788703492
per_capita,M0star,primary_training,THA,78,142,20,20,,cum_co2_per_capita,0.01408248959159931
per_capita,M0star,primary_training,THA,78,142,20,20,,abs_latitude,0.0012298810629493744
per_capita,M0star,primary_training,THA,78,142,20,20,,elevation,4.451000747287939e-07
per_capita,M0star,primary_training,THA,78,142,20,20,,continentality,3.8568787021686646e-05
per_capita,M0star,primary_training,THA,78,142,20,20,,population,0.004897573717454883
per_capita,M0star,primary_training,THA,78,142,20,20,,station_density,-0.0022875680134643423
per_capita,M0star,primary_training,THA,78,142,20,20,,climate_zone=B,-0.0031205279745075377
per_capita,M0star,primary_training,THA,78,142,20,20,,climate_zone=C,-0.031192830635734792
per_capita,M0star,primary_training,THA,78,142,20,20,,climate_zone=D,-0.017828538257803544
per_capita,M0star,primary_training,THA,78,142,20,20,,climate_zone=E,-0.10435590510654796
per_capita,M0star,primary_training,THA,78,142,20,20,,hemisphere=S,-0.030000507914285254
per_capita,M0star,primary_training,THA,78,142,20,20,,spatial_block=Asia,-0.04473657679448408
per_capita,M0star,primary_training,THA,78,142,20,20,,spatial_block=Europe,-0.056522805598303354
per_capita,M0star,primary_training,THA,78,142,20,20,,spatial_block=North America,-0.09055237852689581
per_capita,M0star,primary_training,THA,78,142,20,20,,spatial_block=Oceania,-0.05308161800189414
per_capita,M0star,primary_training,THA,78,142,20,20,,spatial_block=South America,-0.057653653537666466
per_capita,M0star,primary_training,THA,78,142,20,20,,income_group=Low-income countries,0.0014214221801665523
per_capita,M0star,primary_training,THA,78,142,20,20,,income_group=Lower-middle-income countries,-0.005090606266427101
per_capita,M0star,primary_training,THA,78,142,20,20,,income_group=Upper-middle-income countries,-0.01595436966963554
per_capita,M0star,primary_training,TUR,79,129,20,20,,intercept,0.1386050536032606
per_capita,M0star,primary_training,TUR,79,129,20,20,,cum_co2_per_capita,0.023139311837720715
per_capita,M0star,primary_training,TUR,79,129,20,20,,abs_latitude,0.0008934339236982007
per_capita,M0star,primary_training,TUR,79,129,20,20,,elevation,-4.625705654674297e-06
per_capita,M0star,primary_training,TUR,79,129,20,20,,continentality,3.7258215766279045e-05
per_capita,M0star,primary_training,TUR,79,129,20,20,,population,0.001990179453827548
per_capita,M0star,primary_training,TUR,79,129,20,20,,station_density,-0.0015738541487171679
per_capita,M0star,primary_training,TUR,79,129,20,20,,climate_zone=B,0.012999475129402563
per_capita,M0star,primary_training,TUR,79,129,20,20,,climate_zone=C,-0.017217657891419314
per_capita,M0star,primary_training,TUR,79,129,20,20,,climate_zone=D,0.00020347649472415405
per_capita,M0star,primary_training,TUR,79,129,20,20,,climate_zone=E,-0.08890936829390832
per_capita,M0star,primary_training,TUR,79,129,20,20,,hemisphere=S,-0.025035597741116227
per_capita,M0star,primary_training,TUR,79,129,20,20,,spatial_block=Asia,-0.04854285260397776
per_capita,M0star,primary_training,TUR,79,129,20,20,,spatial_block=Europe,-0.05411835070797707
per_capita,M0star,primary_training,TUR,79,129,20,20,,spatial_block=North America,-0.08696418640565343
per_capita,M0star,primary_training,TUR,79,129,20,20,,spatial_block=Oceania,-0.05957537634674375
per_capita,M0star,primary_training,TUR,79,129,20,20,,spatial_block=South America,-0.05761776782575835
per_capita,M0star,primary_training,TUR,79,129,20,20,,income_group=Low-income countries,0.025081794803952666
per_capita,M0star,primary_training,TUR,79,129,20,20,,income_group=Lower-middle-income countries,0.004769022470468298
per_capita,M0star,primary_training,TUR,79,129,20,20,,income_group=Upper-middle-income countries,-0.01310343929877956
per_capita,M0star,primary_training,TKM,80,141,20,20,,intercept,0.17693057304026166
per_capita,M0star,primary_training,TKM,80,141,20,20,,cum_co2_per_capita,0.010911403995458707
per_capita,M0star,primary_training,TKM,80,141,20,20,,abs_latitude,0.0007788650005718379
per_capita,M0star,primary_training,TKM,80,141,20,20,,elevation,-2.61867551636317e-06
per_capita,M0star,primary_training,TKM,80,141,20,20,,continentality,2.754963693481359e-05
per_capita,M0star,primary_training,TKM,80,141,20,20,,population,0.002079864642005526
per_capita,M0star,primary_training,TKM,80,141,20,20,,station_density,-0.001323030653776719
per_capita,M0star,primary_training,TKM,80,141,20,20,,climate_zone=B,0.002976303543266549
per_capita,M0star,primary_training,TKM,80,141,20,20,,climate_zone=C,-0.01582592754841187
per_capita,M0star,primary_training,TKM,80,141,20,20,,climate_zone=D,0.003781731940694566
per_capita,M0star,primary_training,TKM,80,141,20,20,,climate_zone=E,-0.08022482693867178
per_capita,M0star,primary_training,TKM,80,141,20,20,,hemisphere=S,-0.024341615024307445
per_capita,M0star,primary_training,TKM,80,141,20,20,,spatial_block=Asia,-0.05923122128408784
per_capita,M0star,primary_training,TKM,80,141,20,20,,spatial_block=Europe,-0.061780810167539724
per_capita,M0star,primary_training,TKM,80,141,20,20,,spatial_block=North America,-0.09329981815645594
per_capita,M0star,primary_training,TKM,80,141,20,20,,spatial_block=Oceania,-0.06283283088805512
per_capita,M0star,primary_training,TKM,80,141,20,20,,spatial_block=South America,-0.06321087917385121
per_capita,M0star,primary_training,TKM,80,141,20,20,,income_group=Low-income countries,-0.0033857130517455465
per_capita,M0star,primary_training,TKM,80,141,20,20,,income_group=Lower-middle-income countries,-0.01597120775494453
per_capita,M0star,primary_training,TKM,80,141,20,20,,income_group=Upper-middle-income countries,-0.019956734645817587
per_capita,M0star,primary_training,ARE,81,144,20,20,,intercept,0.15662120231209672
per_capita,M0star,primary_training,ARE,81,144,20,20,,cum_co2_per_capita,0.010343754634147906
per_capita,M0star,primary_training,ARE,81,144,20,20,,abs_latitude,0.0014125316461092029
per_capita,M0star,primary_training,ARE,81,144,20,20,,elevation,-4.351890761330039e-06
per_capita,M0star,primary_training,ARE,81,144,20,20,,continentality,4.8739618831819727e-05
per_capita,M0star,primary_training,ARE,81,144,20,20,,population,0.001908024417921202
per_capita,M0star,primary_training,ARE,81,144,20,20,,station_density,-0.0011334405491262149
per_capita,M0star,primary_training,ARE,81,144,20,20,,climate_zone=B,-0.0041988567900884165
per_capita,M0star,primary_training,ARE,81,144,20,20,,climate_zone=C,-0.02267253501627753
per_capita,M0star,primary_training,ARE,81,144,20,20,,climate_zone=D,-0.005694056315386537
per_capita,M0star,primary_training,ARE,81,144,20,20,,climate_zone=E,-0.09548972417140959
per_capita,M0star,primary_training,ARE,81,144,20,20,,hemisphere=S,-0.027445887475309825
per_capita,M0star,primary_training,ARE,81,144,20,20,,spatial_block=Asia,-0.06273654178998436
per_capita,M0star,primary_training,ARE,81,144,20,20,,spatial_block=Europe,-0.06644120508075867
per_capita,M0star,primary_training,ARE,81,144,20,20,,spatial_block=North America,-0.09147346407508335
per_capita,M0star,primary_training,ARE,81,144,20,20,,spatial_block=Oceania,-0.05486648644129199
per_capita,M0star,primary_training,ARE,81,144,20,20,,spatial_block=South America,-0.058940973611472734
per_capita,M0star,primary_training,ARE,81,144,20,20,,income_group=Low-income countries,0.003947655869293421
per_capita,M0star,primary_training,ARE,81,144,20,20,,income_group=Lower-middle-income countries,-0.002802754123115619
per_capita,M0star,primary_training,ARE,81,144,20,20,,income_group=Upper-middle-income countries,-0.00937962702990938
per_capita,M0star,primary_training,UZB,82,142,20,20,,intercept,0.1784573867312313
per_capita,M0star,primary_training,UZB,82,142,20,20,,cum_co2_per_capita,0.01188330814338011
per_capita,M0star,primary_training,UZB,82,142,20,20,,abs_latitude,0.000759439185512864
per_capita,M0star,primary_training,UZB,82,142,20,20,,elevation,-2.856485657963255e-06
per_capita,M0star,primary_training,UZB,82,142,20,20,,continentality,2.9659272683493236e-05
per_capita,M0star,primary_training,UZB,82,142,20,20,,population,0.001623662439817239
per_capita,M0star,primary_training,UZB,82,142,20,20,,station_density,-0.0012462295994464117
per_capita,M0star,primary_training,UZB,82,142,20,20,,climate_zone=B,0.003089575170524779
per_capita,M0star,primary_training,UZB,82,142,20,20,,climate_zone=C,-0.017334241698076697
per_capita,M0star,primary_training,UZB,82,142,20,20,,climate_zone=D,0.004143889721940314
per_capita,M0star,primary_training,UZB,82,142,20,20,,climate_zone=E,-0.08164723494935226
per_capita,M0star,primary_training,UZB,82,142,20,20,,hemisphere=S,-0.02406034657706201
per_capita,M0star,primary_training,UZB,82,142,20,20,,spatial_block=Asia,-0.06001588707294098
per_capita,M0star,primary_training,UZB,82,142,20,20,,spatial_block=Europe,-0.0607758809711018
per_capita,M0star,primary_training,UZB,82,142,20,20,,spatial_block=North America,-0.09274086407592183
per_capita,M0star,primary_training,UZB,82,142,20,20,,spatial_block=Oceania,-0.062473750372908324
per_capita,M0star,primary_training,UZB,82,142,20,20,,spatial_block=South America,-0.06215757903910957
per_capita,M0star,primary_training,UZB,82,142,20,20,,income_group=Low-income countries,-0.0029719036412640338
per_capita,M0star,primary_training,UZB,82,142,20,20,,income_group=Lower-middle-income countries,-0.015154505412777073
per_capita,M0star,primary_training,UZB,82,142,20,20,,income_group=Upper-middle-income countries,-0.021414798668585987
per_capita,M0star,primary_training,VNM,83,143,20,20,,intercept,0.15865234853167864
per_capita,M0star,primary_training,VNM,83,143,20,20,,cum_co2_per_capita,0.013562189547057648
per_capita,M0star,primary_training,VNM,83,143,20,20,,abs_latitude,0.0011965584351532642
per_capita,M0star,primary_training,VNM,83,143,20,20,,elevation,2.159004127300235e-07
per_capita,M0star,primary_training,VNM,83,143,20,20,,continentality,3.934566272938615e-05
per_capita,M0star,primary_training,VNM,83,143,20,20,,population,0.0025385869642691353
per_capita,M0star,primary_training,VNM,83,143,20,20,,station_density,-0.0022525129822077855
per_capita,M0star,primary_training,VNM,83,143,20,20,,climate_zone=B,-0.0003268299890794418
per_capita,M0star,primary_training,VNM,83,143,20,20,,climate_zone=C,-0.027541661136329484
per_capita,M0star,primary_training,VNM,83,143,20,20,,climate_zone=D,-0.014383423281016643
per_capita,M0star,primary_training,VNM,83,143,20,20,,climate_zone=E,-0.10359158243184236
per_capita,M0star,primary_training,VNM,83,143,20,20,,hemisphere=S,-0.030304473362445777
per_capita,M0star,primary_training,VNM,83,143,20,20,,spatial_block=Asia,-0.04703804873285677
per_capita,M0star,primary_training,VNM,83,143,20,20,,spatial_block=Europe,-0.05821766432231243
per_capita,M0star,primary_training,VNM,83,143,20,20,,spatial_block=North America,-0.09040421902337353
per_capita,M0star,primary_training,VNM,83,143,20,20,,spatial_block=Oceania,-0.05357601825692711
per_capita,M0star,primary_training,VNM,83,143,20,20,,spatial_block=South America,-0.057807953874209395
per_capita,M0star,primary_training,VNM,83,143,20,20,,income_group=Low-income countries,0.0008639568176036321
per_capita,M0star,primary_training,VNM,83,143,20,20,,income_group=Lower-middle-income countries,-0.0070331963122549895
per_capita,M0star,primary_training,VNM,83,143,20,20,,income_group=Upper-middle-income countries,-0.016327167271440426
