iso3,Country,terrestrial_area_km2,n_pixels_60s,abs_latitude,hemisphere,north_area_fraction,elevation_coverage,elevation_if_computed,elevation,continentality_coverage,continentality,continentality_5min,continentality_60s_check,climate_zone,koppen_area_share_A,koppen_area_share_B,koppen_area_share_C,koppen_area_share_D,koppen_area_share_E,koppen_unclassified_share,koppen_winner_margin_km2,koppen_unclassified_km2,mixed_pixel_area_km2,elevation_water_centred_land_km2,negative_land_area_km2,elevation_missing_fraction,elevation_missing_cause,climate_missing_cause,missing_reasons,continentality_60s_pass,gpw_footprint_area_km2,gpw_cells,removed_water_area_km2,spatial_block,v1_abs_latitude,v1_elevation,v1_continentality,v1_climate_zone,v1_hemisphere,continentality_station_v1,continentality_station_exact_arc,continentality_diff_3min_vs_5min_km,continentality_diff_3min_vs_60s_km,continentality_quadrature,continentality_3min,continentality_quadrature_ok,climate_zone_changed,hemisphere_changed,abs_latitude_change,elevation_change,continentality_change
COD,Congo (Democratic Republic Of The),2301556.6931795157,675329,4.295074901175064,S,0.30833626752959287,0.9992666124097752,676.9466083021684,676.9466083021684,0.9999999999998731,1171.6884711953446,1171.6917675602353,,A,0.9502850043101352,0.0,0.04971499568982453,0.0,0.0,0.0,2072712.9310168102,0.0,8178.345695071701,1687.9331170457247,4.646648975319063,0.0007333875902547972,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,2336336.7420366392,3036,34780.04885712359,Africa,4.717826086956522,740.5418668000594,996.1091986864735,A,S,996.1091986864735,996.1116553474938,0.0032963648907298193,,3min,1171.6884711953446,True,False,False,-0.42275118578145765,-63.595258497890995,175.5792725088711
CIV,Côte D'Ivoire,321055.45409472694,94851,7.623240002795848,N,1.0,0.9988251338942792,257.4250838599455,257.4250838599455,0.9999999999999313,293.8899741238431,293.89081336958344,,A,0.9999785713632986,0.0,0.0,0.0,0.0,2.1428636701472133e-05,321048.57431404013,6.879780686822067,1895.1414120194222,377.1971710726785,288.904860479447,0.0011748661057207489,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,333122.66038973205,435,12067.206295005104,Africa,6.492307692307692,145.13958637530988,167.6921433742753,A,N,167.6921433742753,167.675823264779,0.0008392457403374465,,3min,293.8899741238431,True,False,False,1.1309323104881557,112.28549748463564,126.1978307495678
DJI,Djibouti,22046.795631038298,6726,11.746369240759714,N,1.0,0.9957084178501658,458.56110619834743,458.56110619834743,1.0000000000000175,46.494584472361076,46.44065688496628,,B,0.0,1.0,0.0,0.0,0.0,0.0,22046.795631038298,0.0,506.5654143496266,94.6156345912198,217.6427126291539,0.0042915821498347995,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,25721.538964379946,34,3674.7433333416484,Africa,12.05,955.0897827148438,31.093075198477482,B,N,31.093075198477482,31.074781695875984,0.05392758739479575,,3min,46.494584472361076,True,False,False,-0.3036307592402867,-496.5286765164963,15.401509273883594
EGY,Egypt,997578.3068028194,327364,26.436542779191623,N,1.0,0.9985447962344776,302.1594497526433,302.1594497526433,0.9999999999996848,320.8096460891413,320.80913153303084,,B,0.0,0.9996042013967983,0.0,0.0,0.0,0.0003957986032021261,997183.4667024025,394.8401004172979,6473.095948787795,1451.6797084625243,27193.092883371908,0.0014552037655220006,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,1049227.7742165832,1520,51649.467413763865,Africa,29.316842105263156,153.40576180345133,95.87474525066706,B,N,95.87474525066706,95.67896085007501,0.000514556110488229,,3min,320.8096460891413,True,False,False,-2.8802993260715333,148.75368794919197,224.93490083847428
GNQ,Equatorial Guinea,27095.440164329124,8070,1.7335973075142619,N,0.9994218920832457,0.9952511859217961,463.50169306667243,463.50169306667243,0.9999999999999818,98.775509966501,98.78464788246325,,A,0.9994218920832457,0.0,0.0,0.0,0.0,0.0005781079167540506,27079.776075862184,15.664088466934341,552.9377247770541,128.67120770746396,18.539709296790626,0.004748814078202661,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,35524.12589381547,46,8428.685729486348,Africa,3.215,173.23263549804688,45.269797760188965,A,N,45.269797760188965,45.272285295712315,0.009137915962242005,,3min,98.775509966501,True,False,False,-1.481402692485738,290.26905756862556,53.50571220631204
ERI,Eritrea,120700.07481728241,37594,15.363352952945636,N,1.0,0.9950448765894768,769.6237002322599,769.6237002322599,1.0000000000000275,109.00304647936811,108.98352704200546,,B,0.0,0.9984428252363089,0.0,0.0,0.0,0.001557174763690659,120512.12370680131,187.9511104810466,2418.7314772065856,598.0837663792068,1268.4896840011663,0.004955123410524766,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,154189.11423289517,207,33489.03941561276,Africa,15.27,1375.2100830078125,60.38639204880394,B,N,60.38639204880394,60.38430270169683,0.019519437362646386,,3min,109.00304647936811,True,False,False,0.0933529529456365,-605.5863827755526,48.61665443056417
ETH,Ethiopia,1127266.4671361344,332808,8.598219776212193,N,1.0,0.9996997242313779,1251.322399834335,1251.322399834335,1.0000000000002638,510.51730915058334,510.5206697227109,,B,0.33524914657947247,0.48405507433890266,0.17797268670100794,0.0,0.0027230923808166975,0.0,167743.9324742877,0.0,1864.6557202135107,338.49080486223994,7953.9418319674,0.00030027576862300305,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,1134103.5002747148,1486,6837.0331385803875,Africa,9.553333333333335,1702.080790201823,493.0399736897681,A,N,493.0399736897681,493.0380918970452,0.0033605721275762335,,3min,510.51730915058334,True,True,False,-0.9551135571211411,-450.7583903674879,17.477335460815254
GAB,Gabon,268289.0285328508,78778,1.2510814268321522,S,0.3483946029828987,0.9981919243099079,364.6482802051221,364.6482802051221,1.0000000000000169,248.40075643239473,248.40371327707905,,A,0.9994838012001702,0.0,0.0,0.0,0.0,0.0005161987998308753,268150.53805831465,138.49047453644903,2619.4792309989707,485.08687040636715,43.33148657670495,0.0018080756900835044,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,285047.7910780184,369,16758.762545167585,Africa,0.8,-640.96875,32.622769815760456,A,N,32.622769815760456,32.622353940221096,0.0029568446843200036,,3min,248.40075643239473,True,False,True,0.45108142683215213,1005.6170302051221,215.77798661663428
GHA,Ghana,229026.40183669265,68677,7.979498116212061,N,1.0,0.9958392283660314,181.7630064271013,181.7630064271013,1.0000000000000346,300.5760124843382,300.58015148967246,,A,0.9993608322305843,0.0,0.0,0.0,0.0,0.0006391677694158059,228880.01554229337,146.38629439928687,4702.712201741553,952.9265561909646,189.40121557295979,0.004160771633964058,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,244840.25911491382,320,15813.85727822117,Africa,6.164444444444444,63.10153892305162,106.09593382969571,A,N,106.09593382969571,106.05326351567223,0.004139005334252488,,3min,300.5760124843382,True,False,False,1.8150536717676164,118.66146750404967,194.4800786546425
GIN,Guinea,246704.19904240625,73428,10.46012302217475,N,1.0,0.9987012884524539,436.22356628216374,436.22356628216374,1.000000000000082,304.34897201468203,304.3484397827398,,A,0.9994802491081194,0.0,0.0,0.0,0.0,0.0005197508918805157,246575.97431492328,128.2247274829589,1712.0364693986796,320.3975921245575,23.832131251597794,0.0012987115475463957,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,255292.8917498081,336,8588.692707401846,Africa,9.2425,285.3084411621094,234.83934928588695,A,N,234.83934928588695,234.83352727781158,0.0005322319422589317,,3min,304.34897201468203,True,False,False,1.2176230221747506,150.91512512005437,69.50962272879508
GNB,Guinea Bissau,34238.1152774921,10891,12.05066056530468,N,1.0,0.9840194430173822,32.57025273713615,32.57025273713615,1.000000000000037,99.11712880682114,99.11745568679231,,A,0.9999479687666617,0.0,0.0,0.0,0.0,5.2031233338212823e-05,34236.33382612703,1.7814513650638206,2646.790509304652,547.1441521693898,32.832393339829096,0.015980556982617515,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,46880.7172194031,62,12642.601941911002,Africa,12.05,18.24833106994629,110.84080268526557,A,N,110.84080268526557,110.7938786084287,0.00032687997116909173,,3min,99.11712880682114,True,False,False,0.0006605653046793947,14.321921667189862,-11.72367387844443
KEN,Kenya,581504.8888697245,170357,1.9332300316014852,N,0.5803114720452445,0.9988680240749033,787.5803421829214,787.5803421829214,0.9999999999997692,454.71623759368026,454.71385121461384,,B,0.1664799041368387,0.7088621666245969,0.12450913522227719,0.0,0.0,0.0001487940161341307,315397.9372728535,86.52444781655767,3268.0373666630453,658.2495345233957,37.61884775836156,0.0011319759250912583,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,601489.1769697687,779,19984.288100044243,Africa,1.3366666666666667,1525.0360488891602,461.7225404847252,A,S,461.7225404847252,461.7232205756145,0.0023863790664222506,,3min,454.71623759368026,True,True,True,0.5965633649348185,-737.4557067062387,-7.006302891044925
LSO,Lesotho,30914.737830342612,10350,29.574081620049874,S,0.0,1.0,2188.8416072663185,2188.8416072663185,0.9999999999999742,236.96594731778995,236.96883690150594,,C,0.0,0.0,1.0,0.0,0.0,0.0,30914.737830342612,0.0,0.0,0.0,0.0,0.0,,,{},,30914.73783034186,46,-7.530616130679846e-10,Africa,29.74,1859.45947265625,274.4548832701292,C,S,274.4548832701292,271.816090924618,0.00288958371598369,,3min,236.96594731778995,True,False,False,-0.16591837995012426,329.38213461006853,-37.48893595233923
LBR,Liberia,96519.24037196086,28519,6.435367628090752,N,1.0,0.9983942500108193,206.24042372380197,206.24042372380197,1.000000000000016,116.37257196373822,116.37565946560774,,A,0.9987933967089332,0.0,0.0,0.0,0.0,0.001206603291067162,96402.77993887677,116.46043308411046,829.5277891969793,154.985769183082,20.407712862267417,0.0016057499891814922,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,105973.44823048246,138,9454.207858521608,Africa,7.23,250.87191772460938,104.43708968138911,A,N,104.43708968138911,104.41067498545252,0.003087501869515563,,3min,116.37257196373822,True,False,False,-0.7946323719092483,-44.63149400080741,11.935482282349113
LBY,Libya,1618836.5705908511,530629,26.950202804174335,N,1.0,0.9997330080882798,415.7450045482115,415.7450045482115,0.9999999999990156,502.03235018792856,502.0307037568505,,B,0.0,0.996054828798621,0.0038242504598008987,0.0,0.0,0.00012092074155361081,1606259.1466733923,195.75091856994996,2008.6398505777734,432.2162707433622,8680.203879771494,0.00026699191171942067,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,1647573.3325027244,2399,28736.76191187324,Africa,31.827000000000005,-125.94530410766602,89.88278489482425,B,N,89.88278489482425,89.61363595201676,0.001646431078029309,,3min,502.03235018792856,True,False,False,-4.87679719582567,541.6903086558775,412.1495652931043
MDG,Madagascar,592900.1819546247,185787,19.312634985615816,S,0.0,0.9972186263428846,539.777911250935,539.777911250935,1.000000000000056,95.62894141241759,95.63296505125591,,A,0.5850741879542886,0.11019887456456696,0.30300048060713347,0.0,0.0,0.0017264568741536149,167241.55241074378,1023.6165948224909,8571.847507624192,1649.07694738672,886.9045778028075,0.0027813736571140496,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,679681.480570803,933,86781.29861617833,Africa,19.555,-329.610299428304,82.73136994650416,A,S,82.73136994650416,82.7147756334911,0.004023638838319243,,3min,95.62894141241759,True,False,False,-0.242365014384184,869.3882106792389,12.89757146591343
MWI,Malawi,98041.78596979077,29781,13.422552940220916,S,0.0,0.9974038360099662,954.5437655136984,954.5437655136984,0.9999999999999986,531.2220119449437,531.2222231981997,,C,0.48838125967298346,0.0,0.5116187403270125,0.0,0.0,0.0,2278.2441047594693,0.0,1406.1922467141017,254.53255425349022,0.0,0.0025961639900350074,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,119570.20473849415,159,21528.418768703385,Africa,14.465,1041.6434326171875,443.73171145000083,A,S,443.73171145000083,443.73171145000083,0.00021125325599768985,,3min,531.2220119449437,True,True,False,-1.042447059779084,-87.09966710348908,87.49030049494286
MLI,Mali,1251659.4797514956,383588,17.297889704874155,N,1.0,0.9992444836720907,317.519588777789,317.519588777789,1.0000000000000322,1058.180873695036,1058.1858127956127,,B,0.11683437401263565,0.8831656259871246,0.0,0.0,0.0,0.0,959185.7761637012,0.0,4786.610445260243,945.6491739182121,0.0,0.0007555163278961153,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,1256047.2178393744,1706,4387.738087878795,Africa,12.589999999999998,325.3349304199219,790.6679792505496,A,N,790.6679792505496,790.6596837993487,0.004939100576621058,,3min,1058.180873695036,True,True,False,4.707889704874157,-7.815341642132864,267.5128944444865
MRT,Mauritania,1041473.3518869448,324294,20.204378553203522,N,1.0,0.9995942983933708,260.77186253294667,260.77186253294667,1.0000000000003049,553.4516747553963,553.4527795307478,,B,0.0,0.9997948945324886,0.0,0.0,0.0,0.00020510546750900286,1041259.7400082054,213.61187873694007,2094.639626088552,422.5274121166107,5230.421945240789,0.0004057016066239949,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,1055693.1387312391,1458,14219.786844294285,Africa,18.48,16.04151153564453,102.59076566611054,B,N,102.59076566611054,102.56672386823713,0.001104775351450371,,3min,553.4516747553963,True,False,False,1.7243785532035218,244.73035099730214,450.86090908928577
MAR,Morocco,409414.6933407324,141190,31.838021583836717,N,1.0,0.9990538312631774,875.9900741772666,875.9900741772666,0.9999999999998678,171.6663230091668,171.66449241266238,,B,0.0,0.7546402352231607,0.23869904671292566,0.006420150417489656,0.0,0.0002405676463649273,211233.9034757709,98.49192916419848,1974.6861300467272,387.3753832325318,251.9780550791406,0.0009461687368170283,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,438574.02619041316,669,29159.332849680737,Africa,33.757,498.75402641296387,66.70655523715897,C,N,66.70655523715897,66.27507177952546,0.0018305965044191908,,3min,171.6663230091668,True,True,False,-1.9189784161632808,377.2360477643027,104.95976777200784
MOZ,Mozambique,779436.9994305817,240516,17.20135241247984,S,0.0,0.997902641059105,353.2952879799799,353.2952879799799,0.9999999999999485,222.26652017071027,222.2622337394418,,A,0.7073757537556138,0.18633382151036706,0.10548179449932968,0.0,0.0,0.000808630234656379,406119.3602467476,630.2763237494153,7872.279340266572,1634.7591596197324,289.98618378472577,0.0020973589408945265,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,840361.2373472919,1142,60924.237916710204,Africa,19.420833333333334,119.55623495578766,121.37622991964236,A,S,121.37622991964236,121.32766593811864,0.004286431268468505,,3min,222.26652017071027,True,False,False,-2.2194809208534956,233.73905302419223,100.89029025106791
NAM,Namibia,820093.3269200681,258825,22.10164822917238,S,0.0,0.9995813018173073,1091.1543704759322,1091.1543704759322,1.000000000000183,329.02912655125397,329.02808345919186,,B,0.0,0.9997096710368617,0.0,0.0,0.0,0.0002903289631466044,819855.2300747868,238.09684528815268,1850.390844098681,343.3715856288761,421.4158065980651,0.00041869818270371496,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,844374.4829012753,1182,24281.15598120715,Africa,23.31,1778.283447265625,224.80583091201763,B,S,224.80583091201763,224.8086252826525,0.0010430920621047335,,3min,329.02912655125397,True,False,False,-1.208351770827619,-687.1290767896928,104.22329563923634
NER,Niger,1187341.3996926297,362777,17.375063951131988,N,1.0,0.9999800082062721,458.33205056003294,458.33205056003294,1.0000000000001135,1202.10814884376,1202.1112227315969,,B,0.0,1.0,0.0,0.0,0.0,0.0,1187341.3996926297,0.0,157.90006422131341,23.737084347499525,0.0,1.999179372810921e-05,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,1187989.8166591616,1613,648.4169665318914,Africa,13.660000000000002,363.1866963704427,894.9775794916054,B,N,894.9775794916054,894.9775794916055,0.0030738878367628786,,3min,1202.10814884376,True,False,False,3.7150639511319863,95.14535418959025,307.1305693521547
NGA,Nigeria,894660.433618917,265900,9.538484373568563,N,1.0,0.9985938732009414,326.2063069161272,326.2063069161272,1.0000000000002736,509.10934176180297,509.10748928366417,,A,0.7670146975812339,0.23272088923951073,0.0,0.0,0.0,0.0002644131794071184,478011.5302509086,236.56000974292905,6814.243060130076,1258.0060117631206,182.55349542330913,0.0014061267990520877,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,916880.7702440778,1204,22220.336625160766,Africa,8.044835164835165,194.73254671201602,318.513579715843,A,N,318.513579715843,318.5031285365477,0.0018524781388009615,,3min,509.10934176180297,True,False,False,1.4936492087333981,131.47376020411116,190.59576204596
RWA,Rwanda,24860.68554957588,7367,1.9712447312103618,S,0.0,0.9960196537829739,1705.504218813722,1705.504218813722,1.0000000000000022,1067.7347815362707,1067.734331630246,,A,0.9691370527004718,0.0,0.030862947299526027,0.0,0.0,0.0,23326.137493682527,0.0,552.327154232733,98.95413567993035,0.0,0.003980346217026123,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,25485.64198959758,33,624.9564400217023,Africa,2.41,1644.7860107421875,1072.1697409642793,A,S,1072.1697409642793,1072.1673065095836,0.0004499060246416775,,3min,1067.7347815362707,True,False,False,-0.43875526878963833,60.71820807153449,-4.434959428008597
SEN,Senegal,192440.6071748298,58393,14.374449154444338,N,1.0,0.9977103082619448,49.71412429942384,49.71412429942384,1.0000000000000657,222.93758643600805,222.94062004526032,,B,0.2653163442297667,0.7342089699712426,0.0,0.0,0.0,0.0004746857990199793,90233.98159748988,91.34882338067405,2262.4614823594147,440.62966831541155,564.4779576209907,0.00228969173805976,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,204318.71631095247,273,11878.109136122657,Africa,14.665,-287.7956578731537,62.13532239964827,B,N,62.13532239964827,62.11827197029394,0.003033609252270253,,3min,222.93758643600805,True,False,False,-0.2905508455556607,337.5097821725775,160.8022640363598
SLE,Sierra Leone,74510.34802224152,22299,8.556548525581462,N,1.0,0.9960200326230403,196.6324841514444,196.6324841514444,0.9999999999999764,127.63732339742312,127.63692156850749,,A,0.9977677207550099,0.0,0.0,0.0,0.0,0.002232279244992132,74344.02011881449,166.3279034271903,1426.7380275210398,296.5487543748527,106.33980862919543,0.003979967376965306,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,84070.21138382325,110,9559.863361581723,Africa,8.84,216.62176513671875,150.18275311661122,A,N,150.18275311661122,150.19047114154705,0.0004018289156277888,,3min,127.63732339742312,True,False,False,-0.2834514744185377,-19.98928098527435,-22.545429719188107
SOM,Somalia,633117.3597401772,186973,6.081605029217402,N,0.9674994368261156,0.9988120063637962,419.24139472079736,419.24139472079736,0.9999999999999919,136.8940604355091,136.89105207457447,,B,0.020048156979277674,0.9796909019373325,0.0,0.0,0.0,0.0002609410833910878,607566.48098166,165.20632976430693,3930.029473579066,752.1393943394821,326.21609868870183,0.0011879936362006406,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,690149.3380998103,900,57031.978359633125,Africa,4.66,34.74064483642578,64.56544811242864,B,N,64.56544811242864,64.56978647480994,0.003008360934614984,,3min,136.8940604355091,True,False,False,1.4216050292174023,384.5007498843716,72.32861232308045
ZAF,South Africa,1220021.7881341793,408385,28.914148941647042,S,0.0,0.999216594374771,1031.7255632089461,1031.7255632089461,0.9999999999997702,304.3282827315917,304.32538381683787,,B,0.0026803226880263145,0.6860813901821361,0.31050451282392433,0.0,0.0002788987165515801,0.0004548755893222052,458211.97349641693,554.9581298634654,5058.6287177729,955.7719317415568,65.88983687500975,0.0007834056252415387,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,1268395.1322986663,1882,48373.344164486974,Africa,28.1294,1144.452760925293,335.6952888931987,C,S,335.6952888931987,329.13960512378037,0.002898914753814097,,3min,304.3282827315917,True,True,False,0.7847489416470417,-112.72719771634684,-31.367006161607037
SDN,Sudan,1862259.57688351,565628,15.92972322132045,N,1.0,0.9998147578566778,529.9570054983617,529.9570054983617,0.9999999999997435,878.3694680976688,878.3694849146694,,B,0.03134562964442072,0.9686078149352555,0.0,0.0,0.0,4.655542044495079e-05,1745425.480608624,86.69827757944797,1586.119499235534,344.96895544587505,271.1728513957227,0.00018524214332310231,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,1883224.818443505,2540,20965.241559995105,Africa,12.053999999999998,447.6297546386719,841.9292364635133,B,N,841.9292364635133,841.9287565145092,1.6817000641822233e-05,,3min,878.3694680976688,True,False,False,3.8757232213204507,82.3272508596898,36.44023163415545
SWZ,Swaziland,17279.7216702198,5625,26.55366729810427,S,0.0,1.0,644.23699697905,644.23699697905,0.9999999999999958,121.09503961154786,121.09301980752645,,C,0.0,0.279260425807449,0.7207395741925493,0.0,0.0,0.0,7628.6368073001995,0.0,5.0038788239662875,0.0,0.0,0.0,,,{},,17280.824979545472,25,1.103309325673763,Africa,26.52,58.5894775390625,58.827025394391974,B,S,58.827025394391974,58.82702539439195,0.002019804021415439,,3min,121.09503961154786,True,True,False,0.033667298104269605,585.6475194399875,62.26801421715589
TZA,Tanzania,890809.8439540312,263627,6.421336926263581,S,0.0,0.9982493088978298,1015.5396083759366,1015.5396083759366,0.9999999999997324,468.4152228608486,468.41064777485195,,A,0.7109979840811091,0.17403880833746235,0.1147811680654807,0.0,0.0,0.0001820395157245565,478328.51955388323,162.1625925960596,7874.418617349906,1559.5328675414373,55.838400563323226,0.0017506911021763635,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,976000.4824425792,1272,85190.638488548,Africa,5.726875,890.7327861785889,432.6313852611501,A,S,432.6313852611501,432.6350649159686,0.004575085996634698,,3min,468.4152228608486,True,False,False,0.6944619262635809,124.80682219734774,35.78383759969847
TGO,Togo,61396.617979706985,18106,8.482319525421905,N,1.0,0.9996526850945663,255.09907970267395,255.09907970267395,0.9999999999999633,276.48138821972964,276.4791455656304,,A,1.0,0.0,0.0,0.0,0.0,0.0,61396.617979706985,0.0,115.76018241085534,21.32396056759007,5.460315663269346,0.00034731490543401166,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,62663.925472229406,82,1267.307492522421,Africa,8.035,333.53379821777344,233.37768488566002,A,N,233.37768488566002,233.3635395928542,0.002242654099234187,,3min,276.48138821972964,True,False,False,0.44731952542190534,-78.43471851509949,43.10370333406962
TUN,Tunisia,155502.67779255612,55375,34.07426198936969,N,1.0,0.9977239722700911,256.42913446645343,256.42913446645343,0.9999999999998218,114.78153594515533,114.77814417807261,,B,0.0,0.8827776443865181,0.11568107011427704,0.0,0.0,0.001541285499149031,119285.57142482989,239.6740223605108,1620.6453409566643,353.9284067312652,1399.1135022615722,0.002276027729910949,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),terrestrial support inside Köppen 0.5° pixels coded 0/unmapped (source raster land/sea resolution),{},,178020.4722969289,279,22517.79450437278,Africa,35.525999999999996,260.5694213867188,65.46114059052488,B,N,65.46114059052488,61.66024007812814,0.0033917670827179336,,3min,114.78153594515533,True,False,False,-1.451738010630308,-4.140286920265339,49.32039535463045
UGA,Uganda,205926.34826803202,61187,1.6799432486088925,N,0.8531280982056043,0.995980180498161,1156.7355034082102,1156.7355034082102,1.0000000000000413,999.7748732227714,999.7731692222276,,A,0.9854593095744074,0.0,0.014540690425599537,0.0,0.0,0.0,199937.72570675417,0.0,3960.7621967003106,827.7867507109379,0.0,0.004019819501841977,terrestrial support inside 60″ ETOPO pixels whose centre is water (spec §4 elevation rule; coastline/island resolution),,{},,242519.25110742557,314,36592.90283939356,Africa,1.8733333333333333,1101.8234049479167,954.3105346740564,A,N,954.3105346740564,954.3105346740564,0.0017040005437820582,,3min,999.7748732227714,True,False,False,-0.19339008472444075,54.912098460293464,45.46433854871498
