iso3,Country,feature,coverage_basis,achieved,required,rule,passes,missing_area_km2,missing_support_source,classification
TGO,Togo,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
TGO,Togo,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
TUN,Tunisia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
TUN,Tunisia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
TUN,Tunisia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9977239722700912,0.98,>= 98%,True,353.92840673092456,,
TUN,Tunisia,continentality,terrestrial area with a distance value,0.9999999999998218,0.98,>= 98%,True,2.770914585082413e-08,,
TUN,Tunisia,climate_zone,classified terrestrial area,0.998458714500851,0.95,>= 95% and A1 - A2 > unclassified,True,239.67402236050648,,
TUN,Tunisia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
UGA,Uganda,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
UGA,Uganda,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
UGA,Uganda,elevation,valid terrestrial area (land-centred ETOPO pixels),0.995980180498161,0.98,>= 98%,True,827.7867507103351,,
UGA,Uganda,continentality,terrestrial area with a distance value,1.0000000000000413,0.98,>= 98%,True,-8.5048192439383e-09,,
UGA,Uganda,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
UGA,Uganda,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ZMB,Zambia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ZMB,Zambia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ZMB,Zambia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9994322523596398,0.98,>= 98%,True,420.82415348241227,,
ZMB,Zambia,continentality,terrestrial area with a distance value,0.9999999999999792,0.98,>= 98%,True,1.53885307579262e-08,,
ZMB,Zambia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ZMB,Zambia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ZWE,Zimbabwe,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ZWE,Zimbabwe,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ZWE,Zimbabwe,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9995377809113688,0.98,>= 98%,True,179.70872825843034,,
ZWE,Zimbabwe,continentality,terrestrial area with a distance value,0.9999999999999472,0.98,>= 98%,True,2.0546529519674685e-08,,
ZWE,Zimbabwe,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ZWE,Zimbabwe,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
AFG,Afghanistan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
AFG,Afghanistan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
AFG,Afghanistan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999980102688778,0.98,>= 98%,True,12.77764375727404,,
AFG,Afghanistan,continentality,terrestrial area with a distance value,0.9999999999998856,0.98,>= 98%,True,7.343512480537258e-08,,
AFG,Afghanistan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
AFG,Afghanistan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ARM,Armenia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ARM,Armenia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ARM,Armenia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9985734968696124,0.98,>= 98%,True,41.69064983561069,,
ARM,Armenia,continentality,terrestrial area with a distance value,0.9999999999999905,0.98,>= 98%,True,2.7904523867390765e-10,,
ARM,Armenia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ARM,Armenia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
AZE,Azerbaijan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
AZE,Azerbaijan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
AZE,Azerbaijan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9977858564980672,0.98,>= 98%,True,189.88476431247065,,
AZE,Azerbaijan,continentality,terrestrial area with a distance value,1.0000000000000238,0.98,>= 98%,True,-2.037550391687621e-09,,
AZE,Azerbaijan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
AZE,Azerbaijan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BGD,Bangladesh,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BGD,Bangladesh,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BGD,Bangladesh,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9924642613750416,0.98,>= 98%,True,1022.8893311506055,,
BGD,Bangladesh,continentality,terrestrial area with a distance value,1.0000000000000455,0.98,>= 98%,True,-6.178697150714559e-09,,
BGD,Bangladesh,climate_zone,classified terrestrial area,0.9997272145298158,0.95,>= 95% and A1 - A2 > unclassified,True,37.027471496973156,,
BGD,Bangladesh,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MMR,Burma,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MMR,Burma,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MMR,Burma,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9963452929978692,0.98,>= 98%,True,2440.409901162268,,
MMR,Burma,continentality,terrestrial area with a distance value,1.0000000000000406,0.98,>= 98%,True,-2.713323200022032e-08,,
MMR,Burma,climate_zone,classified terrestrial area,0.9984628364434256,0.95,>= 95% and A1 - A2 > unclassified,True,1026.432258723583,,
MMR,Burma,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
KHM,Cambodia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
KHM,Cambodia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
KHM,Cambodia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9959177572764456,0.98,>= 98%,True,718.9453232775297,,
KHM,Cambodia,continentality,terrestrial area with a distance value,0.9999999999999746,0.98,>= 98%,True,4.477573788161147e-09,,
KHM,Cambodia,climate_zone,classified terrestrial area,0.9997458797055419,0.95,>= 95% and A1 - A2 > unclassified,True,44.75446699835618,,
KHM,Cambodia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CHN,China,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CHN,China,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CHN,China,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9989501908843536,0.98,>= 98%,True,9778.780932791606,,
CHN,China,continentality,terrestrial area with a distance value,1.0000000000001812,0.98,>= 98%,True,-1.6877369623400522e-06,,
CHN,China,climate_zone,classified terrestrial area,0.9998402932558604,0.95,>= 95% and A1 - A2 > unclassified,True,1487.6392680859146,,
CHN,China,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
GEO,Georgia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
GEO,Georgia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
GEO,Georgia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.99884372440077,0.98,>= 98%,True,80.11461385595923,,
GEO,Georgia,continentality,terrestrial area with a distance value,1.0000000000000466,0.98,>= 98%,True,-3.230798727210753e-09,,
GEO,Georgia,climate_zone,classified terrestrial area,0.9998894459027143,0.95,>= 95% and A1 - A2 > unclassified,True,7.659937492526015,,
GEO,Georgia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
IND,India,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
IND,India,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
IND,India,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9988601880605904,0.98,>= 98%,True,3600.2002111390525,,
IND,India,continentality,terrestrial area with a distance value,0.999999999999614,0.98,>= 98%,True,1.2192938174675254e-06,,
IND,India,climate_zone,classified terrestrial area,0.9994603828651932,0.95,>= 95% and A1 - A2 > unclassified,True,1704.4300515678776,,
IND,India,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
IDN,Indonesia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
IDN,Indonesia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
IDN,Indonesia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9906991922473796,0.98,>= 98%,True,17647.727927199412,,
IDN,Indonesia,continentality,terrestrial area with a distance value,0.9999999999994876,0.98,>= 98%,True,9.72187577120148e-07,,
IDN,Indonesia,climate_zone,classified terrestrial area,0.9946849285849192,0.95,>= 95% and A1 - A2 > unclassified,True,10085.030971697455,,
IDN,Indonesia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
IRN,Iran,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
IRN,Iran,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
IRN,Iran,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9993144035428134,0.98,>= 98%,True,1109.062651961341,,
IRN,Iran,continentality,terrestrial area with a distance value,0.9999999999993746,0.98,>= 98%,True,1.011666797531204e-06,,
IRN,Iran,climate_zone,classified terrestrial area,0.999726872477624,0.95,>= 95% and A1 - A2 > unclassified,True,441.8277415448747,,
IRN,Iran,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
IRQ,Iraq,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
IRQ,Iraq,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
IRQ,Iraq,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9989618314230656,0.98,>= 98%,True,457.7647599043602,,
IRQ,Iraq,continentality,terrestrial area with a distance value,1.000000000000028,0.98,>= 98%,True,-1.2336309234840741e-08,,
IRQ,Iraq,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
IRQ,Iraq,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ISR,Israel,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ISR,Israel,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ISR,Israel,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9970455619707796,0.98,>= 98%,True,64.61596327506537,,
ISR,Israel,continentality,terrestrial area with a distance value,0.999999999999993,0.98,>= 98%,True,1.5297332883743894e-10,,
ISR,Israel,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ISR,Israel,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
JPN,Japan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
JPN,Japan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
JPN,Japan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9877564104767608,0.98,>= 98%,True,4548.629661397629,,
JPN,Japan,continentality,terrestrial area with a distance value,0.9999999999998672,0.98,>= 98%,True,4.933023989170512e-08,,
JPN,Japan,climate_zone,classified terrestrial area,0.9945042827593782,0.95,>= 95% and A1 - A2 > unclassified,True,2041.7200694207122,,
JPN,Japan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
JOR,Jordan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
JOR,Jordan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
JOR,Jordan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9997849217773948,0.98,>= 98%,True,18.53020770528726,,
JOR,Jordan,continentality,terrestrial area with a distance value,0.9999999999999696,0.98,>= 98%,True,2.6208649397349503e-09,,
JOR,Jordan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
JOR,Jordan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
KAZ,Kazakhstan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
KAZ,Kazakhstan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
KAZ,Kazakhstan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9989961778844,0.98,>= 98%,True,2651.3734694972495,,
KAZ,Kazakhstan,continentality,terrestrial area with a distance value,1.0000000000008702,0.98,>= 98%,True,-2.2984212891701553e-06,,
KAZ,Kazakhstan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
KAZ,Kazakhstan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
LAO,Laos,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
LAO,Laos,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
LAO,Laos,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9988073118264412,0.98,>= 98%,True,274.92967984530355,,
LAO,Laos,continentality,terrestrial area with a distance value,0.9999999999998842,0.98,>= 98%,True,2.6692500016830636e-08,,
LAO,Laos,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
LAO,Laos,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
LBN,Lebanon,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
LBN,Lebanon,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
LBN,Lebanon,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9957264137194772,0.98,>= 98%,True,42.92828462011916,,
LBN,Lebanon,continentality,terrestrial area with a distance value,0.9999999999999886,0.98,>= 98%,True,1.148678554038715e-10,,
LBN,Lebanon,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
LBN,Lebanon,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MYS,Malaysia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MYS,Malaysia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MYS,Malaysia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9948687839983216,0.98,>= 98%,True,1696.9626693007608,,
MYS,Malaysia,continentality,terrestrial area with a distance value,1.000000000000063,0.98,>= 98%,True,-2.085501743067957e-08,,
MYS,Malaysia,climate_zone,classified terrestrial area,0.9980805897941966,0.95,>= 95% and A1 - A2 > unclassified,True,634.7749666468735,,
MYS,Malaysia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MNG,Mongolia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MNG,Mongolia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MNG,Mongolia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999657940722204,0.98,>= 98%,True,530.0214305167607,,
MNG,Mongolia,continentality,terrestrial area with a distance value,1.0000000000002434,0.98,>= 98%,True,-3.770881067443564e-07,,
MNG,Mongolia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
MNG,Mongolia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
NPL,Nepal,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
NPL,Nepal,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
NPL,Nepal,elevation,valid terrestrial area (land-centred ETOPO pixels),1.0,0.98,>= 98%,True,0.0,,
NPL,Nepal,continentality,terrestrial area with a distance value,0.9999999999999438,0.98,>= 98%,True,8.066170171511414e-09,,
NPL,Nepal,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
NPL,Nepal,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
OMN,Oman,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
OMN,Oman,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
OMN,Oman,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9981767982169932,0.98,>= 98%,True,567.3999349140578,,
OMN,Oman,continentality,terrestrial area with a distance value,0.9999999999999516,0.98,>= 98%,True,1.5064380054568427e-08,,
OMN,Oman,climate_zone,classified terrestrial area,0.9986910425418364,0.95,>= 95% and A1 - A2 > unclassified,True,407.3615896439426,,
OMN,Oman,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PAK,Pakistan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PAK,Pakistan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PAK,Pakistan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9990096729416452,0.98,>= 98%,True,870.8255127371298,,
PAK,Pakistan,continentality,terrestrial area with a distance value,1.0000000000000968,0.98,>= 98%,True,-8.512932966149068e-08,,
PAK,Pakistan,climate_zone,classified terrestrial area,0.9999471521245903,0.95,>= 95% and A1 - A2 > unclassified,True,46.47078741560882,,
PAK,Pakistan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PHL,Philippines,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PHL,Philippines,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PHL,Philippines,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9797973882280218,0.98,>= 98%,False,5986.59982212854,GSHHG full-resolution shoreline complexity vs ETOPO 60″ pixel-centre validity rule (spec §4): land in water-centred pixels,faithful consequence of frozen source/resolution; independently reproduced
PHL,Philippines,continentality,terrestrial area with a distance value,0.9999999999999994,0.98,>= 98%,True,1.6449509194060878e-10,,
PHL,Philippines,climate_zone,classified terrestrial area,0.9907173555772835,0.95,>= 95% and A1 - A2 > unclassified,True,2750.707585590342,,
PHL,Philippines,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
QAT,Qatar,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
QAT,Qatar,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
QAT,Qatar,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9833215140348434,0.98,>= 98%,True,190.00830260907583,,
QAT,Qatar,continentality,terrestrial area with a distance value,1.000000000000005,0.98,>= 98%,True,-5.818137972411402e-11,,
QAT,Qatar,climate_zone,classified terrestrial area,0.9896392222788886,0.95,>= 95% and A1 - A2 > unclassified,True,118.03432233663325,,
QAT,Qatar,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SAU,Saudi Arabia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SAU,Saudi Arabia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SAU,Saudi Arabia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9992784730575878,0.98,>= 98%,True,1380.4240208308736,,
SAU,Saudi Arabia,continentality,terrestrial area with a distance value,0.9999999999997732,0.98,>= 98%,True,4.339488598635267e-07,,
SAU,Saudi Arabia,climate_zone,classified terrestrial area,0.9996155765738026,0.95,>= 95% and A1 - A2 > unclassified,True,735.4781928431128,,
SAU,Saudi Arabia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
KOR,South Korea,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
KOR,South Korea,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
KOR,South Korea,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9816213521488074,0.98,>= 98%,True,1802.4269651202333,,
KOR,South Korea,continentality,terrestrial area with a distance value,1.0000000000000195,0.98,>= 98%,True,-1.9163155212657834e-09,,
KOR,South Korea,climate_zone,classified terrestrial area,0.9924481184153253,0.95,>= 95% and A1 - A2 > unclassified,True,740.6265746981653,,
KOR,South Korea,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
LKA,Sri Lanka,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
LKA,Sri Lanka,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
LKA,Sri Lanka,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9919125279657808,0.98,>= 98%,True,535.7238784154922,,
LKA,Sri Lanka,continentality,terrestrial area with a distance value,0.9999999999999792,0.98,>= 98%,True,1.375244917824959e-09,,
LKA,Sri Lanka,climate_zone,classified terrestrial area,0.9957102552076477,0.95,>= 95% and A1 - A2 > unclassified,True,284.1578564782656,,
LKA,Sri Lanka,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SYR,Syria,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SYR,Syria,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SYR,Syria,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9996325627322354,0.98,>= 98%,True,68.45536037184552,,
SYR,Syria,continentality,terrestrial area with a distance value,0.9999999999999328,0.98,>= 98%,True,1.2513818811101959e-08,,
SYR,Syria,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
SYR,Syria,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
TWN,Taiwan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
TWN,Taiwan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
TWN,Taiwan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9899137752987024,0.98,>= 98%,True,366.53589311531607,,
TWN,Taiwan,continentality,terrestrial area with a distance value,1.000000000000003,0.98,>= 98%,True,-1.1296817985229753e-10,,
TWN,Taiwan,climate_zone,classified terrestrial area,0.9894172826767098,0.95,>= 95% and A1 - A2 > unclassified,True,384.5785574438041,,
TWN,Taiwan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
TJK,Tajikistan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
TJK,Tajikistan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
TJK,Tajikistan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9996006824838491,0.98,>= 98%,True,55.90188910128783,,
TJK,Tajikistan,continentality,terrestrial area with a distance value,0.9999999999999796,0.98,>= 98%,True,2.8598033864709204e-09,,
TJK,Tajikistan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
TJK,Tajikistan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
THA,Thailand,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
THA,Thailand,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
THA,Thailand,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9973565156678555,0.98,>= 98%,True,1364.8982837011338,,
THA,Thailand,continentality,terrestrial area with a distance value,1.0000000000000002,0.98,>= 98%,True,-1.1464728445029819e-10,,
THA,Thailand,climate_zone,classified terrestrial area,0.9985497287032213,0.95,>= 95% and A1 - A2 > unclassified,True,748.8120053537141,,
THA,Thailand,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
TUR,Turkey,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
TUR,Turkey,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
TUR,Turkey,elevation,valid terrestrial area (land-centred ETOPO pixels),0.997415601858738,0.98,>= 98%,True,1993.0527785961394,,
TUR,Turkey,continentality,terrestrial area with a distance value,0.999999999999857,0.98,>= 98%,True,1.1027713442468964e-07,,
TUR,Turkey,climate_zone,classified terrestrial area,0.9995193371361244,0.95,>= 95% and A1 - A2 > unclassified,True,370.6806784605768,,
TUR,Turkey,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
TKM,Turkmenistan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
TKM,Turkmenistan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
TKM,Turkmenistan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9990909850880908,0.98,>= 98%,True,426.1930178685328,,
TKM,Turkmenistan,continentality,terrestrial area with a distance value,0.9999999999998884,0.98,>= 98%,True,5.2313239491332645e-08,,
TKM,Turkmenistan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
TKM,Turkmenistan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ARE,United Arab Emirates,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ARE,United Arab Emirates,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ARE,United Arab Emirates,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9941744094513542,0.98,>= 98%,True,462.9707845823252,,
ARE,United Arab Emirates,continentality,terrestrial area with a distance value,1.0000000000000706,0.98,>= 98%,True,-5.611525935873162e-09,,
ARE,United Arab Emirates,climate_zone,classified terrestrial area,0.9968196517382842,0.95,>= 95% and A1 - A2 > unclassified,True,252.74833816012705,,
ARE,United Arab Emirates,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
UZB,Uzbekistan,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
UZB,Uzbekistan,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
UZB,Uzbekistan,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9991777909775384,0.98,>= 98%,True,343.25928123785326,,
UZB,Uzbekistan,continentality,terrestrial area with a distance value,0.9999999999997512,0.98,>= 98%,True,1.0387047961124126e-07,,
UZB,Uzbekistan,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
UZB,Uzbekistan,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
VNM,Vietnam,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
VNM,Vietnam,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
VNM,Vietnam,elevation,valid terrestrial area (land-centred ETOPO pixels),0.993735663631022,0.98,>= 98%,True,2063.2693473746135,,
VNM,Vietnam,continentality,terrestrial area with a distance value,1.000000000000008,0.98,>= 98%,True,-2.632834637836132e-09,,
VNM,Vietnam,climate_zone,classified terrestrial area,0.9981131452983008,0.95,>= 95% and A1 - A2 > unclassified,True,621.4687781206801,,
VNM,Vietnam,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
YEM,Yemen,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
YEM,Yemen,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
YEM,Yemen,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9985088073042924,0.98,>= 98%,True,678.2744605528578,,
YEM,Yemen,continentality,terrestrial area with a distance value,0.9999999999999396,0.98,>= 98%,True,2.7471402143867263e-08,,
YEM,Yemen,climate_zone,classified terrestrial area,0.998421568936591,0.95,>= 95% and A1 - A2 > unclassified,True,717.9551516952653,,
YEM,Yemen,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ALB,Albania,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ALB,Albania,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ALB,Albania,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9949327550141288,0.98,>= 98%,True,140.98763557448254,,
ALB,Albania,continentality,terrestrial area with a distance value,0.999999999999999,0.98,>= 98%,True,2.7801092640048506e-11,,
ALB,Albania,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ALB,Albania,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
