iso3,Country,feature,coverage_basis,achieved,required,rule,passes,missing_area_km2,missing_support_source,classification
AUT,Austria,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
AUT,Austria,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
AUT,Austria,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9992402597312664,0.98,>= 98%,True,63.51820794340607,,
AUT,Austria,continentality,terrestrial area with a distance value,1.0000000000000224,0.98,>= 98%,True,-1.8749715828499687e-09,,
AUT,Austria,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
AUT,Austria,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BLR,Belarus,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BLR,Belarus,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BLR,Belarus,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999082123707677,0.98,>= 98%,True,188.87408717534638,,
BLR,Belarus,continentality,terrestrial area with a distance value,0.9999999999999782,0.98,>= 98%,True,4.477695193767461e-09,,
BLR,Belarus,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
BLR,Belarus,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BEL,Belgium,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BEL,Belgium,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BEL,Belgium,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9995851966454032,0.98,>= 98%,True,12.714730653639826,,
BEL,Belgium,continentality,terrestrial area with a distance value,0.9999999999999912,0.98,>= 98%,True,2.6884516212429603e-10,,
BEL,Belgium,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
BEL,Belgium,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BIH,Bosnia And Herzegovina,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BIH,Bosnia And Herzegovina,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BIH,Bosnia And Herzegovina,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9995815914867278,0.98,>= 98%,True,21.53657519449282,,
BIH,Bosnia And Herzegovina,continentality,terrestrial area with a distance value,1.000000000000092,0.98,>= 98%,True,-4.731694490017686e-09,,
BIH,Bosnia And Herzegovina,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
BIH,Bosnia And Herzegovina,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BGR,Bulgaria,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BGR,Bulgaria,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BGR,Bulgaria,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9991782355645812,0.98,>= 98%,True,91.53613663875727,,
BGR,Bulgaria,continentality,terrestrial area with a distance value,0.9999999999999756,0.98,>= 98%,True,2.7206842815670856e-09,,
BGR,Bulgaria,climate_zone,classified terrestrial area,0.9995615438754822,0.95,>= 95% and A1 - A2 > unclassified,True,48.83951895959458,,
BGR,Bulgaria,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
HRV,Croatia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
HRV,Croatia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
HRV,Croatia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9855746919443468,0.98,>= 98%,True,813.8343844323128,,
HRV,Croatia,continentality,terrestrial area with a distance value,1.000000000000005,0.98,>= 98%,True,-2.881237110760894e-10,,
HRV,Croatia,climate_zone,classified terrestrial area,0.9986858045111194,0.95,>= 95% and A1 - A2 > unclassified,True,74.1431290472642,,
HRV,Croatia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CYP,Cyprus,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CYP,Cyprus,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CYP,Cyprus,elevation,valid terrestrial area (land-centred ETOPO pixels),0.984278173691531,0.98,>= 98%,True,146.21560412720498,,
CYP,Cyprus,continentality,terrestrial area with a distance value,1.000000000000015,0.98,>= 98%,True,-1.4042352384768165e-10,,
CYP,Cyprus,climate_zone,classified terrestrial area,0.9934588234332623,0.95,>= 95% and A1 - A2 > unclassified,True,60.83403191479524,,
CYP,Cyprus,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CZE,Czech Republic,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CZE,Czech Republic,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CZE,Czech Republic,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999548673730872,0.98,>= 98%,True,36.018100630205126,,
CZE,Czech Republic,continentality,terrestrial area with a distance value,0.999999999999987,0.98,>= 98%,True,1.0366359994778888e-09,,
CZE,Czech Republic,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
CZE,Czech Republic,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
DNK,Denmark,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
DNK,Denmark,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
DNK,Denmark,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9764905302661402,0.98,>= 98%,False,1018.8195740883832,GSHHG full-resolution shoreline complexity vs ETOPO 60″ pixel-centre validity rule (spec §4): land in water-centred pixels,faithful consequence of frozen source/resolution; independently reproduced
DNK,Denmark,continentality,terrestrial area with a distance value,0.9999999999999886,0.98,>= 98%,True,4.955664550300305e-10,,
DNK,Denmark,climate_zone,classified terrestrial area,0.9929552090930669,0.95,>= 95% and A1 - A2 > unclassified,True,305.29701233567187,,
DNK,Denmark,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
EST,Estonia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
EST,Estonia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
EST,Estonia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9904150630324622,0.98,>= 98%,True,419.9184098195389,,
EST,Estonia,continentality,terrestrial area with a distance value,0.9999999999999504,0.98,>= 98%,True,2.1741695393009006e-09,,
EST,Estonia,climate_zone,classified terrestrial area,0.9941416350653874,0.95,>= 95% and A1 - A2 > unclassified,True,256.6563865591062,,
EST,Estonia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
FIN,Finland,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
FIN,Finland,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
FIN,Finland,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9825915694770536,0.98,>= 98%,True,5279.312704866714,,
FIN,Finland,continentality,terrestrial area with a distance value,1.000000000000098,0.98,>= 98%,True,-2.9695906239603763e-08,,
FIN,Finland,climate_zone,classified terrestrial area,0.9989369315829864,0.95,>= 95% and A1 - A2 > unclassified,True,322.38808620254696,,
FIN,Finland,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
FRA,France,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
FRA,France,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
FRA,France,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9978653265416269,0.98,>= 98%,True,1167.724198572223,,
FRA,France,continentality,terrestrial area with a distance value,0.9999999999999702,0.98,>= 98%,True,1.627623132727304e-08,,
FRA,France,climate_zone,classified terrestrial area,0.999611738222927,0.95,>= 95% and A1 - A2 > unclassified,True,212.38970798572566,,
FRA,France,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
DEU,Germany,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
DEU,Germany,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
DEU,Germany,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9976045524884,0.98,>= 98%,True,851.5802889210863,,
DEU,Germany,continentality,terrestrial area with a distance value,1.000000000000154,0.98,>= 98%,True,-5.478209507093428e-08,,
DEU,Germany,climate_zone,classified terrestrial area,0.9997432314004177,0.95,>= 95% and A1 - A2 > unclassified,True,91.28109764849091,,
DEU,Germany,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
GRC,Greece,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
GRC,Greece,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
GRC,Greece,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9811993116099246,0.98,>= 98%,True,2492.5883913420257,,
GRC,Greece,continentality,terrestrial area with a distance value,1.000000000000041,0.98,>= 98%,True,-5.446139616055688e-09,,
GRC,Greece,climate_zone,classified terrestrial area,0.9921866274037148,0.95,>= 95% and A1 - A2 > unclassified,True,1035.8940814641273,,
GRC,Greece,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
HUN,Hungary,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
HUN,Hungary,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
HUN,Hungary,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9994187357404556,0.98,>= 98%,True,52.761615279660894,,
HUN,Hungary,continentality,terrestrial area with a distance value,1.000000000000034,0.98,>= 98%,True,-3.083728389668525e-09,,
HUN,Hungary,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
HUN,Hungary,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ISL,Iceland,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ISL,Iceland,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ISL,Iceland,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9882936012889222,0.98,>= 98%,True,1185.84502393133,,
ISL,Iceland,continentality,terrestrial area with a distance value,0.9999999999999752,0.98,>= 98%,True,2.507954866555602e-09,,
ISL,Iceland,climate_zone,classified terrestrial area,0.9971861140156426,0.95,>= 95% and A1 - A2 > unclassified,True,285.0434856026784,,
ISL,Iceland,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
IRL,Ireland,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
IRL,Ireland,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
IRL,Ireland,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9854637432438668,0.98,>= 98%,True,1004.8791556927746,,
IRL,Ireland,continentality,terrestrial area with a distance value,0.9999999999999988,0.98,>= 98%,True,8.442365828876929e-11,,
IRL,Ireland,climate_zone,classified terrestrial area,0.9973559229228112,0.95,>= 95% and A1 - A2 > unclassified,True,182.7828157886028,,
IRL,Ireland,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ITA,Italy,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ITA,Italy,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ITA,Italy,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9944701535102964,0.98,>= 98%,True,1652.9686858512928,,
ITA,Italy,continentality,terrestrial area with a distance value,0.9999999999999084,0.98,>= 98%,True,2.7378883218235017e-08,,
ITA,Italy,climate_zone,classified terrestrial area,0.9950531608040777,0.95,>= 95% and A1 - A2 > unclassified,True,1478.6975190046767,,
ITA,Italy,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
LVA,Latvia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
LVA,Latvia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
LVA,Latvia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9970543440956896,0.98,>= 98%,True,186.11375876551296,,
LVA,Latvia,continentality,terrestrial area with a distance value,0.9999999999999856,0.98,>= 98%,True,9.119059488321033e-10,,
LVA,Latvia,climate_zone,classified terrestrial area,0.9992794960211899,0.95,>= 95% and A1 - A2 > unclassified,True,45.523207074399615,,
LVA,Latvia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
LTU,Lithuania,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
LTU,Lithuania,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
LTU,Lithuania,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9977394704045176,0.98,>= 98%,True,143.38349820064724,,
LTU,Lithuania,continentality,terrestrial area with a distance value,0.9999999999999885,0.98,>= 98%,True,7.323733687303269e-10,,
LTU,Lithuania,climate_zone,classified terrestrial area,0.999721182944247,0.95,>= 95% and A1 - A2 > unclassified,True,17.68513223262217,,
LTU,Lithuania,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MKD,Macedonia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MKD,Macedonia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MKD,Macedonia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.998854263546842,0.98,>= 98%,True,27.30666917256648,,
MKD,Macedonia,continentality,terrestrial area with a distance value,1.0000000000000115,0.98,>= 98%,True,-2.751867802403467e-10,,
MKD,Macedonia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
MKD,Macedonia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MDA,Moldova,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MDA,Moldova,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MDA,Moldova,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999655724729424,0.98,>= 98%,True,11.904575384569618,,
MDA,Moldova,continentality,terrestrial area with a distance value,0.9999999999999664,0.98,>= 98%,True,1.163217532723528e-09,,
MDA,Moldova,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
MDA,Moldova,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
MNE,Montenegro,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
MNE,Montenegro,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
MNE,Montenegro,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9953188055181268,0.98,>= 98%,True,61.25387750442872,,
MNE,Montenegro,continentality,terrestrial area with a distance value,1.000000000000001,0.98,>= 98%,True,-1.4527374458873774e-11,,
MNE,Montenegro,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
MNE,Montenegro,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
NLD,Netherlands,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
NLD,Netherlands,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
NLD,Netherlands,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9887446903138488,0.98,>= 98%,True,386.3273443859106,,
NLD,Netherlands,continentality,terrestrial area with a distance value,0.9999999999999524,0.98,>= 98%,True,1.6348033604870008e-09,,
NLD,Netherlands,climate_zone,classified terrestrial area,0.9989232034271666,0.95,>= 95% and A1 - A2 > unclassified,True,36.95997462765897,,
NLD,Netherlands,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
NOR,Norway,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
NOR,Norway,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
NOR,Norway,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9791552752421504,0.98,>= 98%,False,6673.329455885175,GSHHG full-resolution shoreline complexity vs ETOPO 60″ pixel-centre validity rule (spec §4): land in water-centred pixels,faithful consequence of frozen source/resolution; independently reproduced
NOR,Norway,continentality,terrestrial area with a distance value,1.0000000000000775,0.98,>= 98%,True,-2.480915963646873e-08,,
NOR,Norway,climate_zone,classified terrestrial area,0.9976448298689184,0.95,>= 95% and A1 - A2 > unclassified,True,753.9953821385388,,
NOR,Norway,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
POL,Poland,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
POL,Poland,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
POL,Poland,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9982460466358336,0.98,>= 98%,True,539.2154402357232,,
POL,Poland,continentality,terrestrial area with a distance value,1.000000000000097,0.98,>= 98%,True,-2.983087142752467e-08,,
POL,Poland,climate_zone,classified terrestrial area,0.9997327484716385,0.95,>= 95% and A1 - A2 > unclassified,True,82.16076519662778,,
POL,Poland,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
PRT,Portugal,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
PRT,Portugal,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
PRT,Portugal,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9949192773026168,0.98,>= 98%,True,469.57570400379643,,
PRT,Portugal,continentality,terrestrial area with a distance value,1.0000000000000608,0.98,>= 98%,True,-5.623036654699382e-09,,
PRT,Portugal,climate_zone,classified terrestrial area,0.9956987253407577,0.95,>= 95% and A1 - A2 > unclassified,True,397.5367672137809,,
PRT,Portugal,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ROU,Romania,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ROU,Romania,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ROU,Romania,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9990683233766572,0.98,>= 98%,True,219.80426222237935,,
ROU,Romania,continentality,terrestrial area with a distance value,0.999999999999891,0.98,>= 98%,True,2.5721283036948567e-08,,
ROU,Romania,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
ROU,Romania,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
RUS,Russia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
RUS,Russia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
RUS,Russia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9982049810142172,0.98,>= 98%,True,29893.69478636867,,
RUS,Russia,continentality,terrestrial area with a distance value,0.999999999999156,0.98,>= 98%,True,1.4055575900932647e-05,,
RUS,Russia,climate_zone,classified terrestrial area,0.9995622270977734,0.95,>= 95% and A1 - A2 > unclassified,True,7290.535436424258,,
RUS,Russia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SRB,Serbia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SRB,Serbia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SRB,Serbia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999872895996322,0.98,>= 98%,True,10.060714675347045,,
SRB,Serbia,continentality,terrestrial area with a distance value,0.9999999999999992,0.98,>= 98%,True,6.151455286598497e-11,,
SRB,Serbia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
SRB,Serbia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SVK,Slovakia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SVK,Slovakia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SVK,Slovakia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.999720414646288,0.98,>= 98%,True,13.949558209674974,,
SVK,Slovakia,continentality,terrestrial area with a distance value,1.0000000000000415,0.98,>= 98%,True,-2.0717047827398195e-09,,
SVK,Slovakia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
SVK,Slovakia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SVN,Slovenia,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SVN,Slovenia,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SVN,Slovenia,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9994076347574926,0.98,>= 98%,True,13.04929628166858,,
SVN,Slovenia,continentality,terrestrial area with a distance value,0.9999999999999906,0.98,>= 98%,True,2.0788668755916678e-10,,
SVN,Slovenia,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
SVN,Slovenia,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
ESP,Spain,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
ESP,Spain,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
ESP,Spain,elevation,valid terrestrial area (land-centred ETOPO pixels),0.996742888928612,0.98,>= 98%,True,1639.3637419548566,,
ESP,Spain,continentality,terrestrial area with a distance value,0.999999999999844,0.98,>= 98%,True,7.85107833809922e-08,,
ESP,Spain,climate_zone,classified terrestrial area,0.9983033891706623,0.95,>= 95% and A1 - A2 > unclassified,True,853.9353484923932,,
ESP,Spain,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SWE,Sweden,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SWE,Sweden,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SWE,Sweden,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9892755842799972,0.98,>= 98%,True,4591.772432219493,,
SWE,Sweden,continentality,terrestrial area with a distance value,0.9999999999998588,0.98,>= 98%,True,6.046499995365412e-08,,
SWE,Sweden,climate_zone,classified terrestrial area,0.9989853805640895,0.95,>= 95% and A1 - A2 > unclassified,True,434.4200818622137,,
SWE,Sweden,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CHE,Switzerland,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CHE,Switzerland,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CHE,Switzerland,elevation,valid terrestrial area (land-centred ETOPO pixels),0.996017848215379,0.98,>= 98%,True,153.28933197537654,,
CHE,Switzerland,continentality,terrestrial area with a distance value,0.9999999999999978,0.98,>= 98%,True,8.54740627646209e-11,,
CHE,Switzerland,climate_zone,classified terrestrial area,1.0,0.95,>= 95% and A1 - A2 > unclassified,True,0.0,,
CHE,Switzerland,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
UKR,Ukraine,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
UKR,Ukraine,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
UKR,Ukraine,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9976022656647228,0.98,>= 98%,True,1412.9758667314313,,
UKR,Ukraine,continentality,terrestrial area with a distance value,1.0000000000001277,0.98,>= 98%,True,-7.523878125343155e-08,,
UKR,Ukraine,climate_zone,classified terrestrial area,0.9996362499023131,0.95,>= 95% and A1 - A2 > unclassified,True,214.3565706971031,,
UKR,Ukraine,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
GBR,United Kingdom,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
GBR,United Kingdom,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
GBR,United Kingdom,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9880495812461824,0.98,>= 98%,True,2912.4547950987867,,
GBR,United Kingdom,continentality,terrestrial area with a distance value,0.99999999999997,0.98,>= 98%,True,7.305501994059652e-09,,
GBR,United Kingdom,climate_zone,classified terrestrial area,0.9976394443600479,0.95,>= 95% and A1 - A2 > unclassified,True,575.2946180634589,,
GBR,United Kingdom,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
BHS,Bahamas,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
BHS,Bahamas,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
BHS,Bahamas,elevation,valid terrestrial area (land-centred ETOPO pixels),0.8887994962726334,0.98,>= 98%,False,1492.9658180333772,GSHHG full-resolution shoreline complexity vs ETOPO 60″ pixel-centre validity rule (spec §4): land in water-centred pixels,faithful consequence of frozen source/resolution; independently reproduced
BHS,Bahamas,continentality,terrestrial area with a distance value,1.0000000000000075,0.98,>= 98%,True,-1.0135898489736126e-10,,
BHS,Bahamas,climate_zone,classified terrestrial area,0.8433432902829435,0.95,>= 95% and A1 - A2 > unclassified,False,2103.255875050354,Beck et al. 0.5° Köppen raster codes 0 (ocean/no data) over GSHHG land: source raster land/sea resolution,faithful consequence of frozen source/resolution; independently reproduced
BHS,Bahamas,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CAN,Canada,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CAN,Canada,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CAN,Canada,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9936884271652862,0.98,>= 98%,True,59896.11202476331,,
CAN,Canada,continentality,terrestrial area with a distance value,1.000000000000317,0.98,>= 98%,True,-3.009050434771541e-06,,
CAN,Canada,climate_zone,classified terrestrial area,0.9991391047850587,0.95,>= 95% and A1 - A2 > unclassified,True,8169.798176470261,,
CAN,Canada,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CRI,Costa Rica,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CRI,Costa Rica,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CRI,Costa Rica,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9929660127334152,0.98,>= 98%,True,362.1870060770991,,
CRI,Costa Rica,continentality,terrestrial area with a distance value,0.9999999999999638,0.98,>= 98%,True,1.8636275305803785e-09,,
CRI,Costa Rica,climate_zone,classified terrestrial area,0.9980995957667199,0.95,>= 95% and A1 - A2 > unclassified,True,97.85370565820647,,
CRI,Costa Rica,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
CUB,Cuba,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
CUB,Cuba,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
CUB,Cuba,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9817965256847536,0.98,>= 98%,True,2029.339557860487,,
CUB,Cuba,continentality,terrestrial area with a distance value,0.9999999999999846,0.98,>= 98%,True,1.7203842812824636e-09,,
CUB,Cuba,climate_zone,classified terrestrial area,0.9931918071315068,0.95,>= 95% and A1 - A2 > unclassified,True,758.9834152706325,,
CUB,Cuba,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
DOM,Dominican Republic,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
DOM,Dominican Republic,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
DOM,Dominican Republic,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9929973685988198,0.98,>= 98%,True,336.35303056864325,,
DOM,Dominican Republic,continentality,terrestrial area with a distance value,1.0000000000000313,0.98,>= 98%,True,-1.5038115506588525e-09,,
DOM,Dominican Republic,climate_zone,classified terrestrial area,0.996670959384028,0.95,>= 95% and A1 - A2 > unclassified,True,159.90173349400536,,
DOM,Dominican Republic,spatial_block,OWID label present,1.0,1.0,nonmissing,True,0.0,,
SLV,El Salvador,abs_latitude,geometry,1.0,1.0,100% geometry,True,0.0,,
SLV,El Salvador,hemisphere,geometry,1.0,1.0,100% geometry,True,0.0,,
SLV,El Salvador,elevation,valid terrestrial area (land-centred ETOPO pixels),0.9923864697305514,0.98,>= 98%,True,162.62734969659607,,
SLV,El Salvador,continentality,terrestrial area with a distance value,0.9999999999999843,0.98,>= 98%,True,3.343773473863229e-10,,
SLV,El Salvador,climate_zone,classified terrestrial area,0.9998901833315689,0.95,>= 95% and A1 - A2 > unclassified,True,2.345717834882638,,
