representation,iso3,Country,m49_subregion,observed,M0star_cv_prediction,M2_cv_prediction,M0star_abs_error,M2_abs_error,abs_error_change
per_capita,MDG,Madagascar,Eastern Africa,0.1813544794012833,0.18428197145888545,0.1715997300570148,0.002927492057602149,0.00975474934426851,0.0068272572866663606
per_capita,MWI,Malawi,Eastern Africa,0.18854099012577252,0.18874997169988175,0.18868986711998942,0.00020898157410922935,0.00014887699421689549,-6.0104579892333865e-05
per_capita,MLI,Mali,Western Africa,0.24782669503123966,0.20830607179684146,0.19872634224962396,0.0395206232343982,0.0491003527816157,0.009579729547217503
per_capita,MRT,Mauritania,Western Africa,0.2597916027159455,0.1902663729637641,0.19729200812616168,0.06952522975218137,0.0624995945897838,-0.00702563516239757
per_capita,MAR,Morocco,Northern Africa,0.2418455862979349,0.18768737102639574,0.1979878478741411,0.05415821527153916,0.04385773842379381,-0.010300476847745349
per_capita,MOZ,Mozambique,Eastern Africa,0.172823801894673,0.19953410778295283,0.17817609630686132,0.02671030588827983,0.005352294412188319,-0.02135801147609151
per_capita,NAM,Namibia,Southern Africa,0.17785319196923344,0.20449328123176588,0.18105162836367192,0.026640089262532446,0.003198436394438481,-0.023441652868093965
per_capita,NER,Niger,Western Africa,0.2385606960588716,0.2376136716553594,0.23947012403802123,0.0009470244035121866,0.0009094279791496407,-3.7596424362545955e-05
per_capita,NGA,Nigeria,Western Africa,0.2030109401107239,0.20066537224653225,0.18920525663736706,0.0023455678641916555,0.013805683473356839,0.011460115609165183
per_capita,RWA,Rwanda,Eastern Africa,0.20845952779692498,0.1846578143900654,0.21999953935641844,0.023801713406859576,0.011540011559493468,-0.012261701847366108
per_capita,SEN,Senegal,Western Africa,0.24097868636270878,0.18728015982925336,0.19502724415472908,0.053698526533455415,0.0459514422079797,-0.007747084325475717
per_capita,SLE,Sierra Leone,Western Africa,0.22372060994282955,0.18907899366962114,0.18655169065823016,0.034641616273208414,0.037168919284599394,0.00252730301139098
per_capita,SOM,Somalia,Eastern Africa,0.19588332023430152,0.1914351549421836,0.19779605250928234,0.004448165292117917,0.0019127322749808162,-0.002535433017137101
per_capita,ZAF,South Africa,Southern Africa,0.16028496312204338,0.20315723921144657,0.15860771762650455,0.042872276089403194,0.001677245495538826,-0.04119503059386437
per_capita,SDN,Sudan,Northern Africa,0.20487305719629992,0.25831860493063635,0.2550026672656409,0.053445547734336435,0.050129610069340996,-0.0033159376649954386
per_capita,SWZ,Swaziland,Southern Africa,0.15934183499515397,0.20811576774743473,0.17702744063937859,0.04877393275228076,0.01768560564422461,-0.031088327108056146
per_capita,TZA,Tanzania,Eastern Africa,0.20953051997740807,0.15454788374161157,0.18510051195285093,0.054982636235796495,0.024430008024557137,-0.030552628211239358
per_capita,TGO,Togo,Western Africa,0.1941324419699687,0.2049052397211581,0.19963662027380932,0.010772797751189389,0.005504178303840618,-0.005268619447348771
per_capita,TUN,Tunisia,Northern Africa,0.23748975158588337,0.23743392134773755,0.2487098015202495,5.5830238145815336e-05,0.011220049934366122,0.011164219696220307
per_capita,UGA,Uganda,Eastern Africa,0.21147594840550732,0.21985657153646068,0.2168529627692869,0.008380623130953363,0.005377014363779575,-0.0030036087671737877
per_capita,ZMB,Zambia,Eastern Africa,0.17691283567770744,0.18066339430410122,0.19391666114752654,0.003750558626393785,0.0170038254698191,0.013253266843425315
per_capita,ZWE,Zimbabwe,Eastern Africa,0.1535502891079796,0.18781640889123058,0.17756655999669443,0.034266119783250976,0.02401627088871483,-0.010249848894536145
per_capita,AFG,Afghanistan,Southern Asia,0.24733117695547363,0.18972498810372226,0.18023667033565505,0.057606188851751366,0.06709450661981858,0.009488317768067217
per_capita,ARM,Armenia,Western Asia,0.18833773750931812,0.17035955396425703,0.18018379642095125,0.01797818354506109,0.008153941088366867,-0.009824242456694221
per_capita,AZE,Azerbaijan,Western Asia,0.19504824967387935,0.1732532811192066,0.1844133409346765,0.02179496855467275,0.010634908739202836,-0.011160059815469914
per_capita,BGD,Bangladesh,Southern Asia,0.11108862004719486,0.16143666455239267,0.15249098570157502,0.05034804450519781,0.04140236565438016,-0.008945678850817651
per_capita,MMR,Burma,South-eastern Asia,0.10898678984933867,0.1768805529471429,0.16924924690827442,0.06789376309780422,0.06026245705893575,-0.007631306038868468
per_capita,KHM,Cambodia,South-eastern Asia,0.12397652977439673,0.15662636202023172,0.14939296645104777,0.032649832245834995,0.02541643667665104,-0.0072333955691839535
per_capita,CHN,China,Eastern Asia,0.18801127254816274,0.18541728877003566,0.1844455589576653,0.0025939837781270847,0.0035657135904974546,0.0009717298123703699
per_capita,GEO,Georgia,Western Asia,0.17014653222140888,0.16957362707163434,0.1781912968782997,0.0005729051497745385,0.00804476465689083,0.007471859507116291
per_capita,IND,India,Southern Asia,0.12279874845556998,0.18257283634313978,0.16651012140617938,0.0597740878875698,0.043711372950609395,-0.016062714936960404
per_capita,IDN,Indonesia,South-eastern Asia,0.1365994643114788,0.08472933213653033,0.0951954773003636,0.05187013217494846,0.041403987011115195,-0.010466145163833263
per_capita,IRN,Iran,Southern Asia,0.25326598928356275,0.15731367545478622,0.15669588697201198,0.09595231382877653,0.09657010231155078,0.0006177884827742453
per_capita,IRQ,Iraq,Western Asia,0.1763349119758569,0.16675258660662162,0.1833206030577022,0.009582325369235284,0.006985691081845297,-0.0025966342873899873
per_capita,ISR,Israel,Western Asia,0.1289730259690734,0.2004541377040174,0.205363081427232,0.07148111173494401,0.0763900554581586,0.004908943723214598
per_capita,JPN,Japan,Eastern Asia,0.13484212055215955,0.12920758816507172,0.13729912657787746,0.005634532387087832,0.0024570060257179116,-0.00317752636136992
per_capita,JOR,Jordan,Western Asia,0.1241622692023015,0.14973969285589195,0.16404515848239218,0.025577423653590448,0.03988288928009068,0.01430546562650023
per_capita,KAZ,Kazakhstan,Central Asia,0.2607179280248597,0.1835518088019743,0.20385512688635132,0.07716611922288541,0.05686280113850839,-0.02030331808437702
per_capita,LAO,Laos,South-eastern Asia,0.11990552917453423,0.1669581438616518,0.16114920788513168,0.04705261468711758,0.04124367871059745,-0.00580893597652013
per_capita,LBN,Lebanon,Western Asia,0.13240721718298015,0.1620342737427574,0.18715969190602494,0.029627056559777237,0.054752474723044786,0.02512541816326755
per_capita,MYS,Malaysia,South-eastern Asia,0.14354714353630665,0.1398496494085978,0.12290854658583286,0.003697494127708867,0.020638596950473792,0.016941102822764925
per_capita,MNG,Mongolia,Eastern Asia,0.273292065382825,0.23284593035885742,0.25133008111338767,0.0404461350239676,0.02196198426943735,-0.01848415075453025
per_capita,NPL,Nepal,Southern Asia,0.12394103933918027,0.15222704563909994,0.1588362548296908,0.028286006299919675,0.03489521549051053,0.006609209190590853
per_capita,OMN,Oman,Western Asia,0.2034660332775613,0.14771171772120023,0.13703417792001843,0.05575431555636107,0.06643185535754287,0.010677539801181801
per_capita,PAK,Pakistan,Southern Asia,0.1799496198587603,0.17771177404611924,0.1678715926867982,0.002237845812641054,0.012078027171962102,0.009840181359321049
per_capita,PHL,Philippines,South-eastern Asia,0.16029540562197608,0.12046427837465631,0.11190320412143061,0.03983112724731977,0.048392201500545476,0.008561074253225706
per_capita,QAT,Qatar,Western Asia,0.2314787860422459,0.17311790332994137,0.16770874373840694,0.058360882712304524,0.06377004230383895,0.005409159591534429
per_capita,SAU,Saudi Arabia,Western Asia,0.1912885606557455,0.18214799729168388,0.16082655405229512,0.009140563364061632,0.030462006603450387,0.021321443239388754
per_capita,KOR,South Korea,Eastern Asia,0.14512934007189218,0.19991184837319456,0.2048988141711702,0.05478250830130238,0.05976947409927802,0.00498696579797564
per_capita,LKA,Sri Lanka,Southern Asia,0.13450142935863102,0.13860361502210813,0.13007449264063592,0.004102185663477115,0.0044269367179951,0.00032475105451798547
per_capita,SYR,Syria,Western Asia,0.14323534954112288,0.2143048227117267,0.22608189285107283,0.07106947317060383,0.08284654330994995,0.011777070139346119
per_capita,TWN,Taiwan,Eastern Asia,0.13706412122195852,0.1451448011604987,0.15241120058419463,0.00808067993854017,0.015347079362236116,0.007266399423695946
per_capita,TJK,Tajikistan,Central Asia,0.233975502099763,0.2037628237335005,0.19594035078440578,0.030212678366262513,0.03803515131535723,0.007822472949094716
per_capita,THA,Thailand,South-eastern Asia,0.11983102194091183,0.16213029411083146,0.15433546451245606,0.04229927216991963,0.034504442571544225,-0.007794829598375408
per_capita,TUR,Turkey,Western Asia,0.1419623303023036,0.1562232602882909,0.1770604025890194,0.014260929985987297,0.0350980722867158,0.0208371423007285
per_capita,TKM,Turkmenistan,Central Asia,0.2752870410187589,0.18726636851801987,0.19251420157454374,0.08802067250073903,0.08277283944421515,-0.005247833056523876
per_capita,ARE,United Arab Emirates,Western Asia,0.2248308233871666,0.1636245143346353,0.15656847073190702,0.0612063090525313,0.06826235265525957,0.007056043602728268
per_capita,UZB,Uzbekistan,Central Asia,0.27739224194989204,0.20934363279782656,0.20420913647627909,0.06804860915206548,0.07318310547361295,0.0051344963215474715
per_capita,VNM,Vietnam,South-eastern Asia,0.122632583177362,0.15883917590787672,0.14773818744080314,0.036206592730514714,0.025105604263441134,-0.01110098846707358
per_capita,YEM,Yemen,Western Asia,0.20150002766065422,0.15282299136985353,0.14657520011357114,0.048677036290800696,0.05492482754708308,0.006247791256282387
per_capita,ALB,Albania,Southern Europe,0.15748303087977816,0.1428072855973172,0.13259683695594382,0.014675745282460961,0.024886193923834343,0.010210448641373382
per_capita,AUT,Austria,Western Europe,0.21029967713303166,0.21833416369282124,0.20177942028668674,0.008034486559789583,0.008520256846344915,0.0004857702865553315
per_capita,BLR,Belarus,Eastern Europe,0.21395039394228654,0.21267798118871717,0.21506525268667326,0.0012724127535693741,0.0011148587443867153,-0.00015755400918265883
per_capita,BEL,Belgium,Western Europe,0.1951636806716645,0.17209711009210144,0.18612187611820333,0.023066570579563073,0.00904180455346118,-0.014024766026101892
per_capita,BIH,Bosnia And Herzegovina,Southern Europe,0.18440933101350881,0.1874381538174988,0.16064636025103382,0.0030288228039899723,0.023762970762474994,0.020734147958485022
per_capita,BGR,Bulgaria,Eastern Europe,0.16411393376308978,0.2104184753121396,0.19093407474366414,0.04630454154904984,0.026820140980574364,-0.019484400568475474
per_capita,HRV,Croatia,Southern Europe,0.18952185187085302,0.20488854185423114,0.18412331018984304,0.015366689983378118,0.005398541681009977,-0.00996814830236814
per_capita,CYP,Cyprus,Western Asia,0.14075176149640625,0.1601663569693686,0.1575495038818415,0.019414595472962343,0.016797742385435244,-0.002616853087527099
per_capita,CZE,Czech Republic,Eastern Europe,0.19293606527047014,0.22136393373804933,0.20973544320604448,0.028427868467579193,0.016799377935574344,-0.011628490532004848
per_capita,DNK,Denmark,Northern Europe,0.1919403849228464,0.18091772743483892,0.21701611490436992,0.011022657488007487,0.02507572998152352,0.014053072493516033
per_capita,EST,Estonia,Northern Europe,0.25938076329685683,0.20236097974960596,0.22504605363141106,0.057019783547250874,0.03433470966544577,-0.0226850738818051
per_capita,FIN,Finland,Northern Europe,0.2349856997144576,0.19799021373700157,0.23107779280635615,0.03699548597745603,0.003907906908101444,-0.033087579069354583
per_capita,FRA,France,Western Europe,0.1916777527720347,0.17514642664108754,0.1745979993952492,0.016531326130947155,0.017079753376785495,0.0005484272458383399
per_capita,DEU,Germany,Western Europe,0.19552600658812053,0.1767090270003437,0.1927266407444982,0.01881697958777684,0.0027993658436223368,-0.016017613744154502
per_capita,GRC,Greece,Southern Europe,0.14163851313814882,0.1713184197878596,0.16164964798329925,0.02967990664971079,0.020011134845150436,-0.009668771804560355
per_capita,HUN,Hungary,Eastern Europe,0.18683465599109378,0.23637762470464369,0.2124832160569471,0.049542968713549906,0.02564856006585331,-0.023894408647696597
per_capita,ISL,Iceland,Northern Europe,0.12736783367802937,0.21362715988201622,0.2517777929092292,0.08625932620398685,0.12440995923119982,0.03815063302721297
per_capita,IRL,Ireland,Northern Europe,0.1678618971108085,0.1883439191147485,0.2071648127037824,0.020482022003939976,0.039302915592973886,0.01882089358903391
per_capita,ITA,Italy,Southern Europe,0.1823289325414157,0.1671566154445947,0.1508993886476231,0.015172317096820986,0.0314295438937926,0.016257226796971613
per_capita,LVA,Latvia,Northern Europe,0.2466163184774826,0.1958149054310394,0.21431606992396593,0.0508014130464432,0.03230024855351668,-0.01850116449292652
per_capita,LTU,Lithuania,Northern Europe,0.22162226701877433,0.1958559205801918,0.21210780476571395,0.025766346438582527,0.00951446225306038,-0.016251884185522147
per_capita,MKD,Macedonia,Southern Europe,0.16410994630244113,0.17575141532746588,0.14988764089305345,0.011641469025024748,0.014222305409387681,0.0025808363843629334
per_capita,MDA,Moldova,Eastern Europe,0.15544942684686172,0.19639061955912637,0.18765625639397285,0.04094119271226465,0.03220682954711113,-0.008734363165153525
per_capita,MNE,Montenegro,Southern Europe,0.1643666862725019,0.1726529355216751,0.14674415918383044,0.008286249249173205,0.017622527088671458,0.009336277839498253
per_capita,NLD,Netherlands,Western Europe,0.18877545734026732,0.15134758668241954,0.17668712974144468,0.03742787065784778,0.01208832759882264,-0.025339543059025138
per_capita,NOR,Norway,Northern Europe,0.20191951273050374,0.2072647101725897,0.24969360631810722,0.005345197442085975,0.04777409358760348,0.04242889614551751
per_capita,POL,Poland,Eastern Europe,0.18403612522932167,0.20864790917108778,0.20458482016743604,0.024611783941766108,0.02054869493811437,-0.0040630890036517375
per_capita,PRT,Portugal,Southern Europe,0.1846817946752158,0.1601559778011004,0.14938268357892215,0.024525816874115397,0.03529911109629366,0.010773294222178265
per_capita,ROU,Romania,Eastern Europe,0.1626491375716469,0.2264558405500523,0.2041969956838386,0.0638067029784054,0.04154785811219169,-0.02225884486621371
per_capita,RUS,Russia,Eastern Europe,0.262173281711931,0.23041417864896507,0.24418711602851098,0.03175910306296592,0.017986165683420013,-0.013772937379545908
per_capita,SRB,Serbia,Southern Europe,0.1777828851474587,0.20442347620757137,0.17393536259764633,0.026640591060112656,0.003847522549812382,-0.022793068510300274
per_capita,SVK,Slovakia,Eastern Europe,0.17135924127324334,0.23757031566932152,0.22065384220149598,0.06621107439607818,0.049294600928252635,-0.016916473467825544
per_capita,SVN,Slovenia,Southern Europe,0.2104092831778439,0.1999938759251273,0.18343685942239155,0.010415407252716613,0.026972423755452363,0.01655701650273575
per_capita,ESP,Spain,Southern Europe,0.19118695961871326,0.16249624369154492,0.14611553780655348,0.028690715927168348,0.045071421812159784,0.016380705884991437
per_capita,SWE,Sweden,Northern Europe,0.21924683880167534,0.19851480935481963,0.23109837775847136,0.020732029446855704,0.011851538956796026,-0.008880490490059678
per_capita,CHE,Switzerland,Western Europe,0.20255138935875544,0.19973187051641372,0.1866425526789649,0.0028195188423417172,0.01590883667979054,0.013089317837448822
per_capita,UKR,Ukraine,Eastern Europe,0.17767865721146503,0.21628757784750463,0.19993644689898854,0.0386089206360396,0.02225778968752351,-0.01635113094851609
per_capita,GBR,United Kingdom,Northern Europe,0.16309409461298247,0.1732447823950733,0.20000214213998985,0.010150687782090828,0.03690804752700738,0.026757359744916553
per_capita,BHS,Bahamas,Caribbean,0.13991083211606994,0.1327613891958062,0.12806892876216125,0.007149442920263732,0.011841903353908695,0.004692460433644963
per_capita,CAN,Canada,Northern America,0.2521930060529909,0.16584743754339887,0.1785566857654919,0.08634556850959202,0.07363632028749897,-0.012709248222093045
per_capita,CRI,Costa Rica,Central America,0.10130466192673268,0.1318336511164088,0.12711803127267213,0.030528989189676115,0.025813369345939446,-0.004715619843736668
per_capita,CUB,Cuba,Caribbean,0.12305617676307766,0.11461085916409927,0.11031015934353512,0.008445317598978389,0.012746017419542538,0.0043006998205641495
per_capita,DOM,Dominican Republic,Caribbean,0.15478420047944152,0.09319231787767705,0.09293093920309417,0.06159188260176447,0.061853261276347354,0.0002613786745828822
per_capita,SLV,El Salvador,Central America,0.06948090854064985,0.12762706105663796,0.12697401098977676,0.058146152515988106,0.05749310244912691,-0.0006530500668611994
per_capita,GTM,Guatemala,Central America,0.0508136158223582,0.10952093820024986,0.12013286878011942,0.058707322377891655,0.06931925295776122,0.01061193057986956
per_capita,HTI,Haiti,Caribbean,0.14216341234840274,0.08283511795503518,0.08266023277565451,0.059328294393367564,0.05950317957274823,0.00017488517938066273
per_capita,HND,Honduras,Central America,0.08078933014247122,0.13953988892110966,0.13302485997436636,0.05875055877863844,0.05223552983189514,-0.006515028946743301
per_capita,JAM,Jamaica,Caribbean,0.12861876139008294,0.1036111863572298,0.1028788424629971,0.02500757503285314,0.02573991892708584,0.0007323438942326982
per_capita,MEX,Mexico,Central America,0.04065719593311795,0.14001283609741924,0.14358241374083083,0.09935564016430129,0.10292521780771288,0.0035695776434115922
per_capita,NIC,Nicaragua,Central America,0.09228609649696132,0.13514554312538027,0.13083387149528045,0.04285944662841895,0.03854777499831913,-0.004311671630099823
per_capita,PAN,Panama,Central America,0.12161241121300685,0.12156035602848468,0.11692801881430415,5.205518452217062e-05,0.004684392398702705,0.004632337214180535
per_capita,USA,United States,Northern America,0.1695001197237513,0.14325925851657706,0.14764944168794175,0.026240861207174254,0.021850678035809562,-0.004390183171364692
per_capita,AUS,Australia,Australia and New Zealand,0.16302097420962694,0.09852332523473298,0.10916501916143276,0.06449764897489396,0.05385595504819418,-0.01064169392669978
per_capita,NZL,New Zealand,Australia and New Zealand,0.10027093962176431,0.1726252173985613,0.1410113249798015,0.07235427777679698,0.0407403853580372,-0.03161389241875978
per_capita,PNG,Papua New Guinea,Melanesia,0.13861753573076713,0.05346630747966548,0.11363060689042709,0.08515122825110165,0.02498692884034004,-0.06016429941076161
per_capita,ARG,Argentina,South America,0.10866574248962382,0.17395208184274707,0.12221418828714967,0.06528633935312325,0.013548445797525843,-0.05173789355559741
per_capita,BOL,Bolivia,South America,0.10781469285053756,0.11771807123851213,0.11026139031135317,0.009903378387974573,0.0024466974608156056,-0.007456680927158968
per_capita,BRA,Brazil,South America,0.16469595530453246,0.04996140426493578,0.08099115740069272,0.11473455103959668,0.08370479790383974,-0.03102975313575694
per_capita,CHL,Chile,South America,0.0993071522959073,0.15904743551291947,0.1288179915953882,0.05974028321701218,0.02951083929948091,-0.030229443917531268
per_capita,COL,Colombia,South America,0.13225011394627992,0.1158159422274417,0.13427813639363798,0.016434171718838222,0.0020280224473580577,-0.014406149271480165
per_capita,ECU,Ecuador,South America,0.12529387656573873,0.08646846417557208,0.14483685741116742,0.03882541239016665,0.019542980845428687,-0.019282431544737966
per_capita,PRY,Paraguay,South America,0.12268222549728672,0.16198219388419274,0.1181482483210957,0.039299968386906026,0.004533977176191015,-0.03476599121071501
per_capita,PER,Peru,South America,0.10234701745272959,0.10302024992885123,0.14440604292249218,0.000673232476121638,0.04205902546976259,0.04138579299364095
per_capita,SUR,Suriname,South America,0.14991778270906336,0.12046633096076603,0.13271718770488877,0.02945145174829733,0.01720059500417459,-0.01225085674412274
per_capita,URY,Uruguay,South America,0.1340604374132053,0.13118140317190452,0.10148362978991474,0.0028790342413007874,0.03257680762329057,0.029697773381989784
per_capita,VEN,Venezuela,South America,0.14209795456206648,0.11841956725638395,0.12413840008472732,0.02367838730568253,0.017959554477339157,-0.005718832828343373
