representation,model,protocol,fit,column,coefficient
primary_total_co2,M0star,primary_loco,BGD,climate_zone=B,0.001739005633017663
primary_total_co2,M0star,primary_loco,BGD,climate_zone=C,-0.02806172669174901
primary_total_co2,M0star,primary_loco,BGD,climate_zone=D,-0.012091189819321588
primary_total_co2,M0star,primary_loco,BGD,climate_zone=E,-0.09823368961987747
primary_total_co2,M0star,primary_loco,BGD,hemisphere=S,-0.027107500627231575
primary_total_co2,M0star,primary_loco,BGD,spatial_block=Asia,-0.0471577083876678
primary_total_co2,M0star,primary_loco,BGD,spatial_block=Europe,-0.05802494357205838
primary_total_co2,M0star,primary_loco,BGD,spatial_block=North America,-0.08941480887032587
primary_total_co2,M0star,primary_loco,BGD,spatial_block=Oceania,-0.05329952306452185
primary_total_co2,M0star,primary_loco,BGD,spatial_block=South America,-0.05883852115243708
primary_total_co2,M0star,primary_loco,BGD,income_group=Low-income countries,-0.002215454908773377
primary_total_co2,M0star,primary_loco,BGD,income_group=Lower-middle-income countries,-0.00879523064536271
primary_total_co2,M0star,primary_loco,BGD,income_group=Upper-middle-income countries,-0.016110550409175306
primary_total_co2,M0star,primary_loco,MMR,intercept,0.20203111004899907
primary_total_co2,M0star,primary_loco,MMR,cum_co2_total,0.010674242656143184
primary_total_co2,M0star,primary_loco,MMR,abs_latitude,0.001357107915178511
primary_total_co2,M0star,primary_loco,MMR,elevation,3.9625519268207816e-07
primary_total_co2,M0star,primary_loco,MMR,continentality,3.634170900428424e-05
primary_total_co2,M0star,primary_loco,MMR,population,-0.00450347988224853
primary_total_co2,M0star,primary_loco,MMR,station_density,-0.0021872158536179326
primary_total_co2,M0star,primary_loco,MMR,climate_zone=B,-0.005674109683263955
primary_total_co2,M0star,primary_loco,MMR,climate_zone=C,-0.03515932978384703
primary_total_co2,M0star,primary_loco,MMR,climate_zone=D,-0.02151341710094217
primary_total_co2,M0star,primary_loco,MMR,climate_zone=E,-0.1085951220621411
primary_total_co2,M0star,primary_loco,MMR,hemisphere=S,-0.029685015935516465
primary_total_co2,M0star,primary_loco,MMR,spatial_block=Asia,-0.041867986464596205
primary_total_co2,M0star,primary_loco,MMR,spatial_block=Europe,-0.055255884563298836
primary_total_co2,M0star,primary_loco,MMR,spatial_block=North America,-0.09089853382078451
primary_total_co2,M0star,primary_loco,MMR,spatial_block=Oceania,-0.05203839245225339
primary_total_co2,M0star,primary_loco,MMR,spatial_block=South America,-0.05691008027161812
primary_total_co2,M0star,primary_loco,MMR,income_group=Low-income countries,-0.0026086450565851642
primary_total_co2,M0star,primary_loco,MMR,income_group=Lower-middle-income countries,-0.005938488905864232
primary_total_co2,M0star,primary_loco,MMR,income_group=Upper-middle-income countries,-0.0164031183761697
primary_total_co2,M0star,primary_loco,KHM,intercept,0.23276563875930004
primary_total_co2,M0star,primary_loco,KHM,cum_co2_total,0.012976844252359615
primary_total_co2,M0star,primary_loco,KHM,abs_latitude,0.001124106631933672
primary_total_co2,M0star,primary_loco,KHM,elevation,-1.8061157542915734e-07
primary_total_co2,M0star,primary_loco,KHM,continentality,3.793783605212462e-05
primary_total_co2,M0star,primary_loco,KHM,population,-0.009586168989221853
primary_total_co2,M0star,primary_loco,KHM,station_density,-0.002062863370975475
primary_total_co2,M0star,primary_loco,KHM,climate_zone=B,-0.0004835410380209351
primary_total_co2,M0star,primary_loco,KHM,climate_zone=C,-0.02905203635996502
primary_total_co2,M0star,primary_loco,KHM,climate_zone=D,-0.014561200401310275
primary_total_co2,M0star,primary_loco,KHM,climate_zone=E,-0.10125457117024414
primary_total_co2,M0star,primary_loco,KHM,hemisphere=S,-0.02625912349091447
primary_total_co2,M0star,primary_loco,KHM,spatial_block=Asia,-0.04400058961632513
primary_total_co2,M0star,primary_loco,KHM,spatial_block=Europe,-0.05507521115533132
primary_total_co2,M0star,primary_loco,KHM,spatial_block=North America,-0.09012800193993595
primary_total_co2,M0star,primary_loco,KHM,spatial_block=Oceania,-0.05510801827188167
primary_total_co2,M0star,primary_loco,KHM,spatial_block=South America,-0.06055898380145639
primary_total_co2,M0star,primary_loco,KHM,income_group=Low-income countries,-0.000774543138438244
primary_total_co2,M0star,primary_loco,KHM,income_group=Lower-middle-income countries,-0.008736684588457545
primary_total_co2,M0star,primary_loco,KHM,income_group=Upper-middle-income countries,-0.015256804763519205
primary_total_co2,M0star,primary_loco,CHN,intercept,0.1512337775720481
primary_total_co2,M0star,primary_loco,CHN,cum_co2_total,0.0007766248690655592
primary_total_co2,M0star,primary_loco,CHN,abs_latitude,0.0010953747937186911
primary_total_co2,M0star,primary_loco,CHN,elevation,-4.074874268182527e-06
primary_total_co2,M0star,primary_loco,CHN,continentality,2.102565925269057e-05
primary_total_co2,M0star,primary_loco,CHN,population,0.008561150158903894
primary_total_co2,M0star,primary_loco,CHN,station_density,-0.0019189043033310232
primary_total_co2,M0star,primary_loco,CHN,climate_zone=B,-0.002645038298835458
primary_total_co2,M0star,primary_loco,CHN,climate_zone=C,-0.024523530968081436
primary_total_co2,M0star,primary_loco,CHN,climate_zone=D,-0.00048302835408175126
primary_total_co2,M0star,primary_loco,CHN,climate_zone=E,-0.084657550849355
primary_total_co2,M0star,primary_loco,CHN,hemisphere=S,-0.02534018354405293
primary_total_co2,M0star,primary_loco,CHN,spatial_block=Asia,-0.03854475607665569
primary_total_co2,M0star,primary_loco,CHN,spatial_block=Europe,-0.060334149875841105
primary_total_co2,M0star,primary_loco,CHN,spatial_block=North America,-0.09469024693556764
primary_total_co2,M0star,primary_loco,CHN,spatial_block=Oceania,-0.061290131835624685
primary_total_co2,M0star,primary_loco,CHN,spatial_block=South America,-0.06003403486248956
primary_total_co2,M0star,primary_loco,CHN,income_group=Low-income countries,-0.018425822004093147
primary_total_co2,M0star,primary_loco,CHN,income_group=Lower-middle-income countries,-0.01906662898256226
primary_total_co2,M0star,primary_loco,CHN,income_group=Upper-middle-income countries,-0.022977671318347895
primary_total_co2,M0star,primary_loco,GEO,intercept,0.2615999257863905
primary_total_co2,M0star,primary_loco,GEO,cum_co2_total,0.019446984083216396
primary_total_co2,M0star,primary_loco,GEO,abs_latitude,0.0008738069341457101
primary_total_co2,M0star,primary_loco,GEO,elevation,-2.8121010684432246e-06
primary_total_co2,M0star,primary_loco,GEO,continentality,3.776083690092848e-05
primary_total_co2,M0star,primary_loco,GEO,population,-0.017324581464954532
primary_total_co2,M0star,primary_loco,GEO,station_density,-0.0014697191015011462
primary_total_co2,M0star,primary_loco,GEO,climate_zone=B,0.006283284816500751
primary_total_co2,M0star,primary_loco,GEO,climate_zone=C,-0.018658319004024294
primary_total_co2,M0star,primary_loco,GEO,climate_zone=D,-0.001717566566816376
primary_total_co2,M0star,primary_loco,GEO,climate_zone=E,-0.08505576882670675
primary_total_co2,M0star,primary_loco,GEO,hemisphere=S,-0.02413928703032308
primary_total_co2,M0star,primary_loco,GEO,spatial_block=Asia,-0.05118335951347847
primary_total_co2,M0star,primary_loco,GEO,spatial_block=Europe,-0.054442584855252454
primary_total_co2,M0star,primary_loco,GEO,spatial_block=North America,-0.08470575541172172
primary_total_co2,M0star,primary_loco,GEO,spatial_block=Oceania,-0.056303702857520455
primary_total_co2,M0star,primary_loco,GEO,spatial_block=South America,-0.05588208812622273
primary_total_co2,M0star,primary_loco,GEO,income_group=Low-income countries,0.020149533095434193
primary_total_co2,M0star,primary_loco,GEO,income_group=Lower-middle-income countries,-9.270614607933605e-05
primary_total_co2,M0star,primary_loco,GEO,income_group=Upper-middle-income countries,-0.015471994146664959
primary_total_co2,M0star,primary_loco,IND,intercept,0.20726694814616128
primary_total_co2,M0star,primary_loco,IND,cum_co2_total,0.010910238544974145
primary_total_co2,M0star,primary_loco,IND,abs_latitude,0.0012525857682053703
primary_total_co2,M0star,primary_loco,IND,elevation,-1.5381304164074668e-06
primary_total_co2,M0star,primary_loco,IND,continentality,3.9800197918118674e-05
primary_total_co2,M0star,primary_loco,IND,population,-0.005393211911611599
primary_total_co2,M0star,primary_loco,IND,station_density,-0.0018630340587649054
primary_total_co2,M0star,primary_loco,IND,climate_zone=B,0.0008784412056667851
primary_total_co2,M0star,primary_loco,IND,climate_zone=C,-0.027905897641821144
primary_total_co2,M0star,primary_loco,IND,climate_zone=D,-0.012987642622506262
primary_total_co2,M0star,primary_loco,IND,climate_zone=E,-0.09851924830141066
primary_total_co2,M0star,primary_loco,IND,hemisphere=S,-0.029857508617937036
primary_total_co2,M0star,primary_loco,IND,spatial_block=Asia,-0.04838825737427859
primary_total_co2,M0star,primary_loco,IND,spatial_block=Europe,-0.059310644744843474
primary_total_co2,M0star,primary_loco,IND,spatial_block=North America,-0.09144356025570469
primary_total_co2,M0star,primary_loco,IND,spatial_block=Oceania,-0.05353653311322959
primary_total_co2,M0star,primary_loco,IND,spatial_block=South America,-0.0584803194108738
primary_total_co2,M0star,primary_loco,IND,income_group=Low-income countries,-0.0037089275769354607
primary_total_co2,M0star,primary_loco,IND,income_group=Lower-middle-income countries,-0.00795405254870055
primary_total_co2,M0star,primary_loco,IND,income_group=Upper-middle-income countries,-0.016130632071812062
primary_total_co2,M0star,primary_loco,IDN,intercept,0.23267245502758893
primary_total_co2,M0star,primary_loco,IDN,cum_co2_total,0.015292703257490544
primary_total_co2,M0star,primary_loco,IDN,abs_latitude,0.0013011934467046832
primary_total_co2,M0star,primary_loco,IDN,elevation,8.709538376252556e-07
primary_total_co2,M0star,primary_loco,IDN,continentality,3.9995059910960266e-05
primary_total_co2,M0star,primary_loco,IDN,population,-0.010614164958934321
primary_total_co2,M0star,primary_loco,IDN,station_density,-0.0022416360505219082
primary_total_co2,M0star,primary_loco,IDN,climate_zone=B,-0.00028410305676718206
primary_total_co2,M0star,primary_loco,IDN,climate_zone=C,-0.026747342059545272
primary_total_co2,M0star,primary_loco,IDN,climate_zone=D,-0.014271432458782148
primary_total_co2,M0star,primary_loco,IDN,climate_zone=E,-0.10174399790941022
primary_total_co2,M0star,primary_loco,IDN,hemisphere=S,-0.03123996263820686
primary_total_co2,M0star,primary_loco,IDN,spatial_block=Asia,-0.052493364011976004
primary_total_co2,M0star,primary_loco,IDN,spatial_block=Europe,-0.06561736562320483
primary_total_co2,M0star,primary_loco,IDN,spatial_block=North America,-0.0927327331975098
primary_total_co2,M0star,primary_loco,IDN,spatial_block=Oceania,-0.10354910344829392
primary_total_co2,M0star,primary_loco,IDN,spatial_block=South America,-0.0604943059022697
primary_total_co2,M0star,primary_loco,IDN,income_group=Low-income countries,0.001167635913344727
primary_total_co2,M0star,primary_loco,IDN,income_group=Lower-middle-income countries,-0.00950236744645813
primary_total_co2,M0star,primary_loco,IDN,income_group=Upper-middle-income countries,-0.016558709017154914
primary_total_co2,M0star,primary_loco,IRN,intercept,0.2162148738333775
primary_total_co2,M0star,primary_loco,IRN,cum_co2_total,0.010935509573991758
primary_total_co2,M0star,primary_loco,IRN,abs_latitude,0.0010484387337591247
primary_total_co2,M0star,primary_loco,IRN,elevation,-3.606155334842419e-06
primary_total_co2,M0star,primary_loco,IRN,continentality,3.0155414059804813e-05
primary_total_co2,M0star,primary_loco,IRN,population,-0.007765683964976945
primary_total_co2,M0star,primary_loco,IRN,station_density,-0.0009335962663783921
primary_total_co2,M0star,primary_loco,IRN,climate_zone=B,-0.0033533858844512518
primary_total_co2,M0star,primary_loco,IRN,climate_zone=C,-0.01610026043438303
primary_total_co2,M0star,primary_loco,IRN,climate_zone=D,0.0046121643823301625
primary_total_co2,M0star,primary_loco,IRN,climate_zone=E,-0.07961324553680621
primary_total_co2,M0star,primary_loco,IRN,hemisphere=S,-0.02490076297280049
primary_total_co2,M0star,primary_loco,IRN,spatial_block=Asia,-0.06444523918022128
primary_total_co2,M0star,primary_loco,IRN,spatial_block=Europe,-0.05972091704363635
primary_total_co2,M0star,primary_loco,IRN,spatial_block=North America,-0.08836494777852494
primary_total_co2,M0star,primary_loco,IRN,spatial_block=Oceania,-0.056382677536939825
primary_total_co2,M0star,primary_loco,IRN,spatial_block=South America,-0.056233061164186304
primary_total_co2,M0star,primary_loco,IRN,income_group=Low-income countries,0.015180975177832937
primary_total_co2,M0star,primary_loco,IRN,income_group=Lower-middle-income countries,-3.7511582818078593e-06
primary_total_co2,M0star,primary_loco,IRN,income_group=Upper-middle-income countries,-0.011558354201088474
primary_total_co2,M0star,primary_loco,IRQ,intercept,0.2672631304640843
primary_total_co2,M0star,primary_loco,IRQ,cum_co2_total,0.020294080957963513
primary_total_co2,M0star,primary_loco,IRQ,abs_latitude,0.0011272266604179628
primary_total_co2,M0star,primary_loco,IRQ,elevation,-3.4989246931569774e-06
primary_total_co2,M0star,primary_loco,IRQ,continentality,3.620073340215196e-05
primary_total_co2,M0star,primary_loco,IRQ,population,-0.0188847518206182
primary_total_co2,M0star,primary_loco,IRQ,station_density,-0.0013780753252358715
primary_total_co2,M0star,primary_loco,IRQ,climate_zone=B,0.009646076769195714
primary_total_co2,M0star,primary_loco,IRQ,climate_zone=C,-0.019802920538569926
primary_total_co2,M0star,primary_loco,IRQ,climate_zone=D,-0.00677061102112516
primary_total_co2,M0star,primary_loco,IRQ,climate_zone=E,-0.09337853092449998
primary_total_co2,M0star,primary_loco,IRQ,hemisphere=S,-0.026053955909158627
primary_total_co2,M0star,primary_loco,IRQ,spatial_block=Asia,-0.05083670472760705
primary_total_co2,M0star,primary_loco,IRQ,spatial_block=Europe,-0.0612348312510295
primary_total_co2,M0star,primary_loco,IRQ,spatial_block=North America,-0.08803473252048803
primary_total_co2,M0star,primary_loco,IRQ,spatial_block=Oceania,-0.05910896831777583
primary_total_co2,M0star,primary_loco,IRQ,spatial_block=South America,-0.057384742965581416
primary_total_co2,M0star,primary_loco,IRQ,income_group=Low-income countries,0.022344648911373936
primary_total_co2,M0star,primary_loco,IRQ,income_group=Lower-middle-income countries,0.0032977122225058774
primary_total_co2,M0star,primary_loco,IRQ,income_group=Upper-middle-income countries,-0.013449038935003004
primary_total_co2,M0star,primary_loco,ISR,intercept,0.2582554049150213
primary_total_co2,M0star,primary_loco,ISR,cum_co2_total,0.020683411276261412
primary_total_co2,M0star,primary_loco,ISR,abs_latitude,0.0011889452107611577
primary_total_co2,M0star,primary_loco,ISR,elevation,-1.0272033428673504e-06
primary_total_co2,M0star,primary_loco,ISR,continentality,3.309856359951557e-05
primary_total_co2,M0star,primary_loco,ISR,population,-0.017232616676835243
primary_total_co2,M0star,primary_loco,ISR,station_density,-0.0016299484956141918
primary_total_co2,M0star,primary_loco,ISR,climate_zone=B,0.01073974469689878
primary_total_co2,M0star,primary_loco,ISR,climate_zone=C,-0.02307363451536117
primary_total_co2,M0star,primary_loco,ISR,climate_zone=D,-0.008795649250096309
primary_total_co2,M0star,primary_loco,ISR,climate_zone=E,-0.09563548569242697
primary_total_co2,M0star,primary_loco,ISR,hemisphere=S,-0.026699157535316105
primary_total_co2,M0star,primary_loco,ISR,spatial_block=Asia,-0.049636190832291614
primary_total_co2,M0star,primary_loco,ISR,spatial_block=Europe,-0.06409057767213232
primary_total_co2,M0star,primary_loco,ISR,spatial_block=North America,-0.09009624447467733
primary_total_co2,M0star,primary_loco,ISR,spatial_block=Oceania,-0.059669241863490236
primary_total_co2,M0star,primary_loco,ISR,spatial_block=South America,-0.06080704955887642
primary_total_co2,M0star,primary_loco,ISR,income_group=Low-income countries,0.018026259889780842
primary_total_co2,M0star,primary_loco,ISR,income_group=Lower-middle-income countries,-0.0010698078853576614
primary_total_co2,M0star,primary_loco,ISR,income_group=Upper-middle-income countries,-0.013972919498486194
primary_total_co2,M0star,primary_loco,JPN,intercept,0.2475084493034793
primary_total_co2,M0star,primary_loco,JPN,cum_co2_total,0.014562009820136414
primary_total_co2,M0star,primary_loco,JPN,abs_latitude,0.001053972629239642
primary_total_co2,M0star,primary_loco,JPN,elevation,-1.1101450730344087e-06
primary_total_co2,M0star,primary_loco,JPN,continentality,3.876180234237049e-05
primary_total_co2,M0star,primary_loco,JPN,population,-0.01209343000672864
primary_total_co2,M0star,primary_loco,JPN,station_density,-0.0019209737267925915
primary_total_co2,M0star,primary_loco,JPN,climate_zone=B,0.006075676276731648
primary_total_co2,M0star,primary_loco,JPN,climate_zone=C,-0.020781229882436154
primary_total_co2,M0star,primary_loco,JPN,climate_zone=D,-0.0018847152277280523
primary_total_co2,M0star,primary_loco,JPN,climate_zone=E,-0.0896154020792962
primary_total_co2,M0star,primary_loco,JPN,hemisphere=S,-0.025970519003300968
primary_total_co2,M0star,primary_loco,JPN,spatial_block=Asia,-0.051939878167204155
primary_total_co2,M0star,primary_loco,JPN,spatial_block=Europe,-0.06634817375381444
primary_total_co2,M0star,primary_loco,JPN,spatial_block=North America,-0.09148849907935627
primary_total_co2,M0star,primary_loco,JPN,spatial_block=Oceania,-0.05982076459359329
primary_total_co2,M0star,primary_loco,JPN,spatial_block=South America,-0.06305580253728367
primary_total_co2,M0star,primary_loco,JPN,income_group=Low-income countries,-0.0003470434506105151
primary_total_co2,M0star,primary_loco,JPN,income_group=Lower-middle-income countries,-0.013849799173442194
primary_total_co2,M0star,primary_loco,JPN,income_group=Upper-middle-income countries,-0.017545711844707473
primary_total_co2,M0star,primary_loco,JOR,intercept,0.2582554049150213
primary_total_co2,M0star,primary_loco,JOR,cum_co2_total,0.020683411276261412
primary_total_co2,M0star,primary_loco,JOR,abs_latitude,0.0011889452107611577
primary_total_co2,M0star,primary_loco,JOR,elevation,-1.0272033428673504e-06
primary_total_co2,M0star,primary_loco,JOR,continentality,3.309856359951557e-05
primary_total_co2,M0star,primary_loco,JOR,population,-0.017232616676835243
primary_total_co2,M0star,primary_loco,JOR,station_density,-0.0016299484956141918
primary_total_co2,M0star,primary_loco,JOR,climate_zone=B,0.01073974469689878
primary_total_co2,M0star,primary_loco,JOR,climate_zone=C,-0.02307363451536117
primary_total_co2,M0star,primary_loco,JOR,climate_zone=D,-0.008795649250096309
primary_total_co2,M0star,primary_loco,JOR,climate_zone=E,-0.09563548569242697
primary_total_co2,M0star,primary_loco,JOR,hemisphere=S,-0.026699157535316105
primary_total_co2,M0star,primary_loco,JOR,spatial_block=Asia,-0.049636190832291614
primary_total_co2,M0star,primary_loco,JOR,spatial_block=Europe,-0.06409057767213232
primary_total_co2,M0star,primary_loco,JOR,spatial_block=North America,-0.09009624447467733
primary_total_co2,M0star,primary_loco,JOR,spatial_block=Oceania,-0.059669241863490236
primary_total_co2,M0star,primary_loco,JOR,spatial_block=South America,-0.06080704955887642
primary_total_co2,M0star,primary_loco,JOR,income_group=Low-income countries,0.018026259889780842
primary_total_co2,M0star,primary_loco,JOR,income_group=Lower-middle-income countries,-0.0010698078853576614
primary_total_co2,M0star,primary_loco,JOR,income_group=Upper-middle-income countries,-0.013972919498486194
primary_total_co2,M0star,primary_loco,KAZ,intercept,0.23341372763101872
primary_total_co2,M0star,primary_loco,KAZ,cum_co2_total,0.010308210355818604
primary_total_co2,M0star,primary_loco,KAZ,abs_latitude,0.00041882141216302544
primary_total_co2,M0star,primary_loco,KAZ,elevation,-5.507939445056077e-06
primary_total_co2,M0star,primary_loco,KAZ,continentality,1.392896016961089e-05
primary_total_co2,M0star,primary_loco,KAZ,population,-0.00649033634966285
primary_total_co2,M0star,primary_loco,KAZ,station_density,-0.0011228660052336648
primary_total_co2,M0star,primary_loco,KAZ,climate_zone=B,0.00560553370580516
primary_total_co2,M0star,primary_loco,KAZ,climate_zone=C,-0.009167220698283239
primary_total_co2,M0star,primary_loco,KAZ,climate_zone=D,0.018090279981097024
primary_total_co2,M0star,primary_loco,KAZ,climate_zone=E,-0.062313164976334434
primary_total_co2,M0star,primary_loco,KAZ,hemisphere=S,-0.02092270843158287
primary_total_co2,M0star,primary_loco,KAZ,spatial_block=Asia,-0.062238379596456915
primary_total_co2,M0star,primary_loco,KAZ,spatial_block=Europe,-0.0572934818252629
primary_total_co2,M0star,primary_loco,KAZ,spatial_block=North America,-0.09189530936128006
primary_total_co2,M0star,primary_loco,KAZ,spatial_block=Oceania,-0.0670764456190395
primary_total_co2,M0star,primary_loco,KAZ,spatial_block=South America,-0.06081177672799266
primary_total_co2,M0star,primary_loco,KAZ,income_group=Low-income countries,0.0011338988011493714
primary_total_co2,M0star,primary_loco,KAZ,income_group=Lower-middle-income countries,-0.014249283838708913
primary_total_co2,M0star,primary_loco,KAZ,income_group=Upper-middle-income countries,-0.02354423781488281
primary_total_co2,M0star,primary_loco,LAO,intercept,0.232135628282551
primary_total_co2,M0star,primary_loco,LAO,cum_co2_total,0.01282307227157054
primary_total_co2,M0star,primary_loco,LAO,abs_latitude,0.0011347225152245016
primary_total_co2,M0star,primary_loco,LAO,elevation,-1.7933504747833589e-07
primary_total_co2,M0star,primary_loco,LAO,continentality,3.797268131180569e-05
primary_total_co2,M0star,primary_loco,LAO,population,-0.009470917787165231
primary_total_co2,M0star,primary_loco,LAO,station_density,-0.002052691375750106
primary_total_co2,M0star,primary_loco,LAO,climate_zone=B,-0.0003743016286220905
primary_total_co2,M0star,primary_loco,LAO,climate_zone=C,-0.029013960358759514
primary_total_co2,M0star,primary_loco,LAO,climate_zone=D,-0.014500102829737243
primary_total_co2,M0star,primary_loco,LAO,climate_zone=E,-0.10142875006818122
primary_total_co2,M0star,primary_loco,LAO,hemisphere=S,-0.026287920769494887
primary_total_co2,M0star,primary_loco,LAO,spatial_block=Asia,-0.044226503933328734
primary_total_co2,M0star,primary_loco,LAO,spatial_block=Europe,-0.055273725975830496
primary_total_co2,M0star,primary_loco,LAO,spatial_block=North America,-0.09006210655673683
primary_total_co2,M0star,primary_loco,LAO,spatial_block=Oceania,-0.05507252631853471
primary_total_co2,M0star,primary_loco,LAO,spatial_block=South America,-0.0604299585682363
primary_total_co2,M0star,primary_loco,LAO,income_group=Low-income countries,-0.0008522333562519654
primary_total_co2,M0star,primary_loco,LAO,income_group=Lower-middle-income countries,-0.008764153817669061
primary_total_co2,M0star,primary_loco,LAO,income_group=Upper-middle-income countries,-0.015369977655140948
primary_total_co2,M0star,primary_loco,LBN,intercept,0.2582554049150213
primary_total_co2,M0star,primary_loco,LBN,cum_co2_total,0.020683411276261412
primary_total_co2,M0star,primary_loco,LBN,abs_latitude,0.0011889452107611577
primary_total_co2,M0star,primary_loco,LBN,elevation,-1.0272033428673504e-06
primary_total_co2,M0star,primary_loco,LBN,continentality,3.309856359951557e-05
primary_total_co2,M0star,primary_loco,LBN,population,-0.017232616676835243
primary_total_co2,M0star,primary_loco,LBN,station_density,-0.0016299484956141918
primary_total_co2,M0star,primary_loco,LBN,climate_zone=B,0.01073974469689878
primary_total_co2,M0star,primary_loco,LBN,climate_zone=C,-0.02307363451536117
primary_total_co2,M0star,primary_loco,LBN,climate_zone=D,-0.008795649250096309
primary_total_co2,M0star,primary_loco,LBN,climate_zone=E,-0.09563548569242697
primary_total_co2,M0star,primary_loco,LBN,hemisphere=S,-0.026699157535316105
primary_total_co2,M0star,primary_loco,LBN,spatial_block=Asia,-0.049636190832291614
primary_total_co2,M0star,primary_loco,LBN,spatial_block=Europe,-0.06409057767213232
primary_total_co2,M0star,primary_loco,LBN,spatial_block=North America,-0.09009624447467733
primary_total_co2,M0star,primary_loco,LBN,spatial_block=Oceania,-0.059669241863490236
primary_total_co2,M0star,primary_loco,LBN,spatial_block=South America,-0.06080704955887642
primary_total_co2,M0star,primary_loco,LBN,income_group=Low-income countries,0.018026259889780842
primary_total_co2,M0star,primary_loco,LBN,income_group=Lower-middle-income countries,-0.0010698078853576614
primary_total_co2,M0star,primary_loco,LBN,income_group=Upper-middle-income countries,-0.013972919498486194
primary_total_co2,M0star,primary_loco,MYS,intercept,0.237941290610314
primary_total_co2,M0star,primary_loco,MYS,cum_co2_total,0.014606071254188733
primary_total_co2,M0star,primary_loco,MYS,abs_latitude,0.0011781714191827404
primary_total_co2,M0star,primary_loco,MYS,elevation,2.504316052620594e-07
primary_total_co2,M0star,primary_loco,MYS,continentality,4.029520160661787e-05
primary_total_co2,M0star,primary_loco,MYS,population,-0.011127900695776528
primary_total_co2,M0star,primary_loco,MYS,station_density,-0.0023195760030155286
primary_total_co2,M0star,primary_loco,MYS,climate_zone=B,0.0019332799708163097
primary_total_co2,M0star,primary_loco,MYS,climate_zone=C,-0.02462747839178879
primary_total_co2,M0star,primary_loco,MYS,climate_zone=D,-0.011489731854342797
primary_total_co2,M0star,primary_loco,MYS,climate_zone=E,-0.09896074849856228
primary_total_co2,M0star,primary_loco,MYS,hemisphere=S,-0.03073608118420809
primary_total_co2,M0star,primary_loco,MYS,spatial_block=Asia,-0.05082213135317877
primary_total_co2,M0star,primary_loco,MYS,spatial_block=Europe,-0.061291412524367705
primary_total_co2,M0star,primary_loco,MYS,spatial_block=North America,-0.0909558756887451
primary_total_co2,M0star,primary_loco,MYS,spatial_block=Oceania,-0.05458163888631371
primary_total_co2,M0star,primary_loco,MYS,spatial_block=South America,-0.0594565128119911
primary_total_co2,M0star,primary_loco,MYS,income_group=Low-income countries,0.0015241512417698499
primary_total_co2,M0star,primary_loco,MYS,income_group=Lower-middle-income countries,-0.00855754634422779
primary_total_co2,M0star,primary_loco,MYS,income_group=Upper-middle-income countries,-0.015701569643318453
primary_total_co2,M0star,primary_loco,MNG,intercept,0.2515663029134546
primary_total_co2,M0star,primary_loco,MNG,cum_co2_total,0.01583902542896809
primary_total_co2,M0star,primary_loco,MNG,abs_latitude,0.0009634582411077089
primary_total_co2,M0star,primary_loco,MNG,elevation,-1.0073900697862932e-06
primary_total_co2,M0star,primary_loco,MNG,continentality,3.586181133516621e-05
primary_total_co2,M0star,primary_loco,MNG,population,-0.01368503749546888
primary_total_co2,M0star,primary_loco,MNG,station_density,-0.0015520211562701845
primary_total_co2,M0star,primary_loco,MNG,climate_zone=B,0.0062988181213459605
primary_total_co2,M0star,primary_loco,MNG,climate_zone=C,-0.021263765860891886
primary_total_co2,M0star,primary_loco,MNG,climate_zone=D,-0.0034114634366869895
primary_total_co2,M0star,primary_loco,MNG,climate_zone=E,-0.0883406269466678
primary_total_co2,M0star,primary_loco,MNG,hemisphere=S,-0.0252047936009557
primary_total_co2,M0star,primary_loco,MNG,spatial_block=Asia,-0.05219651889798055
primary_total_co2,M0star,primary_loco,MNG,spatial_block=Europe,-0.059512219825594806
primary_total_co2,M0star,primary_loco,MNG,spatial_block=North America,-0.0889888737457847
primary_total_co2,M0star,primary_loco,MNG,spatial_block=Oceania,-0.05698813384656633
primary_total_co2,M0star,primary_loco,MNG,spatial_block=South America,-0.060845611467573814
primary_total_co2,M0star,primary_loco,MNG,income_group=Low-income countries,0.006966836949730999
primary_total_co2,M0star,primary_loco,MNG,income_group=Lower-middle-income countries,-0.007538772232037073
primary_total_co2,M0star,primary_loco,MNG,income_group=Upper-middle-income countries,-0.015279840838133909
primary_total_co2,M0star,primary_loco,NPL,intercept,0.21948110664389903
primary_total_co2,M0star,primary_loco,NPL,cum_co2_total,0.012236128920575327
primary_total_co2,M0star,primary_loco,NPL,abs_latitude,0.0011963040137123202
primary_total_co2,M0star,primary_loco,NPL,elevation,-8.820214385308783e-07
primary_total_co2,M0star,primary_loco,NPL,continentality,4.076798110438491e-05
primary_total_co2,M0star,primary_loco,NPL,population,-0.008030371277342475
primary_total_co2,M0star,primary_loco,NPL,station_density,-0.0015084301697762315
primary_total_co2,M0star,primary_loco,NPL,climate_zone=B,0.0034493843389806346
primary_total_co2,M0star,primary_loco,NPL,climate_zone=C,-0.0263461799281023
primary_total_co2,M0star,primary_loco,NPL,climate_zone=D,-0.009921269796732027
primary_total_co2,M0star,primary_loco,NPL,climate_zone=E,-0.09559178497239325
primary_total_co2,M0star,primary_loco,NPL,hemisphere=S,-0.02689305436607745
primary_total_co2,M0star,primary_loco,NPL,spatial_block=Asia,-0.049522144568819974
