representation,model,protocol,fit,column,coefficient
per_capita,M0star,primary_loco,CUB,station_density,-0.0017275804152242324
per_capita,M0star,primary_loco,CUB,climate_zone=B,0.006488252810137536
per_capita,M0star,primary_loco,CUB,climate_zone=C,-0.01945342656882552
per_capita,M0star,primary_loco,CUB,climate_zone=D,-0.004438772852097182
per_capita,M0star,primary_loco,CUB,climate_zone=E,-0.08443107769241508
per_capita,M0star,primary_loco,CUB,hemisphere=S,-0.028931454083565736
per_capita,M0star,primary_loco,CUB,spatial_block=Asia,-0.05329703052764394
per_capita,M0star,primary_loco,CUB,spatial_block=Europe,-0.06037467349372981
per_capita,M0star,primary_loco,CUB,spatial_block=North America,-0.0933613247806987
per_capita,M0star,primary_loco,CUB,spatial_block=Oceania,-0.053726836624418024
per_capita,M0star,primary_loco,CUB,spatial_block=South America,-0.06332263501920925
per_capita,M0star,primary_loco,CUB,income_group=Low-income countries,0.00657395248458313
per_capita,M0star,primary_loco,CUB,income_group=Lower-middle-income countries,-0.008227715735667775
per_capita,M0star,primary_loco,CUB,income_group=Upper-middle-income countries,-0.014269897953098685
per_capita,M0star,primary_loco,DOM,intercept,0.1462450581010036
per_capita,M0star,primary_loco,DOM,cum_co2_per_capita,0.0185776938698438
per_capita,M0star,primary_loco,DOM,abs_latitude,0.0009446725099714553
per_capita,M0star,primary_loco,DOM,elevation,2.70628074949882e-06
per_capita,M0star,primary_loco,DOM,continentality,4.142479136444523e-05
per_capita,M0star,primary_loco,DOM,population,0.0034090544287020265
per_capita,M0star,primary_loco,DOM,station_density,-0.0017331778008978483
per_capita,M0star,primary_loco,DOM,climate_zone=B,0.005241075756571931
per_capita,M0star,primary_loco,DOM,climate_zone=C,-0.021653334568386903
per_capita,M0star,primary_loco,DOM,climate_zone=D,-0.005717249308310301
per_capita,M0star,primary_loco,DOM,climate_zone=E,-0.08865353607005746
per_capita,M0star,primary_loco,DOM,hemisphere=S,-0.02822226292519235
per_capita,M0star,primary_loco,DOM,spatial_block=Asia,-0.05343593810032775
per_capita,M0star,primary_loco,DOM,spatial_block=Europe,-0.06284731564766055
per_capita,M0star,primary_loco,DOM,spatial_block=North America,-0.10267565576970482
per_capita,M0star,primary_loco,DOM,spatial_block=Oceania,-0.056026085851483096
per_capita,M0star,primary_loco,DOM,spatial_block=South America,-0.06360465044362246
per_capita,M0star,primary_loco,DOM,income_group=Low-income countries,0.0028470010278406725
per_capita,M0star,primary_loco,DOM,income_group=Lower-middle-income countries,-0.01124040123436914
per_capita,M0star,primary_loco,DOM,income_group=Upper-middle-income countries,-0.017486151606507707
per_capita,M0star,primary_loco,SLV,intercept,0.14686045642506868
per_capita,M0star,primary_loco,SLV,cum_co2_per_capita,0.012249346776024992
per_capita,M0star,primary_loco,SLV,abs_latitude,0.0008744013543101788
per_capita,M0star,primary_loco,SLV,elevation,3.5457136185671405e-06
per_capita,M0star,primary_loco,SLV,continentality,3.813773453410977e-05
per_capita,M0star,primary_loco,SLV,population,0.003910313558265646
per_capita,M0star,primary_loco,SLV,station_density,-0.0014635317465807947
per_capita,M0star,primary_loco,SLV,climate_zone=B,0.010745155234044127
per_capita,M0star,primary_loco,SLV,climate_zone=C,-0.016028392814963405
per_capita,M0star,primary_loco,SLV,climate_zone=D,-0.00208765538545645
per_capita,M0star,primary_loco,SLV,climate_zone=E,-0.08068354286884076
per_capita,M0star,primary_loco,SLV,hemisphere=S,-0.029345459372517604
per_capita,M0star,primary_loco,SLV,spatial_block=Asia,-0.05122197684547291
per_capita,M0star,primary_loco,SLV,spatial_block=Europe,-0.05296738552255366
per_capita,M0star,primary_loco,SLV,spatial_block=North America,-0.061003650729965164
per_capita,M0star,primary_loco,SLV,spatial_block=Oceania,-0.047626077628980384
per_capita,M0star,primary_loco,SLV,spatial_block=South America,-0.06237950661586025
per_capita,M0star,primary_loco,SLV,income_group=Low-income countries,0.00242912495067551
per_capita,M0star,primary_loco,SLV,income_group=Lower-middle-income countries,-0.009020675478119924
per_capita,M0star,primary_loco,SLV,income_group=Upper-middle-income countries,-0.010553877578305077
per_capita,M0star,primary_loco,GTM,intercept,0.14090898283328712
per_capita,M0star,primary_loco,GTM,cum_co2_per_capita,0.013920764741615209
per_capita,M0star,primary_loco,GTM,abs_latitude,0.0008980767414109354
per_capita,M0star,primary_loco,GTM,elevation,2.9383089393702193e-06
per_capita,M0star,primary_loco,GTM,continentality,3.8308766270032594e-05
per_capita,M0star,primary_loco,GTM,population,0.003970066578654382
per_capita,M0star,primary_loco,GTM,station_density,-0.0014367596389318208
per_capita,M0star,primary_loco,GTM,climate_zone=B,0.010461457954719533
per_capita,M0star,primary_loco,GTM,climate_zone=C,-0.015909369198875183
per_capita,M0star,primary_loco,GTM,climate_zone=D,-0.0018553100467127194
per_capita,M0star,primary_loco,GTM,climate_zone=E,-0.08029422459290622
per_capita,M0star,primary_loco,GTM,hemisphere=S,-0.028953851579812263
per_capita,M0star,primary_loco,GTM,spatial_block=Asia,-0.05152146498020752
per_capita,M0star,primary_loco,GTM,spatial_block=Europe,-0.053551333205745885
per_capita,M0star,primary_loco,GTM,spatial_block=North America,-0.06556378764717666
per_capita,M0star,primary_loco,GTM,spatial_block=Oceania,-0.0480881556410788
per_capita,M0star,primary_loco,GTM,spatial_block=South America,-0.06205114288202824
per_capita,M0star,primary_loco,GTM,income_group=Low-income countries,0.007056117084399641
per_capita,M0star,primary_loco,GTM,income_group=Lower-middle-income countries,-0.005662430409649906
per_capita,M0star,primary_loco,GTM,income_group=Upper-middle-income countries,-0.008713141896730756
per_capita,M0star,primary_loco,HTI,intercept,0.14612286117153506
per_capita,M0star,primary_loco,HTI,cum_co2_per_capita,0.018583116543502358
per_capita,M0star,primary_loco,HTI,abs_latitude,0.0009441434429796478
per_capita,M0star,primary_loco,HTI,elevation,2.764201449157212e-06
per_capita,M0star,primary_loco,HTI,continentality,4.14018746564145e-05
per_capita,M0star,primary_loco,HTI,population,0.0034394908329511845
per_capita,M0star,primary_loco,HTI,station_density,-0.0017319996592368013
per_capita,M0star,primary_loco,HTI,climate_zone=B,0.005186195014408411
per_capita,M0star,primary_loco,HTI,climate_zone=C,-0.02172765405622074
per_capita,M0star,primary_loco,HTI,climate_zone=D,-0.0057856999095403285
per_capita,M0star,primary_loco,HTI,climate_zone=E,-0.08866498077904553
per_capita,M0star,primary_loco,HTI,hemisphere=S,-0.02836693101180058
per_capita,M0star,primary_loco,HTI,spatial_block=Asia,-0.05349760419699985
per_capita,M0star,primary_loco,HTI,spatial_block=Europe,-0.06286920124849407
per_capita,M0star,primary_loco,HTI,spatial_block=North America,-0.10276153121373283
per_capita,M0star,primary_loco,HTI,spatial_block=Oceania,-0.05590044933322153
per_capita,M0star,primary_loco,HTI,spatial_block=South America,-0.06338741646862003
per_capita,M0star,primary_loco,HTI,income_group=Low-income countries,0.002789516416639317
per_capita,M0star,primary_loco,HTI,income_group=Lower-middle-income countries,-0.01127256171269398
per_capita,M0star,primary_loco,HTI,income_group=Upper-middle-income countries,-0.017481859061295846
per_capita,M0star,primary_loco,HND,intercept,0.14576753020969435
per_capita,M0star,primary_loco,HND,cum_co2_per_capita,0.012688557818382157
per_capita,M0star,primary_loco,HND,abs_latitude,0.0008710760148204833
per_capita,M0star,primary_loco,HND,elevation,3.0935202577916554e-06
per_capita,M0star,primary_loco,HND,continentality,3.80397597115141e-05
per_capita,M0star,primary_loco,HND,population,0.0038496388262067222
per_capita,M0star,primary_loco,HND,station_density,-0.001475273910802325
per_capita,M0star,primary_loco,HND,climate_zone=B,0.010513751574035652
per_capita,M0star,primary_loco,HND,climate_zone=C,-0.0164060708840856
per_capita,M0star,primary_loco,HND,climate_zone=D,-0.0028822079945075157
per_capita,M0star,primary_loco,HND,climate_zone=E,-0.08105104804307461
per_capita,M0star,primary_loco,HND,hemisphere=S,-0.02913993377366101
per_capita,M0star,primary_loco,HND,spatial_block=Asia,-0.051015779618852695
per_capita,M0star,primary_loco,HND,spatial_block=Europe,-0.0520179726764281
per_capita,M0star,primary_loco,HND,spatial_block=North America,-0.05563688920538598
per_capita,M0star,primary_loco,HND,spatial_block=Oceania,-0.047399724213905314
per_capita,M0star,primary_loco,HND,spatial_block=South America,-0.0621884759478441
per_capita,M0star,primary_loco,HND,income_group=Low-income countries,0.0041004786042294645
per_capita,M0star,primary_loco,HND,income_group=Lower-middle-income countries,-0.007803317180951016
per_capita,M0star,primary_loco,HND,income_group=Upper-middle-income countries,-0.008803515294900525
per_capita,M0star,primary_loco,JAM,intercept,0.14575753849094691
per_capita,M0star,primary_loco,JAM,cum_co2_per_capita,0.018870592643255142
per_capita,M0star,primary_loco,JAM,abs_latitude,0.0009550928383711332
per_capita,M0star,primary_loco,JAM,elevation,2.8598112856723814e-06
per_capita,M0star,primary_loco,JAM,continentality,4.115626915471859e-05
per_capita,M0star,primary_loco,JAM,population,0.0033040672798185827
per_capita,M0star,primary_loco,JAM,station_density,-0.0017238926687552947
per_capita,M0star,primary_loco,JAM,climate_zone=B,0.004851113551972929
per_capita,M0star,primary_loco,JAM,climate_zone=C,-0.022323581435586118
per_capita,M0star,primary_loco,JAM,climate_zone=D,-0.006515154782483717
per_capita,M0star,primary_loco,JAM,climate_zone=E,-0.0896412024194967
per_capita,M0star,primary_loco,JAM,hemisphere=S,-0.02829029580781816
per_capita,M0star,primary_loco,JAM,spatial_block=Asia,-0.053261509663579606
per_capita,M0star,primary_loco,JAM,spatial_block=Europe,-0.062241587902289584
per_capita,M0star,primary_loco,JAM,spatial_block=North America,-0.10042618388774674
per_capita,M0star,primary_loco,JAM,spatial_block=Oceania,-0.0555782613304349
per_capita,M0star,primary_loco,JAM,spatial_block=South America,-0.06292609025638052
per_capita,M0star,primary_loco,JAM,income_group=Low-income countries,0.003947723171648434
per_capita,M0star,primary_loco,JAM,income_group=Lower-middle-income countries,-0.010064141677902438
per_capita,M0star,primary_loco,JAM,income_group=Upper-middle-income countries,-0.01718035190142084
per_capita,M0star,primary_loco,MEX,intercept,0.13606026335544483
per_capita,M0star,primary_loco,MEX,cum_co2_per_capita,0.014702933917729021
per_capita,M0star,primary_loco,MEX,abs_latitude,0.0008970822721505826
per_capita,M0star,primary_loco,MEX,elevation,3.0260940392104523e-06
per_capita,M0star,primary_loco,MEX,continentality,3.8191817868296404e-05
per_capita,M0star,primary_loco,MEX,population,0.004382674369155751
per_capita,M0star,primary_loco,MEX,station_density,-0.001453637057964934
per_capita,M0star,primary_loco,MEX,climate_zone=B,0.010343818707909166
per_capita,M0star,primary_loco,MEX,climate_zone=C,-0.01581132047382137
per_capita,M0star,primary_loco,MEX,climate_zone=D,-0.002168955302044994
per_capita,M0star,primary_loco,MEX,climate_zone=E,-0.07970662577351512
per_capita,M0star,primary_loco,MEX,hemisphere=S,-0.028964341478973383
per_capita,M0star,primary_loco,MEX,spatial_block=Asia,-0.05179834043787974
per_capita,M0star,primary_loco,MEX,spatial_block=Europe,-0.053547934238594566
per_capita,M0star,primary_loco,MEX,spatial_block=North America,-0.061872739760984015
per_capita,M0star,primary_loco,MEX,spatial_block=Oceania,-0.04815612635593171
per_capita,M0star,primary_loco,MEX,spatial_block=South America,-0.062328609218961974
per_capita,M0star,primary_loco,MEX,income_group=Low-income countries,0.00860223887839245
per_capita,M0star,primary_loco,MEX,income_group=Lower-middle-income countries,-0.004708825604718725
per_capita,M0star,primary_loco,MEX,income_group=Upper-middle-income countries,-0.00789632122701705
per_capita,M0star,primary_loco,NIC,intercept,0.15058395182337952
per_capita,M0star,primary_loco,NIC,cum_co2_per_capita,0.011522475418693784
per_capita,M0star,primary_loco,NIC,abs_latitude,0.0008450643840949355
per_capita,M0star,primary_loco,NIC,elevation,4.1042947467407846e-06
per_capita,M0star,primary_loco,NIC,continentality,3.800724354688633e-05
per_capita,M0star,primary_loco,NIC,population,0.003839076010241686
per_capita,M0star,primary_loco,NIC,station_density,-0.001461026266943854
per_capita,M0star,primary_loco,NIC,climate_zone=B,0.010811062246683474
per_capita,M0star,primary_loco,NIC,climate_zone=C,-0.01623622927901586
per_capita,M0star,primary_loco,NIC,climate_zone=D,-0.00232799183745591
per_capita,M0star,primary_loco,NIC,climate_zone=E,-0.08076083526879482
per_capita,M0star,primary_loco,NIC,hemisphere=S,-0.02990387579067272
per_capita,M0star,primary_loco,NIC,spatial_block=Asia,-0.0511103893911282
per_capita,M0star,primary_loco,NIC,spatial_block=Europe,-0.052497995863530066
per_capita,M0star,primary_loco,NIC,spatial_block=North America,-0.057886029129214686
per_capita,M0star,primary_loco,NIC,spatial_block=Oceania,-0.047037647517126815
per_capita,M0star,primary_loco,NIC,spatial_block=South America,-0.06210493829140532
per_capita,M0star,primary_loco,NIC,income_group=Low-income countries,-0.0002164440899389626
per_capita,M0star,primary_loco,NIC,income_group=Lower-middle-income countries,-0.010977975693591857
per_capita,M0star,primary_loco,NIC,income_group=Upper-middle-income countries,-0.0116852254744434
per_capita,M0star,primary_loco,PAN,intercept,0.1539529325246475
per_capita,M0star,primary_loco,PAN,cum_co2_per_capita,0.015168800164926026
per_capita,M0star,primary_loco,PAN,abs_latitude,0.001051378782837618
per_capita,M0star,primary_loco,PAN,elevation,-5.095457699766836e-07
per_capita,M0star,primary_loco,PAN,continentality,4.110035599658708e-05
per_capita,M0star,primary_loco,PAN,population,0.002726846777193539
per_capita,M0star,primary_loco,PAN,station_density,-0.001744500574118859
per_capita,M0star,primary_loco,PAN,climate_zone=B,0.0056135943306707846
per_capita,M0star,primary_loco,PAN,climate_zone=C,-0.02326806321269046
per_capita,M0star,primary_loco,PAN,climate_zone=D,-0.007325372280625294
per_capita,M0star,primary_loco,PAN,climate_zone=E,-0.09305695907530372
per_capita,M0star,primary_loco,PAN,hemisphere=S,-0.025912079746427813
per_capita,M0star,primary_loco,PAN,spatial_block=Asia,-0.051555322301672646
per_capita,M0star,primary_loco,PAN,spatial_block=Europe,-0.05985505729314756
per_capita,M0star,primary_loco,PAN,spatial_block=North America,-0.08672327345857103
per_capita,M0star,primary_loco,PAN,spatial_block=Oceania,-0.0563781971854272
per_capita,M0star,primary_loco,PAN,spatial_block=South America,-0.06271483369423907
per_capita,M0star,primary_loco,PAN,income_group=Low-income countries,0.0020298055762721515
per_capita,M0star,primary_loco,PAN,income_group=Lower-middle-income countries,-0.010230995410683735
per_capita,M0star,primary_loco,PAN,income_group=Upper-middle-income countries,-0.015638817302349443
per_capita,M0star,primary_loco,USA,intercept,0.16589332461807962
per_capita,M0star,primary_loco,USA,cum_co2_per_capita,0.012871601406835938
per_capita,M0star,primary_loco,USA,abs_latitude,0.0009573397072546202
per_capita,M0star,primary_loco,USA,elevation,8.823355684711212e-07
per_capita,M0star,primary_loco,USA,continentality,3.702971919423638e-05
per_capita,M0star,primary_loco,USA,population,0.0010770255522859864
per_capita,M0star,primary_loco,USA,station_density,-0.0015250278216702143
per_capita,M0star,primary_loco,USA,climate_zone=B,0.007482846215816224
per_capita,M0star,primary_loco,USA,climate_zone=C,-0.020463054127707138
per_capita,M0star,primary_loco,USA,climate_zone=D,-0.011371267648012691
per_capita,M0star,primary_loco,USA,climate_zone=E,-0.09283341467364739
per_capita,M0star,primary_loco,USA,hemisphere=S,-0.02671577912694535
per_capita,M0star,primary_loco,USA,spatial_block=Asia,-0.04880516353940927
per_capita,M0star,primary_loco,USA,spatial_block=Europe,-0.05071503207013123
per_capita,M0star,primary_loco,USA,spatial_block=North America,-0.09147930001368566
per_capita,M0star,primary_loco,USA,spatial_block=Oceania,-0.05095481339249205
per_capita,M0star,primary_loco,USA,spatial_block=South America,-0.06253753178511637
per_capita,M0star,primary_loco,USA,income_group=Low-income countries,0.004768597785983547
per_capita,M0star,primary_loco,USA,income_group=Lower-middle-income countries,-0.007568745520365957
per_capita,M0star,primary_loco,USA,income_group=Upper-middle-income countries,-0.008761653370814257
per_capita,M0star,primary_loco,AUS,intercept,0.1598390212973028
per_capita,M0star,primary_loco,AUS,cum_co2_per_capita,0.01576244676693154
per_capita,M0star,primary_loco,AUS,abs_latitude,0.0012232106382053618
per_capita,M0star,primary_loco,AUS,elevation,8.453590073015844e-09
per_capita,M0star,primary_loco,AUS,continentality,4.2381115905593316e-05
per_capita,M0star,primary_loco,AUS,population,0.0016865759353180364
per_capita,M0star,primary_loco,AUS,station_density,-0.0019679960349083063
per_capita,M0star,primary_loco,AUS,climate_zone=B,0.004422656998174671
per_capita,M0star,primary_loco,AUS,climate_zone=C,-0.021028413919288603
per_capita,M0star,primary_loco,AUS,climate_zone=D,-0.007950863405454327
per_capita,M0star,primary_loco,AUS,climate_zone=E,-0.09770614551683642
per_capita,M0star,primary_loco,AUS,hemisphere=S,-0.03152613711639888
per_capita,M0star,primary_loco,AUS,spatial_block=Asia,-0.05633139957137811
per_capita,M0star,primary_loco,AUS,spatial_block=Europe,-0.06828757338370457
per_capita,M0star,primary_loco,AUS,spatial_block=North America,-0.09221583820506245
per_capita,M0star,primary_loco,AUS,spatial_block=Oceania,-0.10644388555617795
per_capita,M0star,primary_loco,AUS,spatial_block=South America,-0.06035693410365099
per_capita,M0star,primary_loco,AUS,income_group=Low-income countries,0.0027262205185848605
per_capita,M0star,primary_loco,AUS,income_group=Lower-middle-income countries,-0.01056112904420814
per_capita,M0star,primary_loco,AUS,income_group=Upper-middle-income countries,-0.016886074619443737
per_capita,M0star,primary_loco,NZL,intercept,0.15727430528523592
per_capita,M0star,primary_loco,NZL,cum_co2_per_capita,0.014784605290422552
per_capita,M0star,primary_loco,NZL,abs_latitude,0.0011500177643227355
per_capita,M0star,primary_loco,NZL,elevation,-3.1816586742689024e-07
per_capita,M0star,primary_loco,NZL,continentality,4.0788446261569456e-05
per_capita,M0star,primary_loco,NZL,population,0.002334394514979806
per_capita,M0star,primary_loco,NZL,station_density,-0.0016645271751826922
per_capita,M0star,primary_loco,NZL,climate_zone=B,0.0047295282445791245
per_capita,M0star,primary_loco,NZL,climate_zone=C,-0.023100431710256764
per_capita,M0star,primary_loco,NZL,climate_zone=D,-0.008051634404950955
per_capita,M0star,primary_loco,NZL,climate_zone=E,-0.09544094708108544
per_capita,M0star,primary_loco,NZL,hemisphere=S,-0.026688716908017145
per_capita,M0star,primary_loco,NZL,spatial_block=Asia,-0.053233302177994386
per_capita,M0star,primary_loco,NZL,spatial_block=Europe,-0.06405424069812132
per_capita,M0star,primary_loco,NZL,spatial_block=North America,-0.09127661748439851
per_capita,M0star,primary_loco,NZL,spatial_block=Oceania,-0.033422335465617785
per_capita,M0star,primary_loco,NZL,spatial_block=South America,-0.06299515734664507
per_capita,M0star,primary_loco,NZL,income_group=Low-income countries,0.0012467061988844616
per_capita,M0star,primary_loco,NZL,income_group=Lower-middle-income countries,-0.011906858941303741
per_capita,M0star,primary_loco,NZL,income_group=Upper-middle-income countries,-0.015553412479106889
per_capita,M0star,primary_loco,PNG,intercept,0.1598390212973028
per_capita,M0star,primary_loco,PNG,cum_co2_per_capita,0.01576244676693154
per_capita,M0star,primary_loco,PNG,abs_latitude,0.0012232106382053618
per_capita,M0star,primary_loco,PNG,elevation,8.453590073015844e-09
per_capita,M0star,primary_loco,PNG,continentality,4.2381115905593316e-05
per_capita,M0star,primary_loco,PNG,population,0.0016865759353180364
per_capita,M0star,primary_loco,PNG,station_density,-0.0019679960349083063
per_capita,M0star,primary_loco,PNG,climate_zone=B,0.004422656998174671
per_capita,M0star,primary_loco,PNG,climate_zone=C,-0.021028413919288603
per_capita,M0star,primary_loco,PNG,climate_zone=D,-0.007950863405454327
per_capita,M0star,primary_loco,PNG,climate_zone=E,-0.09770614551683642
per_capita,M0star,primary_loco,PNG,hemisphere=S,-0.03152613711639888
per_capita,M0star,primary_loco,PNG,spatial_block=Asia,-0.05633139957137811
per_capita,M0star,primary_loco,PNG,spatial_block=Europe,-0.06828757338370457
per_capita,M0star,primary_loco,PNG,spatial_block=North America,-0.09221583820506245
per_capita,M0star,primary_loco,PNG,spatial_block=Oceania,-0.10644388555617795
per_capita,M0star,primary_loco,PNG,spatial_block=South America,-0.06035693410365099
per_capita,M0star,primary_loco,PNG,income_group=Low-income countries,0.0027262205185848605
per_capita,M0star,primary_loco,PNG,income_group=Lower-middle-income countries,-0.01056112904420814
per_capita,M0star,primary_loco,PNG,income_group=Upper-middle-income countries,-0.016886074619443737
per_capita,M0star,primary_loco,ARG,intercept,0.15761951470272173
per_capita,M0star,primary_loco,ARG,cum_co2_per_capita,0.013738118986606358
per_capita,M0star,primary_loco,ARG,abs_latitude,0.0013524326418503795
per_capita,M0star,primary_loco,ARG,elevation,-1.2983445194117323e-06
per_capita,M0star,primary_loco,ARG,continentality,4.227696147250645e-05
per_capita,M0star,primary_loco,ARG,population,0.0023623236191763
per_capita,M0star,primary_loco,ARG,station_density,-0.0020228942989335558
per_capita,M0star,primary_loco,ARG,climate_zone=B,0.003478905487526923
per_capita,M0star,primary_loco,ARG,climate_zone=C,-0.028679174576811274
per_capita,M0star,primary_loco,ARG,climate_zone=D,-0.014249642032746236
per_capita,M0star,primary_loco,ARG,climate_zone=E,-0.10610294248666448
per_capita,M0star,primary_loco,ARG,hemisphere=S,-0.02373547108843544
per_capita,M0star,primary_loco,ARG,spatial_block=Asia,-0.05264814556349714
per_capita,M0star,primary_loco,ARG,spatial_block=Europe,-0.06428523540665006
per_capita,M0star,primary_loco,ARG,spatial_block=North America,-0.0905532811099902
per_capita,M0star,primary_loco,ARG,spatial_block=Oceania,-0.06019799029268084
per_capita,M0star,primary_loco,ARG,spatial_block=South America,-0.053718266494333956
per_capita,M0star,primary_loco,ARG,income_group=Low-income countries,-0.00159591994386433
per_capita,M0star,primary_loco,ARG,income_group=Lower-middle-income countries,-0.012777841915784802
per_capita,M0star,primary_loco,ARG,income_group=Upper-middle-income countries,-0.01737321840717806
per_capita,M0star,primary_loco,BOL,intercept,0.15226522501845197
per_capita,M0star,primary_loco,BOL,cum_co2_per_capita,0.013466037029992063
per_capita,M0star,primary_loco,BOL,abs_latitude,0.0013134652314630009
per_capita,M0star,primary_loco,BOL,elevation,-7.364687350205647e-07
per_capita,M0star,primary_loco,BOL,continentality,4.1452418209850704e-05
per_capita,M0star,primary_loco,BOL,population,0.0030919388678020475
per_capita,M0star,primary_loco,BOL,station_density,-0.0020278791165362136
per_capita,M0star,primary_loco,BOL,climate_zone=B,0.005541920945573989
per_capita,M0star,primary_loco,BOL,climate_zone=C,-0.02862379117449823
per_capita,M0star,primary_loco,BOL,climate_zone=D,-0.013535491725793335
per_capita,M0star,primary_loco,BOL,climate_zone=E,-0.10382982280655034
per_capita,M0star,primary_loco,BOL,hemisphere=S,-0.023122608884913333
per_capita,M0star,primary_loco,BOL,spatial_block=Asia,-0.05235317607898163
per_capita,M0star,primary_loco,BOL,spatial_block=Europe,-0.0620070185870786
per_capita,M0star,primary_loco,BOL,spatial_block=North America,-0.08937855407636548
per_capita,M0star,primary_loco,BOL,spatial_block=Oceania,-0.05890395443847185
per_capita,M0star,primary_loco,BOL,spatial_block=South America,-0.051173264234044995
per_capita,M0star,primary_loco,BOL,income_group=Low-income countries,-0.0016177232628357494
per_capita,M0star,primary_loco,BOL,income_group=Lower-middle-income countries,-0.012558571170046186
per_capita,M0star,primary_loco,BOL,income_group=Upper-middle-income countries,-0.016582924298929172
per_capita,M0star,primary_loco,BRA,intercept,0.15325086525117465
per_capita,M0star,primary_loco,BRA,cum_co2_per_capita,0.012397069016842186
per_capita,M0star,primary_loco,BRA,abs_latitude,0.0013586018903244872
per_capita,M0star,primary_loco,BRA,elevation,-9.298479796400466e-07
per_capita,M0star,primary_loco,BRA,continentality,4.1414277167730235e-05
per_capita,M0star,primary_loco,BRA,population,0.0032271973971031193
per_capita,M0star,primary_loco,BRA,station_density,-0.002033128675487426
per_capita,M0star,primary_loco,BRA,climate_zone=B,0.005722937062548534
per_capita,M0star,primary_loco,BRA,climate_zone=C,-0.02805630137142139
per_capita,M0star,primary_loco,BRA,climate_zone=D,-0.01312781340812108
per_capita,M0star,primary_loco,BRA,climate_zone=E,-0.10421325023383761
per_capita,M0star,primary_loco,BRA,hemisphere=S,-0.023223621172322535
per_capita,M0star,primary_loco,BRA,spatial_block=Asia,-0.05275236671540425
per_capita,M0star,primary_loco,BRA,spatial_block=Europe,-0.06346381268859547
per_capita,M0star,primary_loco,BRA,spatial_block=North America,-0.08960640102795837
per_capita,M0star,primary_loco,BRA,spatial_block=Oceania,-0.05955901190241822
per_capita,M0star,primary_loco,BRA,spatial_block=South America,-0.09917106205974612
per_capita,M0star,primary_loco,BRA,income_group=Low-income countries,-0.00334237713600025
per_capita,M0star,primary_loco,BRA,income_group=Lower-middle-income countries,-0.01388872981313855
per_capita,M0star,primary_loco,BRA,income_group=Upper-middle-income countries,-0.017609468511055992
per_capita,M0star,primary_loco,CHL,intercept,0.14530203971223787
per_capita,M0star,primary_loco,CHL,cum_co2_per_capita,0.011345541015511685
per_capita,M0star,primary_loco,CHL,abs_latitude,0.0012968289825984515
per_capita,M0star,primary_loco,CHL,elevation,-1.9963761326006826e-06
per_capita,M0star,primary_loco,CHL,continentality,4.145736448460194e-05
per_capita,M0star,primary_loco,CHL,population,0.004190947192733239
per_capita,M0star,primary_loco,CHL,station_density,-0.0018644047511119108
per_capita,M0star,primary_loco,CHL,climate_zone=B,0.009094866028116818
per_capita,M0star,primary_loco,CHL,climate_zone=C,-0.02485135528622362
per_capita,M0star,primary_loco,CHL,climate_zone=D,-0.008653037803027275
per_capita,M0star,primary_loco,CHL,climate_zone=E,-0.0970183445714079
per_capita,M0star,primary_loco,CHL,hemisphere=S,-0.020610099990635247
per_capita,M0star,primary_loco,CHL,spatial_block=Asia,-0.051986203283228186
per_capita,M0star,primary_loco,CHL,spatial_block=Europe,-0.06107336531609042
per_capita,M0star,primary_loco,CHL,spatial_block=North America,-0.08756108228118316
per_capita,M0star,primary_loco,CHL,spatial_block=Oceania,-0.05961679586118836
per_capita,M0star,primary_loco,CHL,spatial_block=South America,-0.039731262500226974
per_capita,M0star,primary_loco,CHL,income_group=Low-income countries,-0.0021656137129869024
per_capita,M0star,primary_loco,CHL,income_group=Lower-middle-income countries,-0.013086301010223464
per_capita,M0star,primary_loco,CHL,income_group=Upper-middle-income countries,-0.015718809210066458
per_capita,M0star,primary_loco,COL,intercept,0.1627762577284559
per_capita,M0star,primary_loco,COL,cum_co2_per_capita,0.01788199557530354
per_capita,M0star,primary_loco,COL,abs_latitude,0.0011457233998904744
per_capita,M0star,primary_loco,COL,elevation,2.2008140521969656e-06
per_capita,M0star,primary_loco,COL,continentality,4.166603231196586e-05
per_capita,M0star,primary_loco,COL,population,0.0010870128228688649
per_capita,M0star,primary_loco,COL,station_density,-0.002059388457516055
per_capita,M0star,primary_loco,COL,climate_zone=B,0.001918635705406058
per_capita,M0star,primary_loco,COL,climate_zone=C,-0.027736329282992463
per_capita,M0star,primary_loco,COL,climate_zone=D,-0.0143648308242076
per_capita,M0star,primary_loco,COL,climate_zone=E,-0.10422043120797743
per_capita,M0star,primary_loco,COL,hemisphere=S,-0.027905191540254993
per_capita,M0star,primary_loco,COL,spatial_block=Asia,-0.05208787478683645
per_capita,M0star,primary_loco,COL,spatial_block=Europe,-0.06221811307307991
per_capita,M0star,primary_loco,COL,spatial_block=North America,-0.08935268236369577
per_capita,M0star,primary_loco,COL,spatial_block=Oceania,-0.0568201750130792
per_capita,M0star,primary_loco,COL,spatial_block=South America,-0.07822669930241033
per_capita,M0star,primary_loco,COL,income_group=Low-income countries,0.002051511132349868
per_capita,M0star,primary_loco,COL,income_group=Lower-middle-income countries,-0.010057048660219666
per_capita,M0star,primary_loco,COL,income_group=Upper-middle-income countries,-0.018457707116234408
per_capita,M0star,primary_loco,ECU,intercept,0.16082409955689872
