iso3,Country,terrestrial_area_km2,valid_area_km2,coverage,baseline_dryness,p_bar_area_mean_mm_yr,e_bar_area_mean_mm_yr,pre_station_supported_share,pre_mean_station_count,pre_pure_climatology_share,n_cru_cells,n_valid_cru_cells,invalid_reasons
AUS,Australia,7699513.320182274,7694226.488389827,0.999313355069003,-0.728078037575678,441.97671735267494,1965.1078076749818,0.9804479326299588,7.206443552652781,0.018636278390440963,3127,2965,"{""non-finite month"": 5286.831792}"
NZL,New Zealand,265218.33784224093,262551.9670003357,0.9899465064761425,0.3183594439092207,1621.4924868583125,706.5509722242288,0.9704056560406524,2.1177179276292635,0.026073800156169488,214,165,"{""non-finite month"": 2666.370842}"
PNG,Papua New Guinea,464899.81536786846,461058.52951362915,0.9917373900198266,0.3725971098455793,3087.331144466583,1249.6891603320412,0.8955544707101128,3.1300751059674115,0.04981029498947052,312,217,"{""non-finite month"": 3841.285854}"
ARG,Argentina,2763075.870066645,2762326.054273833,0.9997286300383804,-0.4688551296894184,544.2345398989384,1260.1992112423575,0.9976523177710639,7.656091218147704,0.0,1209,1192,"{""non-finite month"": 749.815793}"
BOL,Bolivia,1080947.4824258336,1080947.4824258336,1.0,-0.1993715943245521,1102.0306739536386,1389.2326731187163,0.8867011230666221,3.996801513304355,0.0,396,396,{}
BRA,Brazil,8471386.253353005,8467628.676734762,0.9995564389928796,0.14962926980427374,1778.3471441999554,1180.346291631739,0.8865271249702276,3.806401165472991,0.0452811302406649,2992,2948,"{""non-finite month"": 3757.576618}"
CHL,Chile,753162.0685505872,751085.1283378067,0.9972423727913204,-0.37991846926782363,1029.613806092175,943.027500448115,0.9795860204285969,6.263394590833806,0.0,475,441,"{""non-finite month"": 2076.940213}"
COL,Colombia,1140967.155512921,1139567.106866678,0.9987729281781003,0.31216620063186956,2541.2840219837603,1174.3140035191263,0.9273433092817799,2.3749430566180196,0.0,428,410,"{""non-finite month"": 1400.048646}"
ECU,Ecuador,256246.8629778858,254770.97453787058,0.9942403648463686,0.18954489223139528,2007.9880125438842,1076.8929116143972,0.9588727065761469,2.070575114744028,0.026113750933632322,120,102,"{""non-finite month"": 1475.88844}"
PRY,Paraguay,399107.8322964433,399107.8322964433,1.0,-0.18005852603755143,1065.62569838687,1478.2196100228325,0.9471794248107788,5.252091947964775,0.0,160,160,{}
PER,Peru,1288539.540529428,1288474.6244508403,0.9999496204217675,-0.0548741840214602,1606.6839446284273,1161.9826119802367,0.6852678172311857,1.6403876257475565,0.0,480,475,"{""non-finite month"": 64.916079}"
SUR,Suriname,144636.72861982623,144634.82700037217,0.9999868524442429,0.2704627746089735,2347.741027560589,1257.946898955949,0.9946599496920359,3.5759808900956944,0.005340050307964043,57,56,"{""non-finite month"": 1.901619}"
URY,Uruguay,176131.99640793327,176091.00642645077,0.9997672769155039,-0.019101760673854266,1136.2113961299415,1184.6207327822265,0.9999669795888673,7.189563851952735,0.0,82,80,"{""non-finite month"": 40.989981}"
VEN,Venezuela,906978.7757910959,905648.250304407,0.9985330136468425,0.13021118088714045,1967.2305993418747,1327.5705528571555,0.9593984263066131,4.50982534344693,0.010215327661268698,357,344,"{""non-finite month"": 1330.525487}"
