iso3,Country,terrestrial_area_km2,valid_area_km2,coverage,baseline_dryness,p_bar_area_mean_mm_yr,e_bar_area_mean_mm_yr,pre_station_supported_share,pre_mean_station_count,pre_pure_climatology_share,n_cru_cells,n_valid_cru_cells,invalid_reasons
GBR,United Kingdom,243711.52635704432,242907.20297343197,0.9966996908368052,0.30684676431724744,1120.3739473518972,510.53140913527915,1.0,8.0,0.0,230,198,"{""non-finite month"": 804.323384}"
BHS,Bahamas,13425.890782776787,11901.722933903167,0.8864754768578278,-0.09209267891896572,1098.0043180505843,1329.5734211702306,0.8341638867343123,5.831070515672861,0.0,79,29,"{""non-finite month"": 1524.167849}"
CAN,Canada,9489886.84648773,9471959.177256955,0.9981108658595428,-0.02505125484859235,523.6529102980827,485.72370428309694,0.7119463085024835,3.5708608620023203,0.07764874414088144,8154,7700,"{""non-finite month"": 17927.669231}"
CRI,Costa Rica,51490.99541275381,51393.14170709559,0.9980995957667196,0.31014059541653327,2749.5133805963774,1308.415639575989,1.0,4.150000000000001,0.0,29,26,"{""non-finite month"": 97.853706}"
CUB,Cuba,111480.89220313313,110028.72464686204,0.986973843431168,-0.014209444129554346,1324.8144650203974,1363.1107236577993,0.9990065212344067,4.782325224068997,0.0,89,67,"{""non-finite month"": 1452.167556}"
DOM,Dominican Republic,48032.37687363699,48000.24962774315,0.999331133539813,0.05838858754507957,1535.9497240708238,1322.51442378841,0.8429258981266683,3.718711791547476,0.0,31,29,"{""non-finite month"": 32.127246}"
SLV,El Salvador,21360.307760144136,21357.962042309253,0.9998901833315689,0.041475569449779315,1756.6720881063661,1594.0924164109654,0.7293728108645954,2.4522497614341328,0.0,14,13,"{""non-finite month"": 2.345718}"
GTM,Guatemala,104897.63499832703,104897.63499832703,1.0,0.1749307724507974,2213.4919255936597,1404.204684593401,0.9246924276979059,5.380462148386079,0.0,48,48,{}
HTI,Haiti,27247.494304700886,27247.494304700886,1.0,0.03061640594969638,1520.8263619730947,1393.6142634054254,0.45285002261472407,1.3078523113576377,0.0,20,20,{}
HND,Honduras,111051.69085705726,110715.89589697291,0.9969762282996972,0.04850687469601667,1853.4241079605263,1596.4417220710668,0.6084305014362988,1.6105038521823882,0.00549724927698244,61,50,"{""non-finite month"": 335.79496}"
JAM,Jamaica,11034.236497993465,10990.024929699744,0.9959932372029764,0.14284664686874088,1936.812541454925,1378.6553491615755,0.9972222222222222,3.465991370163195,0.0,11,9,"{""non-finite month"": 44.211568}"
MEX,Mexico,1952540.3467031773,1950804.0002368367,0.9991107244112664,-0.41761861319445376,741.563916923454,1506.1241415312963,0.9937048085827329,7.498841513902139,0.0,852,812,"{""non-finite month"": 1736.346466}"
NIC,Nicaragua,120725.5340314764,120647.03959901062,0.9993498108490841,0.16241895615001312,2282.494187387606,1484.5643677077312,0.8409510847064845,3.3688891535984253,0.02127896055659299,62,57,"{""non-finite month"": 78.494432}"
PAN,Panama,75970.09424692464,73904.97092042462,0.9728166280827851,0.24981017998811644,2366.4028479859967,1316.0129107659,0.6835070074856863,2.4816476997358285,0.036161642673641525,54,37,"{""non-finite month"": 2065.123327}"
USA,United States,9254174.953779103,9246400.255109416,0.9991598712247696,-0.23839997607609079,700.4978273746451,1078.986534079461,0.9937115818529249,7.39704356009546,2.1322681385842186e-05,4972,4804,"{""non-finite month"": 7774.69867}"
