weights,protocol,fit,n_train,n_test,training_boundary_ties,row_sums_exactly_one,logdet_sign_positive_on_grid,logdet_finite_on_grid,spectral_radius,min_real_eigenvalue,training_first_neighbour_km_median,training_eighth_neighbour_km_median,training_eighth_neighbour_km_max,structural_pass,failure,attachment_boundary_ties,attachment_first_km_min,attachment_eighth_km_max,attachment_weights_sum_one
station,buffer_centroid_1500km,SUR,149,1,4,True,True,True,0.9999999999999977,-0.2977881422885993,400.2357841874469,1440.1773725834348,9182.273627364239,True,,0.0,2188.955639301168,2959.570923130428,True
station,buffer_centroid_1500km,URY,148,1,4,True,True,True,0.9999999999999962,-0.2977881422886015,399.083621576208,1422.1596734285458,9182.273627364239,True,,0.0,1313.5112276990567,4898.69929325741,True
station,buffer_centroid_1500km,VEN,146,1,4,True,True,True,0.9999999999999979,-0.2977881422886007,411.6866374297081,1444.6586857239724,9182.273627364239,True,,0.0,1371.9677980124854,2242.3838479986252,True
land,full_sample,all,151,0,0,True,True,True,0.9999999999999988,-0.3202699578252153,470.7601656300599,1444.5188422522847,9213.028207715477,True,,,,,
land,primary_loco,DZA,140,1,0,True,True,True,1.0000000000000029,-0.31074633149505204,455.47246562923635,1510.9420847164472,9213.028207715477,True,,0.0,1771.0516940386663,2196.6864495109144,True
land,primary_loco,AGO,143,1,0,True,True,True,0.9999999999999996,-0.33513049612943524,460.6164275967239,1525.082616167338,9213.028207715477,True,,0.0,1690.4322402459375,2066.252154293292,True
land,primary_loco,BEN,143,1,0,True,True,True,1.0000000000000009,-0.32877524662030616,470.7601656300599,1596.7537143522538,9213.028207715477,True,,0.0,1206.2514060257706,1843.1153995861166,True
land,primary_loco,BWA,142,1,0,True,True,True,0.9999999999999987,-0.3257656274698169,456.0491067076004,1463.3217656462184,9213.028207715477,True,,0.0,1489.0918782082656,2727.2363640240246,True
land,primary_loco,BFA,140,1,0,True,True,True,0.9999999999999996,-0.3287933604658155,474.28949690799504,1571.4244479255017,9213.028207715477,True,,0.0,1186.1387871331215,2226.8295772272454,True
land,primary_loco,BDI,144,1,0,True,True,True,0.9999999999999999,-0.34154375406229875,465.6882966133919,1492.9467157369108,9213.028207715477,True,,0.0,1188.8987647594313,2047.3079710377278,True
land,primary_loco,CMR,142,1,0,True,True,True,0.9999999999999981,-0.3298580676526063,458.6210876913442,1499.7975809875757,9213.028207715477,True,,0.0,1219.2220104722073,2162.5950200584102,True
land,primary_loco,CAF,141,1,0,True,True,True,1.0000000000000002,-0.3216954321925437,460.6164275967239,1491.2005147497016,9213.028207715477,True,,0.0,1418.5487897103092,2152.4749286336023,True
land,primary_loco,TCD,140,1,0,True,True,True,1.0000000000000027,-0.31045824616948225,454.39490324444625,1499.7975809875757,9213.028207715477,True,,0.0,1774.3668429972586,2286.961641928306,True
land,primary_loco,COG,143,1,0,True,True,True,1.0000000000000002,-0.33453975741433317,460.6164275967239,1496.8015532655563,9213.028207715477,True,,0.0,1400.8076754928893,2064.2735044740966,True
land,primary_loco,COD,133,1,0,True,True,True,0.9999999999999976,-0.3103911301891877,455.47246562923635,1496.8015532655563,9213.028207715477,True,,0.0,1611.4829987940502,2737.922842294722,True
land,primary_loco,CIV,141,1,0,True,True,True,1.0000000000000013,-0.328911874899628,479.0782142318579,1567.1382722848032,9213.028207715477,True,,0.0,1171.0268609219331,2446.4866532552624,True
land,primary_loco,DJI,145,1,0,True,True,True,1.0000000000000024,-0.32445243890113895,455.47246562923635,1444.2006317897303,9213.028207715477,True,,0.0,1353.869136659916,2108.609031255303,True
land,primary_loco,EGY,137,1,0,True,True,True,0.9999999999999993,-0.3012838040702634,460.6164275967239,1533.709250989208,9213.028207715477,True,,0.0,1839.6738444677844,2124.2550744445657,True
land,primary_loco,GNQ,145,1,0,True,True,True,1.0000000000000018,-0.3499006105913598,470.7601656300599,1496.8015532655563,9213.028207715477,True,,0.0,1206.2514060257706,1777.0485258484257,True
land,primary_loco,ERI,143,1,0,True,True,True,0.9999999999999981,-0.3102101748246722,455.47246562923635,1444.2006317897303,9213.028207715477,True,,0.0,1657.5358404495967,2005.9110352156972,True
land,primary_loco,ETH,141,1,0,True,True,True,0.9999999999999994,-0.3154856985000304,455.47246562923635,1470.1629597670772,9213.028207715477,True,,0.0,1596.7537143522538,2293.766798863708,True
land,primary_loco,GAB,143,1,0,True,True,True,1.0000000000000009,-0.3482932367340404,460.6164275967239,1496.8015532655563,9213.028207715477,True,,0.0,1543.8996811072427,2067.0590625605487,True
land,primary_loco,GHA,142,1,0,True,True,True,1.0000000000000038,-0.328790254171506,471.3098567253155,1586.2321689592268,9213.028207715477,True,,0.0,1119.0909842355948,1715.7610792012324,True
land,primary_loco,GIN,142,1,0,True,True,True,0.9999999999999951,-0.31413803529022033,474.28949690799504,1547.4667871827655,9213.028207715477,True,,0.0,1119.0909842355948,2508.2859705781275,True
land,primary_loco,GNB,145,1,0,True,True,True,1.0000000000000024,-0.33082062721180994,471.8595478205712,1533.709250989208,9213.028207715477,True,,0.0,899.4233213450746,2559.9814938736354,True
land,primary_loco,KEN,142,1,0,True,True,True,1.0000000000000009,-0.310437199414061,458.6210876913442,1471.7228794259372,9213.028207715477,True,,0.0,1353.869136659916,2340.2602806845507,True
land,primary_loco,LSO,146,1,0,True,True,True,1.000000000000003,-0.33506956707727603,471.3098567253155,1463.3217656462184,9213.028207715477,True,,0.0,1190.1082499877682,2917.6614589815463,True
land,primary_loco,LBR,143,1,0,True,True,True,1.0000000000000009,-0.32642722909433136,479.0782142318579,1553.2760711040148,9213.028207715477,True,,0.0,899.4233213450746,2431.5682693816525,True
land,primary_loco,LBY,142,1,0,True,True,True,0.9999999999999958,-0.32867716636823624,456.0491067076004,1480.6817372583894,9213.028207715477,True,,0.0,1560.4654630260763,1863.8773067760353,True
land,primary_loco,MDG,149,1,0,True,True,True,1.0000000000000004,-0.32202654113828266,460.6164275967239,1470.1629597670772,9213.028207715477,True,,0.0,1491.2005147497016,2407.253663325948,True
land,primary_loco,MWI,145,1,0,True,True,True,1.000000000000002,-0.33139820787629265,455.47246562923635,1496.8015532655563,9213.028207715477,True,,0.0,1188.8987647594313,1827.2830780062673,True
land,primary_loco,MLI,135,1,0,True,True,True,1.0000000000000024,-0.32880550328982266,471.8595478205712,1553.2760711040148,9213.028207715477,True,,0.0,2189.0406575442703,2606.2496949305823,True
land,primary_loco,MRT,142,1,0,True,True,True,1.0000000000000036,-0.3341879636761732,458.6210876913442,1538.8044660482253,9213.028207715477,True,,0.0,1314.4489780992205,2102.649817750974,True
land,primary_loco,MAR,145,1,0,True,True,True,1.0000000000000038,-0.32781803988711744,455.47246562923635,1456.4805715253597,9213.028207715477,True,,0.0,1527.4279627819208,2278.9583809694714,True
land,primary_loco,MOZ,140,1,0,True,True,True,0.9999999999999992,-0.32486031457320763,455.47246562923635,1453.2044750734397,9213.028207715477,True,,0.0,1668.4549976148023,2890.59290293102,True
land,primary_loco,NAM,145,1,0,True,True,True,1.0000000000000009,-0.323345821118967,460.6164275967239,1496.8015532655563,9213.028207715477,True,,0.0,1386.7500492719466,2499.969518086411,True
land,primary_loco,NER,140,1,0,True,True,True,1.000000000000003,-0.325586978724734,456.0491067076004,1571.4244479255017,9213.028207715477,True,,0.0,1704.0069515723271,2205.5025744148707,True
land,primary_loco,NGA,139,1,0,True,True,True,0.9999999999999933,-0.3303723755430347,470.7601656300599,1596.7537143522538,9213.028207715477,True,,0.0,1400.8076754928893,2225.2128785593077,True
land,primary_loco,RWA,145,1,0,True,True,True,1.0000000000000022,-0.3420520432521928,470.7601656300599,1470.1629597670772,9213.028207715477,True,,0.0,1297.306599111226,1890.2466733574458,True
land,primary_loco,SEN,143,1,0,True,True,True,0.999999999999999,-0.3225857622633457,476.71944599541894,1543.8996811072427,9213.028207715477,True,,0.0,1413.849226685314,2585.9731306826498,True
land,primary_loco,SLE,144,1,0,True,True,True,1.0000000000000002,-0.3227459226494764,477.8988301136384,1543.8996811072427,9213.028207715477,True,,0.0,1176.812773923718,2524.100055010083,True
land,primary_loco,SOM,143,1,0,True,True,True,1.0000000000000022,-0.3248790186208156,455.47246562923635,1444.5188422522847,9213.028207715477,True,,0.0,1597.2809141473529,2501.743992070298,True
land,primary_loco,ZAF,144,1,0,True,True,True,0.9999999999999988,-0.3195242480322325,463.69295670801216,1450.4997068888222,9213.028207715477,True,,0.0,1762.2357274505925,3059.040911350495,True
land,primary_loco,SDN,140,1,0,True,True,True,0.9999999999999997,-0.31010524053225674,453.2056603590777,1499.7975809875757,9213.028207715477,True,,0.0,1443.0755221890038,2148.13444885888,True
land,primary_loco,SWZ,145,1,0,True,True,True,0.9999999999999996,-0.3177598771957283,470.7601656300599,1456.4805715253597,9213.028207715477,True,,0.0,1505.8904928851969,2738.1835436806687,True
land,primary_loco,TZA,141,1,0,True,True,True,0.9999999999999996,-0.34391897287507545,456.62574778596445,1496.8015532655563,9213.028207715477,True,,0.0,1514.090816831377,2270.8476688318424,True
land,primary_loco,TGO,143,1,0,True,True,True,1.0000000000000009,-0.32877524662030616,470.7601656300599,1596.7537143522538,9213.028207715477,True,,0.0,1161.4626581211626,1822.3997781883065,True
land,primary_loco,TUN,145,1,0,True,True,True,1.0000000000000013,-0.32039324432825145,460.6164275967239,1491.2005147497016,9213.028207715477,True,,0.0,1175.6519171091522,1401.119074873957,True
land,primary_loco,UGA,143,1,0,True,True,True,1.0000000000000009,-0.319711381591146,460.6164275967239,1496.8015532655563,9213.028207715477,True,,0.0,1597.2809141473529,2092.112125087287,True
land,primary_loco,ZMB,141,1,0,True,True,True,0.9999999999999978,-0.3251944724718376,455.47246562923635,1456.4805715253597,9213.028207715477,True,,0.0,1297.306599111226,2117.857592329834,True
land,primary_loco,ZWE,141,1,0,True,True,True,0.9999999999999983,-0.331954228624764,455.47246562923635,1456.4805715253597,9213.028207715477,True,,0.0,1190.1082499877682,2569.6466169920077,True
land,primary_loco,AFG,142,1,0,True,True,True,0.9999999999999999,-0.31076816836301135,454.9715443228103,1436.1431874752577,9213.028207715477,True,,0.0,1587.966393174854,2176.006725292594,True
land,primary_loco,ARM,143,1,0,True,True,True,0.9999999999999997,-0.30994567861330374,470.7601656300599,1525.082616167338,9213.028207715477,True,,0.0,1078.7101297495162,1551.0338932582881,True
land,primary_loco,AZE,140,1,0,True,True,True,1.0000000000000002,-0.31000592410838607,473.7398058127394,1502.2114952371412,9213.028207715477,True,,0.0,1274.7946159441526,1762.6617750285623,True
land,primary_loco,BGD,146,1,0,True,True,True,1.0000000000000029,-0.32811168456087014,456.0491067076004,1436.1431874752577,9213.028207715477,True,,0.0,1504.9849829398265,2624.7506157638227,True
land,primary_loco,MMR,141,1,0,True,True,True,1.0000000000000018,-0.32772978516617807,456.62574778596445,1418.5487897103092,9790.746894645757,True,,0.0,1549.291485218015,3363.1091214171815,True
land,primary_loco,KHM,144,1,0,True,True,True,1.0000000000000007,-0.3221563201971872,466.23798770864755,1425.6862110026234,9667.748021060428,True,,0.0,1933.955967326727,3450.6962405860486,True
land,primary_loco,CHN,131,1,0,True,True,True,0.9999999999999991,-0.32888442490711883,445.1149364795609,1375.5936797537156,10794.409689373617,True,,0.0,3681.6439798577835,4916.094350555158,True
land,primary_loco,GEO,140,1,0,True,True,True,0.999999999999999,-0.3187063189060009,477.8988301136384,1513.9381124384663,9213.028207715477,True,,0.0,1138.7896432737039,1644.9181052046179,True
land,primary_loco,IND,140,1,0,True,True,True,1.0000000000000029,-0.3204064618958702,453.2056603590777,1418.5487897103092,9362.03692412302,True,,0.0,2432.500454629722,2901.685398801569,True
land,primary_loco,IDN,142,1,0,True,True,True,1.0000000000000013,-0.3271074746515822,458.6210876913442,1418.5487897103092,10335.142025217694,True,,0.0,2208.526353180026,4711.552917268606,True
land,primary_loco,IRN,134,1,0,True,True,True,1.0000000000000022,-0.3103338129582786,473.7398058127394,1513.9381124384663,9213.028207715477,True,,0.0,1645.3139872344605,2445.964707552102,True
land,primary_loco,IRQ,136,1,0,True,True,True,1.0000000000000022,-0.3103948393646695,477.8988301136384,1538.8044660482253,9213.028207715477,True,,0.0,1399.6553589290247,2005.9110352156972,True
land,primary_loco,ISR,142,1,0,True,True,True,0.999999999999995,-0.3105443952085186,473.7398058127394,1538.8044660482253,9213.028207715477,True,,0.0,1273.5480545178918,1707.236712368477,True
land,primary_loco,JPN,145,1,0,True,True,True,0.9999999999999991,-0.32141067209858176,455.47246562923635,1432.8236322949376,9658.95521137718,True,,0.0,2974.441128232411,4593.295966578864,True
land,primary_loco,JOR,142,1,0,True,True,True,0.999999999999995,-0.3105443952085186,473.7398058127394,1538.8044660482253,9213.028207715477,True,,0.0,1247.7078036789153,1765.9789643806607,True
land,primary_loco,KAZ,139,1,0,True,True,True,1.000000000000004,-0.30670832120130637,470.7601656300599,1444.5188422522847,9213.028207715477,True,,0.0,1961.9297129050196,2856.619322725405,True
land,primary_loco,LAO,145,1,0,True,True,True,0.9999999999999994,-0.3221754555683837,471.8595478205712,1432.8236322949376,9421.341292384812,True,,0.0,1504.9849829398265,2795.6145766411764,True
land,primary_loco,LBN,142,1,0,True,True,True,0.999999999999995,-0.3105443952085186,473.7398058127394,1538.8044660482253,9213.028207715477,True,,0.0,1078.7101297495162,1606.1169182060687,True
land,primary_loco,MYS,144,1,0,True,True,True,0.9999999999999967,-0.32292789583278647,466.23798770864755,1425.6862110026234,9790.746894645757,True,,0.0,1747.979589363468,3998.1070267952714,True
land,primary_loco,MNG,147,1,0,True,True,True,0.9999999999999991,-0.33139763436689046,456.62574778596445,1439.4627426555778,9213.028207715477,True,,0.0,2350.762940982553,3165.8258306429743,True
land,primary_loco,NPL,147,1,0,True,True,True,0.9999999999999999,-0.32811168456086826,456.62574778596445,1439.4627426555778,9213.028207715477,True,,0.0,1451.351249239681,2393.1512612800107,True
land,primary_loco,OMN,144,1,0,True,True,True,1.0000000000000075,-0.3200625726986862,465.6882966133919,1450.4997068888222,9213.028207715477,True,,0.0,1744.4035228784076,2273.897394987283,True
land,primary_loco,PAK,141,1,0,True,True,True,0.999999999999997,-0.31871797660914664,470.7601656300599,1439.4627426555778,9213.028207715477,True,,0.0,1451.351249239681,2523.0621288562475,True
land,primary_loco,PHL,145,1,0,True,True,True,1.0000000000000009,-0.3221961662308469,455.47246562923635,1432.8236322949376,9758.99701170666,True,,0.0,1810.4236162482875,3667.0139402051086,True
land,primary_loco,QAT,145,1,0,True,True,True,1.000000000000004,-0.32524272308615526,470.7601656300599,1456.4805715253597,9213.028207715477,True,,0.0,1140.8230145907723,1727.8507002567299,True
land,primary_loco,SAU,132,1,0,True,True,True,1.0000000000000004,-0.34598492807611775,458.6210876913442,1499.7975809875757,9213.028207715477,True,,0.0,1818.9481664935652,2634.382661409063,True
land,primary_loco,KOR,147,1,0,True,True,True,1.0000000000000044,-0.3199779476926174,456.62574778596445,1439.4627426555778,9213.028207715477,True,,0.0,1498.7647181710176,3564.4858720426914,True
land,primary_loco,LKA,149,1,0,True,True,True,0.9999999999999999,-0.32591991202965154,460.6164275967239,1444.2006317897303,9213.028207715477,True,,0.0,2048.1394683876147,2955.0078231122284,True
land,primary_loco,SYR,138,1,0,True,True,True,1.000000000000002,-0.3103631049992115,477.8988301136384,1548.5878761056288,9213.028207715477,True,,0.0,1365.9790356430142,1747.1058778814665,True
land,primary_loco,TWN,147,1,0,True,True,True,0.9999999999999962,-0.32145001611798996,456.62574778596445,1439.4627426555778,9658.95521137718,True,,0.0,1498.7647181710176,2939.938858001745,True
land,primary_loco,TJK,143,1,0,True,True,True,0.9999999999999987,-0.31692716277416094,456.62574778596445,1439.4627426555778,9213.028207715477,True,,0.0,1645.3139872344605,2451.5899765233776,True
land,primary_loco,THA,142,1,0,True,True,True,1.000000000000003,-0.3283227321402846,458.6210876913442,1418.5487897103092,9790.746894645757,True,,0.0,1507.3821901248803,3670.809009486754,True
land,primary_loco,TUR,129,1,0,True,True,True,0.9999999999999986,-0.2936484257097248,481.0462035108626,1596.7537143522538,9213.028207715477,True,,0.0,1371.0552590162038,1875.88894970325,True
land,primary_loco,TKM,141,1,0,True,True,True,1.0000000000000009,-0.3104711868135173,470.7601656300599,1444.2006317897303,9213.028207715477,True,,0.0,1219.445543830753,2159.627911260112,True
land,primary_loco,ARE,144,1,0,True,True,True,1.0000000000000075,-0.3200625726986862,465.6882966133919,1450.4997068888222,9213.028207715477,True,,0.0,1399.6553589290247,1926.8575291777497,True
land,primary_loco,UZB,142,1,0,True,True,True,0.9999999999999967,-0.3113810138103118,458.6210876913442,1441.8316872226542,9213.028207715477,True,,0.0,1551.0338932582881,2414.1849588346654,True
land,primary_loco,VNM,143,1,0,True,True,True,0.9999999999999959,-0.32209847232483924,460.6164275967239,1418.5487897103092,9790.746894645757,True,,0.0,1722.0602351903788,3452.346589254766,True
land,primary_loco,YEM,142,1,0,True,True,True,0.9999999999999973,-0.31047624490191733,458.6210876913442,1438.512132042334,9213.028207715477,True,,0.0,1140.8230145907723,2309.898997871484,True
land,primary_loco,ALB,138,1,0,True,True,True,0.9999999999999997,-0.3107308997738073,487.33165792822274,1538.8044660482253,9213.028207715477,True,,0.0,852.8160684356075,1260.0639852499048,True
land,primary_loco,AUT,133,1,0,True,True,True,1.0000000000000069,-0.31514867896211374,536.6241034778278,1597.2809141473529,9213.028207715477,True,,0.0,864.5716369365597,1257.788705959864,True
land,primary_loco,BLR,137,1,0,True,True,True,1.0000000000000027,-0.328954094453318,481.0462035108626,1533.709250989208,9213.028207715477,True,,0.0,1158.0638791880683,1315.9596973570465,True
land,primary_loco,BEL,141,1,0,True,True,True,1.000000000000007,-0.3200856970826412,481.0462035108626,1543.8996811072427,9213.028207715477,True,,0.0,905.5256256719398,1381.2463872227324,True
land,primary_loco,BIH,132,1,0,True,True,True,1.000000000000007,-0.32130775385429605,532.5835536921303,1583.8049215218387,9213.028207715477,True,,0.0,891.1511799214798,1410.143714669934,True
land,primary_loco,BGR,136,1,0,True,True,True,1.0000000000000016,-0.31068563040416086,502.7793682806937,1538.8044660482253,9213.028207715477,True,,0.0,915.5998633250631,1402.1335891014992,True
land,primary_loco,HRV,131,1,0,True,True,True,0.9999999999999952,-0.3221351999460924,536.6241034778278,1624.821253273497,9213.028207715477,True,,0.0,989.4568145006581,1492.6637201869448,True
land,primary_loco,CYP,141,1,0,True,True,True,1.0,-0.30845690350775873,476.71944599541894,1543.8996811072427,9213.028207715477,True,,0.0,1100.4135516231622,1414.0310795555622,True
land,primary_loco,CZE,130,1,0,True,True,True,1.0000000000000056,-0.32721952164514545,539.1844247951062,1630.403573677289,9213.028207715477,True,,0.0,834.997023678108,1178.1228422478564,True
land,primary_loco,DNK,138,1,0,True,True,True,0.9999999999999994,-0.32044041521030237,487.33165792822274,1538.8044660482253,9213.028207715477,True,,0.0,959.4712345565569,1243.6020313384988,True
land,primary_loco,EST,142,1,0,True,True,True,0.9999999999999983,-0.32087568775071085,477.8988301136384,1513.9381124384663,9213.028207715477,True,,0.0,915.8354120476572,1413.2093168643019,True
land,primary_loco,FIN,143,1,0,True,True,True,1.0000000000000002,-0.3210179389288057,476.71944599541894,1491.2005147497016,9213.028207715477,True,,0.0,1243.7712661771782,1877.0723902687446,True
land,primary_loco,FRA,135,1,0,True,True,True,0.9999999999999978,-0.3207510736308226,479.0782142318579,1525.082616167338,9213.028207715477,True,,0.0,1186.0765910795794,1527.8681531673103,True
land,primary_loco,DEU,129,1,0,True,True,True,1.0000000000000058,-0.3342899620040018,550.5593326684286,1597.2809141473529,9213.028207715477,True,,0.0,1156.328517130293,1378.9737423234728,True
land,primary_loco,GRC,135,1,0,True,True,True,0.9999999999999976,-0.32094121600964853,481.0462035108626,1543.8996811072427,9213.028207715477,True,,0.0,1043.2308058389199,1365.9790356430142,True
land,primary_loco,HUN,131,1,0,True,True,True,0.9999999999999949,-0.30586991941345204,536.6241034778278,1584.5124312891714,9213.028207715477,True,,0.0,959.6965571912085,1336.1447489375773,True
land,primary_loco,ISL,150,1,0,True,True,True,0.9999999999999999,-0.3201341413337643,465.6882966133919,1450.340601657545,9213.028207715477,True,,0.0,1444.5188422522847,2097.281786434798,True
land,primary_loco,IRL,148,1,0,True,True,True,1.0000000000000033,-0.32019576593749044,474.28949690799504,1480.6817372583894,9213.028207715477,True,,0.0,928.9725202756132,1583.0974117545059,True
land,primary_loco,ITA,127,1,0,True,True,True,1.0000000000000016,-0.3125949204768332,523.3271202565203,1596.7537143522538,9213.028207715477,True,,0.0,1086.5673027603273,1856.7986650522791,True
land,primary_loco,LVA,140,1,0,True,True,True,1.000000000000002,-0.3204569614868404,479.0782142318579,1529.395933578273,9213.028207715477,True,,0.0,970.8368092669889,1330.2931340475304,True
land,primary_loco,LTU,140,1,0,True,True,True,1.000000000000002,-0.3204569614868404,479.0782142318579,1529.395933578273,9213.028207715477,True,,0.0,793.1258264375996,1204.7008908183484,True
land,primary_loco,MKD,139,1,0,True,True,True,0.9999999999999984,-0.3092580511912576,481.0462035108626,1531.5713423192528,9213.028207715477,True,,0.0,746.2377722462636,1215.8683704740336,True
land,primary_loco,MDA,139,1,0,True,True,True,0.9999999999999977,-0.29866416173390864,481.0462035108626,1525.082616167338,9213.028207715477,True,,0.0,823.0764741163001,1043.6140401916841,True
land,primary_loco,MNE,137,1,0,True,True,True,0.9999999999999984,-0.32163289475427115,493.61711234558294,1543.8996811072427,9213.028207715477,True,,0.0,834.997023678108,1366.6541061049006,True
land,primary_loco,NLD,138,1,0,True,True,True,1.0000000000000029,-0.32009561052049645,487.33165792822274,1552.1549821811514,9213.028207715477,True,,0.0,929.0717371002586,1330.2931340475304,True
land,primary_loco,NOR,143,1,0,True,True,True,0.9999999999999999,-0.3203991954488834,479.0782142318579,1496.8015532655563,9213.028207715477,True,,0.0,915.8354120476572,1636.057036888284,True
land,primary_loco,POL,129,1,0,True,True,True,1.000000000000003,-0.31671404044709073,536.6241034778278,1597.2809141473529,9213.028207715477,True,,0.0,997.7165754080415,1375.5936797537156,True
land,primary_loco,PRT,147,1,0,True,True,True,1.0000000000000029,-0.32051467854689697,460.6164275967239,1456.4805715253597,9213.028207715477,True,,0.0,1583.0974117545059,2018.7056825987756,True
land,primary_loco,ROU,132,1,0,True,True,True,1.0000000000000004,-0.31107338628232123,532.5835536921303,1571.4244479255017,9213.028207715477,True,,0.0,1060.7894264541715,1511.7372510102937,True
land,primary_loco,RUS,124,1,0,True,True,True,1.0000000000000004,-0.3163986701735054,479.0782142318579,1556.2395040844317,9213.028207715477,True,,0.0,3407.862376707855,4649.627720341296,True
land,primary_loco,SRB,131,1,0,True,True,True,1.0000000000000038,-0.31122927084855834,528.5430039064328,1575.7106235662,9213.028207715477,True,,0.0,1020.0917275271845,1459.135696806335,True
land,primary_loco,SVK,133,1,0,True,True,True,1.000000000000002,-0.317137563126633,523.3271202565203,1584.5124312891714,9213.028207715477,True,,0.0,793.1258264375996,1167.3011234612338,True
land,primary_loco,SVN,134,1,0,True,True,True,0.9999999999999994,-0.31540593325308697,525.9350620814765,1597.0173142498033,9213.028207715477,True,,0.0,746.2377722462636,1204.7008908183484,True
land,primary_loco,ESP,142,1,0,True,True,True,1.000000000000002,-0.3206847615189615,458.6210876913442,1494.001034007629,9213.028207715477,True,,0.0,1394.9916260433056,1753.1196348530561,True
land,primary_loco,SWE,138,1,0,True,True,True,0.9999999999999988,-0.3208417518422177,480.0622088713602,1538.8044660482253,9213.028207715477,True,,0.0,1419.9648197319568,1755.3739541080502,True
land,primary_loco,CHE,137,1,0,True,True,True,1.0000000000000036,-0.3230863150198756,481.0462035108626,1551.0338932582881,9213.028207715477,True,,0.0,977.4347018822762,1289.271791336503,True
land,primary_loco,UKR,130,1,0,True,True,True,1.0000000000000009,-0.32837264169693103,532.5835536921303,1571.4244479255017,9213.028207715477,True,,0.0,1119.7927407326936,1591.8401494037682,True
land,primary_loco,GBR,143,1,0,True,True,True,1.0000000000000053,-0.32003140852264933,479.0782142318579,1525.082616167338,9213.028207715477,True,,0.0,1155.5388605205403,1627.641097405841,True
land,primary_loco,BHS,145,1,0,True,True,True,0.9999999999999977,-0.3202699721512425,476.71944599541894,1491.2005147497016,9213.028207715477,True,,0.0,1456.4805715253597,2265.9275418575357,True
land,primary_loco,CAN,149,1,0,True,True,True,0.9999999999999991,-0.32026997215124287,460.6164275967239,1444.2006317897303,9213.028207715477,True,,0.0,3650.7540567632727,4992.166371732849,True
land,primary_loco,CRI,145,1,0,True,True,True,1.0000000000000002,-0.32026996459727375,479.0782142318579,1491.2005147497016,9213.028207715477,True,,0.0,922.3053987944086,2010.9124436889442,True
land,primary_loco,CUB,142,1,0,True,True,True,1.0000000000000024,-0.3202699721512425,474.28949690799504,1457.340901009681,9213.028207715477,True,,0.0,1137.6630837560015,3193.847947402105,True
land,primary_loco,DOM,146,1,0,True,True,True,0.9999999999999989,-0.3202699721879695,477.8988301136384,1496.997061729648,9213.028207715477,True,,0.0,1355.3471636969393,2157.9071085158193,True
land,primary_loco,SLV,145,1,0,True,True,True,0.9999999999999976,-0.32026997215124225,479.0782142318579,1491.2005147497016,9213.028207715477,True,,0.0,1110.72807360103,2058.376265961505,True
land,primary_loco,GTM,146,1,0,True,True,True,1.0000000000000009,-0.3202699721512421,476.71944599541894,1496.997061729648,9213.028207715477,True,,0.0,922.3053987944086,2187.19000858485,True
land,primary_loco,HTI,145,1,0,True,True,True,0.9999999999999972,-0.3202699694588977,476.71944599541894,1491.2005147497016,9213.028207715477,True,,0.0,1406.7719446682343,2389.1734596679617,True
land,primary_loco,HND,142,1,0,True,True,True,1.0000000000000002,-0.3202699260243185,480.0622088713602,1457.340901009681,9213.028207715477,True,,0.0,998.1052384315648,3548.8528674004283,True
land,primary_loco,JAM,144,1,0,True,True,True,0.999999999999999,-0.3202699823859633,477.8988301136384,1480.6817372583894,9213.028207715477,True,,0.0,1007.6360334902121,2687.941962627916,True
land,primary_loco,MEX,144,1,0,True,True,True,1.0000000000000007,-0.32026997215124264,477.8988301136384,1480.6817372583894,9213.028207715477,True,,0.0,2473.2138267045343,3816.5562919522195,True
land,primary_loco,NIC,143,1,0,True,True,True,0.9999999999999994,-0.32026990724601145,471.8595478205712,1470.1629597670772,9213.028207715477,True,,0.0,1007.6360334902121,2709.7772568872792,True
land,primary_loco,PAN,146,1,0,True,True,True,1.0,-0.3202699529025177,465.6882966133919,1496.997061729648,9213.028207715477,True,,0.0,998.1052384315648,1569.4685748557981,True
land,primary_loco,USA,145,1,0,True,True,True,0.9999999999999997,-0.3200718022612328,460.6164275967239,1439.4627426555778,9213.028207715477,True,,0.0,3557.7747356496066,4394.216604257351,True
land,primary_loco,AUS,148,1,0,True,True,True,0.9999999999999993,-0.3210003934699567,458.6210876913442,1441.8316872226542,9658.95521137718,True,,0.0,3962.2545301287087,5923.229213820964,True
land,primary_loco,NZL,150,1,0,True,True,True,1.0000000000000013,-0.32033560700769453,465.6882966133919,1444.3597370210075,5749.226961240612,True,,0.0,3962.2545301287087,9213.028207715477,True
land,primary_loco,PNG,148,1,0,True,True,True,0.9999999999999993,-0.3210003934699567,458.6210876913442,1441.8316872226542,9658.95521137718,True,,0.0,3322.324619559235,5121.885544427493,True
land,primary_loco,ARG,145,1,0,True,True,True,0.9999999999999987,-0.320324251581798,455.47246562923635,1432.8236322949376,9362.03692412302,True,,0.0,3030.41243681881,5726.868409591845,True
land,primary_loco,BOL,145,1,0,True,True,True,0.9999999999999963,-0.3203242515817979,455.47246562923635,1432.8236322949376,9362.03692412302,True,,0.0,2001.8236097527717,3966.513677071267,True
land,primary_loco,BRA,141,1,0,True,True,True,0.9999999999999997,-0.32026991978633335,453.31734085965616,1432.8236322949376,9213.028207715477,True,,0.0,3539.3215626827823,4606.002871623074,True
