weights,protocol,fit,n_train,n_test,training_boundary_ties,row_sums_exactly_one,logdet_sign_positive_on_grid,logdet_finite_on_grid,spectral_radius,min_real_eigenvalue,training_first_neighbour_km_median,training_eighth_neighbour_km_median,training_eighth_neighbour_km_max,structural_pass,failure,attachment_boundary_ties,attachment_first_km_min,attachment_eighth_km_max,attachment_weights_sum_one
station,buffer_territory_1000km,NPL,143,1,2,True,True,True,1.0000000000000033,-0.3005155517980999,397.931458964969,1401.5543538055174,9182.273627364239,True,,0.0,2063.3001713936,2768.5025537628294,True
station,buffer_territory_1000km,OMN,140,1,4,True,True,True,0.9999999999999992,-0.29131182179489656,399.083621576208,1446.61117555206,9182.273627364239,True,,0.0,1283.8708589496996,2606.9964548928856,True
station,buffer_territory_1000km,PAK,137,1,2,True,True,True,0.9999999999999987,-0.2896182616010716,397.931458964969,1393.35419379525,9182.273627364239,True,,0.0,1923.4188828441065,2850.344327312004,True
station,buffer_territory_1000km,PHL,144,1,4,True,True,True,1.0000000000000027,-0.2988634847107212,399.083621576208,1398.3547982554999,10058.758864130423,True,,0.0,1840.447294888039,4097.318153975307,True
station,buffer_territory_1000km,QAT,142,1,4,True,True,True,1.0000000000000013,-0.3149456396877754,411.6866374297081,1446.61117555206,9182.273627364239,True,,0.0,1668.6188783561108,1868.1751844714552,True
station,buffer_territory_1000km,SAU,126,1,0,True,True,True,1.000000000000001,-0.3044331333783626,411.6866374297081,1494.8912027587646,9182.273627364239,True,,0.0,2059.65097886676,2995.8475448124354,True
station,buffer_territory_1000km,KOR,146,1,4,True,True,True,0.999999999999998,-0.30291225726463394,397.931458964969,1402.8481640395871,9453.81292451432,True,,0.0,1837.0478104746458,3755.6882541160157,True
station,buffer_territory_1000km,LKA,149,1,4,True,True,True,1.0000000000000033,-0.30666922429042504,400.2357841874469,1440.1773725834348,9182.273627364239,True,,0.0,2057.57847124328,2745.987813458961,True
station,buffer_territory_1000km,SYR,131,1,0,True,True,True,1.0000000000000044,-0.3112787507557735,423.1374906719694,1512.7175599913132,9182.273627364239,True,,0.0,1544.9142511609828,1899.2119849110466,True
station,buffer_territory_1000km,TWN,145,1,4,True,True,True,0.9999999999999976,-0.2986220307918414,400.2357841874469,1401.5543538055174,9787.284844042191,True,,0.0,1955.6289245822154,3538.015521644883,True
station,buffer_territory_1000km,TJK,141,1,2,True,True,True,1.0000000000000022,-0.309468417881865,397.931458964969,1401.5543538055174,9182.273627364239,True,,0.0,1729.0006915837118,2606.5374893448247,True
station,buffer_territory_1000km,THA,141,1,4,True,True,True,1.0000000000000016,-0.2978059874773226,397.931458964969,1393.35419379525,10058.758864130423,True,,0.0,2191.24304274351,3974.5517280254558,True
station,buffer_territory_1000km,TUR,116,1,0,True,True,True,1.0000000000000018,-0.316272771836523,512.3590686317127,1589.0624136618535,9182.273627364239,True,,0.0,1620.2035062050813,2309.899411903545,True
station,buffer_territory_1000km,TKM,135,1,0,True,True,True,1.0000000000000002,-0.3098707175595781,397.931458964969,1453.0946038605146,9182.273627364239,True,,0.0,1705.410345466563,2595.114131917995,True
station,buffer_territory_1000km,ARE,142,1,4,True,True,True,1.0000000000000013,-0.3149456396877754,411.6866374297081,1446.61117555206,9182.273627364239,True,,0.0,1705.410345466563,2093.3299810836907,True
station,buffer_territory_1000km,UZB,137,1,0,True,True,True,1.0000000000000024,-0.30920881183148663,397.931458964969,1432.498234818033,9182.273627364239,True,,0.0,2093.3299810836907,2959.6812752326496,True
station,buffer_territory_1000km,VNM,139,1,4,True,True,True,1.0000000000000004,-0.29816153413709356,385.84365816787545,1381.6806443102762,10864.266373486727,True,,0.0,2634.8466891694397,4601.467521657235,True
station,buffer_territory_1000km,YEM,138,1,6,True,True,True,0.9999999999999997,-0.29215182382470667,397.931458964969,1402.8481640395871,9182.273627364239,True,,0.0,1831.5907532747406,2466.3677153988183,True
station,buffer_territory_1000km,ALB,125,1,2,True,True,True,1.000000000000002,-0.3058140797532902,506.62454646134614,1547.3673517483949,9182.273627364239,True,,0.0,1413.7555760602074,1694.5695615848101,True
station,buffer_territory_1000km,AUT,118,1,3,True,True,True,1.0,-0.3094094336168973,529.0258751550118,1627.1885411038334,9182.273627364239,True,,0.0,1416.4624855184368,2167.435151690941,True
station,buffer_territory_1000km,BLR,126,1,3,True,True,True,0.9999999999999989,-0.30075393275350465,512.3590686317127,1546.2510413256068,9182.273627364239,True,,1.0,1214.8917886539873,1849.0790958509724,True
station,buffer_territory_1000km,BEL,130,1,4,True,True,True,1.000000000000004,-0.30239966490354603,507.77202393110844,1540.933054324596,9182.273627364239,True,,0.0,1378.0522204259446,1616.9424877535428,True
station,buffer_territory_1000km,BIH,125,1,3,True,True,True,1.0000000000000036,-0.3174047171906127,507.91425098936503,1638.437741635419,9182.273627364239,True,,0.0,1344.0126656351522,1740.2271251406369,True
station,buffer_territory_1000km,BGR,124,1,0,True,True,True,1.0000000000000047,-0.31592190245971563,507.77202393110844,1605.173808080588,9182.273627364239,True,,0.0,1277.4427887711197,1606.9785629382557,True
station,buffer_territory_1000km,HRV,119,1,3,True,True,True,1.0000000000000038,-0.3077778001219602,520.2517358844642,1638.437741635419,9182.273627364239,True,,0.0,1408.1905597630405,1926.4661004218308,True
station,buffer_territory_1000km,CYP,132,1,0,True,True,True,1.000000000000003,-0.30718015904859763,461.62113922691185,1530.8194547619414,9182.273627364239,True,,0.0,1322.7396117302694,1869.7945968141785,True
station,buffer_territory_1000km,CZE,119,1,6,True,True,True,1.0000000000000029,-0.30900152837118644,526.2541612915769,1615.9393405722476,9182.273627364239,True,,0.0,1379.3476997867763,2194.9848427105185,True
station,buffer_territory_1000km,DNK,124,1,5,True,True,True,1.0000000000000013,-0.30350664280920264,520.2517358844642,1546.2510413256068,9182.273627364239,True,,0.0,1461.0292429886592,2130.4629883597213,True
station,buffer_territory_1000km,EST,136,1,4,True,True,True,1.0000000000000004,-0.3024012309807378,483.63769231081955,1493.0158884759903,9182.273627364239,True,,0.0,1357.7087760278064,1706.251251722644,True
station,buffer_territory_1000km,FIN,139,1,4,True,True,True,1.0000000000000036,-0.3027023984609927,473.61376765262736,1484.2363643536237,9182.273627364239,True,,0.0,1379.3476997867763,1730.6400932212275,True
station,buffer_territory_1000km,FRA,119,1,7,True,True,True,1.000000000000002,-0.33071076127480875,507.91425098936503,1571.2686758020639,9182.273627364239,True,,0.0,1686.5471101058656,2131.211266244828,True
station,buffer_territory_1000km,DEU,116,1,7,True,True,True,0.9999999999999986,-0.30900152837118655,529.0258751550118,1589.0624136618535,9182.273627364239,True,,0.0,1711.6066994830148,2657.835646631702,True
station,buffer_territory_1000km,GRC,118,1,2,True,True,True,1.000000000000001,-0.29889458343987585,507.127171667099,1647.351371143547,9182.273627364239,True,,0.0,1670.9273807182449,2124.7106992919826,True
station,buffer_territory_1000km,HUN,121,1,3,True,True,True,0.9999999999999999,-0.30884007241730305,520.2517358844642,1697.9254138715005,9182.273627364239,True,,0.0,1357.7087760278064,1887.1116144102189,True
station,buffer_territory_1000km,ISL,147,1,4,True,True,True,1.0000000000000038,-0.2982455634648112,423.1374906719694,1442.7061958958848,9182.273627364239,True,,0.0,1965.4357505161627,2509.1523255662887,True
station,buffer_territory_1000km,IRL,141,1,4,True,True,True,1.0000000000000022,-0.29841153578775736,486.85780585958014,1484.2363643536237,9182.273627364239,True,,0.0,1254.5344712260583,1830.2393545174064,True
station,buffer_territory_1000km,ITA,117,1,4,True,True,True,0.9999999999999999,-0.3076287617191193,520.2517358844642,1638.437741635419,9182.273627364239,True,,0.0,1588.8153850140695,2208.2251196827906,True
station,buffer_territory_1000km,LVA,132,1,4,True,True,True,1.0000000000000018,-0.3071876663740126,506.62454646134614,1510.8608925457497,9182.273627364239,True,,0.0,1362.7537798176093,1571.726227168174,True
station,buffer_territory_1000km,LTU,129,1,4,True,True,True,0.9999999999999998,-0.3054758415768341,507.62979687285184,1535.0916018024352,9182.273627364239,True,,0.0,1344.0126656351522,1635.251802629788,True
station,buffer_territory_1000km,MKD,127,1,3,True,True,True,1.0000000000000009,-0.31386790165297973,506.62454646134614,1547.3673517483949,9182.273627364239,True,,0.0,1214.8917886539873,1611.7687377718082,True
station,buffer_territory_1000km,MDA,125,1,0,True,True,True,1.0000000000000018,-0.30635145801170427,516.8038862740605,1563.616233395281,9182.273627364239,True,,0.0,1451.891043232325,1626.6918913135335,True
station,buffer_territory_1000km,MNE,126,1,3,True,True,True,0.9999999999999993,-0.31386714748326316,507.127171667099,1567.4424545986724,9182.273627364239,True,,0.0,1453.415971973354,1651.6298170110151,True
station,buffer_territory_1000km,NLD,128,1,4,True,True,True,1.000000000000002,-0.30111152797338764,518.5278110792624,1545.8794818919378,9182.273627364239,True,,0.0,1471.96992003263,1619.602892826261,True
station,buffer_territory_1000km,NOR,133,1,4,True,True,True,1.000000000000003,-0.3035670054523825,506.62454646134614,1496.5522306718733,9182.273627364239,True,,0.0,1459.2731286209016,1986.3735756426154,True
station,buffer_territory_1000km,POL,117,1,3,True,True,True,1.0000000000000009,-0.30911927955735585,526.2541612915769,1615.9393405722476,9182.273627364239,True,,0.0,1769.9338804870151,2302.0724745242983,True
station,buffer_territory_1000km,PRT,144,1,4,True,True,True,1.0000000000000038,-0.30835357957220255,450.88214411577087,1446.61117555206,9182.273627364239,True,,0.0,1444.4155920521684,2000.7410435443267,True
station,buffer_territory_1000km,ROU,121,1,0,True,True,True,0.9999999999999993,-0.30480957882365717,520.2517358844642,1705.410345466563,9182.273627364239,True,,0.0,1408.4519213883111,1718.5379328203512,True
station,buffer_territory_1000km,RUS,107,1,0,True,True,True,1.0000000000000002,-0.3108359794942011,520.2517358844642,1699.5783706510813,9201.290397887928,True,,0.0,1789.4088492697,3003.3693194900598,True
station,buffer_territory_1000km,SRB,124,1,3,True,True,True,0.9999999999999989,-0.30866711474874,507.77202393110844,1589.0624136618535,9182.273627364239,True,,0.0,1376.7097180680514,1706.251251722644,True
station,buffer_territory_1000km,SVK,120,1,3,True,True,True,1.0,-0.30876857497183474,524.8529710419032,1668.1815777534598,9182.273627364239,True,,0.0,1508.1265377181403,1981.646533508428,True
station,buffer_territory_1000km,SVN,120,1,3,True,True,True,1.0000000000000004,-0.30886471691583406,521.8517583383468,1668.1815777534598,9182.273627364239,True,,0.0,1362.7537798176093,1850.8584652346344,True
station,buffer_territory_1000km,ESP,132,1,4,True,True,True,1.0000000000000009,-0.3105309178265086,484.9583656698586,1493.0158884759903,9182.273627364239,True,,0.0,1843.2495481913131,2130.4629883597213,True
station,buffer_territory_1000km,SWE,126,1,4,True,True,True,0.9999999999999994,-0.30462760725437443,520.2517358844642,1546.2510413256068,9182.273627364239,True,,0.0,1529.741085235196,1982.085458030827,True
station,buffer_territory_1000km,CHE,124,1,3,True,True,True,1.0000000000000049,-0.29275806826897205,524.8529710419032,1627.1885411038334,9182.273627364239,True,,0.0,1254.5344712260583,1670.9273807182449,True
station,buffer_territory_1000km,UKR,114,1,0,True,True,True,1.0000000000000004,-0.3102035588225156,521.8517583383468,1767.3927491336817,9182.273627364239,True,,0.0,1669.5560681002294,2169.374584393987,True
station,buffer_territory_1000km,GBR,134,1,4,True,True,True,1.0000000000000036,-0.2997125673617652,496.74117616046317,1502.7782278860298,9182.273627364239,True,,0.0,1433.7142849278093,1826.5200529262688,True
station,buffer_territory_1000km,BHS,140,1,4,True,True,True,1.0000000000000018,-0.29778814228860184,439.04340424921446,1441.1732751053446,9182.273627364239,True,,0.0,1712.0825742423199,3946.044994735345,True
station,buffer_territory_1000km,CAN,149,1,4,True,True,True,1.0000000000000024,-0.2977881422886012,400.2357841874469,1440.1773725834348,9182.273627364239,True,,0.0,2654.429629499364,3601.6387970607225,True
station,buffer_territory_1000km,CRI,141,1,4,True,True,True,1.0000000000000027,-0.2977881422886006,423.4548338550739,1442.1691776272546,9182.273627364239,True,,0.0,1345.6588892595767,3277.195037289568,True
station,buffer_territory_1000km,CUB,138,1,4,True,True,True,1.000000000000003,-0.29778814228859957,461.62113922691185,1422.1596734285458,9182.273627364239,True,,0.0,1345.6588892595767,5610.407223585101,True
station,buffer_territory_1000km,DOM,144,1,4,True,True,True,0.9999999999999991,-0.29778814228860034,425.9565657761533,1444.6586857239724,9182.273627364239,True,,0.0,1605.1512377024997,2527.993004900433,True
station,buffer_territory_1000km,SLV,142,1,4,True,True,True,0.999999999999995,-0.29778814228860123,444.0264247657162,1442.4376867615697,9182.273627364239,True,,0.0,1498.3020516782622,3078.2815510419177,True
station,buffer_territory_1000km,GTM,141,1,4,True,True,True,1.0000000000000002,-0.2977881422886018,438.42433873023606,1442.1691776272546,9182.273627364239,True,,0.0,1552.6922359008197,3503.7361273882934,True
station,buffer_territory_1000km,HTI,141,1,4,True,True,True,0.9999999999999999,-0.2977881422886027,449.6285108011963,1442.1691776272546,9182.273627364239,True,,0.0,1390.362937621443,3285.04026586473,True
station,buffer_territory_1000km,HND,138,1,4,True,True,True,1.0000000000000002,-0.29778814228859957,465.0230447816276,1422.1596734285458,9182.273627364239,True,,0.0,1928.1630259763656,5513.5790526595,True
station,buffer_territory_1000km,JAM,138,1,4,True,True,True,1.0000000000000036,-0.2977881422886006,425.9565657761533,1422.1596734285458,9182.273627364239,True,,0.0,1498.3020516782622,5268.345280971546,True
station,buffer_territory_1000km,MEX,140,1,4,True,True,True,0.9999999999999988,-0.297788142288602,439.04340424921446,1441.1732751053446,9182.273627364239,True,,0.0,2651.5041458758283,5265.012918047294,True
station,buffer_territory_1000km,NIC,139,1,4,True,True,True,0.9999999999999968,-0.29778814228860123,480.41757876205895,1440.1773725834348,9182.273627364239,True,,0.0,1709.878351607407,4039.089606066186,True
station,buffer_territory_1000km,PAN,140,1,4,True,True,True,1.0000000000000007,-0.2977881422886013,423.29616226352164,1441.1732751053446,9182.273627364239,True,,0.0,1381.6806443102762,3576.400213360047,True
station,buffer_territory_1000km,USA,140,1,4,True,True,True,1.000000000000005,-0.3023303557195811,425.9565657761533,1441.1732751053446,9182.273627364239,True,,0.0,2685.1352656849276,5581.996100971969,True
station,buffer_territory_1000km,AUS,147,1,4,True,True,True,1.0000000000000036,-0.2971241621261667,397.931458964969,1404.141974273657,4421.024345819681,True,,0.0,5580.520453629007,7600.377155352648,True
station,buffer_territory_1000km,NZL,149,1,4,True,True,True,1.0000000000000024,-0.29778814228859973,400.2357841874469,1440.1773725834348,5610.964169867275,True,,0.0,4370.85124846782,9201.290397887928,True
station,buffer_territory_1000km,PNG,148,1,4,True,True,True,0.9999999999999996,-0.29712416212616605,399.083621576208,1422.1596734285458,9624.735225062106,True,,0.0,3616.3000950830587,5610.964169867275,True
station,buffer_territory_1000km,ARG,144,1,4,True,True,True,1.0000000000000024,-0.29778814228859896,391.88755856642223,1398.3547982554999,9182.273627364239,True,,0.0,3813.0695130845625,5764.088535085047,True
station,buffer_territory_1000km,BOL,144,1,4,True,True,True,1.0000000000000024,-0.2977881422886009,391.88755856642223,1422.1596734285458,9182.273627364239,True,,0.0,1833.1342761026826,4211.50680333317,True
station,buffer_territory_1000km,BRA,140,1,4,True,True,True,1.0000000000000013,-0.2977881422886018,382.71759619570616,1394.2547182503663,9182.273627364239,True,,0.0,4842.378170674209,5128.8708230179545,True
station,buffer_territory_1000km,CHL,145,1,4,True,True,True,1.000000000000002,-0.29778814228859973,397.931458964969,1401.5543538055174,9182.273627364239,True,,0.0,1313.5112276990567,5292.474300203562,True
station,buffer_territory_1000km,COL,132,1,4,True,True,True,1.0000000000000002,-0.297788142288601,411.8453090212604,1380.7155881659696,9182.273627364239,True,,0.0,2223.273651205989,6605.988459887531,True
station,buffer_territory_1000km,ECU,144,1,4,True,True,True,1.000000000000001,-0.2977881422886035,397.931458964969,1444.6586857239724,9182.273627364239,True,,0.0,1709.878351607407,2527.993004900433,True
station,buffer_territory_1000km,PRY,144,1,4,True,True,True,1.0000000000000024,-0.29778814228859896,391.88755856642223,1398.3547982554999,9182.273627364239,True,,0.0,3405.4448688269817,5138.574195792892,True
station,buffer_territory_1000km,PER,141,1,4,True,True,True,1.0000000000000024,-0.29778814228860073,385.84365816787545,1442.1691776272546,9182.273627364239,True,,0.0,2499.1025793565386,3285.04026586473,True
station,buffer_territory_1000km,SUR,148,1,4,True,True,True,1.0000000000000009,-0.2977881422886001,399.083621576208,1422.1596734285458,9182.273627364239,True,,0.0,2188.955639301168,3007.03742372509,True
station,buffer_territory_1000km,URY,147,1,4,True,True,True,0.9999999999999998,-0.2977881422886008,397.931458964969,1404.141974273657,9182.273627364239,True,,0.0,1313.5112276990567,5239.000205415451,True
station,buffer_territory_1000km,VEN,139,1,4,True,True,True,0.9999999999999991,-0.29778814228860334,397.931458964969,1440.1773725834348,9182.273627364239,True,,0.0,1859.160565751784,4045.9931486716205,True
station,buffer_centroid_1500km,DZA,145,1,4,True,True,True,0.9999999999999983,-0.3467075854435424,423.4548338550739,1453.0946038605146,9182.273627364239,True,,0.0,1153.699662377113,1524.0359815486147,True
station,buffer_centroid_1500km,AGO,144,1,4,True,True,True,1.0000000000000002,-0.2953126090156154,411.6866374297081,1481.8047657561826,9182.273627364239,True,,0.0,1805.446458351575,2223.4227469026564,True
station,buffer_centroid_1500km,BEN,139,1,4,True,True,True,1.0000000000000018,-0.29300141591363194,473.61376765262736,1512.7175599913132,9182.273627364239,True,,0.0,1188.1210625987153,2200.296965325105,True
station,buffer_centroid_1500km,BWA,141,1,4,True,True,True,1.0000000000000018,-0.3253153839077879,397.931458964969,1401.5543538055174,9182.273627364239,True,,0.0,2152.97852886286,3056.9479371129773,True
station,buffer_centroid_1500km,BFA,137,1,4,True,True,True,1.0000000000000024,-0.29106068628465454,473.61376765262736,1509.0042251001862,9182.273627364239,True,,0.0,1642.9280674175898,2740.695567208281,True
station,buffer_centroid_1500km,BDI,143,1,4,True,True,True,1.0000000000000022,-0.2772447479415541,397.931458964969,1442.7061958958848,9182.273627364239,True,,0.0,1536.731377746373,1922.0881207149914,True
station,buffer_centroid_1500km,CMR,141,1,4,True,True,True,1.0000000000000044,-0.29108331530328835,423.1374906719694,1496.5522306718733,9182.273627364239,True,,0.0,1381.9272407694473,2326.607427482983,True
station,buffer_centroid_1500km,CAF,140,1,4,True,True,True,1.000000000000003,-0.31667166100011546,399.083621576208,1477.3253262733392,9182.273627364239,True,,0.0,1536.731377746373,2163.038475025452,True
station,buffer_centroid_1500km,TCD,144,1,4,True,True,True,1.0000000000000016,-0.3087614351184131,391.88755856642223,1502.7782278860298,9182.273627364239,True,,0.0,1028.3704520985661,1924.1555849891822,True
station,buffer_centroid_1500km,COG,143,1,4,True,True,True,1.0000000000000013,-0.2903105787984599,397.931458964969,1477.6066671860951,9182.273627364239,True,,0.0,1443.219022679277,2122.242363073052,True
station,buffer_centroid_1500km,COD,141,1,4,True,True,True,0.9999999999999996,-0.27998501356980315,400.2357841874469,1509.0042251001862,9182.273627364239,True,,0.0,1512.7175599913132,2197.007757568946,True
station,buffer_centroid_1500km,CIV,140,1,4,True,True,True,1.0000000000000018,-0.29033079813132734,484.9583656698586,1510.8608925457497,9182.273627364239,True,,0.0,1361.8044571222695,2582.8129283607714,True
station,buffer_centroid_1500km,DJI,143,1,4,True,True,True,1.0000000000000018,-0.2921518238247088,397.931458964969,1404.141974273657,9182.273627364239,True,,0.0,1283.8708589496996,2293.8244212694954,True
station,buffer_centroid_1500km,EGY,140,1,2,True,True,True,1.0000000000000036,-0.31965845868923376,411.6866374297081,1535.8198903586162,9182.273627364239,True,,0.0,1344.3820830201703,1825.8641123268105,True
station,buffer_centroid_1500km,GNQ,142,1,4,True,True,True,1.0000000000000022,-0.2910661469608735,425.797894184601,1502.7782278860298,9182.273627364239,True,,0.0,1028.3704520985661,2278.749963000338,True
station,buffer_centroid_1500km,ERI,144,1,4,True,True,True,1.0000000000000029,-0.28453057520851477,399.083621576208,1422.1596734285458,9182.273627364239,True,,0.0,1549.5810323202434,2001.779063867564,True
station,buffer_centroid_1500km,ETH,143,1,4,True,True,True,1.0000000000000022,-0.3007298640580164,397.931458964969,1432.498234818033,9182.273627364239,True,,0.0,1489.4795462801071,2321.512171803333,True
station,buffer_centroid_1500km,GAB,143,1,4,True,True,True,1.0000000000000013,-0.2903105787984599,397.931458964969,1477.6066671860951,9182.273627364239,True,,0.0,1188.1210625987153,2157.1025498065196,True
station,buffer_centroid_1500km,GHA,140,1,4,True,True,True,0.9999999999999999,-0.29278113177933585,484.9583656698586,1519.6324338563804,9182.273627364239,True,,0.0,1148.941937993015,2122.242363073052,True
station,buffer_centroid_1500km,GIN,139,1,4,True,True,True,1.0000000000000027,-0.2903133665162082,483.058925480137,1509.0042251001862,9182.273627364239,True,,0.0,1949.906110582779,3241.3308167684,True
station,buffer_centroid_1500km,GNB,142,1,4,True,True,True,1.0000000000000007,-0.32068866125503925,451.03603267492997,1486.8579553168654,9182.273627364239,True,,0.0,1659.218830069955,2931.901159748918,True
station,buffer_centroid_1500km,KEN,143,1,4,True,True,True,1.000000000000003,-0.2697341690236347,423.1374906719694,1442.1691776272546,9182.273627364239,True,,0.0,1499.653618821558,2073.193510076424,True
station,buffer_centroid_1500km,LSO,145,1,4,True,True,True,1.0000000000000033,-0.2912998521834337,423.1374906719694,1440.1773725834348,9182.273627364239,True,,0.0,1404.141974273657,2907.8184623463735,True
station,buffer_centroid_1500km,LBR,140,1,4,True,True,True,1.0000000000000018,-0.29033079813132734,484.9583656698586,1510.8608925457497,9182.273627364239,True,,0.0,1349.1506495874078,3040.1363912569645,True
station,buffer_centroid_1500km,LBY,145,1,4,True,True,True,1.000000000000001,-0.3377315524488074,397.931458964969,1468.8187382151777,9182.273627364239,True,,0.0,1051.230667728244,1497.9318148992916,True
station,buffer_centroid_1500km,MDG,148,1,4,True,True,True,1.0000000000000024,-0.3357692813391362,399.083621576208,1442.4376867615697,9182.273627364239,True,,0.0,1670.559834162237,2341.2533813491555,True
station,buffer_centroid_1500km,MWI,142,1,4,True,True,True,1.0000000000000029,-0.30174851185960166,399.083621576208,1442.4376867615697,9182.273627364239,True,,0.0,1367.397948940314,2223.4227469026564,True
station,buffer_centroid_1500km,MLI,137,1,4,True,True,True,1.0000000000000047,-0.2907861748103205,473.61376765262736,1509.0042251001862,9182.273627364239,True,,0.0,1489.3034102449176,2992.3981569303564,True
station,buffer_centroid_1500km,MRT,143,1,4,True,True,True,0.9999999999999968,-0.295710617677457,473.61376765262736,1474.1299852322582,9182.273627364239,True,,0.0,1349.1506495874078,2599.963573230533,True
station,buffer_centroid_1500km,MAR,146,1,4,True,True,True,1.0000000000000009,-0.30834041377994587,411.6866374297081,1442.4376867615697,9182.273627364239,True,,0.0,1546.6242328810565,2152.719531388444,True
station,buffer_centroid_1500km,MOZ,143,1,4,True,True,True,1.000000000000002,-0.3169140318557628,397.931458964969,1442.1691776272546,9182.273627364239,True,,0.0,1289.4133844578657,2386.949794348139,True
station,buffer_centroid_1500km,NAM,144,1,4,True,True,True,1.0000000000000004,-0.31323461768323063,411.6866374297081,1441.1732751053446,9182.273627364239,True,,0.0,1615.9393405722476,2724.1891401938165,True
station,buffer_centroid_1500km,NER,141,1,4,True,True,True,0.9999999999999996,-0.29393758947427173,423.1374906719694,1545.1347309028188,9182.273627364239,True,,0.0,1148.941937993015,2085.5327181127614,True
station,buffer_centroid_1500km,NGA,139,1,4,True,True,True,0.9999999999999987,-0.2910833153032887,428.45829769723264,1535.0916018024352,9182.273627364239,True,,0.0,1361.8044571222695,2416.259969357181,True
station,buffer_centroid_1500km,RWA,142,1,4,True,True,True,1.0,-0.31827184018322413,397.931458964969,1442.4376867615697,9182.273627364239,True,,0.0,1615.2350767294529,2016.3636703023042,True
station,buffer_centroid_1500km,SEN,142,1,4,True,True,True,1.0000000000000007,-0.32068866125503925,451.03603267492997,1486.8579553168654,9182.273627364239,True,,0.0,1959.5676288746213,3042.1024159414656,True
station,buffer_centroid_1500km,SLE,140,1,4,True,True,True,1.0000000000000016,-0.2957285345385185,480.41757876205895,1493.0158884759903,9182.273627364239,True,,0.0,1604.553046109046,3206.3884491835315,True
station,buffer_centroid_1500km,SOM,145,1,4,True,True,True,1.0000000000000016,-0.2921887098992506,400.2357841874469,1432.498234818033,9182.273627364239,True,,0.0,1269.4404588618097,2327.6132985519266,True
station,buffer_centroid_1500km,ZAF,145,1,4,True,True,True,1.0000000000000033,-0.2912998521834337,423.1374906719694,1440.1773725834348,9182.273627364239,True,,0.0,1289.4133844578657,2725.3785254859927,True
station,buffer_centroid_1500km,SDN,144,1,5,True,True,True,1.0000000000000016,-0.291601913142687,399.083621576208,1446.61117555206,9182.273627364239,True,,0.0,1133.5068614286647,2003.1558624965019,True
station,buffer_centroid_1500km,SWZ,145,1,4,True,True,True,1.0000000000000036,-0.28963441695015857,423.1374906719694,1440.1773725834348,9182.273627364239,True,,0.0,1367.397948940314,2690.882746773124,True
station,buffer_centroid_1500km,TZA,142,1,4,True,True,True,1.000000000000002,-0.2774753245463336,397.931458964969,1442.4376867615697,9182.273627364239,True,,0.0,1484.2363643536237,2231.190957657715,True
station,buffer_centroid_1500km,TGO,138,1,4,True,True,True,1.000000000000002,-0.2905182357193839,478.3363465663822,1510.8608925457497,9182.273627364239,True,,0.0,1261.063563362806,2716.2374419888433,True
station,buffer_centroid_1500km,TUN,136,1,5,True,True,True,0.9999999999999991,-0.31690313635567524,477.0156732073432,1502.7782278860298,9182.273627364239,True,,0.0,1431.3259336134658,1711.6066994830148,True
station,buffer_centroid_1500km,UGA,143,1,4,True,True,True,0.9999999999999989,-0.2995161238942078,397.931458964969,1442.1691776272546,9182.273627364239,True,,0.0,1133.5068614286647,1924.1555849891822,True
station,buffer_centroid_1500km,ZMB,140,1,4,True,True,True,1.0000000000000018,-0.28616016766914354,397.931458964969,1421.861765716386,9182.273627364239,True,,0.0,1477.6066671860951,2244.6773133959255,True
station,buffer_centroid_1500km,ZWE,142,1,4,True,True,True,1.0000000000000016,-0.31353368875506155,399.083621576208,1420.865863194476,9182.273627364239,True,,0.0,1568.9981311754461,2324.109632914766,True
station,buffer_centroid_1500km,AFG,145,1,2,True,True,True,1.0,-0.3094709647924831,400.2357841874469,1440.1773725834348,9182.273627364239,True,,0.0,1636.1649674446112,2193.413208943527,True
station,buffer_centroid_1500km,ARM,138,1,0,True,True,True,1.0000000000000002,-0.31130977467913745,461.62113922691185,1493.0158884759903,9182.273627364239,True,,0.0,1451.891043232325,1891.5264206499428,True
station,buffer_centroid_1500km,AZE,138,1,0,True,True,True,0.9999999999999993,-0.32833442318696016,477.0156732073432,1489.4795462801071,9182.273627364239,True,,0.0,1529.386913763929,1871.002797824366,True
station,buffer_centroid_1500km,BGD,147,1,4,True,True,True,0.9999999999999999,-0.2980632749607084,397.931458964969,1404.141974273657,9182.273627364239,True,,0.0,1513.915618822036,2606.5374893448247,True
station,buffer_centroid_1500km,MMR,145,1,4,True,True,True,0.999999999999999,-0.3010186752770502,400.2357841874469,1401.5543538055174,9453.81292451432,True,,0.0,1445.2804755107609,2879.827317728334,True
station,buffer_centroid_1500km,KHM,145,1,4,True,True,True,1.0000000000000002,-0.3004453396433598,400.2357841874469,1401.5543538055174,9902.588146541837,True,,0.0,1840.447294888039,2934.717381547879,True
station,buffer_centroid_1500km,CHN,149,1,4,True,True,True,1.000000000000002,-0.2983277214926021,400.2357841874469,1440.1773725834348,9182.273627364239,True,,0.0,1103.706316076573,2611.7030159465908,True
station,buffer_centroid_1500km,GEO,136,1,0,True,True,True,1.0000000000000024,-0.31130369640227723,477.0156732073432,1502.7782278860298,9182.273627364239,True,,0.0,1655.7785126863496,1942.6502113891618,True
