weights,family,representation,theta,loglik
station,sar,primary_total_co2,-0.42999999999999994,294.7527676955003
station,sar,primary_total_co2,-0.41999999999999993,295.47104590707016
station,sar,primary_total_co2,-0.41000000000000003,296.1894143231201
station,sar,primary_total_co2,-0.4,296.90784077349343
station,sar,primary_total_co2,-0.39,297.6262920442324
station,sar,primary_total_co2,-0.38,298.3447338522012
station,sar,primary_total_co2,-0.37,299.06313081922
station,sar,primary_total_co2,-0.36,299.7814464457064
station,sar,primary_total_co2,-0.35,300.49964308382187
station,sar,primary_total_co2,-0.33999999999999997,301.21768191012364
station,sar,primary_total_co2,-0.32999999999999996,301.9355228977193
station,sar,primary_total_co2,-0.31999999999999995,302.6531247879241
station,sar,primary_total_co2,-0.30999999999999994,303.3704450614225
station,sar,primary_total_co2,-0.29999999999999993,304.08743990893254
station,sar,primary_total_co2,-0.2899999999999999,304.80406420137626
station,sar,primary_total_co2,-0.28,305.5202714595574
station,sar,primary_total_co2,-0.27,306.2360138233502
station,sar,primary_total_co2,-0.26,306.9512420204016
station,sar,primary_total_co2,-0.25,307.6659053343531
station,sar,primary_total_co2,-0.24,308.37995157258587
station,sar,primary_total_co2,-0.22999999999999998,309.09332703349645
station,sar,primary_total_co2,-0.21999999999999997,309.80597647331024
station,sar,primary_total_co2,-0.20999999999999996,310.5178430724397
station,sar,primary_total_co2,-0.19999999999999996,311.22886840139853
station,sar,primary_total_co2,-0.18999999999999995,311.93899238627927
station,sar,primary_total_co2,-0.17999999999999994,312.6481532738088
station,sar,primary_total_co2,-0.16999999999999993,313.3562875959908
station,sar,primary_total_co2,-0.15999999999999992,314.0633301343513
station,sar,primary_total_co2,-0.15000000000000002,314.7692138838005
station,sar,primary_total_co2,-0.14,315.4738700161281
station,sar,primary_total_co2,-0.13,316.1772278431469
station,sar,primary_total_co2,-0.12,316.8792147795069
station,sar,primary_total_co2,-0.10999999999999999,317.57975630519553
station,sar,primary_total_co2,-0.09999999999999998,318.27877592774695
station,sar,primary_total_co2,-0.08999999999999997,318.976195144184
station,sar,primary_total_co2,-0.07999999999999996,319.67193340271245
station,sar,primary_total_co2,-0.06999999999999995,320.3659080641973
station,sar,primary_total_co2,-0.05999999999999994,321.05803436344223
