weights,protocol,fit,role,iso3,neighbours
station,full_sample,all,training,DZA,TUN|ESP|MAR|ITA|PRT|LBY|FRA|CHE
station,full_sample,all,training,AGO,COG|NAM|COD|ZMB|GAB|GNQ|ZWE|CAF
station,full_sample,all,training,BEN,TGO|GHA|NGA|BFA|NER|CIV|GNQ|MLI
station,full_sample,all,training,BWA,ZAF|LSO|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,full_sample,all,training,BFA,MLI|TGO|CIV|GHA|BEN|GIN|LBR|NER
station,full_sample,all,training,BDI,RWA|TZA|COD|UGA|KEN|ZMB|MWI|CAF
station,full_sample,all,training,CMR,GNQ|NGA|TCD|GAB|CAF|NER|BEN|TGO
station,full_sample,all,training,CAF,TCD|CMR|COG|GNQ|COD|GAB|NGA|RWA
station,full_sample,all,training,TCD,CAF|CMR|GNQ|NGA|NER|GAB|COG|COD
station,full_sample,all,training,COG,GAB|COD|AGO|CAF|GNQ|CMR|TCD|BDI
station,full_sample,all,training,COD,BDI|RWA|COG|CAF|ZMB|UGA|AGO|TZA
station,full_sample,all,training,CIV,GHA|LBR|BFA|GIN|MLI|TGO|SLE|BEN
station,full_sample,all,training,DJI,YEM|ETH|ERI|SOM|SDN|SAU|OMN|UGA
station,full_sample,all,training,EGY,ISR|JOR|CYP|LBN|SYR|TUR|GRC|SAU
station,full_sample,all,training,GNQ,GAB|CMR|NGA|CAF|BEN|COG|TCD|TGO
station,full_sample,all,training,ERI,DJI|YEM|ETH|SDN|SAU|SOM|OMN|UGA
station,full_sample,all,training,ETH,DJI|ERI|SDN|YEM|SOM|UGA|KEN|SAU
station,full_sample,all,training,GAB,GNQ|CMR|COG|NGA|CAF|BEN|TGO|GHA
station,full_sample,all,training,GHA,TGO|BEN|CIV|BFA|NGA|MLI|LBR|NER
station,full_sample,all,training,GIN,SLE|LBR|GNB|MLI|CIV|SEN|BFA|MRT
station,full_sample,all,training,GNB,SEN|SLE|GIN|LBR|MRT|MLI|CIV|BFA
station,full_sample,all,training,KEN,UGA|TZA|RWA|BDI|SOM|ETH|MWI|COD
station,full_sample,all,training,LSO,ZAF|BWA|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,full_sample,all,training,LBR,GIN|SLE|CIV|GNB|MLI|BFA|SEN|GHA
station,full_sample,all,training,LBY,TUN|GRC|ALB|MNE|DZA|ITA|MKD|BIH
station,full_sample,all,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|BWA|ZAF
station,full_sample,all,training,MWI,MOZ|ZWE|ZMB|TZA|BDI|SWZ|MDG|BWA
station,full_sample,all,training,MLI,BFA|GIN|CIV|LBR|SLE|TGO|GHA|GNB
station,full_sample,all,training,MRT,SEN|GNB|SLE|GIN|MLI|LBR|BFA|CIV
station,full_sample,all,training,MAR,ESP|PRT|DZA|TUN|FRA|CHE|MRT|ITA
station,full_sample,all,training,MOZ,MWI|ZWE|SWZ|ZMB|BWA|MDG|ZAF|LSO
station,full_sample,all,training,NAM,BWA|ZAF|AGO|LSO|ZWE|ZMB|SWZ|MOZ
station,full_sample,all,training,NER,NGA|BEN|TGO|CMR|BFA|GHA|GNQ|TCD
station,full_sample,all,training,NGA,BEN|CMR|GNQ|NER|TGO|GHA|GAB|BFA
station,full_sample,all,training,RWA,BDI|UGA|TZA|COD|KEN|ZMB|CAF|MWI
station,full_sample,all,training,SEN,GNB|MRT|SLE|GIN|LBR|MLI|CIV|BFA
station,full_sample,all,training,SLE,GIN|LBR|GNB|CIV|MLI|SEN|BFA|MRT
station,full_sample,all,training,SOM,ETH|DJI|YEM|KEN|UGA|ERI|TZA|SDN
station,full_sample,all,training,ZAF,LSO|BWA|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,full_sample,all,training,SDN,ETH|ERI|DJI|UGA|YEM|KEN|SOM|SAU
station,full_sample,all,training,SWZ,ZAF|LSO|BWA|MOZ|ZWE|MWI|ZMB|NAM
station,full_sample,all,training,TZA,KEN|BDI|RWA|UGA|MWI|ZMB|COD|SOM
station,full_sample,all,training,TGO,BEN|GHA|BFA|NGA|CIV|NER|MLI|GNQ
station,full_sample,all,training,TUN,DZA|LBY|ITA|ALB|MNE|BIH|HRV|SVN
station,full_sample,all,training,UGA,KEN|RWA|BDI|TZA|ETH|SDN|SOM|COD
station,full_sample,all,training,ZMB,ZWE|MWI|MOZ|BDI|TZA|COD|BWA|RWA
station,full_sample,all,training,ZWE,MOZ|ZMB|MWI|BWA|SWZ|ZAF|LSO|NAM
station,full_sample,all,training,AFG,PAK|TJK|UZB|TKM|IRN|ARE|KAZ|IND
station,full_sample,all,training,ARM,GEO|AZE|IRQ|IRN|TUR|SYR|LBN|JOR
station,full_sample,all,training,AZE,ARM|GEO|IRQ|IRN|TKM|SYR|TUR|LBN
station,full_sample,all,training,BGD,NPL|MMR|IND|LAO|THA|PAK|LKA|VNM
station,full_sample,all,training,MMR,THA|LAO|BGD|KHM|VNM|NPL|IND|MYS
station,full_sample,all,training,KHM,VNM|THA|LAO|MYS|MMR|PHL|IDN|BGD
station,full_sample,all,training,CHN,KOR|TWN|MNG|LAO|JPN|VNM|PHL|MMR
station,full_sample,all,training,GEO,ARM|AZE|IRQ|IRN|TUR|SYR|LBN|JOR
station,full_sample,all,training,IND,NPL|BGD|PAK|LKA|AFG|MMR|TJK|UZB
station,full_sample,all,training,IDN,MYS|KHM|VNM|THA|PHL|LAO|MMR|LKA
station,full_sample,all,training,IRN,IRQ|AZE|ARM|GEO|TKM|QAT|ARE|SYR
station,full_sample,all,training,IRQ,ARM|GEO|IRN|SYR|AZE|LBN|JOR|ISR
station,full_sample,all,training,ISR,JOR|LBN|SYR|CYP|EGY|TUR|IRQ|GRC
station,full_sample,all,training,JPN,KOR|TWN|CHN|MNG|PHL|VNM|LAO|KHM
station,full_sample,all,training,JOR,ISR|LBN|SYR|CYP|EGY|TUR|IRQ|GRC
station,full_sample,all,training,KAZ,UZB|TJK|RUS|TKM|AFG|AZE|PAK|ARM
station,full_sample,all,training,LAO,THA|VNM|MMR|KHM|BGD|MYS|TWN|NPL
station,full_sample,all,training,LBN,JOR|SYR|CYP|ISR|TUR|EGY|IRQ|GRC
station,full_sample,all,training,MYS,KHM|IDN|VNM|THA|LAO|MMR|PHL|LKA
station,full_sample,all,training,MNG,CHN|KOR|JPN|TWN|KAZ|NPL|BGD|TJK
station,full_sample,all,training,NPL,BGD|IND|PAK|MMR|AFG|TJK|LAO|UZB
station,full_sample,all,training,OMN,ARE|QAT|YEM|DJI|SAU|ERI|SOM|ETH
station,full_sample,all,training,PAK,AFG|TJK|UZB|IND|NPL|TKM|ARE|BGD
station,full_sample,all,training,PHL,TWN|VNM|KHM|MYS|LAO|THA|IDN|CHN
station,full_sample,all,training,QAT,ARE|OMN|SAU|IRN|IRQ|YEM|ERI|DJI
station,full_sample,all,training,SAU,ERI|QAT|YEM|DJI|ISR|EGY|JOR|ARE
station,full_sample,all,training,KOR,JPN|CHN|TWN|MNG|PHL|LAO|VNM|KHM
station,full_sample,all,training,LKA,IND|BGD|MMR|NPL|THA|PAK|LAO|KHM
station,full_sample,all,training,SYR,LBN|JOR|CYP|ISR|TUR|IRQ|EGY|ARM
station,full_sample,all,training,TWN,CHN|PHL|KOR|VNM|LAO|JPN|KHM|THA
station,full_sample,all,training,TJK,UZB|AFG|TKM|KAZ|PAK|AZE|IRN|RUS
station,full_sample,all,training,THA,KHM|LAO|VNM|MMR|MYS|BGD|NPL|LKA
station,full_sample,all,training,TUR,CYP|SYR|LBN|JOR|ISR|BGR|GRC|ARM
station,full_sample,all,training,TKM,UZB|TJK|AFG|AZE|IRN|KAZ|PAK|ARM
station,full_sample,all,training,ARE,QAT|OMN|IRN|SAU|IRQ|AFG|YEM|TKM
station,full_sample,all,training,UZB,TJK|TKM|AFG|KAZ|PAK|AZE|IRN|RUS
station,full_sample,all,training,VNM,KHM|LAO|THA|MYS|MMR|PHL|TWN|BGD
station,full_sample,all,training,YEM,DJI|ERI|ETH|OMN|SAU|SOM|SDN|QAT
station,full_sample,all,training,ALB,MNE|MKD|SRB|BIH|GRC|HRV|ITA|BGR
station,full_sample,all,training,AUT,SVN|CZE|HRV|SVK|HUN|DEU|POL|CHE
station,full_sample,all,training,BLR,LTU|LVA|UKR|POL|MDA|EST|SVK|ROU
station,full_sample,all,training,BEL,NLD|DEU|FRA|GBR|CHE|DNK|AUT|IRL
station,full_sample,all,training,BIH,MNE|SRB|HRV|SVN|ALB|MKD|HUN|ITA
station,full_sample,all,training,BGR,ROU|MKD|SRB|MNE|MDA|GRC|ALB|HUN
station,full_sample,all,training,HRV,SVN|BIH|AUT|ITA|HUN|MNE|SRB|SVK
station,full_sample,all,training,CYP,LBN|JOR|SYR|ISR|TUR|EGY|GRC|IRQ
station,full_sample,all,training,CZE,POL|AUT|SVK|HUN|SVN|DEU|HRV|BIH
station,full_sample,all,training,DNK,SWE|NOR|NLD|DEU|POL|BEL|LTU|CZE
station,full_sample,all,training,EST,LVA|FIN|LTU|SWE|BLR|POL|DNK|NOR
station,full_sample,all,training,FIN,EST|SWE|LVA|LTU|NOR|DNK|BLR|POL
station,full_sample,all,training,FRA,CHE|BEL|DEU|NLD|GBR|ITA|AUT|SVN
station,full_sample,all,training,DEU,NLD|BEL|CHE|AUT|CZE|DNK|FRA|POL
station,full_sample,all,training,GRC,ALB|MKD|BGR|MNE|SRB|BIH|TUR|ROU
station,full_sample,all,training,HUN,SVK|BIH|SRB|SVN|HRV|CZE|AUT|ROU
station,full_sample,all,training,ISL,NOR|IRL|GBR|DNK|SWE|NLD|BEL|FIN
station,full_sample,all,training,IRL,GBR|BEL|NLD|FRA|DEU|DNK|NOR|CHE
station,full_sample,all,training,ITA,HRV|SVN|BIH|CHE|AUT|MNE|ALB|SRB
station,full_sample,all,training,LVA,LTU|EST|BLR|FIN|SWE|POL|DNK|CZE
station,full_sample,all,training,LTU,LVA|EST|BLR|POL|SWE|FIN|CZE|DNK
station,full_sample,all,training,MKD,SRB|MNE|ALB|BGR|BIH|ROU|HUN|GRC
station,full_sample,all,training,MDA,UKR|ROU|BGR|BLR|SVK|HUN|SRB|MKD
station,full_sample,all,training,MNE,SRB|MKD|ALB|BIH|HRV|HUN|SVN|BGR
station,full_sample,all,training,NLD,BEL|DEU|GBR|DNK|CHE|FRA|AUT|CZE
station,full_sample,all,training,NOR,SWE|DNK|FIN|NLD|GBR|EST|LTU|DEU
station,full_sample,all,training,POL,CZE|SVK|HUN|AUT|LTU|BLR|LVA|DEU
station,full_sample,all,training,PRT,ESP|MAR|DZA|FRA|IRL|CHE|GBR|BEL
station,full_sample,all,training,ROU,MDA|BGR|SRB|HUN|MKD|SVK|UKR|MNE
station,full_sample,all,training,RUS,KAZ|AZE|TKM|ARM|GEO|UZB|TJK|UKR
station,full_sample,all,training,SRB,MKD|MNE|BIH|ALB|HUN|BGR|ROU|HRV
station,full_sample,all,training,SVK,HUN|CZE|POL|AUT|SVN|ROU|HRV|BIH
station,full_sample,all,training,SVN,HRV|AUT|BIH|ITA|HUN|SVK|CZE|MNE
station,full_sample,all,training,ESP,PRT|MAR|DZA|FRA|CHE|TUN|BEL|ITA
station,full_sample,all,training,SWE,DNK|NOR|FIN|LTU|EST|LVA|POL|NLD
station,full_sample,all,training,CHE,FRA|DEU|BEL|AUT|ITA|SVN|NLD|HRV
station,full_sample,all,training,UKR,MDA|BLR|ROU|BGR|SVK|HUN|LVA|LTU
station,full_sample,all,training,GBR,IRL|BEL|NLD|FRA|DEU|DNK|CHE|NOR
station,full_sample,all,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|CRI
station,full_sample,all,training,CAN,USA|BHS|MEX|CUB|JAM|HTI|GTM|HND
station,full_sample,all,training,CRI,NIC|PAN|HND|SLV|GTM|COL|JAM|CUB
station,full_sample,all,training,CUB,JAM|BHS|HTI|DOM|HND|NIC|CRI|PAN
station,full_sample,all,training,DOM,HTI|JAM|CUB|VEN|BHS|COL|PAN|CRI
station,full_sample,all,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|MEX
station,full_sample,all,training,GTM,SLV|HND|NIC|CRI|MEX|PAN|CUB|JAM
station,full_sample,all,training,HTI,DOM|JAM|CUB|BHS|VEN|PAN|COL|CRI
station,full_sample,all,training,HND,SLV|NIC|GTM|CRI|PAN|CUB|JAM|BHS
station,full_sample,all,training,JAM,CUB|HTI|BHS|DOM|PAN|HND|CRI|NIC
station,full_sample,all,training,MEX,GTM|SLV|USA|HND|NIC|CRI|CUB|BHS
station,full_sample,all,training,NIC,CRI|HND|SLV|GTM|PAN|JAM|CUB|COL
station,full_sample,all,training,PAN,CRI|COL|NIC|HND|JAM|SLV|ECU|GTM
station,full_sample,all,training,USA,CAN|MEX|BHS|GTM|CUB|HND|SLV|JAM
station,full_sample,all,training,AUS,PNG|NZL|IDN|PHL|MYS|KHM|VNM|TWN
station,full_sample,all,training,NZL,AUS|PNG|IDN|PHL|MYS|TWN|KHM|JPN
station,full_sample,all,training,PNG,AUS|PHL|IDN|NZL|TWN|MYS|JPN|VNM
station,full_sample,all,training,ARG,URY|CHL|PRY|BOL|BRA|PER|ECU|SUR
station,full_sample,all,training,BOL,PRY|PER|ARG|CHL|URY|BRA|ECU|COL
station,full_sample,all,training,BRA,PRY|URY|BOL|ARG|SUR|CHL|PER|VEN
station,full_sample,all,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
station,full_sample,all,training,COL,PAN|VEN|ECU|CRI|JAM|NIC|HTI|DOM
station,full_sample,all,training,ECU,COL|PER|PAN|CRI|NIC|VEN|HND|SLV
station,full_sample,all,training,PRY,URY|ARG|BOL|BRA|CHL|PER|SUR|ECU
station,full_sample,all,training,PER,ECU|BOL|COL|PAN|VEN|CRI|PRY|CHL
station,full_sample,all,training,SUR,VEN|DOM|COL|HTI|JAM|PAN|ECU|BRA
station,full_sample,all,training,URY,ARG|PRY|CHL|BOL|BRA|PER|ECU|SUR
station,full_sample,all,training,VEN,COL|DOM|HTI|JAM|PAN|SUR|CUB|CRI
station,primary_loco,DZA,training,AGO,COG|NAM|COD|ZMB|GAB|GNQ|ZWE|CAF
station,primary_loco,DZA,training,BEN,TGO|GHA|NGA|BFA|CIV|GNQ|CMR|GAB
station,primary_loco,DZA,training,BWA,ZAF|LSO|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,primary_loco,DZA,training,BFA,TGO|CIV|GHA|BEN|GIN|LBR|SLE|NGA
station,primary_loco,DZA,training,BDI,RWA|TZA|COD|UGA|KEN|ZMB|MWI|CAF
station,primary_loco,DZA,training,CMR,GNQ|NGA|GAB|CAF|BEN|TGO|COG|GHA
station,primary_loco,DZA,training,CAF,CMR|COG|GNQ|COD|GAB|NGA|RWA|BDI
station,primary_loco,DZA,training,COG,GAB|COD|AGO|CAF|GNQ|CMR|BDI|RWA
station,primary_loco,DZA,training,COD,BDI|RWA|COG|CAF|ZMB|UGA|AGO|TZA
station,primary_loco,DZA,training,CIV,GHA|LBR|BFA|GIN|TGO|SLE|BEN|GNB
station,primary_loco,DZA,training,DJI,YEM|ETH|ERI|SOM|SDN|SAU|OMN|UGA
station,primary_loco,DZA,training,EGY,ISR|JOR|CYP|LBN|SYR|TUR|GRC|SAU
station,primary_loco,DZA,training,GNQ,GAB|CMR|NGA|CAF|BEN|COG|TGO|GHA
station,primary_loco,DZA,training,ERI,DJI|YEM|ETH|SDN|SAU|SOM|OMN|UGA
station,primary_loco,DZA,training,ETH,DJI|ERI|SDN|YEM|SOM|UGA|KEN|SAU
station,primary_loco,DZA,training,GAB,GNQ|CMR|COG|NGA|CAF|BEN|TGO|GHA
station,primary_loco,DZA,training,GHA,TGO|BEN|CIV|BFA|NGA|LBR|GIN|GNQ
station,primary_loco,DZA,training,GIN,SLE|LBR|GNB|CIV|SEN|BFA|GHA|TGO
station,primary_loco,DZA,training,GNB,SEN|SLE|GIN|LBR|CIV|BFA|GHA|TGO
station,primary_loco,DZA,training,KEN,UGA|TZA|RWA|BDI|SOM|ETH|MWI|COD
station,primary_loco,DZA,training,LSO,ZAF|BWA|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,primary_loco,DZA,training,LBR,GIN|SLE|CIV|GNB|BFA|SEN|GHA|TGO
station,primary_loco,DZA,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|BWA|ZAF
station,primary_loco,DZA,training,MWI,MOZ|ZWE|ZMB|TZA|BDI|SWZ|MDG|BWA
station,primary_loco,DZA,training,MOZ,MWI|ZWE|SWZ|ZMB|BWA|MDG|ZAF|LSO
station,primary_loco,DZA,training,NAM,BWA|ZAF|AGO|LSO|ZWE|ZMB|SWZ|MOZ
station,primary_loco,DZA,training,NGA,BEN|CMR|GNQ|TGO|GHA|GAB|BFA|CIV
station,primary_loco,DZA,training,RWA,BDI|UGA|TZA|COD|KEN|ZMB|CAF|MWI
station,primary_loco,DZA,training,SEN,GNB|SLE|GIN|LBR|CIV|BFA|GHA|TGO
station,primary_loco,DZA,training,SLE,GIN|LBR|GNB|CIV|SEN|BFA|GHA|TGO
station,primary_loco,DZA,training,SOM,ETH|DJI|YEM|KEN|UGA|ERI|TZA|SDN
station,primary_loco,DZA,training,ZAF,LSO|BWA|SWZ|ZWE|NAM|MOZ|ZMB|MWI
station,primary_loco,DZA,training,SDN,ETH|ERI|DJI|UGA|YEM|KEN|SOM|SAU
station,primary_loco,DZA,training,SWZ,ZAF|LSO|BWA|MOZ|ZWE|MWI|ZMB|NAM
station,primary_loco,DZA,training,TZA,KEN|BDI|RWA|UGA|MWI|ZMB|COD|SOM
station,primary_loco,DZA,training,TGO,BEN|GHA|BFA|NGA|CIV|GNQ|CMR|LBR
station,primary_loco,DZA,training,UGA,KEN|RWA|BDI|TZA|ETH|SDN|SOM|COD
station,primary_loco,DZA,training,ZMB,ZWE|MWI|MOZ|BDI|TZA|COD|BWA|RWA
station,primary_loco,DZA,training,ZWE,MOZ|ZMB|MWI|BWA|SWZ|ZAF|LSO|NAM
station,primary_loco,DZA,training,AFG,PAK|TJK|UZB|TKM|IRN|ARE|KAZ|IND
station,primary_loco,DZA,training,ARM,GEO|AZE|IRQ|IRN|TUR|SYR|LBN|JOR
station,primary_loco,DZA,training,AZE,ARM|GEO|IRQ|IRN|TKM|SYR|TUR|LBN
station,primary_loco,DZA,training,BGD,NPL|MMR|IND|LAO|THA|PAK|LKA|VNM
station,primary_loco,DZA,training,MMR,THA|LAO|BGD|KHM|VNM|NPL|IND|MYS
station,primary_loco,DZA,training,KHM,VNM|THA|LAO|MYS|MMR|PHL|IDN|BGD
station,primary_loco,DZA,training,CHN,KOR|TWN|MNG|LAO|JPN|VNM|PHL|MMR
station,primary_loco,DZA,training,GEO,ARM|AZE|IRQ|IRN|TUR|SYR|LBN|JOR
station,primary_loco,DZA,training,IND,NPL|BGD|PAK|LKA|AFG|MMR|TJK|UZB
station,primary_loco,DZA,training,IDN,MYS|KHM|VNM|THA|PHL|LAO|MMR|LKA
station,primary_loco,DZA,training,IRN,IRQ|AZE|ARM|GEO|TKM|QAT|ARE|SYR
station,primary_loco,DZA,training,IRQ,ARM|GEO|IRN|SYR|AZE|LBN|JOR|ISR
station,primary_loco,DZA,training,ISR,JOR|LBN|SYR|CYP|EGY|TUR|IRQ|GRC
station,primary_loco,DZA,training,JPN,KOR|TWN|CHN|MNG|PHL|VNM|LAO|KHM
station,primary_loco,DZA,training,JOR,ISR|LBN|SYR|CYP|EGY|TUR|IRQ|GRC
station,primary_loco,DZA,training,KAZ,UZB|TJK|RUS|TKM|AFG|AZE|PAK|ARM
station,primary_loco,DZA,training,LAO,THA|VNM|MMR|KHM|BGD|MYS|TWN|NPL
station,primary_loco,DZA,training,LBN,JOR|SYR|CYP|ISR|TUR|EGY|IRQ|GRC
station,primary_loco,DZA,training,MYS,KHM|IDN|VNM|THA|LAO|MMR|PHL|LKA
station,primary_loco,DZA,training,MNG,CHN|KOR|JPN|TWN|KAZ|NPL|BGD|TJK
station,primary_loco,DZA,training,NPL,BGD|IND|PAK|MMR|AFG|TJK|LAO|UZB
station,primary_loco,DZA,training,OMN,ARE|QAT|YEM|DJI|SAU|ERI|SOM|ETH
station,primary_loco,DZA,training,PAK,AFG|TJK|UZB|IND|NPL|TKM|ARE|BGD
station,primary_loco,DZA,training,PHL,TWN|VNM|KHM|MYS|LAO|THA|IDN|CHN
station,primary_loco,DZA,training,QAT,ARE|OMN|SAU|IRN|IRQ|YEM|ERI|DJI
station,primary_loco,DZA,training,SAU,ERI|QAT|YEM|DJI|ISR|EGY|JOR|ARE
station,primary_loco,DZA,training,KOR,JPN|CHN|TWN|MNG|PHL|LAO|VNM|KHM
station,primary_loco,DZA,training,LKA,IND|BGD|MMR|NPL|THA|PAK|LAO|KHM
station,primary_loco,DZA,training,SYR,LBN|JOR|CYP|ISR|TUR|IRQ|EGY|ARM
station,primary_loco,DZA,training,TWN,CHN|PHL|KOR|VNM|LAO|JPN|KHM|THA
station,primary_loco,DZA,training,TJK,UZB|AFG|TKM|KAZ|PAK|AZE|IRN|RUS
station,primary_loco,DZA,training,THA,KHM|LAO|VNM|MMR|MYS|BGD|NPL|LKA
station,primary_loco,DZA,training,TUR,CYP|SYR|LBN|JOR|ISR|BGR|GRC|ARM
station,primary_loco,DZA,training,TKM,UZB|TJK|AFG|AZE|IRN|KAZ|PAK|ARM
station,primary_loco,DZA,training,ARE,QAT|OMN|IRN|SAU|IRQ|AFG|YEM|TKM
station,primary_loco,DZA,training,UZB,TJK|TKM|AFG|KAZ|PAK|AZE|IRN|RUS
station,primary_loco,DZA,training,VNM,KHM|LAO|THA|MYS|MMR|PHL|TWN|BGD
station,primary_loco,DZA,training,YEM,DJI|ERI|ETH|OMN|SAU|SOM|SDN|QAT
station,primary_loco,DZA,training,ALB,MNE|MKD|SRB|BIH|GRC|HRV|BGR|SVN
station,primary_loco,DZA,training,AUT,SVN|CZE|HRV|SVK|HUN|DEU|POL|CHE
station,primary_loco,DZA,training,BLR,LTU|LVA|UKR|POL|MDA|EST|SVK|ROU
station,primary_loco,DZA,training,BEL,NLD|DEU|GBR|CHE|DNK|AUT|IRL|CZE
station,primary_loco,DZA,training,BIH,MNE|SRB|HRV|SVN|ALB|MKD|HUN|SVK
station,primary_loco,DZA,training,BGR,ROU|MKD|SRB|MNE|MDA|GRC|ALB|HUN
station,primary_loco,DZA,training,HRV,SVN|BIH|AUT|HUN|MNE|SRB|SVK|CZE
station,primary_loco,DZA,training,CYP,LBN|JOR|SYR|ISR|TUR|EGY|GRC|IRQ
station,primary_loco,DZA,training,CZE,POL|AUT|SVK|HUN|SVN|DEU|HRV|BIH
station,primary_loco,DZA,training,DNK,SWE|NOR|NLD|DEU|POL|BEL|LTU|CZE
station,primary_loco,DZA,training,EST,LVA|FIN|LTU|SWE|BLR|POL|DNK|NOR
station,primary_loco,DZA,training,FIN,EST|SWE|LVA|LTU|NOR|DNK|BLR|POL
station,primary_loco,DZA,training,DEU,NLD|BEL|CHE|AUT|CZE|DNK|POL|SVN
station,primary_loco,DZA,training,GRC,ALB|MKD|BGR|MNE|SRB|BIH|TUR|ROU
station,primary_loco,DZA,training,HUN,SVK|BIH|SRB|SVN|HRV|CZE|AUT|ROU
station,primary_loco,DZA,training,ISL,NOR|IRL|GBR|DNK|SWE|NLD|BEL|FIN
station,primary_loco,DZA,training,IRL,GBR|BEL|NLD|DEU|DNK|NOR|CHE|PRT
station,primary_loco,DZA,training,LVA,LTU|EST|BLR|FIN|SWE|POL|DNK|CZE
station,primary_loco,DZA,training,LTU,LVA|EST|BLR|POL|SWE|FIN|CZE|DNK
station,primary_loco,DZA,training,MKD,SRB|MNE|ALB|BGR|BIH|ROU|HUN|GRC
station,primary_loco,DZA,training,MDA,UKR|ROU|BGR|BLR|SVK|HUN|SRB|MKD
station,primary_loco,DZA,training,MNE,SRB|MKD|ALB|BIH|HRV|HUN|SVN|BGR
station,primary_loco,DZA,training,NLD,BEL|DEU|GBR|DNK|CHE|AUT|CZE|IRL
station,primary_loco,DZA,training,NOR,SWE|DNK|FIN|NLD|GBR|EST|LTU|DEU
station,primary_loco,DZA,training,POL,CZE|SVK|HUN|AUT|LTU|BLR|LVA|DEU
station,primary_loco,DZA,training,PRT,IRL|CHE|GBR|BEL|NLD|DEU|SVN|AUT
station,primary_loco,DZA,training,ROU,MDA|BGR|SRB|HUN|MKD|SVK|UKR|MNE
station,primary_loco,DZA,training,RUS,KAZ|AZE|TKM|ARM|GEO|UZB|TJK|UKR
station,primary_loco,DZA,training,SRB,MKD|MNE|BIH|ALB|HUN|BGR|ROU|HRV
station,primary_loco,DZA,training,SVK,HUN|CZE|POL|AUT|SVN|ROU|HRV|BIH
station,primary_loco,DZA,training,SVN,HRV|AUT|BIH|HUN|SVK|CZE|MNE|SRB
station,primary_loco,DZA,training,SWE,DNK|NOR|FIN|LTU|EST|LVA|POL|NLD
station,primary_loco,DZA,training,CHE,DEU|BEL|AUT|SVN|NLD|HRV|CZE|BIH
station,primary_loco,DZA,training,UKR,MDA|BLR|ROU|BGR|SVK|HUN|LVA|LTU
station,primary_loco,DZA,training,GBR,IRL|BEL|NLD|DEU|DNK|CHE|NOR|AUT
station,primary_loco,DZA,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|CRI
station,primary_loco,DZA,training,CAN,USA|BHS|MEX|CUB|JAM|HTI|GTM|HND
station,primary_loco,DZA,training,CRI,NIC|PAN|HND|SLV|GTM|COL|JAM|CUB
station,primary_loco,DZA,training,CUB,JAM|BHS|HTI|DOM|HND|NIC|CRI|PAN
station,primary_loco,DZA,training,DOM,HTI|JAM|CUB|VEN|BHS|COL|PAN|CRI
station,primary_loco,DZA,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|MEX
station,primary_loco,DZA,training,GTM,SLV|HND|NIC|CRI|MEX|PAN|CUB|JAM
station,primary_loco,DZA,training,HTI,DOM|JAM|CUB|BHS|VEN|PAN|COL|CRI
station,primary_loco,DZA,training,HND,SLV|NIC|GTM|CRI|PAN|CUB|JAM|BHS
station,primary_loco,DZA,training,JAM,CUB|HTI|BHS|DOM|PAN|HND|CRI|NIC
station,primary_loco,DZA,training,MEX,GTM|SLV|USA|HND|NIC|CRI|CUB|BHS
station,primary_loco,DZA,training,NIC,CRI|HND|SLV|GTM|PAN|JAM|CUB|COL
station,primary_loco,DZA,training,PAN,CRI|COL|NIC|HND|JAM|SLV|ECU|GTM
station,primary_loco,DZA,training,USA,CAN|MEX|BHS|GTM|CUB|HND|SLV|JAM
station,primary_loco,DZA,training,AUS,PNG|NZL|IDN|PHL|MYS|KHM|VNM|TWN
station,primary_loco,DZA,training,NZL,AUS|PNG|IDN|PHL|MYS|TWN|KHM|JPN
station,primary_loco,DZA,training,PNG,AUS|PHL|IDN|NZL|TWN|MYS|JPN|VNM
station,primary_loco,DZA,training,ARG,URY|CHL|PRY|BOL|BRA|PER|ECU|SUR
station,primary_loco,DZA,training,BOL,PRY|PER|ARG|CHL|URY|BRA|ECU|COL
station,primary_loco,DZA,training,BRA,PRY|URY|BOL|ARG|SUR|CHL|PER|VEN
station,primary_loco,DZA,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
station,primary_loco,DZA,training,COL,PAN|VEN|ECU|CRI|JAM|NIC|HTI|DOM
station,primary_loco,DZA,training,ECU,COL|PER|PAN|CRI|NIC|VEN|HND|SLV
station,primary_loco,DZA,training,PRY,URY|ARG|BOL|BRA|CHL|PER|SUR|ECU
station,primary_loco,DZA,training,PER,ECU|BOL|COL|PAN|VEN|CRI|PRY|CHL
station,primary_loco,DZA,training,SUR,VEN|DOM|COL|HTI|JAM|PAN|ECU|BRA
