representation,model,iso3,column,group,value
primary_total_co2,M2,PAN,spatial_block=North America,geography,1.0
primary_total_co2,M2,USA,spatial_block=North America,geography,1.0
primary_total_co2,M2,AUS,spatial_block=North America,geography,0.0
primary_total_co2,M2,NZL,spatial_block=North America,geography,0.0
primary_total_co2,M2,PNG,spatial_block=North America,geography,0.0
primary_total_co2,M2,ARG,spatial_block=North America,geography,0.0
primary_total_co2,M2,BOL,spatial_block=North America,geography,0.0
primary_total_co2,M2,BRA,spatial_block=North America,geography,0.0
primary_total_co2,M2,CHL,spatial_block=North America,geography,0.0
primary_total_co2,M2,COL,spatial_block=North America,geography,0.0
primary_total_co2,M2,ECU,spatial_block=North America,geography,0.0
primary_total_co2,M2,PRY,spatial_block=North America,geography,0.0
primary_total_co2,M2,PER,spatial_block=North America,geography,0.0
primary_total_co2,M2,SUR,spatial_block=North America,geography,0.0
primary_total_co2,M2,URY,spatial_block=North America,geography,0.0
primary_total_co2,M2,VEN,spatial_block=North America,geography,0.0
primary_total_co2,M2,DZA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,AGO,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BEN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BWA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BFA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BDI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CMR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CAF,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TCD,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,COG,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,COD,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CIV,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,DJI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,EGY,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GNQ,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ERI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ETH,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GAB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GHA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GIN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GNB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,KEN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LSO,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LBR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LBY,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MDG,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MWI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MLI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MRT,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MAR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MOZ,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NAM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NER,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NGA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,RWA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SEN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SLE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SOM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ZAF,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SDN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SWZ,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TZA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TGO,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TUN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,UGA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ZMB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ZWE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,AFG,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ARM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,AZE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BGD,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MMR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,KHM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CHN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GEO,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,IND,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,IDN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,IRN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,IRQ,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ISR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,JPN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,JOR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,KAZ,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LAO,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LBN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MYS,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MNG,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NPL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,OMN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PAK,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PHL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,QAT,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SAU,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,KOR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LKA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SYR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TWN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TJK,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,THA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TUR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,TKM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ARE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,UZB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,VNM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,YEM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ALB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,AUT,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BLR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BEL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BIH,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BGR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,HRV,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CYP,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CZE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,DNK,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,EST,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,FIN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,FRA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,DEU,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GRC,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,HUN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ISL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,IRL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ITA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LVA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,LTU,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MKD,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MDA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MNE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NLD,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NOR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,POL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PRT,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ROU,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,RUS,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SRB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SVK,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SVN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ESP,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SWE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CHE,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,UKR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GBR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BHS,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CAN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CRI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CUB,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,DOM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SLV,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,GTM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,HTI,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,HND,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,JAM,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,MEX,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,NIC,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PAN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,USA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,AUS,spatial_block=Oceania,geography,1.0
primary_total_co2,M2,NZL,spatial_block=Oceania,geography,1.0
primary_total_co2,M2,PNG,spatial_block=Oceania,geography,1.0
primary_total_co2,M2,ARG,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BOL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,BRA,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,CHL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,COL,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,ECU,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PRY,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,PER,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,SUR,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,URY,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,VEN,spatial_block=Oceania,geography,0.0
primary_total_co2,M2,DZA,spatial_block=South America,geography,0.0
primary_total_co2,M2,AGO,spatial_block=South America,geography,0.0
primary_total_co2,M2,BEN,spatial_block=South America,geography,0.0
primary_total_co2,M2,BWA,spatial_block=South America,geography,0.0
primary_total_co2,M2,BFA,spatial_block=South America,geography,0.0
primary_total_co2,M2,BDI,spatial_block=South America,geography,0.0
primary_total_co2,M2,CMR,spatial_block=South America,geography,0.0
primary_total_co2,M2,CAF,spatial_block=South America,geography,0.0
primary_total_co2,M2,TCD,spatial_block=South America,geography,0.0
primary_total_co2,M2,COG,spatial_block=South America,geography,0.0
primary_total_co2,M2,COD,spatial_block=South America,geography,0.0
primary_total_co2,M2,CIV,spatial_block=South America,geography,0.0
primary_total_co2,M2,DJI,spatial_block=South America,geography,0.0
primary_total_co2,M2,EGY,spatial_block=South America,geography,0.0
primary_total_co2,M2,GNQ,spatial_block=South America,geography,0.0
primary_total_co2,M2,ERI,spatial_block=South America,geography,0.0
primary_total_co2,M2,ETH,spatial_block=South America,geography,0.0
primary_total_co2,M2,GAB,spatial_block=South America,geography,0.0
primary_total_co2,M2,GHA,spatial_block=South America,geography,0.0
primary_total_co2,M2,GIN,spatial_block=South America,geography,0.0
primary_total_co2,M2,GNB,spatial_block=South America,geography,0.0
primary_total_co2,M2,KEN,spatial_block=South America,geography,0.0
primary_total_co2,M2,LSO,spatial_block=South America,geography,0.0
primary_total_co2,M2,LBR,spatial_block=South America,geography,0.0
primary_total_co2,M2,LBY,spatial_block=South America,geography,0.0
primary_total_co2,M2,MDG,spatial_block=South America,geography,0.0
primary_total_co2,M2,MWI,spatial_block=South America,geography,0.0
primary_total_co2,M2,MLI,spatial_block=South America,geography,0.0
primary_total_co2,M2,MRT,spatial_block=South America,geography,0.0
primary_total_co2,M2,MAR,spatial_block=South America,geography,0.0
primary_total_co2,M2,MOZ,spatial_block=South America,geography,0.0
primary_total_co2,M2,NAM,spatial_block=South America,geography,0.0
primary_total_co2,M2,NER,spatial_block=South America,geography,0.0
primary_total_co2,M2,NGA,spatial_block=South America,geography,0.0
primary_total_co2,M2,RWA,spatial_block=South America,geography,0.0
primary_total_co2,M2,SEN,spatial_block=South America,geography,0.0
primary_total_co2,M2,SLE,spatial_block=South America,geography,0.0
primary_total_co2,M2,SOM,spatial_block=South America,geography,0.0
primary_total_co2,M2,ZAF,spatial_block=South America,geography,0.0
primary_total_co2,M2,SDN,spatial_block=South America,geography,0.0
primary_total_co2,M2,SWZ,spatial_block=South America,geography,0.0
primary_total_co2,M2,TZA,spatial_block=South America,geography,0.0
primary_total_co2,M2,TGO,spatial_block=South America,geography,0.0
primary_total_co2,M2,TUN,spatial_block=South America,geography,0.0
primary_total_co2,M2,UGA,spatial_block=South America,geography,0.0
primary_total_co2,M2,ZMB,spatial_block=South America,geography,0.0
primary_total_co2,M2,ZWE,spatial_block=South America,geography,0.0
primary_total_co2,M2,AFG,spatial_block=South America,geography,0.0
primary_total_co2,M2,ARM,spatial_block=South America,geography,0.0
primary_total_co2,M2,AZE,spatial_block=South America,geography,0.0
primary_total_co2,M2,BGD,spatial_block=South America,geography,0.0
primary_total_co2,M2,MMR,spatial_block=South America,geography,0.0
primary_total_co2,M2,KHM,spatial_block=South America,geography,0.0
primary_total_co2,M2,CHN,spatial_block=South America,geography,0.0
primary_total_co2,M2,GEO,spatial_block=South America,geography,0.0
primary_total_co2,M2,IND,spatial_block=South America,geography,0.0
primary_total_co2,M2,IDN,spatial_block=South America,geography,0.0
primary_total_co2,M2,IRN,spatial_block=South America,geography,0.0
primary_total_co2,M2,IRQ,spatial_block=South America,geography,0.0
primary_total_co2,M2,ISR,spatial_block=South America,geography,0.0
primary_total_co2,M2,JPN,spatial_block=South America,geography,0.0
primary_total_co2,M2,JOR,spatial_block=South America,geography,0.0
primary_total_co2,M2,KAZ,spatial_block=South America,geography,0.0
primary_total_co2,M2,LAO,spatial_block=South America,geography,0.0
primary_total_co2,M2,LBN,spatial_block=South America,geography,0.0
primary_total_co2,M2,MYS,spatial_block=South America,geography,0.0
primary_total_co2,M2,MNG,spatial_block=South America,geography,0.0
primary_total_co2,M2,NPL,spatial_block=South America,geography,0.0
primary_total_co2,M2,OMN,spatial_block=South America,geography,0.0
primary_total_co2,M2,PAK,spatial_block=South America,geography,0.0
primary_total_co2,M2,PHL,spatial_block=South America,geography,0.0
primary_total_co2,M2,QAT,spatial_block=South America,geography,0.0
primary_total_co2,M2,SAU,spatial_block=South America,geography,0.0
primary_total_co2,M2,KOR,spatial_block=South America,geography,0.0
primary_total_co2,M2,LKA,spatial_block=South America,geography,0.0
primary_total_co2,M2,SYR,spatial_block=South America,geography,0.0
primary_total_co2,M2,TWN,spatial_block=South America,geography,0.0
primary_total_co2,M2,TJK,spatial_block=South America,geography,0.0
primary_total_co2,M2,THA,spatial_block=South America,geography,0.0
primary_total_co2,M2,TUR,spatial_block=South America,geography,0.0
primary_total_co2,M2,TKM,spatial_block=South America,geography,0.0
primary_total_co2,M2,ARE,spatial_block=South America,geography,0.0
primary_total_co2,M2,UZB,spatial_block=South America,geography,0.0
primary_total_co2,M2,VNM,spatial_block=South America,geography,0.0
primary_total_co2,M2,YEM,spatial_block=South America,geography,0.0
primary_total_co2,M2,ALB,spatial_block=South America,geography,0.0
primary_total_co2,M2,AUT,spatial_block=South America,geography,0.0
primary_total_co2,M2,BLR,spatial_block=South America,geography,0.0
primary_total_co2,M2,BEL,spatial_block=South America,geography,0.0
primary_total_co2,M2,BIH,spatial_block=South America,geography,0.0
primary_total_co2,M2,BGR,spatial_block=South America,geography,0.0
primary_total_co2,M2,HRV,spatial_block=South America,geography,0.0
primary_total_co2,M2,CYP,spatial_block=South America,geography,0.0
primary_total_co2,M2,CZE,spatial_block=South America,geography,0.0
primary_total_co2,M2,DNK,spatial_block=South America,geography,0.0
primary_total_co2,M2,EST,spatial_block=South America,geography,0.0
primary_total_co2,M2,FIN,spatial_block=South America,geography,0.0
primary_total_co2,M2,FRA,spatial_block=South America,geography,0.0
primary_total_co2,M2,DEU,spatial_block=South America,geography,0.0
primary_total_co2,M2,GRC,spatial_block=South America,geography,0.0
primary_total_co2,M2,HUN,spatial_block=South America,geography,0.0
primary_total_co2,M2,ISL,spatial_block=South America,geography,0.0
primary_total_co2,M2,IRL,spatial_block=South America,geography,0.0
primary_total_co2,M2,ITA,spatial_block=South America,geography,0.0
primary_total_co2,M2,LVA,spatial_block=South America,geography,0.0
primary_total_co2,M2,LTU,spatial_block=South America,geography,0.0
primary_total_co2,M2,MKD,spatial_block=South America,geography,0.0
primary_total_co2,M2,MDA,spatial_block=South America,geography,0.0
primary_total_co2,M2,MNE,spatial_block=South America,geography,0.0
primary_total_co2,M2,NLD,spatial_block=South America,geography,0.0
primary_total_co2,M2,NOR,spatial_block=South America,geography,0.0
primary_total_co2,M2,POL,spatial_block=South America,geography,0.0
primary_total_co2,M2,PRT,spatial_block=South America,geography,0.0
primary_total_co2,M2,ROU,spatial_block=South America,geography,0.0
primary_total_co2,M2,RUS,spatial_block=South America,geography,0.0
primary_total_co2,M2,SRB,spatial_block=South America,geography,0.0
primary_total_co2,M2,SVK,spatial_block=South America,geography,0.0
primary_total_co2,M2,SVN,spatial_block=South America,geography,0.0
primary_total_co2,M2,ESP,spatial_block=South America,geography,0.0
primary_total_co2,M2,SWE,spatial_block=South America,geography,0.0
primary_total_co2,M2,CHE,spatial_block=South America,geography,0.0
primary_total_co2,M2,UKR,spatial_block=South America,geography,0.0
primary_total_co2,M2,GBR,spatial_block=South America,geography,0.0
primary_total_co2,M2,BHS,spatial_block=South America,geography,0.0
primary_total_co2,M2,CAN,spatial_block=South America,geography,0.0
primary_total_co2,M2,CRI,spatial_block=South America,geography,0.0
primary_total_co2,M2,CUB,spatial_block=South America,geography,0.0
primary_total_co2,M2,DOM,spatial_block=South America,geography,0.0
primary_total_co2,M2,SLV,spatial_block=South America,geography,0.0
primary_total_co2,M2,GTM,spatial_block=South America,geography,0.0
primary_total_co2,M2,HTI,spatial_block=South America,geography,0.0
primary_total_co2,M2,HND,spatial_block=South America,geography,0.0
primary_total_co2,M2,JAM,spatial_block=South America,geography,0.0
primary_total_co2,M2,MEX,spatial_block=South America,geography,0.0
primary_total_co2,M2,NIC,spatial_block=South America,geography,0.0
primary_total_co2,M2,PAN,spatial_block=South America,geography,0.0
primary_total_co2,M2,USA,spatial_block=South America,geography,0.0
primary_total_co2,M2,AUS,spatial_block=South America,geography,0.0
primary_total_co2,M2,NZL,spatial_block=South America,geography,0.0
primary_total_co2,M2,PNG,spatial_block=South America,geography,0.0
primary_total_co2,M2,ARG,spatial_block=South America,geography,1.0
primary_total_co2,M2,BOL,spatial_block=South America,geography,1.0
primary_total_co2,M2,BRA,spatial_block=South America,geography,1.0
primary_total_co2,M2,CHL,spatial_block=South America,geography,1.0
primary_total_co2,M2,COL,spatial_block=South America,geography,1.0
primary_total_co2,M2,ECU,spatial_block=South America,geography,1.0
primary_total_co2,M2,PRY,spatial_block=South America,geography,1.0
primary_total_co2,M2,PER,spatial_block=South America,geography,1.0
primary_total_co2,M2,SUR,spatial_block=South America,geography,1.0
primary_total_co2,M2,URY,spatial_block=South America,geography,1.0
primary_total_co2,M2,VEN,spatial_block=South America,geography,1.0
primary_total_co2,M2,DZA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,AGO,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BEN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BWA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BFA,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,BDI,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,CMR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,CAF,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,TCD,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,COG,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,COD,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,CIV,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,DJI,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,EGY,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GNQ,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,ERI,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,ETH,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,GAB,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GHA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GIN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GNB,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,KEN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,LSO,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,LBR,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,LBY,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MDG,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,MWI,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,MLI,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,MRT,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MAR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MOZ,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,NAM,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,NER,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,NGA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,RWA,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,SEN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,SLE,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,SOM,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,ZAF,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,SDN,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,SWZ,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,TZA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,TGO,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,TUN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,UGA,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,ZMB,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,ZWE,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,AFG,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,ARM,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,AZE,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BGD,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MMR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,KHM,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,CHN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GEO,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,IND,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,IDN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,IRN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,IRQ,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,ISR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,JPN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,JOR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,KAZ,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,LAO,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,LBN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MYS,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,MNG,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,NPL,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,OMN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,PAK,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,PHL,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,QAT,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,SAU,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,KOR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,LKA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,SYR,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,TWN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,TJK,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,THA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,TUR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,TKM,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,ARE,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,UZB,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,VNM,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,YEM,income_group=Low-income countries,socioeconomic,1.0
primary_total_co2,M2,ALB,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,AUT,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BLR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BEL,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BIH,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,BGR,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,HRV,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,CYP,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,CZE,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,DNK,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,EST,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,FIN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,FRA,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,DEU,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,GRC,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,HUN,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,ISL,income_group=Low-income countries,socioeconomic,0.0
primary_total_co2,M2,IRL,income_group=Low-income countries,socioeconomic,0.0
