representation,model,iso3,column,group,value
primary_total_co2,M0star,EGY,hemisphere=S,geography,0.0
primary_total_co2,M0star,GNQ,hemisphere=S,geography,0.0
primary_total_co2,M0star,ERI,hemisphere=S,geography,0.0
primary_total_co2,M0star,ETH,hemisphere=S,geography,0.0
primary_total_co2,M0star,GAB,hemisphere=S,geography,0.0
primary_total_co2,M0star,GHA,hemisphere=S,geography,0.0
primary_total_co2,M0star,GIN,hemisphere=S,geography,0.0
primary_total_co2,M0star,GNB,hemisphere=S,geography,0.0
primary_total_co2,M0star,KEN,hemisphere=S,geography,1.0
primary_total_co2,M0star,LSO,hemisphere=S,geography,1.0
primary_total_co2,M0star,LBR,hemisphere=S,geography,0.0
primary_total_co2,M0star,LBY,hemisphere=S,geography,0.0
primary_total_co2,M0star,MDG,hemisphere=S,geography,1.0
primary_total_co2,M0star,MWI,hemisphere=S,geography,1.0
primary_total_co2,M0star,MLI,hemisphere=S,geography,0.0
primary_total_co2,M0star,MRT,hemisphere=S,geography,0.0
primary_total_co2,M0star,MAR,hemisphere=S,geography,0.0
primary_total_co2,M0star,MOZ,hemisphere=S,geography,1.0
primary_total_co2,M0star,NAM,hemisphere=S,geography,1.0
primary_total_co2,M0star,NER,hemisphere=S,geography,0.0
primary_total_co2,M0star,NGA,hemisphere=S,geography,0.0
primary_total_co2,M0star,RWA,hemisphere=S,geography,1.0
primary_total_co2,M0star,SEN,hemisphere=S,geography,0.0
primary_total_co2,M0star,SLE,hemisphere=S,geography,0.0
primary_total_co2,M0star,SOM,hemisphere=S,geography,0.0
primary_total_co2,M0star,ZAF,hemisphere=S,geography,1.0
primary_total_co2,M0star,SDN,hemisphere=S,geography,0.0
primary_total_co2,M0star,SWZ,hemisphere=S,geography,1.0
primary_total_co2,M0star,TZA,hemisphere=S,geography,1.0
primary_total_co2,M0star,TGO,hemisphere=S,geography,0.0
primary_total_co2,M0star,TUN,hemisphere=S,geography,0.0
primary_total_co2,M0star,UGA,hemisphere=S,geography,0.0
primary_total_co2,M0star,ZMB,hemisphere=S,geography,1.0
primary_total_co2,M0star,ZWE,hemisphere=S,geography,1.0
primary_total_co2,M0star,AFG,hemisphere=S,geography,0.0
primary_total_co2,M0star,ARM,hemisphere=S,geography,0.0
primary_total_co2,M0star,AZE,hemisphere=S,geography,0.0
primary_total_co2,M0star,BGD,hemisphere=S,geography,0.0
primary_total_co2,M0star,MMR,hemisphere=S,geography,0.0
primary_total_co2,M0star,KHM,hemisphere=S,geography,0.0
primary_total_co2,M0star,CHN,hemisphere=S,geography,0.0
primary_total_co2,M0star,GEO,hemisphere=S,geography,0.0
primary_total_co2,M0star,IND,hemisphere=S,geography,0.0
primary_total_co2,M0star,IDN,hemisphere=S,geography,1.0
primary_total_co2,M0star,IRN,hemisphere=S,geography,0.0
primary_total_co2,M0star,IRQ,hemisphere=S,geography,0.0
primary_total_co2,M0star,ISR,hemisphere=S,geography,0.0
primary_total_co2,M0star,JPN,hemisphere=S,geography,0.0
primary_total_co2,M0star,JOR,hemisphere=S,geography,0.0
primary_total_co2,M0star,KAZ,hemisphere=S,geography,0.0
primary_total_co2,M0star,LAO,hemisphere=S,geography,0.0
primary_total_co2,M0star,LBN,hemisphere=S,geography,0.0
primary_total_co2,M0star,MYS,hemisphere=S,geography,0.0
primary_total_co2,M0star,MNG,hemisphere=S,geography,0.0
primary_total_co2,M0star,NPL,hemisphere=S,geography,0.0
primary_total_co2,M0star,OMN,hemisphere=S,geography,0.0
primary_total_co2,M0star,PAK,hemisphere=S,geography,0.0
primary_total_co2,M0star,PHL,hemisphere=S,geography,0.0
primary_total_co2,M0star,QAT,hemisphere=S,geography,0.0
primary_total_co2,M0star,SAU,hemisphere=S,geography,0.0
primary_total_co2,M0star,KOR,hemisphere=S,geography,0.0
primary_total_co2,M0star,LKA,hemisphere=S,geography,0.0
primary_total_co2,M0star,SYR,hemisphere=S,geography,0.0
primary_total_co2,M0star,TWN,hemisphere=S,geography,0.0
primary_total_co2,M0star,TJK,hemisphere=S,geography,0.0
primary_total_co2,M0star,THA,hemisphere=S,geography,0.0
primary_total_co2,M0star,TUR,hemisphere=S,geography,0.0
primary_total_co2,M0star,TKM,hemisphere=S,geography,0.0
primary_total_co2,M0star,ARE,hemisphere=S,geography,0.0
primary_total_co2,M0star,UZB,hemisphere=S,geography,0.0
primary_total_co2,M0star,VNM,hemisphere=S,geography,0.0
primary_total_co2,M0star,YEM,hemisphere=S,geography,0.0
primary_total_co2,M0star,ALB,hemisphere=S,geography,0.0
primary_total_co2,M0star,AUT,hemisphere=S,geography,0.0
primary_total_co2,M0star,BLR,hemisphere=S,geography,0.0
primary_total_co2,M0star,BEL,hemisphere=S,geography,0.0
primary_total_co2,M0star,BIH,hemisphere=S,geography,0.0
primary_total_co2,M0star,BGR,hemisphere=S,geography,0.0
primary_total_co2,M0star,HRV,hemisphere=S,geography,0.0
primary_total_co2,M0star,CYP,hemisphere=S,geography,0.0
primary_total_co2,M0star,CZE,hemisphere=S,geography,0.0
primary_total_co2,M0star,DNK,hemisphere=S,geography,0.0
primary_total_co2,M0star,EST,hemisphere=S,geography,0.0
primary_total_co2,M0star,FIN,hemisphere=S,geography,0.0
primary_total_co2,M0star,FRA,hemisphere=S,geography,0.0
primary_total_co2,M0star,DEU,hemisphere=S,geography,0.0
primary_total_co2,M0star,GRC,hemisphere=S,geography,0.0
primary_total_co2,M0star,HUN,hemisphere=S,geography,0.0
primary_total_co2,M0star,ISL,hemisphere=S,geography,0.0
primary_total_co2,M0star,IRL,hemisphere=S,geography,0.0
primary_total_co2,M0star,ITA,hemisphere=S,geography,0.0
primary_total_co2,M0star,LVA,hemisphere=S,geography,0.0
primary_total_co2,M0star,LTU,hemisphere=S,geography,0.0
primary_total_co2,M0star,MKD,hemisphere=S,geography,0.0
primary_total_co2,M0star,MDA,hemisphere=S,geography,0.0
primary_total_co2,M0star,MNE,hemisphere=S,geography,0.0
primary_total_co2,M0star,NLD,hemisphere=S,geography,0.0
primary_total_co2,M0star,NOR,hemisphere=S,geography,0.0
primary_total_co2,M0star,POL,hemisphere=S,geography,0.0
primary_total_co2,M0star,PRT,hemisphere=S,geography,0.0
primary_total_co2,M0star,ROU,hemisphere=S,geography,0.0
primary_total_co2,M0star,RUS,hemisphere=S,geography,0.0
primary_total_co2,M0star,SRB,hemisphere=S,geography,0.0
primary_total_co2,M0star,SVK,hemisphere=S,geography,0.0
primary_total_co2,M0star,SVN,hemisphere=S,geography,0.0
primary_total_co2,M0star,ESP,hemisphere=S,geography,0.0
primary_total_co2,M0star,SWE,hemisphere=S,geography,0.0
primary_total_co2,M0star,CHE,hemisphere=S,geography,0.0
primary_total_co2,M0star,UKR,hemisphere=S,geography,0.0
primary_total_co2,M0star,GBR,hemisphere=S,geography,0.0
primary_total_co2,M0star,BHS,hemisphere=S,geography,0.0
primary_total_co2,M0star,CAN,hemisphere=S,geography,0.0
primary_total_co2,M0star,CRI,hemisphere=S,geography,0.0
primary_total_co2,M0star,CUB,hemisphere=S,geography,0.0
primary_total_co2,M0star,DOM,hemisphere=S,geography,0.0
primary_total_co2,M0star,SLV,hemisphere=S,geography,0.0
primary_total_co2,M0star,GTM,hemisphere=S,geography,0.0
primary_total_co2,M0star,HTI,hemisphere=S,geography,0.0
primary_total_co2,M0star,HND,hemisphere=S,geography,0.0
primary_total_co2,M0star,JAM,hemisphere=S,geography,0.0
primary_total_co2,M0star,MEX,hemisphere=S,geography,0.0
primary_total_co2,M0star,NIC,hemisphere=S,geography,0.0
primary_total_co2,M0star,PAN,hemisphere=S,geography,0.0
primary_total_co2,M0star,USA,hemisphere=S,geography,0.0
primary_total_co2,M0star,AUS,hemisphere=S,geography,1.0
primary_total_co2,M0star,NZL,hemisphere=S,geography,1.0
primary_total_co2,M0star,PNG,hemisphere=S,geography,1.0
primary_total_co2,M0star,ARG,hemisphere=S,geography,1.0
primary_total_co2,M0star,BOL,hemisphere=S,geography,1.0
primary_total_co2,M0star,BRA,hemisphere=S,geography,1.0
primary_total_co2,M0star,CHL,hemisphere=S,geography,1.0
primary_total_co2,M0star,COL,hemisphere=S,geography,0.0
primary_total_co2,M0star,ECU,hemisphere=S,geography,1.0
primary_total_co2,M0star,PRY,hemisphere=S,geography,1.0
primary_total_co2,M0star,PER,hemisphere=S,geography,1.0
primary_total_co2,M0star,SUR,hemisphere=S,geography,0.0
primary_total_co2,M0star,URY,hemisphere=S,geography,1.0
primary_total_co2,M0star,VEN,hemisphere=S,geography,0.0
primary_total_co2,M0star,DZA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,AGO,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BEN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BWA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BFA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BDI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CMR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CAF,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,TCD,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,COG,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,COD,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CIV,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,DJI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,EGY,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GNQ,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ERI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ETH,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GAB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GHA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GIN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GNB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,KEN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,LSO,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,LBR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,LBY,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MDG,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MWI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MLI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MRT,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MAR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MOZ,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NAM,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NER,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NGA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,RWA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SEN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SLE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SOM,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ZAF,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SDN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SWZ,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,TZA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,TGO,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,TUN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,UGA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ZMB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ZWE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,AFG,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,ARM,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,AZE,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,BGD,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,MMR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,KHM,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,CHN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,GEO,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,IND,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,IDN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,IRN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,IRQ,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,ISR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,JPN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,JOR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,KAZ,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,LAO,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,LBN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,MYS,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,MNG,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,NPL,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,OMN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,PAK,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,PHL,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,QAT,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,SAU,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,KOR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,LKA,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,SYR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,TWN,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,TJK,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,THA,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,TUR,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,TKM,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,ARE,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,UZB,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,VNM,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,YEM,spatial_block=Asia,geography,1.0
primary_total_co2,M0star,ALB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,AUT,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BLR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BEL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BIH,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BGR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,HRV,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CYP,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CZE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,DNK,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,EST,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,FIN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,FRA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,DEU,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GRC,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,HUN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ISL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,IRL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ITA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,LVA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,LTU,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MKD,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MDA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MNE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NLD,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NOR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,POL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,PRT,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ROU,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,RUS,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SRB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SVK,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SVN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ESP,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SWE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CHE,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,UKR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GBR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BHS,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CAN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CRI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CUB,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,DOM,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SLV,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,GTM,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,HTI,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,HND,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,JAM,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,MEX,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NIC,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,PAN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,USA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,AUS,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,NZL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,PNG,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ARG,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BOL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,BRA,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,CHL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,COL,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,ECU,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,PRY,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,PER,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,SUR,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,URY,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,VEN,spatial_block=Asia,geography,0.0
primary_total_co2,M0star,DZA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,AGO,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BEN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BWA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BFA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BDI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CMR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CAF,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TCD,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,COG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,COD,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CIV,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,DJI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,EGY,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GNQ,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ERI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ETH,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GAB,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GHA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GIN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GNB,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,KEN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LSO,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LBR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LBY,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MDG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MWI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MLI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MRT,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MAR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MOZ,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NAM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NER,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NGA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,RWA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SEN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SLE,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SOM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ZAF,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SDN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SWZ,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TZA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TGO,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TUN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,UGA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ZMB,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ZWE,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,AFG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ARM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,AZE,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BGD,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MMR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,KHM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CHN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GEO,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,IND,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,IDN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,IRN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,IRQ,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ISR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,JPN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,JOR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,KAZ,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LAO,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LBN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MYS,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MNG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NPL,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,OMN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,PAK,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,PHL,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,QAT,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SAU,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,KOR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,LKA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SYR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TWN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TJK,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,THA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TUR,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,TKM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ARE,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,UZB,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,VNM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,YEM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ALB,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,AUT,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,BLR,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,BEL,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,BIH,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,BGR,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,HRV,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,CYP,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,CZE,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,DNK,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,EST,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,FIN,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,FRA,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,DEU,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,GRC,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,HUN,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,ISL,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,IRL,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,ITA,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,LVA,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,LTU,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,MKD,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,MDA,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,MNE,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,NLD,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,NOR,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,POL,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,PRT,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,ROU,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,RUS,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,SRB,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,SVK,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,SVN,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,ESP,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,SWE,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,CHE,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,UKR,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,GBR,spatial_block=Europe,geography,1.0
primary_total_co2,M0star,BHS,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CAN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CRI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,CUB,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,DOM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,SLV,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,GTM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,HTI,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,HND,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,JAM,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,MEX,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NIC,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,PAN,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,USA,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,AUS,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,NZL,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,PNG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,ARG,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BOL,spatial_block=Europe,geography,0.0
primary_total_co2,M0star,BRA,spatial_block=Europe,geography,0.0
