measurement,representation,protocol,fit,n_train,n_test,n_train_sh,n_train_nh,train_lat_min,train_lat_max,train_sh_lat_min,train_sh_lat_max,test_rows_with_unseen_level,baseline_columns,baseline_rank,baseline_singular_max,baseline_singular_min,baseline_condition_raw,baseline_condition_unit_columns,knot_lower_boundary,knot_interior_1,knot_interior_2,knot_upper_boundary,test_below_lower_boundary,test_above_upper_boundary,test_lat_min,test_lat_max,candidate_columns,candidate_rank,candidate_singular_max,candidate_singular_min,candidate_condition_raw,candidate_condition_unit_columns,added_min_singular_value_unit_columns,added_identifiable_dimensions,latitude_state,structural_pass,failure
station,primary_total_co2,primary_loco,SLV,145,1,29,116,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9830.81611962831,0.5463628143755984,17993.20133245762,101.55680807813883,0.8,16.87,37.78,65.09,0,0,13.660000000000002,13.660000000000002,23,23,13949.40822598938,0.5443189360274538,25627.26979111712,121.74975696247905,0.026939961999253255,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 16.87, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.0deb851eb851fp+4"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,GTM,146,1,29,117,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9832.22005076467,0.5481070152659031,17938.50430101641,101.26645535492625,0.8,15.803333333333326,37.38407263294422,65.09,0,0,15.270000000000001,15.270000000000001,23,23,14027.997738327718,0.5463952791019391,25673.716949722333,129.80300289174815,0.024446446035396616,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.803333333333326, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.f9b4e81b4e817p+3"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,HTI,145,1,29,116,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9768.416058243844,0.5359782338162971,18225.396932055086,103.39863012981606,0.8,14.665,37.78,65.09,0,0,18.802,18.802,23,23,14237.34702093902,0.5307204236554561,26826.45397905755,146.67981906214823,0.021741109982988536,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.665, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d547ae147ae14p+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,HND,142,1,29,113,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9672.595613311376,0.5442473740596028,17772.42495661925,101.21411674179352,0.8,16.87,38.00714285714286,65.09,0,0,14.947999999999999,14.947999999999999,23,23,13965.473911110867,0.5418265399433173,25774.8059232607,123.49674988793001,0.026637699148187546,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 16.87, 38.00714285714286, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.0deb851eb851fp+4"", ""0x1.300ea0ea0ea0fp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 142, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,JAM,144,1,29,115,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9755.86815215925,0.5349043443276388,18238.528543682198,103.31612620197942,0.8,14.634222222222222,37.855714285714285,65.09,0,0,18.48,18.48,23,23,14249.713789795042,0.5295261990592827,26910.309282354745,147.04514220107023,0.021685906071357636,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.634222222222222, 37.855714285714285, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d44b8c66dae89p+3"", ""0x1.2ed880bb3ee72p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 144, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,MEX,144,1,29,115,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9805.578040341717,0.5480891703873904,17890.479451384013,100.63732991212973,0.8,15.068333333333332,37.855714285714285,65.09,0,0,22.14556701030928,22.14556701030928,23,23,14157.966633339402,0.5463423911068449,25914.09135332977,137.55342405046372,0.022759170602719887,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.068333333333332, 37.855714285714285, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e22fc962fc962p+3"", ""0x1.2ed880bb3ee72p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 144, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,NIC,143,1,29,114,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9785.960376416167,0.545781971065192,17930.16423264605,101.13342536053084,0.8,18.48,37.93142857142857,65.09,0,0,12.05,12.05,23,23,13795.861991880207,0.5433244649642914,25391.57148534974,115.94184994041566,0.03055343602964503,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 37.93142857142857, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.2f7390d2a6c40p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 143, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,PAN,146,1,29,117,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9938.75403610433,0.5540138967782333,17939.539231599316,100.83089706289604,0.8,17.40666666666666,37.38407263294422,65.09,0,0,8.84,8.84,23,23,13860.427572947565,0.5513220154100319,25140.348445253396,121.80275139767431,0.02780288348313275,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 17.40666666666666, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.1681b4e81b4e6p+4"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,USA,145,1,29,116,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9877.601483493016,0.5401325252451188,18287.366566215278,101.57296775005317,0.8,14.572666666666667,35.525999999999996,65.09,0,0,36.592217898832686,36.592217898832686,23,23,13615.457508320409,0.5364090741926509,25382.60100989721,145.3959472840782,0.021492405173267295,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.572666666666667, 35.525999999999996, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d253490b9af72p+3"", ""0x1.1c353f7ced916p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,AUS,148,1,26,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9978.502221839475,0.5575372247875195,17897.46366378018,100.22374337875667,0.8,15.27,36.592217898832686,65.09,0,0,32.14857142857143,32.14857142857143,23,23,14011.988023655995,0.5552537959980747,25235.28542199211,138.5205404420583,0.022874704599249954,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.27, 36.592217898832686, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70ap+3"", ""0x1.24bcdcbcdcbcep+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 148, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,NZL,150,1,28,122,0.8,65.09,1.3366666666666667,33.42125,0,20,20,9987.800906970184,0.5602051890059974,17828.82612117907,100.54275324334218,0.8,14.853666666666665,35.59927619047619,65.09,0,0,39.562222222222225,39.562222222222225,23,23,13903.896085391585,0.5584772354955394,24896.083853900676,143.18479705005922,0.021898893868366506,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.853666666666665, 35.59927619047619, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.db513cc1e098ep+3"", ""0x1.1ccb5150baef0p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 150, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,PNG,148,1,26,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9978.502221839475,0.5575372247875195,17897.46366378018,100.22374337875667,0.8,15.27,36.592217898832686,65.09,0,0,8.84,8.84,23,23,14011.988023655995,0.5552537959980747,25235.28542199211,138.5205404420583,0.022874704599249954,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.27, 36.592217898832686, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70ap+3"", ""0x1.24bcdcbcdcbcep+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 148, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,ARG,145,1,23,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9403.664052388738,0.5398618436393922,17418.649165859628,102.35700030140079,0.8,14.572666666666667,37.78,65.09,0,0,32.450625,32.450625,23,23,14165.75176143314,0.5340073098181084,26527.26189508197,153.30071662516823,0.0204446324070114,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.572666666666667, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d253490b9af72p+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,BOL,145,1,23,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9308.268401983789,0.5319046511659173,17499.88157009038,102.9740356728393,0.8,14.665,37.78,65.09,0,0,18.748333333333335,18.748333333333335,23,23,14154.532277236287,0.5296093808427131,26726.362464942806,148.87034375884326,0.020939455385970866,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.665, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d547ae147ae14p+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,BRA,141,1,22,119,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9245.139705586394,0.5145129059263095,17968.722648349893,104.98256281531098,0.8,15.270000000000001,38.30848739495798,65.09,0,0,19.28931818181818,19.28931818181818,23,23,14134.32238714445,0.5081804946834938,27813.586973556754,147.8015616667452,0.02156444551899458,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.270000000000001, 38.30848739495798, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70bp+3"", ""0x1.3277c83d44950p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 141, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,CHL,146,1,24,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9320.38053272765,0.5422137496981495,17189.494987754013,102.1666669594783,0.8,14.75933333333333,37.38407263294422,65.09,0,0,33.42125,33.42125,23,23,14090.990294739371,0.5384936945043373,26167.419300442478,147.5667636053293,0.021320151907379643,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.75933333333333, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d84c756b2dbd0p+3"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,COL,139,1,26,113,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9683.329223767776,0.5362040551866355,18059.037655724776,101.30060390027084,0.8,18.48,38.91117647058824,65.09,0,0,6.203846153846153,6.203846153846153,23,23,13904.744958877487,0.5331081582341267,26082.408877282458,118.62320075523765,0.02966171659006387,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.48, 38.91117647058824, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.27ae147ae147bp+4"", ""0x1.374a16e3b07d5p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 139, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,ECU,147,1,26,121,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9820.251185567904,0.5482456460634156,17912.137116054717,100.6523720020783,0.8,15.270000000000001,36.988145265888456,65.09,0,0,1.790769230769231,1.790769230769231,23,23,14048.920152819765,0.546175487967259,25722.355657348613,136.8682364393684,0.022884107227638124,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.270000000000001, 36.988145265888456, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70bp+3"", ""0x1.27e7b8b485815p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 147, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,PRY,145,1,23,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9403.664052388738,0.5398618436393922,17418.649165859628,102.35700030140079,0.8,14.572666666666667,37.78,65.09,0,0,24.92,24.92,23,23,14165.75176143314,0.5340073098181084,26527.26189508197,153.30071662516823,0.0204446324070114,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.572666666666667, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d253490b9af72p+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,PER,145,1,24,121,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9270.752600936388,0.5433880555787124,17061.016534607053,101.14345116768324,0.8,15.27,37.78,65.09,0,0,10.519545454545455,10.519545454545455,23,23,14085.041575133342,0.540838240405382,26042.983877353025,140.17967248687154,0.02248787208491935,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.27, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70ap+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,SUR,148,1,28,120,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9974.052455754827,0.5296419569712931,18831.688699268638,104.73919400294832,0.8,15.27,36.592217898832686,65.09,0,0,5.63,5.63,23,23,14011.953948732604,0.527664607758952,26554.65942323263,139.89785789144946,0.022671066962915282,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.27, 36.592217898832686, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e8a3d70a3d70ap+3"", ""0x1.24bcdcbcdcbcep+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 148, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,URY,147,1,25,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9951.129585516825,0.5477588327050672,18166.990637784686,101.21743586914646,0.8,14.634222222222222,36.988145265888456,65.09,0,0,32.955,32.955,23,23,14119.830611033683,0.5460312408119368,25859.016033657335,147.0768123244662,0.021134287370113962,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.634222222222222, 36.988145265888456, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d44b8c66dae89p+3"", ""0x1.27e7b8b485815p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 147, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,primary_loco,VEN,146,1,28,118,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9929.658410057658,0.5289742642748396,18771.534043664735,104.17716896162464,0.8,15.803333333333327,37.38407263294422,65.09,0,0,10.087250000000001,10.087250000000001,23,23,14042.555269836792,0.526803192467731,26656.169648586478,134.63012281367176,0.023897076995372322,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.803333333333327, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.f9b4e81b4e818p+3"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,0,149,2,27,122,0.8,65.09,1.3366666666666667,33.42125,0,20,20,9979.376758267135,0.5602033127084437,17813.84817240607,100.25936438855042,0.8,14.75933333333333,35.67255238095238,65.09,0,0,32.14857142857143,39.562222222222225,23,23,13924.286760204131,0.5584783440266379,24932.545566243087,144.43353892881822,0.021667675014545473,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.75933333333333, 35.67255238095238, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d84c756b2dbd0p+3"", ""0x1.1d616324884cap+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 149, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,1,146,5,29,117,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9812.168290715117,0.5361587673378507,18300.863267488374,103.75789746517069,0.8,14.603444444444444,37.38407263294422,65.09,0,0,18.48,24.92,23,23,14199.367787951174,0.5310254442404946,26739.524333452588,147.77548254980385,0.021536084543770248,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.603444444444444, 37.38407263294422, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d34f6ab93aefdp+3"", ""0x1.2b1294ac2e45bp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,2,144,7,29,115,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9829.807103829764,0.5460366829919976,18002.100243462624,101.47620193659019,0.8,17.94333333333333,37.855714285714285,65.09,0,0,8.84,22.14556701030928,23,23,13843.913632646681,0.5436489346184519,25464.80412467419,117.66992695438427,0.02929216217566365,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 17.94333333333333, 37.855714285714285, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.1f17e4b17e4b1p+4"", ""0x1.2ed880bb3ee72p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 144, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,3,147,4,29,118,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9607.507128377627,0.5379870942181717,17858.24833277778,104.49375256132281,0.8,14.634222222222222,35.259,65.09,0,0,39.38333333333333,48.915333333333336,23,23,13520.246582033229,0.5375103856616259,25153.461110134733,142.2801384562737,0.021781874435752815,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.634222222222222, 35.259, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d44b8c66dae89p+3"", ""0x1.1a126e978d4fep+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 147, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,4,137,14,20,117,0.8,65.09,1.790769230769231,39.562222222222225,0,20,20,8644.582774219556,0.5310716561134544,16277.620307367313,102.27103350701535,0.8,18.569444444444443,39.2259477124183,65.09,0,0,1.3366666666666667,19.555,23,23,13827.724374541544,0.5237696524594706,26400.39244276669,129.14631445750487,0.027550771532627267,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 18.569444444444443, 39.2259477124183, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.291c71c71c71cp+4"", ""0x1.39cebdac9b8a7p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 137, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,5,146,5,29,117,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9765.609463913554,0.540764415381441,18058.898082310294,101.97383747743356,0.8,14.603444444444444,35.47233333333333,65.09,0,0,24.490666666666666,47.42,23,23,13690.714708560588,0.538767823700385,25411.15877063615,146.03972176831036,0.021490147035633556,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.603444444444444, 35.47233333333333, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d34f6ab93aefdp+3"", ""0x1.1bc756b2dbd19p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 146, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,6,141,10,29,112,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9925.422332889622,0.5541767993240234,17910.209061434012,98.03176770422556,0.8,14.273015873015872,34.220025252525254,65.09,0,0,43.050000000000004,53.74948717948718,23,23,12603.823674753961,0.5526096881967132,22807.822490197388,136.8688863291702,0.022688206373722347,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.273015873015872, 34.220025252525254, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.c8bc8bc8bc8bcp+3"", ""0x1.11c29c997f1efp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 141, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,7,150,1,28,122,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9987.697703386577,0.559940382335786,17837.073407213444,100.56053708525978,0.8,15.162666666666665,36.02795834722994,65.09,0,0,8.84,8.84,23,23,13951.308303031792,0.5582818086095082,24989.72398506016,138.86565024998052,0.02270121420994673,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 15.162666666666665, 36.02795834722994, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.e53490b9af71fp+3"", ""0x1.20394239d805cp+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 150, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,8,143,8,26,117,1.3366666666666667,65.09,1.3366666666666667,39.562222222222225,0,20,20,9823.526474233848,0.5239081219976102,18750.475630684454,103.82414610454674,1.3366666666666667,18.48,37.93142857142857,65.09,1,0,0.8,12.32,23,23,13535.457884153198,0.5237500815125078,25843.352319993777,114.65132287883755,0.029675621096971222,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [1.3366666666666667, 18.48, 37.93142857142857, 65.09], ""knots_hex"": [""0x1.562fc962fc963p+0"", ""0x1.27ae147ae147bp+4"", ""0x1.2f7390d2a6c40p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 143, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
station,primary_total_co2,m49_subregion_lo,9,145,6,29,116,0.8,65.09,1.3366666666666667,39.562222222222225,0,20,20,9937.36824656938,0.5540561558239393,17935.66977302414,99.89707175534105,0.8,14.665,37.78,65.09,0,0,12.053999999999998,35.525999999999996,23,23,14183.186181927062,0.5517433045140615,25706.13193832712,142.08657086639653,0.02198679016228891,3,"{""boundary_knots"": ""training minimum and maximum"", ""knots"": [0.8, 14.665, 37.78, 65.09], ""knots_hex"": [""0x1.999999999999ap-1"", ""0x1.d547ae147ae14p+3"", ""0x1.2e3d70a3d70a4p+5"", ""0x1.045c28f5c28f6p+6""], ""n_train"": 145, ""probabilities"": [""1/3"", ""2/3""], ""quantile_method"": ""linear"", ""tails"": ""linear beyond the boundary knots"", ""version"": ""m2-latitude-basis-v1""}",True,
