weights,protocol,fit,role,iso3,neighbours
land,primary_loco,LBN,training,GRC,MKD|ALB|BGR|MNE|SRB|BIH|ROU|HRV
land,primary_loco,LBN,training,HUN,SVK|SRB|BIH|SVN|HRV|AUT|CZE|ROU
land,primary_loco,LBN,training,ISL,IRL|NOR|GBR|SWE|DNK|NLD|BEL|FIN
land,primary_loco,LBN,training,IRL,GBR|BEL|NLD|FRA|DNK|DEU|CHE|ISL
land,primary_loco,LBN,training,ITA,HRV|SVN|BIH|MNE|CHE|AUT|ALB|SRB
land,primary_loco,LBN,training,LVA,LTU|EST|BLR|POL|SWE|FIN|DNK|SVK
land,primary_loco,LBN,training,LTU,LVA|BLR|EST|POL|SVK|DNK|CZE|SWE
land,primary_loco,LBN,training,MKD,ALB|MNE|SRB|BGR|GRC|BIH|ROU|HRV
land,primary_loco,LBN,training,MDA,UKR|ROU|BGR|SRB|SVK|HUN|BLR|MKD
land,primary_loco,LBN,training,MNE,BIH|ALB|SRB|MKD|HRV|HUN|BGR|SVN
land,primary_loco,LBN,training,NLD,BEL|DEU|DNK|GBR|CHE|FRA|CZE|AUT
land,primary_loco,LBN,training,NOR,SWE|FIN|EST|DNK|LVA|LTU|NLD|GBR
land,primary_loco,LBN,training,POL,SVK|CZE|LTU|HUN|BLR|LVA|DEU|AUT
land,primary_loco,LBN,training,PRT,ESP|MAR|FRA|IRL|DZA|BEL|CHE|GBR
land,primary_loco,LBN,training,ROU,MDA|BGR|SRB|HUN|SVK|MKD|MNE|BIH
land,primary_loco,LBN,training,RUS,MNG|KAZ|FIN|CHN|UZB|TJK|EST|NOR
land,primary_loco,LBN,training,SRB,MNE|BIH|MKD|HUN|ALB|HRV|ROU|BGR
land,primary_loco,LBN,training,SVK,HUN|CZE|POL|AUT|SVN|SRB|ROU|BIH
land,primary_loco,LBN,training,SVN,AUT|HRV|BIH|HUN|CZE|SVK|ITA|CHE
land,primary_loco,LBN,training,ESP,PRT|MAR|FRA|CHE|TUN|BEL|ITA|DZA
land,primary_loco,LBN,training,SWE,NOR|FIN|EST|LVA|DNK|LTU|POL|BLR
land,primary_loco,LBN,training,CHE,FRA|AUT|BEL|SVN|DEU|CZE|ITA|NLD
land,primary_loco,LBN,training,UKR,MDA|BLR|ROU|BGR|SVK|LTU|HUN|POL
land,primary_loco,LBN,training,GBR,IRL|NLD|BEL|DNK|FRA|DEU|CHE|CZE
land,primary_loco,LBN,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,LBN,training,CAN,USA|ISL|MEX|BHS|CUB|NOR|IRL|JAM
land,primary_loco,LBN,training,CRI,NIC|PAN|HND|SLV|GTM|JAM|ECU|COL
land,primary_loco,LBN,training,CUB,BHS|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,LBN,training,DOM,HTI|JAM|BHS|CUB|VEN|PAN|COL|NIC
land,primary_loco,LBN,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|BHS
land,primary_loco,LBN,training,GTM,SLV|HND|NIC|CRI|CUB|PAN|JAM|MEX
land,primary_loco,LBN,training,HTI,DOM|JAM|BHS|CUB|PAN|NIC|VEN|HND
land,primary_loco,LBN,training,HND,NIC|SLV|GTM|CRI|PAN|JAM|CUB|BHS
land,primary_loco,LBN,training,JAM,HTI|CUB|BHS|DOM|NIC|HND|PAN|CRI
land,primary_loco,LBN,training,MEX,GTM|SLV|HND|NIC|CUB|USA|CRI|BHS
land,primary_loco,LBN,training,NIC,HND|CRI|SLV|GTM|PAN|JAM|CUB|HTI
land,primary_loco,LBN,training,PAN,CRI|NIC|COL|HND|ECU|SLV|JAM|GTM
land,primary_loco,LBN,training,USA,CAN|MEX|BHS|CUB|GTM|HND|SLV|JAM
land,primary_loco,LBN,training,AUS,PNG|IDN|NZL|MYS|PHL|KHM|VNM|TWN
land,primary_loco,LBN,training,NZL,AUS|PNG|IDN|PHL|MYS|CHL|TWN|KHM
land,primary_loco,LBN,training,PNG,AUS|IDN|PHL|MYS|TWN|NZL|JPN|VNM
land,primary_loco,LBN,training,ARG,CHL|URY|PRY|BOL|BRA|PER|ECU|COL
land,primary_loco,LBN,training,BOL,PRY|PER|BRA|URY|ARG|ECU|CHL|COL
land,primary_loco,LBN,training,BRA,BOL|PRY|SUR|PER|VEN|URY|COL|ARG
land,primary_loco,LBN,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
land,primary_loco,LBN,training,COL,VEN|PAN|ECU|CRI|PER|NIC|JAM|HTI
land,primary_loco,LBN,training,ECU,COL|PER|PAN|CRI|NIC|VEN|SLV|HND
land,primary_loco,LBN,training,PRY,BOL|URY|ARG|BRA|CHL|PER|SUR|ECU
land,primary_loco,LBN,training,PER,ECU|BOL|COL|VEN|PAN|PRY|BRA|CRI
land,primary_loco,LBN,training,SUR,VEN|BRA|COL|DOM|HTI|BOL|PER|PAN
land,primary_loco,LBN,training,URY,ARG|PRY|CHL|BOL|BRA|PER|SUR|ECU
land,primary_loco,LBN,training,VEN,COL|SUR|DOM|HTI|PAN|JAM|ECU|CRI
land,primary_loco,LBN,held_out,LBN,ARM|GEO|GRC|AZE|BGR|MKD|ALB|MDA
land,primary_loco,MYS,training,DZA,TUN|MAR|MLI|NER|ESP|LBY|MRT|PRT
land,primary_loco,MYS,training,AGO,NAM|ZMB|COD|BWA|COG|GAB|ZWE|BDI
land,primary_loco,MYS,training,BEN,TGO|GHA|BFA|NGA|CIV|MLI|NER|GNQ
land,primary_loco,MYS,training,BWA,NAM|ZWE|ZAF|SWZ|LSO|ZMB|AGO|MOZ
land,primary_loco,MYS,training,BFA,GHA|TGO|BEN|MLI|CIV|GIN|LBR|NGA
land,primary_loco,MYS,training,BDI,RWA|UGA|TZA|COD|KEN|ZMB|MWI|CAF
land,primary_loco,MYS,training,CMR,GNQ|NGA|GAB|COG|CAF|BEN|TCD|TGO
land,primary_loco,MYS,training,CAF,CMR|TCD|COG|COD|GAB|GNQ|NGA|RWA
land,primary_loco,MYS,training,TCD,CAF|NER|SDN|CMR|LBY|NGA|EGY|GNQ
land,primary_loco,MYS,training,COG,GAB|GNQ|CMR|COD|CAF|AGO|NGA|RWA
land,primary_loco,MYS,training,COD,BDI|RWA|COG|UGA|CAF|AGO|ZMB|TZA
land,primary_loco,MYS,training,CIV,LBR|GHA|BFA|GIN|SLE|TGO|BEN|MLI
land,primary_loco,MYS,training,DJI,ETH|ERI|YEM|SOM|KEN|SAU|SDN|UGA
land,primary_loco,MYS,training,EGY,ISR|JOR|LBN|CYP|SDN|LBY|SYR|GRC
land,primary_loco,MYS,training,GNQ,GAB|CMR|COG|NGA|BEN|TGO|CAF|GHA
land,primary_loco,MYS,training,ERI,DJI|ETH|YEM|SDN|SAU|SOM|EGY|KEN
land,primary_loco,MYS,training,ETH,DJI|SOM|ERI|KEN|UGA|YEM|SDN|RWA
land,primary_loco,MYS,training,GAB,GNQ|COG|CMR|NGA|CAF|COD|AGO|BEN
land,primary_loco,MYS,training,GHA,TGO|BEN|CIV|BFA|LBR|NGA|MLI|GIN
land,primary_loco,MYS,training,GIN,SLE|GNB|LBR|SEN|CIV|BFA|MRT|MLI
land,primary_loco,MYS,training,GNB,SEN|GIN|SLE|LBR|MRT|CIV|MLI|BFA
land,primary_loco,MYS,training,KEN,UGA|TZA|ETH|RWA|BDI|SOM|DJI|MWI
land,primary_loco,MYS,training,LSO,ZAF|SWZ|BWA|ZWE|NAM|MOZ|ZMB|MWI
land,primary_loco,MYS,training,LBR,SLE|CIV|GIN|GNB|GHA|BFA|SEN|TGO
land,primary_loco,MYS,training,LBY,TUN|EGY|TCD|GRC|NER|DZA|ALB|MKD
land,primary_loco,MYS,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|LSO|KEN
land,primary_loco,MYS,training,MWI,MOZ|ZMB|TZA|ZWE|BDI|RWA|BWA|MDG
land,primary_loco,MYS,training,MLI,BFA|MRT|BEN|GHA|TGO|CIV|GIN|SEN
land,primary_loco,MYS,training,MRT,SEN|MLI|GNB|GIN|BFA|SLE|MAR|CIV
land,primary_loco,MYS,training,MAR,ESP|PRT|DZA|MRT|TUN|MLI|FRA|ITA
land,primary_loco,MYS,training,MOZ,MWI|ZWE|ZMB|SWZ|MDG|TZA|BWA|LSO
land,primary_loco,MYS,training,NAM,BWA|AGO|ZAF|ZWE|LSO|ZMB|SWZ|MOZ
land,primary_loco,MYS,training,NER,NGA|TCD|BEN|BFA|TGO|CMR|MLI|DZA
land,primary_loco,MYS,training,NGA,BEN|CMR|TGO|GNQ|NER|GHA|BFA|GAB
land,primary_loco,MYS,training,RWA,BDI|UGA|COD|TZA|KEN|ZMB|MWI|CAF
land,primary_loco,MYS,training,SEN,GNB|GIN|SLE|MRT|LBR|MLI|CIV|BFA
land,primary_loco,MYS,training,SLE,GIN|LBR|GNB|CIV|SEN|GHA|BFA|MRT
land,primary_loco,MYS,training,SOM,DJI|ETH|YEM|KEN|ERI|UGA|TZA|OMN
land,primary_loco,MYS,training,ZAF,LSO|SWZ|BWA|NAM|ZWE|MOZ|ZMB|MWI
land,primary_loco,MYS,training,SDN,ERI|EGY|TCD|ETH|DJI|CAF|UGA|LBY
land,primary_loco,MYS,training,SWZ,LSO|ZAF|ZWE|BWA|MOZ|ZMB|MWI|NAM
land,primary_loco,MYS,training,TZA,BDI|RWA|MWI|KEN|UGA|ZMB|MOZ|COD
land,primary_loco,MYS,training,TGO,BEN|GHA|BFA|CIV|NGA|MLI|LBR|GNQ
land,primary_loco,MYS,training,TUN,ITA|DZA|LBY|ALB|MNE|HRV|BIH|MKD
land,primary_loco,MYS,training,UGA,RWA|BDI|KEN|TZA|COD|ETH|CAF|SOM
land,primary_loco,MYS,training,ZMB,ZWE|MWI|MOZ|BWA|TZA|AGO|BDI|COD
land,primary_loco,MYS,training,ZWE,MOZ|ZMB|BWA|MWI|SWZ|LSO|ZAF|NAM
land,primary_loco,MYS,training,AFG,PAK|TJK|TKM|UZB|IRN|ARE|KAZ|QAT
land,primary_loco,MYS,training,ARM,AZE|GEO|SYR|IRQ|TUR|LBN|CYP|TKM
land,primary_loco,MYS,training,AZE,ARM|GEO|IRQ|TKM|SYR|IRN|TUR|LBN
land,primary_loco,MYS,training,BGD,NPL|IND|LAO|CHN|LKA|PAK|TJK|AFG
land,primary_loco,MYS,training,CHN,MNG|BGD|LAO|NPL|KOR|TWN|IND|TJK
land,primary_loco,MYS,training,GEO,ARM|AZE|TUR|SYR|IRQ|LBN|CYP|UKR
land,primary_loco,MYS,training,IND,NPL|BGD|PAK|LKA|AFG|TJK|OMN|LAO
land,primary_loco,MYS,training,IRN,QAT|TKM|ARE|IRQ|AZE|AFG|ARM|UZB
land,primary_loco,MYS,training,IRQ,SYR|JOR|LBN|ARM|ISR|AZE|CYP|SAU
land,primary_loco,MYS,training,ISR,JOR|LBN|CYP|SYR|EGY|IRQ|TUR|SAU
land,primary_loco,MYS,training,JPN,KOR|TWN|CHN|MNG|LAO|RUS|BGD|PNG
land,primary_loco,MYS,training,JOR,ISR|LBN|SYR|CYP|IRQ|EGY|TUR|SAU
land,primary_loco,MYS,training,KAZ,UZB|TJK|TKM|AFG|AZE|GEO|ARM|IRN
land,primary_loco,MYS,training,LAO,BGD|TWN|CHN|NPL|IND|LKA|KOR|MNG
land,primary_loco,MYS,training,LBN,CYP|ISR|SYR|JOR|TUR|IRQ|EGY|ARM
land,primary_loco,MYS,training,MNG,CHN|RUS|KOR|NPL|KAZ|TJK|BGD|JPN
land,primary_loco,MYS,training,NPL,IND|BGD|PAK|TJK|AFG|CHN|LAO|LKA
land,primary_loco,MYS,training,OMN,ARE|QAT|YEM|SAU|IRN|PAK|DJI|AFG
land,primary_loco,MYS,training,PAK,AFG|TJK|IND|TKM|UZB|IRN|NPL|ARE
land,primary_loco,MYS,training,QAT,ARE|SAU|OMN|IRN|IRQ|YEM|JOR|SYR
land,primary_loco,MYS,training,SAU,QAT|ARE|YEM|IRQ|ERI|JOR|ISR|OMN
land,primary_loco,MYS,training,KOR,JPN|TWN|CHN|MNG|LAO|BGD|RUS|NPL
land,primary_loco,MYS,training,LKA,IND|BGD|NPL|PAK|LAO|OMN|AFG|ARE
land,primary_loco,MYS,training,SYR,LBN|JOR|CYP|ISR|IRQ|TUR|ARM|GEO
land,primary_loco,MYS,training,TWN,KOR|LAO|JPN|CHN|MNG|BGD|NPL|IND
land,primary_loco,MYS,training,TJK,AFG|UZB|PAK|TKM|KAZ|IRN|NPL|IND
land,primary_loco,MYS,training,TUR,CYP|SYR|LBN|GEO|ISR|ARM|JOR|BGR
land,primary_loco,MYS,training,TKM,UZB|AFG|IRN|AZE|TJK|KAZ|ARM|GEO
land,primary_loco,MYS,training,ARE,QAT|OMN|IRN|SAU|YEM|IRQ|AFG|PAK
land,primary_loco,MYS,training,UZB,TKM|TJK|KAZ|AFG|IRN|AZE|PAK|ARM
land,primary_loco,MYS,training,YEM,DJI|ERI|SAU|OMN|SOM|QAT|ARE|ETH
land,primary_loco,MYS,training,ALB,MKD|MNE|SRB|BIH|GRC|BGR|HRV|ITA
land,primary_loco,MYS,training,AUT,SVN|CZE|HRV|HUN|SVK|CHE|BIH|DEU
land,primary_loco,MYS,training,BLR,LTU|LVA|UKR|POL|EST|MDA|SVK|ROU
land,primary_loco,MYS,training,BEL,NLD|DEU|FRA|CHE|GBR|DNK|AUT|CZE
land,primary_loco,MYS,training,BIH,HRV|MNE|SRB|SVN|HUN|ALB|MKD|AUT
land,primary_loco,MYS,training,BGR,MKD|ROU|SRB|ALB|MNE|GRC|MDA|BIH
land,primary_loco,MYS,training,HRV,BIH|SVN|MNE|SRB|AUT|HUN|ITA|ALB
land,primary_loco,MYS,training,CYP,LBN|ISR|SYR|TUR|JOR|GRC|IRQ|EGY
land,primary_loco,MYS,training,CZE,AUT|SVK|DEU|POL|SVN|HUN|HRV|CHE
land,primary_loco,MYS,training,DNK,NLD|DEU|BEL|POL|CZE|SWE|LTU|GBR
land,primary_loco,MYS,training,EST,LVA|LTU|FIN|SWE|BLR|POL|NOR|DNK
land,primary_loco,MYS,training,FIN,SWE|EST|NOR|LVA|LTU|BLR|DNK|POL
land,primary_loco,MYS,training,FRA,CHE|BEL|NLD|DEU|AUT|ESP|ITA|SVN
land,primary_loco,MYS,training,DEU,NLD|CZE|BEL|AUT|CHE|DNK|POL|SVN
land,primary_loco,MYS,training,GRC,MKD|ALB|BGR|MNE|SRB|BIH|ROU|HRV
land,primary_loco,MYS,training,HUN,SVK|SRB|BIH|SVN|HRV|AUT|CZE|ROU
land,primary_loco,MYS,training,ISL,IRL|NOR|GBR|SWE|DNK|NLD|BEL|FIN
land,primary_loco,MYS,training,IRL,GBR|BEL|NLD|FRA|DNK|DEU|CHE|ISL
land,primary_loco,MYS,training,ITA,HRV|SVN|BIH|MNE|CHE|AUT|ALB|SRB
land,primary_loco,MYS,training,LVA,LTU|EST|BLR|POL|SWE|FIN|DNK|SVK
land,primary_loco,MYS,training,LTU,LVA|BLR|EST|POL|SVK|DNK|CZE|SWE
land,primary_loco,MYS,training,MKD,ALB|MNE|SRB|BGR|GRC|BIH|ROU|HRV
land,primary_loco,MYS,training,MDA,UKR|ROU|BGR|SRB|SVK|HUN|BLR|MKD
land,primary_loco,MYS,training,MNE,BIH|ALB|SRB|MKD|HRV|HUN|BGR|SVN
land,primary_loco,MYS,training,NLD,BEL|DEU|DNK|GBR|CHE|FRA|CZE|AUT
land,primary_loco,MYS,training,NOR,SWE|FIN|EST|DNK|LVA|LTU|NLD|GBR
land,primary_loco,MYS,training,POL,SVK|CZE|LTU|HUN|BLR|LVA|DEU|AUT
land,primary_loco,MYS,training,PRT,ESP|MAR|FRA|IRL|DZA|BEL|CHE|GBR
land,primary_loco,MYS,training,ROU,MDA|BGR|SRB|HUN|SVK|MKD|MNE|BIH
land,primary_loco,MYS,training,RUS,MNG|KAZ|FIN|CHN|UZB|TJK|EST|NOR
land,primary_loco,MYS,training,SRB,MNE|BIH|MKD|HUN|ALB|HRV|ROU|BGR
land,primary_loco,MYS,training,SVK,HUN|CZE|POL|AUT|SVN|SRB|ROU|BIH
land,primary_loco,MYS,training,SVN,AUT|HRV|BIH|HUN|CZE|SVK|ITA|CHE
land,primary_loco,MYS,training,ESP,PRT|MAR|FRA|CHE|TUN|BEL|ITA|DZA
land,primary_loco,MYS,training,SWE,NOR|FIN|EST|LVA|DNK|LTU|POL|BLR
land,primary_loco,MYS,training,CHE,FRA|AUT|BEL|SVN|DEU|CZE|ITA|NLD
land,primary_loco,MYS,training,UKR,MDA|BLR|ROU|BGR|SVK|LTU|HUN|POL
land,primary_loco,MYS,training,GBR,IRL|NLD|BEL|DNK|FRA|DEU|CHE|CZE
land,primary_loco,MYS,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,MYS,training,CAN,USA|ISL|MEX|BHS|CUB|NOR|IRL|JAM
land,primary_loco,MYS,training,CRI,NIC|PAN|HND|SLV|GTM|JAM|ECU|COL
land,primary_loco,MYS,training,CUB,BHS|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,MYS,training,DOM,HTI|JAM|BHS|CUB|VEN|PAN|COL|NIC
land,primary_loco,MYS,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|BHS
land,primary_loco,MYS,training,GTM,SLV|HND|NIC|CRI|CUB|PAN|JAM|MEX
land,primary_loco,MYS,training,HTI,DOM|JAM|BHS|CUB|PAN|NIC|VEN|HND
land,primary_loco,MYS,training,HND,NIC|SLV|GTM|CRI|PAN|JAM|CUB|BHS
land,primary_loco,MYS,training,JAM,HTI|CUB|BHS|DOM|NIC|HND|PAN|CRI
land,primary_loco,MYS,training,MEX,GTM|SLV|HND|NIC|CUB|USA|CRI|BHS
land,primary_loco,MYS,training,NIC,HND|CRI|SLV|GTM|PAN|JAM|CUB|HTI
land,primary_loco,MYS,training,PAN,CRI|NIC|COL|HND|ECU|SLV|JAM|GTM
land,primary_loco,MYS,training,USA,CAN|MEX|BHS|CUB|GTM|HND|SLV|JAM
land,primary_loco,MYS,training,AUS,PNG|NZL|TWN|LAO|JPN|KOR|LKA|BGD
land,primary_loco,MYS,training,NZL,AUS|PNG|CHL|TWN|JPN|ARG|LAO|KOR
land,primary_loco,MYS,training,PNG,AUS|TWN|NZL|JPN|KOR|LAO|CHN|BGD
land,primary_loco,MYS,training,ARG,CHL|URY|PRY|BOL|BRA|PER|ECU|COL
land,primary_loco,MYS,training,BOL,PRY|PER|BRA|URY|ARG|ECU|CHL|COL
land,primary_loco,MYS,training,BRA,BOL|PRY|SUR|PER|VEN|URY|COL|ARG
land,primary_loco,MYS,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
land,primary_loco,MYS,training,COL,VEN|PAN|ECU|CRI|PER|NIC|JAM|HTI
land,primary_loco,MYS,training,ECU,COL|PER|PAN|CRI|NIC|VEN|SLV|HND
land,primary_loco,MYS,training,PRY,BOL|URY|ARG|BRA|CHL|PER|SUR|ECU
land,primary_loco,MYS,training,PER,ECU|BOL|COL|VEN|PAN|PRY|BRA|CRI
land,primary_loco,MYS,training,SUR,VEN|BRA|COL|DOM|HTI|BOL|PER|PAN
land,primary_loco,MYS,training,URY,ARG|PRY|CHL|BOL|BRA|PER|SUR|ECU
land,primary_loco,MYS,training,VEN,COL|SUR|DOM|HTI|PAN|JAM|ECU|CRI
land,primary_loco,MYS,held_out,MYS,LAO|TWN|BGD|LKA|CHN|IND|NPL|KOR
land,primary_loco,MNG,training,DZA,TUN|MAR|MLI|NER|ESP|LBY|MRT|PRT
land,primary_loco,MNG,training,AGO,NAM|ZMB|COD|BWA|COG|GAB|ZWE|BDI
land,primary_loco,MNG,training,BEN,TGO|GHA|BFA|NGA|CIV|MLI|NER|GNQ
land,primary_loco,MNG,training,BWA,NAM|ZWE|ZAF|SWZ|LSO|ZMB|AGO|MOZ
land,primary_loco,MNG,training,BFA,GHA|TGO|BEN|MLI|CIV|GIN|LBR|NGA
land,primary_loco,MNG,training,BDI,RWA|UGA|TZA|COD|KEN|ZMB|MWI|CAF
land,primary_loco,MNG,training,CMR,GNQ|NGA|GAB|COG|CAF|BEN|TCD|TGO
land,primary_loco,MNG,training,CAF,CMR|TCD|COG|COD|GAB|GNQ|NGA|RWA
land,primary_loco,MNG,training,TCD,CAF|NER|SDN|CMR|LBY|NGA|EGY|GNQ
land,primary_loco,MNG,training,COG,GAB|GNQ|CMR|COD|CAF|AGO|NGA|RWA
land,primary_loco,MNG,training,COD,BDI|RWA|COG|UGA|CAF|AGO|ZMB|TZA
land,primary_loco,MNG,training,CIV,LBR|GHA|BFA|GIN|SLE|TGO|BEN|MLI
land,primary_loco,MNG,training,DJI,ETH|ERI|YEM|SOM|KEN|SAU|SDN|UGA
land,primary_loco,MNG,training,EGY,ISR|JOR|LBN|CYP|SDN|LBY|SYR|GRC
land,primary_loco,MNG,training,GNQ,GAB|CMR|COG|NGA|BEN|TGO|CAF|GHA
land,primary_loco,MNG,training,ERI,DJI|ETH|YEM|SDN|SAU|SOM|EGY|KEN
land,primary_loco,MNG,training,ETH,DJI|SOM|ERI|KEN|UGA|YEM|SDN|RWA
land,primary_loco,MNG,training,GAB,GNQ|COG|CMR|NGA|CAF|COD|AGO|BEN
land,primary_loco,MNG,training,GHA,TGO|BEN|CIV|BFA|LBR|NGA|MLI|GIN
land,primary_loco,MNG,training,GIN,SLE|GNB|LBR|SEN|CIV|BFA|MRT|MLI
land,primary_loco,MNG,training,GNB,SEN|GIN|SLE|LBR|MRT|CIV|MLI|BFA
land,primary_loco,MNG,training,KEN,UGA|TZA|ETH|RWA|BDI|SOM|DJI|MWI
land,primary_loco,MNG,training,LSO,ZAF|SWZ|BWA|ZWE|NAM|MOZ|ZMB|MWI
land,primary_loco,MNG,training,LBR,SLE|CIV|GIN|GNB|GHA|BFA|SEN|TGO
land,primary_loco,MNG,training,LBY,TUN|EGY|TCD|GRC|NER|DZA|ALB|MKD
land,primary_loco,MNG,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|LSO|KEN
land,primary_loco,MNG,training,MWI,MOZ|ZMB|TZA|ZWE|BDI|RWA|BWA|MDG
land,primary_loco,MNG,training,MLI,BFA|MRT|BEN|GHA|TGO|CIV|GIN|SEN
land,primary_loco,MNG,training,MRT,SEN|MLI|GNB|GIN|BFA|SLE|MAR|CIV
land,primary_loco,MNG,training,MAR,ESP|PRT|DZA|MRT|TUN|MLI|FRA|ITA
land,primary_loco,MNG,training,MOZ,MWI|ZWE|ZMB|SWZ|MDG|TZA|BWA|LSO
land,primary_loco,MNG,training,NAM,BWA|AGO|ZAF|ZWE|LSO|ZMB|SWZ|MOZ
land,primary_loco,MNG,training,NER,NGA|TCD|BEN|BFA|TGO|CMR|MLI|DZA
land,primary_loco,MNG,training,NGA,BEN|CMR|TGO|GNQ|NER|GHA|BFA|GAB
land,primary_loco,MNG,training,RWA,BDI|UGA|COD|TZA|KEN|ZMB|MWI|CAF
land,primary_loco,MNG,training,SEN,GNB|GIN|SLE|MRT|LBR|MLI|CIV|BFA
land,primary_loco,MNG,training,SLE,GIN|LBR|GNB|CIV|SEN|GHA|BFA|MRT
land,primary_loco,MNG,training,SOM,DJI|ETH|YEM|KEN|ERI|UGA|TZA|OMN
land,primary_loco,MNG,training,ZAF,LSO|SWZ|BWA|NAM|ZWE|MOZ|ZMB|MWI
land,primary_loco,MNG,training,SDN,ERI|EGY|TCD|ETH|DJI|CAF|UGA|LBY
land,primary_loco,MNG,training,SWZ,LSO|ZAF|ZWE|BWA|MOZ|ZMB|MWI|NAM
land,primary_loco,MNG,training,TZA,BDI|RWA|MWI|KEN|UGA|ZMB|MOZ|COD
land,primary_loco,MNG,training,TGO,BEN|GHA|BFA|CIV|NGA|MLI|LBR|GNQ
land,primary_loco,MNG,training,TUN,ITA|DZA|LBY|ALB|MNE|HRV|BIH|MKD
land,primary_loco,MNG,training,UGA,RWA|BDI|KEN|TZA|COD|ETH|CAF|SOM
land,primary_loco,MNG,training,ZMB,ZWE|MWI|MOZ|BWA|TZA|AGO|BDI|COD
land,primary_loco,MNG,training,ZWE,MOZ|ZMB|BWA|MWI|SWZ|LSO|ZAF|NAM
land,primary_loco,MNG,training,AFG,PAK|TJK|TKM|UZB|IRN|ARE|QAT|OMN
land,primary_loco,MNG,training,ARM,AZE|GEO|SYR|IRQ|TUR|LBN|CYP|TKM
land,primary_loco,MNG,training,AZE,ARM|GEO|IRQ|TKM|SYR|IRN|TUR|LBN
land,primary_loco,MNG,training,BGD,MMR|NPL|IND|LAO|THA|VNM|KHM|LKA
land,primary_loco,MNG,training,MMR,BGD|LAO|THA|VNM|KHM|NPL|IND|LKA
land,primary_loco,MNG,training,KHM,VNM|THA|LAO|MYS|MMR|PHL|BGD|TWN
land,primary_loco,MNG,training,GEO,ARM|AZE|TUR|SYR|IRQ|LBN|CYP|UKR
land,primary_loco,MNG,training,IND,NPL|BGD|PAK|LKA|MMR|AFG|TJK|THA
land,primary_loco,MNG,training,IDN,MYS|PHL|KHM|VNM|THA|LAO|TWN|AUS
land,primary_loco,MNG,training,IRN,QAT|TKM|ARE|IRQ|AZE|AFG|ARM|UZB
land,primary_loco,MNG,training,IRQ,SYR|JOR|LBN|ARM|ISR|AZE|CYP|SAU
land,primary_loco,MNG,training,ISR,JOR|LBN|CYP|SYR|EGY|IRQ|TUR|SAU
land,primary_loco,MNG,training,JPN,KOR|TWN|PHL|VNM|LAO|KHM|MMR|THA
land,primary_loco,MNG,training,JOR,ISR|LBN|SYR|CYP|IRQ|EGY|TUR|SAU
land,primary_loco,MNG,training,LAO,VNM|THA|KHM|MMR|BGD|MYS|TWN|PHL
land,primary_loco,MNG,training,LBN,CYP|ISR|SYR|JOR|TUR|IRQ|EGY|ARM
land,primary_loco,MNG,training,MYS,KHM|IDN|VNM|THA|PHL|LAO|MMR|TWN
land,primary_loco,MNG,training,NPL,IND|BGD|PAK|MMR|TJK|AFG|LAO|LKA
land,primary_loco,MNG,training,OMN,ARE|QAT|YEM|SAU|IRN|PAK|DJI|AFG
land,primary_loco,MNG,training,PAK,AFG|TJK|IND|TKM|UZB|IRN|NPL|ARE
land,primary_loco,MNG,training,PHL,TWN|IDN|MYS|VNM|KHM|LAO|THA|KOR
land,primary_loco,MNG,training,QAT,ARE|SAU|OMN|IRN|IRQ|YEM|JOR|SYR
land,primary_loco,MNG,training,SAU,QAT|ARE|YEM|IRQ|ERI|JOR|ISR|OMN
land,primary_loco,MNG,training,KOR,JPN|TWN|PHL|LAO|VNM|KHM|MMR|THA
land,primary_loco,MNG,training,LKA,IND|BGD|MMR|NPL|THA|KHM|PAK|LAO
land,primary_loco,MNG,training,SYR,LBN|JOR|CYP|ISR|IRQ|TUR|ARM|GEO
land,primary_loco,MNG,training,TWN,PHL|KOR|VNM|LAO|JPN|KHM|THA|MYS
land,primary_loco,MNG,training,TJK,AFG|UZB|PAK|TKM|IRN|NPL|IND|AZE
land,primary_loco,MNG,training,THA,KHM|LAO|VNM|MMR|BGD|MYS|NPL|LKA
land,primary_loco,MNG,training,TUR,CYP|SYR|LBN|GEO|ISR|ARM|JOR|BGR
land,primary_loco,MNG,training,TKM,UZB|AFG|IRN|AZE|TJK|ARM|GEO|PAK
land,primary_loco,MNG,training,ARE,QAT|OMN|IRN|SAU|YEM|IRQ|AFG|PAK
land,primary_loco,MNG,training,UZB,TKM|TJK|AFG|IRN|AZE|PAK|ARM|GEO
land,primary_loco,MNG,training,VNM,LAO|KHM|THA|MMR|MYS|TWN|PHL|BGD
land,primary_loco,MNG,training,YEM,DJI|ERI|SAU|OMN|SOM|QAT|ARE|ETH
