weights,protocol,fit,role,iso3,neighbours
land,full_sample,all,training,DZA,TUN|MAR|MLI|NER|ESP|LBY|MRT|PRT
land,full_sample,all,training,AGO,NAM|ZMB|COD|BWA|COG|GAB|ZWE|BDI
land,full_sample,all,training,BEN,TGO|GHA|BFA|NGA|CIV|MLI|NER|GNQ
land,full_sample,all,training,BWA,NAM|ZWE|ZAF|SWZ|LSO|ZMB|AGO|MOZ
land,full_sample,all,training,BFA,GHA|TGO|BEN|MLI|CIV|GIN|LBR|NGA
land,full_sample,all,training,BDI,RWA|UGA|TZA|COD|KEN|ZMB|MWI|CAF
land,full_sample,all,training,CMR,GNQ|NGA|GAB|COG|CAF|BEN|TCD|TGO
land,full_sample,all,training,CAF,CMR|TCD|COG|COD|GAB|GNQ|NGA|RWA
land,full_sample,all,training,TCD,CAF|NER|SDN|CMR|LBY|NGA|EGY|GNQ
land,full_sample,all,training,COG,GAB|GNQ|CMR|COD|CAF|AGO|NGA|RWA
land,full_sample,all,training,COD,BDI|RWA|COG|UGA|CAF|AGO|ZMB|TZA
land,full_sample,all,training,CIV,LBR|GHA|BFA|GIN|SLE|TGO|BEN|MLI
land,full_sample,all,training,DJI,ETH|ERI|YEM|SOM|KEN|SAU|SDN|UGA
land,full_sample,all,training,EGY,ISR|JOR|LBN|CYP|SDN|LBY|SYR|GRC
land,full_sample,all,training,GNQ,GAB|CMR|COG|NGA|BEN|TGO|CAF|GHA
land,full_sample,all,training,ERI,DJI|ETH|YEM|SDN|SAU|SOM|EGY|KEN
land,full_sample,all,training,ETH,DJI|SOM|ERI|KEN|UGA|YEM|SDN|RWA
land,full_sample,all,training,GAB,GNQ|COG|CMR|NGA|CAF|COD|AGO|BEN
land,full_sample,all,training,GHA,TGO|BEN|CIV|BFA|LBR|NGA|MLI|GIN
land,full_sample,all,training,GIN,SLE|GNB|LBR|SEN|CIV|BFA|MRT|MLI
land,full_sample,all,training,GNB,SEN|GIN|SLE|LBR|MRT|CIV|MLI|BFA
land,full_sample,all,training,KEN,UGA|TZA|ETH|RWA|BDI|SOM|DJI|MWI
land,full_sample,all,training,LSO,ZAF|SWZ|BWA|ZWE|NAM|MOZ|ZMB|MWI
land,full_sample,all,training,LBR,SLE|CIV|GIN|GNB|GHA|BFA|SEN|TGO
land,full_sample,all,training,LBY,TUN|EGY|TCD|GRC|NER|DZA|ALB|MKD
land,full_sample,all,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|LSO|KEN
land,full_sample,all,training,MWI,MOZ|ZMB|TZA|ZWE|BDI|RWA|BWA|MDG
land,full_sample,all,training,MLI,BFA|MRT|BEN|GHA|TGO|CIV|GIN|SEN
land,full_sample,all,training,MRT,SEN|MLI|GNB|GIN|BFA|SLE|MAR|CIV
land,full_sample,all,training,MAR,ESP|PRT|DZA|MRT|TUN|MLI|FRA|ITA
land,full_sample,all,training,MOZ,MWI|ZWE|ZMB|SWZ|MDG|TZA|BWA|LSO
land,full_sample,all,training,NAM,BWA|AGO|ZAF|ZWE|LSO|ZMB|SWZ|MOZ
land,full_sample,all,training,NER,NGA|TCD|BEN|BFA|TGO|CMR|MLI|DZA
land,full_sample,all,training,NGA,BEN|CMR|TGO|GNQ|NER|GHA|BFA|GAB
land,full_sample,all,training,RWA,BDI|UGA|COD|TZA|KEN|ZMB|MWI|CAF
land,full_sample,all,training,SEN,GNB|GIN|SLE|MRT|LBR|MLI|CIV|BFA
land,full_sample,all,training,SLE,GIN|LBR|GNB|CIV|SEN|GHA|BFA|MRT
land,full_sample,all,training,SOM,DJI|ETH|YEM|KEN|ERI|UGA|TZA|OMN
land,full_sample,all,training,ZAF,LSO|SWZ|BWA|NAM|ZWE|MOZ|ZMB|MWI
land,full_sample,all,training,SDN,ERI|EGY|TCD|ETH|DJI|CAF|UGA|LBY
land,full_sample,all,training,SWZ,LSO|ZAF|ZWE|BWA|MOZ|ZMB|MWI|NAM
land,full_sample,all,training,TZA,BDI|RWA|MWI|KEN|UGA|ZMB|MOZ|COD
land,full_sample,all,training,TGO,BEN|GHA|BFA|CIV|NGA|MLI|LBR|GNQ
land,full_sample,all,training,TUN,ITA|DZA|LBY|ALB|MNE|HRV|BIH|MKD
land,full_sample,all,training,UGA,RWA|BDI|KEN|TZA|COD|ETH|CAF|SOM
land,full_sample,all,training,ZMB,ZWE|MWI|MOZ|BWA|TZA|AGO|BDI|COD
land,full_sample,all,training,ZWE,MOZ|ZMB|BWA|MWI|SWZ|LSO|ZAF|NAM
land,full_sample,all,training,AFG,PAK|TJK|TKM|UZB|IRN|ARE|KAZ|QAT
land,full_sample,all,training,ARM,AZE|GEO|SYR|IRQ|TUR|LBN|CYP|TKM
land,full_sample,all,training,AZE,ARM|GEO|IRQ|TKM|SYR|IRN|TUR|LBN
land,full_sample,all,training,BGD,MMR|NPL|IND|LAO|THA|VNM|CHN|KHM
land,full_sample,all,training,MMR,BGD|LAO|THA|VNM|KHM|NPL|IND|CHN
land,full_sample,all,training,KHM,VNM|THA|LAO|MYS|MMR|PHL|BGD|TWN
land,full_sample,all,training,CHN,MNG|BGD|MMR|LAO|NPL|KOR|TWN|VNM
land,full_sample,all,training,GEO,ARM|AZE|TUR|SYR|IRQ|LBN|CYP|UKR
land,full_sample,all,training,IND,NPL|BGD|PAK|LKA|MMR|AFG|TJK|THA
land,full_sample,all,training,IDN,MYS|PHL|KHM|VNM|THA|LAO|TWN|AUS
land,full_sample,all,training,IRN,QAT|TKM|ARE|IRQ|AZE|AFG|ARM|UZB
land,full_sample,all,training,IRQ,SYR|JOR|LBN|ARM|ISR|AZE|CYP|SAU
land,full_sample,all,training,ISR,JOR|LBN|CYP|SYR|EGY|IRQ|TUR|SAU
land,full_sample,all,training,JPN,KOR|TWN|CHN|MNG|PHL|VNM|LAO|KHM
land,full_sample,all,training,JOR,ISR|LBN|SYR|CYP|IRQ|EGY|TUR|SAU
land,full_sample,all,training,KAZ,UZB|TJK|TKM|AFG|AZE|GEO|ARM|IRN
land,full_sample,all,training,LAO,VNM|THA|KHM|MMR|BGD|MYS|TWN|CHN
land,full_sample,all,training,LBN,CYP|ISR|SYR|JOR|TUR|IRQ|EGY|ARM
land,full_sample,all,training,MYS,KHM|IDN|VNM|THA|PHL|LAO|MMR|TWN
land,full_sample,all,training,MNG,CHN|RUS|KOR|NPL|KAZ|TJK|BGD|JPN
land,full_sample,all,training,NPL,IND|BGD|PAK|MMR|TJK|AFG|CHN|LAO
land,full_sample,all,training,OMN,ARE|QAT|YEM|SAU|IRN|PAK|DJI|AFG
land,full_sample,all,training,PAK,AFG|TJK|IND|TKM|UZB|IRN|NPL|ARE
land,full_sample,all,training,PHL,TWN|IDN|MYS|VNM|KHM|LAO|THA|KOR
land,full_sample,all,training,QAT,ARE|SAU|OMN|IRN|IRQ|YEM|JOR|SYR
land,full_sample,all,training,SAU,QAT|ARE|YEM|IRQ|ERI|JOR|ISR|OMN
land,full_sample,all,training,KOR,JPN|TWN|CHN|MNG|PHL|LAO|VNM|KHM
land,full_sample,all,training,LKA,IND|BGD|MMR|NPL|THA|KHM|PAK|LAO
land,full_sample,all,training,SYR,LBN|JOR|CYP|ISR|IRQ|TUR|ARM|GEO
land,full_sample,all,training,TWN,PHL|KOR|VNM|LAO|JPN|KHM|CHN|THA
land,full_sample,all,training,TJK,AFG|UZB|PAK|TKM|KAZ|IRN|NPL|IND
land,full_sample,all,training,THA,KHM|LAO|VNM|MMR|BGD|MYS|NPL|LKA
land,full_sample,all,training,TUR,CYP|SYR|LBN|GEO|ISR|ARM|JOR|BGR
land,full_sample,all,training,TKM,UZB|AFG|IRN|AZE|TJK|KAZ|ARM|GEO
land,full_sample,all,training,ARE,QAT|OMN|IRN|SAU|YEM|IRQ|AFG|PAK
land,full_sample,all,training,UZB,TKM|TJK|KAZ|AFG|IRN|AZE|PAK|ARM
land,full_sample,all,training,VNM,LAO|KHM|THA|MMR|MYS|TWN|PHL|BGD
land,full_sample,all,training,YEM,DJI|ERI|SAU|OMN|SOM|QAT|ARE|ETH
land,full_sample,all,training,ALB,MKD|MNE|SRB|BIH|GRC|BGR|HRV|ITA
land,full_sample,all,training,AUT,SVN|CZE|HRV|HUN|SVK|CHE|BIH|DEU
land,full_sample,all,training,BLR,LTU|LVA|UKR|POL|EST|MDA|SVK|ROU
land,full_sample,all,training,BEL,NLD|DEU|FRA|CHE|GBR|DNK|AUT|CZE
land,full_sample,all,training,BIH,HRV|MNE|SRB|SVN|HUN|ALB|MKD|AUT
land,full_sample,all,training,BGR,MKD|ROU|SRB|ALB|MNE|GRC|MDA|BIH
land,full_sample,all,training,HRV,BIH|SVN|MNE|SRB|AUT|HUN|ITA|ALB
land,full_sample,all,training,CYP,LBN|ISR|SYR|TUR|JOR|GRC|IRQ|EGY
land,full_sample,all,training,CZE,AUT|SVK|DEU|POL|SVN|HUN|HRV|CHE
land,full_sample,all,training,DNK,NLD|DEU|BEL|POL|CZE|SWE|LTU|GBR
land,full_sample,all,training,EST,LVA|LTU|FIN|SWE|BLR|POL|NOR|DNK
land,full_sample,all,training,FIN,SWE|EST|NOR|LVA|LTU|BLR|DNK|POL
land,full_sample,all,training,FRA,CHE|BEL|NLD|DEU|AUT|ESP|ITA|SVN
land,full_sample,all,training,DEU,NLD|CZE|BEL|AUT|CHE|DNK|POL|SVN
land,full_sample,all,training,GRC,MKD|ALB|BGR|MNE|SRB|BIH|ROU|HRV
land,full_sample,all,training,HUN,SVK|SRB|BIH|SVN|HRV|AUT|CZE|ROU
land,full_sample,all,training,ISL,IRL|NOR|GBR|SWE|DNK|NLD|BEL|FIN
land,full_sample,all,training,IRL,GBR|BEL|NLD|FRA|DNK|DEU|CHE|ISL
land,full_sample,all,training,ITA,HRV|SVN|BIH|MNE|CHE|AUT|ALB|SRB
land,full_sample,all,training,LVA,LTU|EST|BLR|POL|SWE|FIN|DNK|SVK
land,full_sample,all,training,LTU,LVA|BLR|EST|POL|SVK|DNK|CZE|SWE
land,full_sample,all,training,MKD,ALB|MNE|SRB|BGR|GRC|BIH|ROU|HRV
land,full_sample,all,training,MDA,UKR|ROU|BGR|SRB|SVK|HUN|BLR|MKD
land,full_sample,all,training,MNE,BIH|ALB|SRB|MKD|HRV|HUN|BGR|SVN
land,full_sample,all,training,NLD,BEL|DEU|DNK|GBR|CHE|FRA|CZE|AUT
land,full_sample,all,training,NOR,SWE|FIN|EST|DNK|LVA|LTU|NLD|GBR
land,full_sample,all,training,POL,SVK|CZE|LTU|HUN|BLR|LVA|DEU|AUT
land,full_sample,all,training,PRT,ESP|MAR|FRA|IRL|DZA|BEL|CHE|GBR
land,full_sample,all,training,ROU,MDA|BGR|SRB|HUN|SVK|MKD|MNE|BIH
land,full_sample,all,training,RUS,MNG|KAZ|FIN|CHN|UZB|TJK|EST|NOR
land,full_sample,all,training,SRB,MNE|BIH|MKD|HUN|ALB|HRV|ROU|BGR
land,full_sample,all,training,SVK,HUN|CZE|POL|AUT|SVN|SRB|ROU|BIH
land,full_sample,all,training,SVN,AUT|HRV|BIH|HUN|CZE|SVK|ITA|CHE
land,full_sample,all,training,ESP,PRT|MAR|FRA|CHE|TUN|BEL|ITA|DZA
land,full_sample,all,training,SWE,NOR|FIN|EST|LVA|DNK|LTU|POL|BLR
land,full_sample,all,training,CHE,FRA|AUT|BEL|SVN|DEU|CZE|ITA|NLD
land,full_sample,all,training,UKR,MDA|BLR|ROU|BGR|SVK|LTU|HUN|POL
land,full_sample,all,training,GBR,IRL|NLD|BEL|DNK|FRA|DEU|CHE|CZE
land,full_sample,all,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,full_sample,all,training,CAN,USA|ISL|MEX|BHS|CUB|NOR|IRL|JAM
land,full_sample,all,training,CRI,NIC|PAN|HND|SLV|GTM|JAM|ECU|COL
land,full_sample,all,training,CUB,BHS|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,full_sample,all,training,DOM,HTI|JAM|BHS|CUB|VEN|PAN|COL|NIC
land,full_sample,all,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|BHS
land,full_sample,all,training,GTM,SLV|HND|NIC|CRI|CUB|PAN|JAM|MEX
land,full_sample,all,training,HTI,DOM|JAM|BHS|CUB|PAN|NIC|VEN|HND
land,full_sample,all,training,HND,NIC|SLV|GTM|CRI|PAN|JAM|CUB|BHS
land,full_sample,all,training,JAM,HTI|CUB|BHS|DOM|NIC|HND|PAN|CRI
land,full_sample,all,training,MEX,GTM|SLV|HND|NIC|CUB|USA|CRI|BHS
land,full_sample,all,training,NIC,HND|CRI|SLV|GTM|PAN|JAM|CUB|HTI
land,full_sample,all,training,PAN,CRI|NIC|COL|HND|ECU|SLV|JAM|GTM
land,full_sample,all,training,USA,CAN|MEX|BHS|CUB|GTM|HND|SLV|JAM
land,full_sample,all,training,AUS,PNG|IDN|NZL|MYS|PHL|KHM|VNM|TWN
land,full_sample,all,training,NZL,AUS|PNG|IDN|PHL|MYS|CHL|TWN|KHM
land,full_sample,all,training,PNG,AUS|IDN|PHL|MYS|TWN|NZL|JPN|VNM
land,full_sample,all,training,ARG,CHL|URY|PRY|BOL|BRA|PER|ECU|COL
land,full_sample,all,training,BOL,PRY|PER|BRA|URY|ARG|ECU|CHL|COL
land,full_sample,all,training,BRA,BOL|PRY|SUR|PER|VEN|URY|COL|ARG
land,full_sample,all,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
land,full_sample,all,training,COL,VEN|PAN|ECU|CRI|PER|NIC|JAM|HTI
land,full_sample,all,training,ECU,COL|PER|PAN|CRI|NIC|VEN|SLV|HND
land,full_sample,all,training,PRY,BOL|URY|ARG|BRA|CHL|PER|SUR|ECU
land,full_sample,all,training,PER,ECU|BOL|COL|VEN|PAN|PRY|BRA|CRI
land,full_sample,all,training,SUR,VEN|BRA|COL|DOM|HTI|BOL|PER|PAN
land,full_sample,all,training,URY,ARG|PRY|CHL|BOL|BRA|PER|SUR|ECU
land,full_sample,all,training,VEN,COL|SUR|DOM|HTI|PAN|JAM|ECU|CRI
land,primary_loco,DZA,training,AGO,NAM|ZMB|COD|BWA|COG|GAB|ZWE|BDI
land,primary_loco,DZA,training,BEN,TGO|GHA|BFA|NGA|CIV|GNQ|CMR|LBR
land,primary_loco,DZA,training,BWA,NAM|ZWE|ZAF|SWZ|LSO|ZMB|AGO|MOZ
land,primary_loco,DZA,training,BFA,GHA|TGO|BEN|CIV|GIN|LBR|NGA|SLE
land,primary_loco,DZA,training,BDI,RWA|UGA|TZA|COD|KEN|ZMB|MWI|CAF
land,primary_loco,DZA,training,CMR,GNQ|NGA|GAB|COG|CAF|BEN|TGO|COD
land,primary_loco,DZA,training,CAF,CMR|COG|COD|GAB|GNQ|NGA|RWA|UGA
land,primary_loco,DZA,training,COG,GAB|GNQ|CMR|COD|CAF|AGO|NGA|RWA
land,primary_loco,DZA,training,COD,BDI|RWA|COG|UGA|CAF|AGO|ZMB|TZA
land,primary_loco,DZA,training,CIV,LBR|GHA|BFA|GIN|SLE|TGO|BEN|GNB
land,primary_loco,DZA,training,DJI,ETH|ERI|YEM|SOM|KEN|SAU|SDN|UGA
land,primary_loco,DZA,training,EGY,ISR|JOR|LBN|CYP|SDN|SYR|GRC|TUR
land,primary_loco,DZA,training,GNQ,GAB|CMR|COG|NGA|BEN|TGO|CAF|GHA
land,primary_loco,DZA,training,ERI,DJI|ETH|YEM|SDN|SAU|SOM|EGY|KEN
land,primary_loco,DZA,training,ETH,DJI|SOM|ERI|KEN|UGA|YEM|SDN|RWA
land,primary_loco,DZA,training,GAB,GNQ|COG|CMR|NGA|CAF|COD|AGO|BEN
land,primary_loco,DZA,training,GHA,TGO|BEN|CIV|BFA|LBR|NGA|GIN|SLE
land,primary_loco,DZA,training,GIN,SLE|GNB|LBR|SEN|CIV|BFA|GHA|TGO
land,primary_loco,DZA,training,GNB,SEN|GIN|SLE|LBR|CIV|BFA|GHA|TGO
land,primary_loco,DZA,training,KEN,UGA|TZA|ETH|RWA|BDI|SOM|DJI|MWI
land,primary_loco,DZA,training,LSO,ZAF|SWZ|BWA|ZWE|NAM|MOZ|ZMB|MWI
land,primary_loco,DZA,training,LBR,SLE|CIV|GIN|GNB|GHA|BFA|SEN|TGO
land,primary_loco,DZA,training,MDG,MOZ|MWI|SWZ|ZWE|TZA|ZMB|LSO|KEN
land,primary_loco,DZA,training,MWI,MOZ|ZMB|TZA|ZWE|BDI|RWA|BWA|MDG
land,primary_loco,DZA,training,MOZ,MWI|ZWE|ZMB|SWZ|MDG|TZA|BWA|LSO
land,primary_loco,DZA,training,NAM,BWA|AGO|ZAF|ZWE|LSO|ZMB|SWZ|MOZ
land,primary_loco,DZA,training,NGA,BEN|CMR|TGO|GNQ|GHA|BFA|GAB|COG
land,primary_loco,DZA,training,RWA,BDI|UGA|COD|TZA|KEN|ZMB|MWI|CAF
land,primary_loco,DZA,training,SEN,GNB|GIN|SLE|LBR|CIV|BFA|GHA|TGO
land,primary_loco,DZA,training,SLE,GIN|LBR|GNB|CIV|SEN|GHA|BFA|TGO
land,primary_loco,DZA,training,SOM,DJI|ETH|YEM|KEN|ERI|UGA|TZA|OMN
land,primary_loco,DZA,training,ZAF,LSO|SWZ|BWA|NAM|ZWE|MOZ|ZMB|MWI
land,primary_loco,DZA,training,SDN,ERI|EGY|ETH|DJI|CAF|UGA|SAU|ISR
land,primary_loco,DZA,training,SWZ,LSO|ZAF|ZWE|BWA|MOZ|ZMB|MWI|NAM
land,primary_loco,DZA,training,TZA,BDI|RWA|MWI|KEN|UGA|ZMB|MOZ|COD
land,primary_loco,DZA,training,TGO,BEN|GHA|BFA|CIV|NGA|LBR|GNQ|CMR
land,primary_loco,DZA,training,UGA,RWA|BDI|KEN|TZA|COD|ETH|CAF|SOM
land,primary_loco,DZA,training,ZMB,ZWE|MWI|MOZ|BWA|TZA|AGO|BDI|COD
land,primary_loco,DZA,training,ZWE,MOZ|ZMB|BWA|MWI|SWZ|LSO|ZAF|NAM
land,primary_loco,DZA,training,AFG,PAK|TJK|TKM|UZB|IRN|ARE|KAZ|QAT
land,primary_loco,DZA,training,ARM,AZE|GEO|SYR|IRQ|TUR|LBN|CYP|TKM
land,primary_loco,DZA,training,AZE,ARM|GEO|IRQ|TKM|SYR|IRN|TUR|LBN
land,primary_loco,DZA,training,BGD,MMR|NPL|IND|LAO|THA|VNM|CHN|KHM
land,primary_loco,DZA,training,MMR,BGD|LAO|THA|VNM|KHM|NPL|IND|CHN
land,primary_loco,DZA,training,KHM,VNM|THA|LAO|MYS|MMR|PHL|BGD|TWN
land,primary_loco,DZA,training,CHN,MNG|BGD|MMR|LAO|NPL|KOR|TWN|VNM
land,primary_loco,DZA,training,GEO,ARM|AZE|TUR|SYR|IRQ|LBN|CYP|UKR
land,primary_loco,DZA,training,IND,NPL|BGD|PAK|LKA|MMR|AFG|TJK|THA
land,primary_loco,DZA,training,IDN,MYS|PHL|KHM|VNM|THA|LAO|TWN|AUS
land,primary_loco,DZA,training,IRN,QAT|TKM|ARE|IRQ|AZE|AFG|ARM|UZB
land,primary_loco,DZA,training,IRQ,SYR|JOR|LBN|ARM|ISR|AZE|CYP|SAU
land,primary_loco,DZA,training,ISR,JOR|LBN|CYP|SYR|EGY|IRQ|TUR|SAU
land,primary_loco,DZA,training,JPN,KOR|TWN|CHN|MNG|PHL|VNM|LAO|KHM
land,primary_loco,DZA,training,JOR,ISR|LBN|SYR|CYP|IRQ|EGY|TUR|SAU
land,primary_loco,DZA,training,KAZ,UZB|TJK|TKM|AFG|AZE|GEO|ARM|IRN
land,primary_loco,DZA,training,LAO,VNM|THA|KHM|MMR|BGD|MYS|TWN|CHN
land,primary_loco,DZA,training,LBN,CYP|ISR|SYR|JOR|TUR|IRQ|EGY|ARM
land,primary_loco,DZA,training,MYS,KHM|IDN|VNM|THA|PHL|LAO|MMR|TWN
land,primary_loco,DZA,training,MNG,CHN|RUS|KOR|NPL|KAZ|TJK|BGD|JPN
land,primary_loco,DZA,training,NPL,IND|BGD|PAK|MMR|TJK|AFG|CHN|LAO
land,primary_loco,DZA,training,OMN,ARE|QAT|YEM|SAU|IRN|PAK|DJI|AFG
land,primary_loco,DZA,training,PAK,AFG|TJK|IND|TKM|UZB|IRN|NPL|ARE
land,primary_loco,DZA,training,PHL,TWN|IDN|MYS|VNM|KHM|LAO|THA|KOR
land,primary_loco,DZA,training,QAT,ARE|SAU|OMN|IRN|IRQ|YEM|JOR|SYR
land,primary_loco,DZA,training,SAU,QAT|ARE|YEM|IRQ|ERI|JOR|ISR|OMN
land,primary_loco,DZA,training,KOR,JPN|TWN|CHN|MNG|PHL|LAO|VNM|KHM
land,primary_loco,DZA,training,LKA,IND|BGD|MMR|NPL|THA|KHM|PAK|LAO
land,primary_loco,DZA,training,SYR,LBN|JOR|CYP|ISR|IRQ|TUR|ARM|GEO
land,primary_loco,DZA,training,TWN,PHL|KOR|VNM|LAO|JPN|KHM|CHN|THA
land,primary_loco,DZA,training,TJK,AFG|UZB|PAK|TKM|KAZ|IRN|NPL|IND
land,primary_loco,DZA,training,THA,KHM|LAO|VNM|MMR|BGD|MYS|NPL|LKA
land,primary_loco,DZA,training,TUR,CYP|SYR|LBN|GEO|ISR|ARM|JOR|BGR
land,primary_loco,DZA,training,TKM,UZB|AFG|IRN|AZE|TJK|KAZ|ARM|GEO
land,primary_loco,DZA,training,ARE,QAT|OMN|IRN|SAU|YEM|IRQ|AFG|PAK
land,primary_loco,DZA,training,UZB,TKM|TJK|KAZ|AFG|IRN|AZE|PAK|ARM
land,primary_loco,DZA,training,VNM,LAO|KHM|THA|MMR|MYS|TWN|PHL|BGD
land,primary_loco,DZA,training,YEM,DJI|ERI|SAU|OMN|SOM|QAT|ARE|ETH
land,primary_loco,DZA,training,ALB,MKD|MNE|SRB|BIH|GRC|BGR|HRV|ROU
land,primary_loco,DZA,training,AUT,SVN|CZE|HRV|HUN|SVK|CHE|BIH|DEU
land,primary_loco,DZA,training,BLR,LTU|LVA|UKR|POL|EST|MDA|SVK|ROU
land,primary_loco,DZA,training,BEL,NLD|DEU|CHE|GBR|DNK|AUT|CZE|SVN
land,primary_loco,DZA,training,BIH,HRV|MNE|SRB|SVN|HUN|ALB|MKD|AUT
land,primary_loco,DZA,training,BGR,MKD|ROU|SRB|ALB|MNE|GRC|MDA|BIH
land,primary_loco,DZA,training,HRV,BIH|SVN|MNE|SRB|AUT|HUN|ALB|SVK
land,primary_loco,DZA,training,CYP,LBN|ISR|SYR|TUR|JOR|GRC|IRQ|EGY
land,primary_loco,DZA,training,CZE,AUT|SVK|DEU|POL|SVN|HUN|HRV|CHE
land,primary_loco,DZA,training,DNK,NLD|DEU|BEL|POL|CZE|SWE|LTU|GBR
land,primary_loco,DZA,training,EST,LVA|LTU|FIN|SWE|BLR|POL|NOR|DNK
land,primary_loco,DZA,training,FIN,SWE|EST|NOR|LVA|LTU|BLR|DNK|POL
land,primary_loco,DZA,training,DEU,NLD|CZE|BEL|AUT|CHE|DNK|POL|SVN
land,primary_loco,DZA,training,GRC,MKD|ALB|BGR|MNE|SRB|BIH|ROU|HRV
land,primary_loco,DZA,training,HUN,SVK|SRB|BIH|SVN|HRV|AUT|CZE|ROU
land,primary_loco,DZA,training,ISL,IRL|NOR|GBR|SWE|DNK|NLD|BEL|FIN
land,primary_loco,DZA,training,IRL,GBR|BEL|NLD|DNK|DEU|CHE|ISL|PRT
land,primary_loco,DZA,training,LVA,LTU|EST|BLR|POL|SWE|FIN|DNK|SVK
land,primary_loco,DZA,training,LTU,LVA|BLR|EST|POL|SVK|DNK|CZE|SWE
land,primary_loco,DZA,training,MKD,ALB|MNE|SRB|BGR|GRC|BIH|ROU|HRV
land,primary_loco,DZA,training,MDA,UKR|ROU|BGR|SRB|SVK|HUN|BLR|MKD
land,primary_loco,DZA,training,MNE,BIH|ALB|SRB|MKD|HRV|HUN|BGR|SVN
land,primary_loco,DZA,training,NLD,BEL|DEU|DNK|GBR|CHE|CZE|AUT|IRL
land,primary_loco,DZA,training,NOR,SWE|FIN|EST|DNK|LVA|LTU|NLD|GBR
land,primary_loco,DZA,training,POL,SVK|CZE|LTU|HUN|BLR|LVA|DEU|AUT
land,primary_loco,DZA,training,PRT,IRL|BEL|CHE|GBR|NLD|DEU|AUT|SVN
land,primary_loco,DZA,training,ROU,MDA|BGR|SRB|HUN|SVK|MKD|MNE|BIH
land,primary_loco,DZA,training,RUS,MNG|KAZ|FIN|CHN|UZB|TJK|EST|NOR
land,primary_loco,DZA,training,SRB,MNE|BIH|MKD|HUN|ALB|HRV|ROU|BGR
land,primary_loco,DZA,training,SVK,HUN|CZE|POL|AUT|SVN|SRB|ROU|BIH
land,primary_loco,DZA,training,SVN,AUT|HRV|BIH|HUN|CZE|SVK|CHE|MNE
land,primary_loco,DZA,training,SWE,NOR|FIN|EST|LVA|DNK|LTU|POL|BLR
land,primary_loco,DZA,training,CHE,AUT|BEL|SVN|DEU|CZE|NLD|HRV|BIH
land,primary_loco,DZA,training,UKR,MDA|BLR|ROU|BGR|SVK|LTU|HUN|POL
land,primary_loco,DZA,training,GBR,IRL|NLD|BEL|DNK|DEU|CHE|CZE|NOR
land,primary_loco,DZA,training,BHS,CUB|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,DZA,training,CAN,USA|ISL|MEX|BHS|CUB|NOR|IRL|JAM
land,primary_loco,DZA,training,CRI,NIC|PAN|HND|SLV|GTM|JAM|ECU|COL
land,primary_loco,DZA,training,CUB,BHS|JAM|HTI|DOM|HND|NIC|GTM|SLV
land,primary_loco,DZA,training,DOM,HTI|JAM|BHS|CUB|VEN|PAN|COL|NIC
land,primary_loco,DZA,training,SLV,GTM|HND|NIC|CRI|PAN|CUB|JAM|BHS
land,primary_loco,DZA,training,GTM,SLV|HND|NIC|CRI|CUB|PAN|JAM|MEX
land,primary_loco,DZA,training,HTI,DOM|JAM|BHS|CUB|PAN|NIC|VEN|HND
land,primary_loco,DZA,training,HND,NIC|SLV|GTM|CRI|PAN|JAM|CUB|BHS
land,primary_loco,DZA,training,JAM,HTI|CUB|BHS|DOM|NIC|HND|PAN|CRI
land,primary_loco,DZA,training,MEX,GTM|SLV|HND|NIC|CUB|USA|CRI|BHS
land,primary_loco,DZA,training,NIC,HND|CRI|SLV|GTM|PAN|JAM|CUB|HTI
land,primary_loco,DZA,training,PAN,CRI|NIC|COL|HND|ECU|SLV|JAM|GTM
land,primary_loco,DZA,training,USA,CAN|MEX|BHS|CUB|GTM|HND|SLV|JAM
land,primary_loco,DZA,training,AUS,PNG|IDN|NZL|MYS|PHL|KHM|VNM|TWN
land,primary_loco,DZA,training,NZL,AUS|PNG|IDN|PHL|MYS|CHL|TWN|KHM
land,primary_loco,DZA,training,PNG,AUS|IDN|PHL|MYS|TWN|NZL|JPN|VNM
land,primary_loco,DZA,training,ARG,CHL|URY|PRY|BOL|BRA|PER|ECU|COL
land,primary_loco,DZA,training,BOL,PRY|PER|BRA|URY|ARG|ECU|CHL|COL
land,primary_loco,DZA,training,BRA,BOL|PRY|SUR|PER|VEN|URY|COL|ARG
land,primary_loco,DZA,training,CHL,ARG|URY|PRY|BOL|PER|BRA|ECU|COL
land,primary_loco,DZA,training,COL,VEN|PAN|ECU|CRI|PER|NIC|JAM|HTI
land,primary_loco,DZA,training,ECU,COL|PER|PAN|CRI|NIC|VEN|SLV|HND
land,primary_loco,DZA,training,PRY,BOL|URY|ARG|BRA|CHL|PER|SUR|ECU
land,primary_loco,DZA,training,PER,ECU|BOL|COL|VEN|PAN|PRY|BRA|CRI
land,primary_loco,DZA,training,SUR,VEN|BRA|COL|DOM|HTI|BOL|PER|PAN
