iso3,Country,total_land_area_km2,native_valid_area_km2,harmonized_area_km2,unresolved_area_km2,unresolved_structural_area_km2,non_structural_invalid_area_km2,native_fraction,harmonized_fraction,unresolved_fraction,coverage,n_cru_cells,n_native_cells,n_harmonized_cells,n_unresolved_cells,n_non_structural_invalid_cells,n_cross_border_cells,cross_border_area_km2,mean_donor_distance_km,area_weighted_mean_donor_distance_km,max_donor_distance_km,c2_native_support_only,c2_harmonized,delta_c2_harmonization,p_bar_native_area_mean_mm_yr,e_bar_native_area_mean_mm_yr,pre_station_supported_share,pre_mean_station_count,pre_pure_climatology_share
COD,Congo (Democratic Republic Of The),2301556.6931787813,2301556.6931787813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,807,807,0,0,0,0,0.0,NA,NA,NA,0.1203669372525435,0.1203669372525435,0.0,1521.2002735704484,1140.4302526778972,0.9357152000672536,5.330328710333081,0.0
CIV,Côte D'Ivoire,321055.45409472036,321048.57431403355,6.879780686822067,0.0,0.0,0.0,0.9999785713632986,2.142863670147257e-05,0.0,1.0,122,121,1,0,0,0,0.0,55.29135878721182,55.29135878721182,55.29135878721182,0.06251172185873671,0.06251361429026855,1.8924315318413765e-06,1391.4704548902764,1193.2900508029227,1.0,7.965922853306332,0.0
DJI,Djibouti,22046.795631038593,22046.795631038593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12,12,0,0,0,0,0.0,NA,NA,NA,-1.004749439005027,-1.004749439005027,0.0,176.21156658168132,1707.3910217787945,0.9924398586051335,3.204873804899005,0.0
EGY,Egypt,997578.3068025362,997274.0026192317,304.3041833046254,0.0,0.0,0.0,0.9996949570963708,0.000305042903629279,0.0,1.0,398,389,9,0,0,0,0.0,48.80263994726529,48.61436193939487,50.97366034195096,-2.444343663635309,-2.4441354866345066,0.00020817700080222323,21.159238684091704,2088.783485387092,0.6779350048382341,3.1194203985186597,0.0
GNQ,Equatorial Guinea,27095.440164328564,27079.776075861628,0.0,15.664088466934341,15.664088466934341,0.0,0.9994218920832458,0.0,0.0005781079167540625,0.9994218920832458,18,17,0,1,0,0,0.0,NA,NA,NA,0.4142862575969018,0.4142862575969018,0.0,2588.109392985744,989.1045678687404,0.9682576129033772,6.54387133839872,0.0
ERI,Eritrea,120700.07481728542,120178.16699807525,501.5232209919919,20.384598218188103,20.384598218188103,0.0,0.9956759942361243,0.004155119387881016,0.0001688863759947631,0.9998311136240053,63,55,7,1,0,0,0.0,53.73470681465829,54.12783414704774,55.329347286678505,-0.8641918748458367,-0.8648933963655089,-0.0007015215196721769,282.30413645143403,1817.5499816954618,0.9997501336827878,6.7756546786924865,0.0
ETH,Ethiopia,1127266.4671364443,1127266.4671364443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,396,396,0,0,0,0,0.0,NA,NA,NA,-0.34692630068529023,-0.34692630068529023,0.0,838.1768281103051,1570.6468619285672,0.9945399666366539,5.062010627209049,0.0
GAB,Gabon,268289.02853286813,268150.5380583317,138.49047453644903,0.0,0.0,0.0,0.9994838012001692,0.0005161987998308419,0.0,1.0,106,105,1,0,0,0,0.0,55.28781761522435,55.28781761522435,55.28781761522435,0.3113931468800155,0.31140127825829206,8.131378276543533e-06,1889.6674423082463,915.4043068998094,0.834822912667481,4.865542179110803,0.0
GHA,Ghana,229026.4018367001,228973.92349897802,52.47833772206215,0.0,0.0,0.0,0.9997708633707677,0.00022913662923229323,0.0,1.0,93,91,2,0,0,0,0.0,55.2922832976825,55.29183373290233,55.29320780815319,-0.004130773443013801,-0.004091966657969223,3.880678504457769e-05,1252.3395986244066,1261.5149108174194,1.0,7.99611067236316,0.0
GIN,Guinea,246704.1990424227,246679.09536088508,25.103681537617145,0.0,0.0,0.0,0.999898243801139,0.0001017561988610513,0.0,1.0,99,97,2,0,0,0,0.0,54.900887349501076,54.93407268828456,54.94071373414301,0.11176886913096312,0.11179389972940838,2.50305984452609e-05,1934.3632597813573,1459.8220184176705,0.9988070450840862,7.892898932694262,0.0
GNB,Guinea Bissau,34238.115277493336,34236.33382612827,1.7814513650638206,0.0,0.0,0.0,0.9999479687666617,5.203123333821094e-05,0.0,1.0,22,21,1,0,0,1,1.7814513650638206,54.6893020591879,54.6893020591879,54.6893020591879,0.047536494157835854,0.04754752188125088,1.1027723415026058e-05,1841.4110984926465,1625.6263906176146,0.9999385325122748,7.943210767477754,0.0
KEN,Kenya,581504.888869616,581418.3644217994,86.52444781655767,0.0,0.0,0.0,0.9998512059838659,0.00014879401613415846,0.0,1.0,210,209,1,0,0,0,0.0,55.288197731838544,55.288197731838544,55.288197731838544,-0.4484535002723071,-0.44843412271948313,1.937755282399589e-05,657.11638141044,1684.4811734806851,1.0,7.9805896576261,0.0
LSO,Lesotho,30914.73783034189,30914.73783034189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15,15,0,0,0,0,0.0,NA,NA,NA,-0.13873181685035302,-0.13873181685035302,0.0,851.5856049209697,1162.543088576556,1.0,8.0,0.0
LBR,Liberia,96519.24037196237,96402.77993887826,116.46043308411046,0.0,0.0,0.0,0.9987933967089329,0.0012066032910671431,0.0,1.0,44,42,2,0,0,0,0.0,55.29180028268106,55.29215515339696,55.2922417781503,0.358731346892035,0.358816597990449,8.525109841400758e-05,2590.3182260693575,1122.0379134817579,0.9965580995887899,7.7237391823230785,0.0
LBY,Libya,1618836.5705896516,1618640.8196710816,195.75091856995,0.0,0.0,0.0,0.9998790792584463,0.00012092074155370043,0.0,1.0,631,623,8,0,0,0,0.0,48.38020922297488,48.61351981496573,55.44340628321544,-2.1503039067805454,-2.1501616022424006,0.0001423045381447885,41.540985141925,1942.3152069264372,0.5947042853033312,2.2079848943805733,0.04154387113213278
MDG,Madagascar,592900.1819546571,592527.9632133007,372.21874135641013,0.0,0.0,0.0,0.9993722067344806,0.0006277932655194835,0.0,1.0,256,242,14,0,0,0,0.0,53.03151081042629,53.419778192108026,55.31114829002859,0.03762112082789006,0.037595442819327134,-2.5678008562929344e-05,1442.056406888853,1240.598632735891,0.8948651126153173,2.3392283463301022,0.003785341481437662
MWI,Malawi,98041.78596979097,98041.78596979097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,50,0,0,0,0,0.0,NA,NA,NA,-0.1156496838005782,-0.1156496838005782,0.0,1042.3803889212945,1339.617308922484,1.0,7.9992778697491405,0.0
MLI,Mali,1251659.479751496,1251659.479751496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,460,460,0,0,0,0,0.0,NA,NA,NA,-1.0709636454013889,-1.0709636454013889,0.0,353.3736815858177,2073.9977023965134,0.8281180770795488,5.50194393386341,0.1162009863109846
MRT,Mauritania,1041473.3518872622,1041094.3402556475,379.0116316146926,0.0,0.0,0.0,0.9996360812968207,0.00036391870317937814,0.0,1.0,392,388,4,0,0,0,0.0,52.862304094311476,53.029485571830286,53.45012826319132,-1.4113313266854213,-1.411210768265098,0.00012055842032321351,120.27985126383106,2060.5439363614378,0.8387214715223812,5.1260588073135755,0.03219391654749766
MAR,Morocco,409414.6933406997,409391.0449057459,23.648434953837096,0.0,0.0,0.0,0.999942238431257,5.7761568743107485e-05,0.0,1.0,191,187,4,0,0,0,0.0,47.16868275329149,46.94565448739303,49.06692727430996,-0.7211489615863158,-0.721142768325312,6.193261003817341e-06,330.9925384392138,1387.8707320471697,0.9981988741083995,7.259047864716169,0.0
MOZ,Mozambique,779436.999430529,779003.9905809179,433.0088496110936,0.0,0.0,0.0,0.9994444594624999,0.0005555405375000902,0.0,1.0,321,310,11,0,0,1,3.53092184398779,52.822246582835824,53.31472026513757,54.77725506878559,-0.16513649290836926,-0.16512565831398865,1.0834594380615403e-05,980.4657990482195,1379.1372468467857,0.992088055958701,7.842802061472657,0.0
NAM,Namibia,820093.3269202465,819855.2300749583,238.09684528815254,0.0,0.0,0.0,0.9997096710368534,0.0002903289631465411,0.0,1.0,315,310,5,0,0,0,0.0,50.99334321179936,50.716097901496084,52.56686505026733,-0.8600057182015991,-0.8603458850701876,-0.00034016686858850953,267.9218164100452,1483.9193778142658,0.9936510252212581,7.67274471664131,0.0
NER,Niger,1187341.3996928008,1187341.3996928008,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,436,436,0,0,0,0,0.0,NA,NA,NA,-1.4325546391666584,-1.4325546391666584,0.0,194.98176824612094,2368.5535544406953,0.7279632552501818,3.1955618812579085,0.006006410374269816
NGA,Nigeria,894660.4336191333,894521.8209522432,138.61266689017813,0.0,0.0,0.0,0.9998450667295865,0.00015493327041350648,0.0,1.0,332,330,2,0,0,0,0.0,55.29095894243909,55.2910054301352,55.29135878721182,-0.1535231212042771,-0.15343935803457467,8.376316970243325e-05,1230.7936796091396,1667.3109872332661,0.9869658893896629,7.289794713226187,0.0
RWA,Rwanda,24860.68554957597,24860.68554957597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13,13,0,0,0,0,0.0,NA,NA,NA,0.03726627477817363,0.03726627477817363,0.0,1106.5908253868658,1006.1026456060059,1.0,7.8077514789373765,0.0
SEN,Senegal,192440.60717483712,192349.25835145643,91.34882338067408,0.0,0.0,0.0,0.99952531420098,0.0004746857990199614,0.0,1.0,82,79,3,0,0,0,0.0,53.83584225836274,53.85896680126557,53.95807969876879,-0.37171877874727005,-0.371739395902356,-2.061715508594464e-05,827.1986772598705,1785.284495974162,1.0,7.969066817934838,0.0
