iso3,Country,total_land_area_km2,native_valid_area_km2,harmonized_area_km2,unresolved_area_km2,unresolved_structural_area_km2,non_structural_invalid_area_km2,native_fraction,harmonized_fraction,unresolved_fraction,coverage,n_cru_cells,n_native_cells,n_harmonized_cells,n_unresolved_cells,n_non_structural_invalid_cells,n_cross_border_cells,cross_border_area_km2,mean_donor_distance_km,area_weighted_mean_donor_distance_km,max_donor_distance_km,c2_native_support_only,c2_harmonized,delta_c2_harmonization,p_bar_native_area_mean_mm_yr,e_bar_native_area_mean_mm_yr,pre_station_supported_share,pre_mean_station_count,pre_pure_climatology_share
TWN,Taiwan,36340.24662053837,36163.79920915868,173.682819122238,2.764592257439694,2.764592257439694,0.0,0.9951445730893866,0.0047793516905875345,7.607522002553591e-05,0.9999239247799745,41,25,14,2,0,2,2.3224620371003337,57.832340652815674,60.68247068895316,75.58146090103729,0.31460993248404734,0.31439606991389757,-0.00021386257014976984,2128.386447767834,1032.204770088779,1.0,8.0,0.0
TJK,Tajikistan,139993.581148512,139993.581148512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,75,75,0,0,0,0,0.0,NA,NA,NA,-0.1877410641243553,-0.1877410641243553,0.0,606.4485790581964,892.6070935262364,1.0,7.855561640517319,0.0
THA,Thailand,516325.4675294074,515476.6598565887,848.8076728187257,0.0,0.0,0.0,0.9983560608062193,0.001643939193780678,0.0,1.0,228,211,17,0,0,1,3.2607169540544305,56.27351992059995,59.20617943286056,77.92614894568324,0.06957088539128392,0.06991066545042793,0.000339780059144007,1570.617980843238,1281.6385515521845,1.0,7.965588277567841,0.0
TUR,Turkey,771186.4309044062,770878.6465007167,307.78440368950385,0.0,0.0,0.0,0.9996008949440038,0.0003991050559960589,0.0,1.0,381,372,9,0,0,1,6.765457538993847,45.27099213794844,43.55638293424931,55.53664219549109,-0.25643769062345745,-0.2563438947962282,9.379582722923718e-05,602.0268393940954,1058.5145409747317,0.9473644588690144,6.588572886644094,0.0
TKM,Turkmenistan,468851.51418843394,466591.8817718996,2259.6324165342667,0.0,0.0,0.0,0.9951804945741816,0.004819505425818265,0.0,1.0,233,227,6,0,0,0,0.0,45.2072760961638,44.01298039237806,55.50774131184782,-1.0264745521199563,-1.0257506464403512,0.0007239056796051191,141.75275023255654,1430.5199875900864,0.9878442648322485,6.9345230244047835,0.0
ARE,United Arab Emirates,79471.90601817542,79229.05844788079,239.65115963775497,3.196410656861153,3.196410656861153,0.0,0.9969442337240648,0.0030155456392721497,4.0220636662849466e-05,0.9999597793633371,49,40,8,1,0,2,3.1060872964673103,54.7710432352396,52.43084167609441,74.9356986902314,-1.551329888163533,-1.5513624822447576,-3.259408122469054e-05,62.37286078474489,2114.80076422455,0.5570058361795424,0.5701859175510557,0.07179234757064941
UZB,Uzbekistan,417484.20640059625,417484.20640059625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,223,223,0,0,0,0,0.0,NA,NA,NA,-0.9080445388031221,-0.9080445388031221,0.0,198.25379630299898,1329.1531764919762,0.9901949230277391,6.879398698646434,0.0
VNM,Vietnam,329367.5859413006,328800.1651780472,550.8081382243506,16.612625029090793,16.612625029090793,0.0,0.9982772416367817,0.0016723204156541222,5.043794756431032e-05,0.9999495620524358,168,151,14,3,0,0,0.0,58.97619964438626,57.033277712537654,77.97973179512267,0.17837608184109507,0.17837421750915014,-1.8643319449340723e-06,1772.6921391183405,1177.9274075263083,0.8159174064869522,3.4432254152157853,0.004027944604948256
YEM,Yemen,454853.66345022945,454291.2359874034,416.3738474989944,146.05361532709634,146.05361532709634,0.0,0.9987634980038198,0.0009154017675501353,0.000321100228630076,0.9996788997713699,193,182,9,2,0,0,0.0,56.553226647646625,54.09465240163242,77.54564633624892,-1.1096930652914399,-1.109839906065466,-0.00014684077402615792,181.34259390770666,1902.9048136731271,0.2880098746748828,0.4400056502120736,0.44628318126251504
ALB,Albania,27823.331212047622,27823.331212047622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19,19,0,0,0,0,0.0,NA,NA,NA,0.1038326817933687,0.1038326817933687,0.0,1174.2491518568884,918.8200760634264,1.0,7.879027801447807,0.0
AUT,Austria,83605.16160251292,83605.16160251292,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,50,0,0,0,0,0.0,NA,NA,NA,0.21969659624808846,0.21969659624808846,0.0,1100.6974144290723,642.2356407026617,1.0,8.0,0.0
BLR,Belarus,205772.92251152458,205772.92251152458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,128,128,0,0,0,0,0.0,NA,NA,NA,0.011670253440293297,0.011670253440293297,0.0,638.3039752421188,621.7881923346397,0.9999489077970759,7.91074072704654,0.0
BEL,Belgium,30652.429669957946,30652.429669957946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,23,0,0,0,0,0.0,NA,NA,NA,0.09861927026964269,0.09861927026964269,0.0,855.579224155064,676.2158843190178,1.0,8.0,0.0
BIH,Bosnia And Herzegovina,51472.60275863837,51472.60275863837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30,30,0,0,0,0,0.0,NA,NA,NA,0.13530764297454892,0.13530764297454892,0.0,1100.705375008764,799.2583763696646,1.0,8.0,0.0
BGR,Bulgaria,111389.75196961852,111340.91245065891,48.83951895960316,0.0,0.0,0.0,0.9995615438754821,0.0004384561245178471,0.0,1.0,62,60,2,0,0,0,0.0,40.93375945331236,40.64605735311567,41.26277906766285,-0.13417268676785168,-0.13421312910501412,-4.04423371624385e-05,633.6853183982731,858.5156374330471,1.0,7.799337558444488,0.0
HRV,Croatia,56417.123384299884,56126.95187217999,290.1715121198868,0.0,0.0,0.0,0.9948566765777241,0.005143323422275684,0.0,1.0,52,43,9,0,0,3,58.18079548385326,48.61396415471673,40.3656958371673,68.90274566602795,0.13201739933272547,0.13199196576803773,-2.543356468773239e-05,1102.3954150493478,791.7630701941883,1.0,8.0,0.0
CYP,Cyprus,9300.166612860025,9239.332580945229,60.83403191479567,0.0,0.0,0.0,0.9934588234332624,0.006541176566737631,0.0,1.0,12,10,2,0,0,0,0.0,45.50303980374221,45.43258453323018,45.782427242864564,-0.4604581975853567,-0.46049426789803233,-3.6070312675606786e-05,503.8671276799007,1440.111072426773,1.0,7.410318331172051,0.0
CZE,Czech Republic,79805.01711055235,79805.01711055235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,51,0,0,0,0,0.0,NA,NA,NA,0.013303254127415405,0.013303254127415405,0.0,692.6188609308701,665.1497005664833,1.0,8.0,0.0
DNK,Denmark,43336.56120797192,43167.49543911362,169.06576885831203,0.0,0.0,0.0,0.9960987728572427,0.0039012271427575048,0.0,1.0,58,49,9,0,0,3,28.27660537461827,36.29247702824575,31.35277633077536,55.65714576035138,0.08599930218505153,0.0858769386252542,-0.00012236355979733382,685.8077264035737,557.169411078296,1.0,8.0,0.0
EST,Estonia,43810.24217912949,43531.191655998664,279.0505231308327,0.0,0.0,0.0,0.9936304729385002,0.00636952706149997,0.0,1.0,50,42,8,0,0,2,16.215735847249604,31.976013872369013,34.47961329850662,55.701872280666436,0.06731567008493493,0.06734268230802216,2.7012223087236054e-05,623.7402839857137,533.5504428149741,1.0,8.0,0.0
FIN,Finland,303261.8418936879,302869.9067616858,391.93513200208525,0.0,0.0,0.0,0.9987076015579319,0.0012923984420680358,0.0,1.0,300,290,10,0,0,1,1.635492214512511,38.20903897255297,34.601335437436965,55.7103693820197,0.07710932682809865,0.07706329029855956,-4.603652953909243e-05,539.0725118051346,449.74747575378274,1.0,8.0,0.0
FRA,France,547027.0846306175,546709.1159345643,317.96869605320285,0.0,0.0,0.0,0.9994187331761315,0.0005812668238683512,0.0,1.0,307,299,8,0,0,0,0.0,45.43453896053791,45.40806707337403,55.59029410768088,0.005024222224609726,0.0050080328877142805,-1.6189336895445355e-05,821.9050419270211,807.9069889137861,1.0,8.0,0.0
DEU,Germany,355499.4566974893,355232.5753099907,266.8813874987099,0.0,0.0,0.0,0.9992492776501604,0.0007507223498397958,0.0,1.0,216,211,5,0,0,0,0.0,37.202838588004404,32.62922798653122,55.65250043154409,0.04270898297388369,0.04278270444753817,7.37214736544825e-05,710.2921011266253,636.4492295178206,1.0,8.0,0.0
GRC,Greece,132579.6342998765,130774.23310403955,1803.2557219225944,2.1454739143166526,2.1454739143166526,0.0,0.9863825148909872,0.01360130257897592,1.6182530036731677e-05,0.9999838174699631,155,118,36,1,0,1,190.40480727177376,48.51260129008139,48.65584217274744,71.30984450887824,-0.15550871622581305,-0.15717917683527366,-0.0016704606094606056,738.8335054178199,1035.079286532006,1.0,7.305375908139284,0.0
HUN,Hungary,90770.44461845413,90770.44461845413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,55,0,0,0,0,0.0,NA,NA,NA,-0.10142803766628666,-0.10142803766628666,0.0,623.1940745473954,785.0692017030707,1.0,8.0,0.0
ISL,Iceland,101298.87535857853,101013.83187297582,285.0434856026852,0.0,0.0,0.0,0.9971861140156422,0.0028138859843575372,0.0,1.0,130,111,19,0,0,0,0.0,37.40580479045822,32.135117746298675,60.36345643362195,0.4176283199440256,0.41755912856398825,-6.919138003735892e-05,1024.2439008309377,373.92531223730225,1.0,7.676130519495908,0.0
IRL,Ireland,69129.1556382827,69028.74145012205,100.41418816066171,0.0,0.0,0.0,0.9985474408412267,0.001452559158773434,0.0,1.0,63,56,7,0,0,0,0.0,39.83846271183079,52.13869765444553,55.628916050131096,0.3405673041767463,0.34071060439457873,0.00014330021783243163,1156.1747335119942,522.837775682227,1.0,8.0,0.0
ITA,Italy,298917.6442653434,298371.88188758946,480.59204933016815,65.17032842371049,65.17032842371049,0.0,0.9981742048747398,0.001607774109525485,0.00021802101573455482,0.9997819789842654,221,193,24,4,0,2,56.73967531912855,46.21766080590516,45.0420896519379,70.58987172221599,-0.05505393802754707,-0.05531534964241385,-0.0002614116148667786,812.812960960375,906.414862546947,1.0,7.829974023896185,0.0
LVA,Latvia,63182.45063626643,63136.92742919203,45.523207074406415,0.0,0.0,0.0,0.9992794960211899,0.0007205039788101588,0.0,1.0,55,52,3,0,0,0,0.0,30.58870012039566,30.761420731336333,30.994636264880423,0.07603311696457922,0.07604743231970187,1.431535512265436e-05,647.9282931838396,543.3471233264416,1.0,8.0,0.0
LTU,Lithuania,63429.16212519105,63411.47699295842,17.68513223262244,0.0,0.0,0.0,0.9997211829442469,0.0002788170557529523,0.0,1.0,46,45,1,0,0,0,0.0,31.797741454681272,31.797741454681272,31.797741454681272,0.07369739828251798,0.07370679224942324,9.39396690526062e-06,674.4754199169208,567.6520888308406,1.0,7.993056683726353,0.0
MKD,Macedonia,23833.290018225383,23833.290018225383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14,14,0,0,0,0,0.0,NA,NA,NA,-0.1286631474920621,-0.1286631474920621,0.0,675.4005036301651,892.3636261601858,1.0,7.993250213612907,0.0
MDA,Moldova,34578.65377507811,34578.65377507811,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22,22,0,0,0,0,0.0,NA,NA,NA,-0.26244803119608257,-0.26244803119608257,0.0,478.5054805902107,875.57411530354,1.0,8.0,0.0
MNE,Montenegro,13085.095639931169,13085.095639931169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10,10,0,0,0,0,0.0,NA,NA,NA,0.19005224952157956,0.19005224952157956,0.0,1299.758641409073,837.2561899379833,1.0,8.0,0.0
NLD,Netherlands,34324.00841544509,33724.4349814102,599.5734340348844,0.0,0.0,0.0,0.9825319517820333,0.017468048217966547,0.0,1.0,33,30,3,0,0,0,0.0,41.31328289373668,34.27041430251491,55.64782933553395,0.08540957203065813,0.08555897360277517,0.00014940157211704164,739.3259898706496,608.0021760517923,1.0,8.0,0.0
NOR,Norway,320144.7624475174,319017.4039105966,1123.224142450053,4.134394470783829,4.134394470783829,0.0,0.9964785975934696,0.0035084882659424657,1.2914140588077235e-05,0.9999870858594121,361,327,33,1,0,0,0.0,33.49642281088801,28.541021033394355,59.715268552941616,0.33364592933939785,0.33381870232769667,0.00017277298829881937,1014.932820921121,427.89095024948745,1.0,7.999600296156125,0.0
POL,Poland,307428.6074259775,307346.4466607808,82.1607651966549,0.0,0.0,0.0,0.9997327484716384,0.0002672515283615483,0.0,1.0,188,186,2,0,0,0,0.0,32.19563553726127,32.19563553726127,32.19563553726127,-0.0168633521394114,-0.01684578792757894,1.7564211832458987e-05,616.4812276458799,635.9050805004744,1.0,7.998625097840354,0.0
PRT,Portugal,92423.01380582534,91865.28398625796,554.2057076955894,3.5241118717912325,3.5241118717912325,0.0,0.9939654659959571,0.005996403762161868,3.813024188104447e-05,0.9999618697581188,75,58,15,2,0,0,0.0,55.17428247735797,50.74881248032584,72.67964810710986,-0.1361969463090637,-0.13531292162243758,0.0008840246866261281,814.2215237815681,1071.9151854919712,0.9998041103756251,7.817507128473813,0.0
ROU,Romania,235923.34154926546,235923.34154926546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,130,130,0,0,0,0,0.0,NA,NA,NA,-0.0868540711419185,-0.0868540711419185,0.0,634.3835206107258,764.7102283791342,1.0,7.999989600627031,0.0
RUS,Russia,16653692.815023635,16639053.711419774,13711.901763809403,927.2018400417758,927.2018400417758,0.0,0.9991209695191055,0.0008233550309898605,5.567544990413947e-05,0.999944324550096,12894,12502,359,33,0,3,37.64452579997109,32.46664417939602,31.825541224963,67.54461536748673,-0.004005987699061687,-0.003971580076622981,3.44076224387058e-05,447.3469700377527,451.7352516821395,0.9172689591301532,5.381072883828059,2.054786409219431e-05
SRB,Serbia,79153.40496146055,79153.40496146055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46,46,0,0,0,0,0.0,NA,NA,NA,-0.060714036139097774,-0.060714036139097774,0.0,745.193926752735,844.5441965189463,1.0,8.0,0.0
SVK,Slovakia,49893.73736667935,49893.73736667935,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,31,0,0,0,0,0.0,NA,NA,NA,0.04114980200147669,0.04114980200147669,0.0,790.9264056889808,709.8466827586972,1.0,8.0,0.0
SVN,Slovenia,22029.139026511366,22029.139026511366,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14,14,0,0,0,0,0.0,NA,NA,NA,0.3067931666120929,0.3067931666120929,0.0,1435.288499235199,693.6095736237165,1.0,8.0,0.0
ESP,Spain,503318.3413226153,502939.4846883741,378.8566342411325,0.0,0.0,0.0,0.9992472822801458,0.0007527177198541514,0.0,1.0,287,270,17,0,0,0,0.0,48.32193613898121,47.31090117058087,70.03684276197761,-0.2694517642709331,-0.26980353636602133,-0.00035177209508824303,629.4293157703432,1106.5938070224279,0.99990718019668,7.917453967999053,0.0
SWE,Sweden,428160.6151889965,427763.83357274765,396.78161624880556,0.0,0.0,0.0,0.9990732879153921,0.0009267120846079228,0.0,1.0,386,366,20,0,0,0,0.0,34.815511102659904,31.09799443216826,62.487305755780106,0.10553142986825702,0.1054497588744589,-8.167099379811915e-05,598.3486940829512,468.720615442448,1.0,8.0,0.0
CHE,Switzerland,38494.095721658705,38494.095721658705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25,25,0,0,0,0,0.0,NA,NA,NA,0.272105748046081,0.272105748046081,0.0,1184.1525578602439,626.372106877328,1.0,8.0,0.0
UKR,Ukraine,589296.2560292487,589143.452507864,152.80352138476073,0.0,0.0,0.0,0.9997407016932123,0.00025929830678777735,0.0,1.0,344,338,6,0,0,0,0.0,41.97053083174014,39.05474743299561,55.58054172068567,-0.16735689412167779,-0.1674040039449113,-4.7109823233526527e-05,533.7674863398638,778.241787508837,1.0,7.968160997488415,0.0
GBR,United Kingdom,243711.52635704432,242907.20297343197,792.0884896417082,12.234893970629072,12.234893970629072,0.0,0.9966996908368052,0.0032501068024221227,5.020236077264809e-05,0.9999497976392273,230,198,28,4,0,1,46.074426534868806,38.21423865498715,34.70015877181628,66.16644627138977,0.30684676431724744,0.3070490664412264,0.00020230212397898129,1120.3739473518972,510.53140913527915,1.0,8.0,0.0
BHS,Bahamas,13425.890782776787,11901.722933903167,1373.1642428805599,151.00360599306003,151.00360599306003,0.0,0.8864754768578278,0.10227732856594544,0.011247194576226768,0.9887528054237732,79,29,42,8,0,5,40.0281643180067,56.48232777053123,52.23206001521232,75.58146090103729,-0.09209267891896572,-0.09731127726756522,-0.005218598348599501,1098.0043180505843,1329.5734211702306,0.8341638867343123,5.831070515672861,0.0
CAN,Canada,9489886.84648773,9471959.177256955,17473.281423373228,454.38780739798915,454.38780739798915,0.0,0.9981108658595428,0.0018412528732985056,4.788126715822339e-05,0.9999521187328418,8154,7700,432,22,0,0,0.0,32.123746196791615,29.75358118656002,67.15205084266739,-0.02505125484859235,-0.02519107173593832,-0.00013981688734596848,523.6529102980827,485.72370428309694,0.7119463085024835,3.5708608620023203,0.07764874414088144
CRI,Costa Rica,51490.99541275381,51393.14170709559,72.6256309401422,25.228074718067475,25.228074718067475,0.0,0.9980995957667196,0.001410453038593881,0.000489951194686338,0.9995100488053135,29,26,2,1,0,0,0.0,54.88841969782412,55.05966359637456,55.08753733646033,0.31014059541653327,0.31023255254949045,9.195713295717667e-05,2749.5133805963774,1308.415639575989,1.0,4.150000000000001,0.0
CUB,Cuba,111480.89220313313,110028.72464686204,1452.16755627108,0.0,0.0,0.0,0.986973843431168,0.013026156568831868,0.0,1.0,89,67,22,0,0,0,0.0,54.17369171780776,53.38754184451669,75.94076334031492,-0.014209444129554346,-0.014067852242300555,0.0001415918872537912,1324.8144650203974,1363.1107236577993,0.9990065212344067,4.782325224068997,0.0
DOM,Dominican Republic,48032.37687363699,48000.24962774315,32.12724589383833,0.0,0.0,0.0,0.999331133539813,0.0006688664601870173,0.0,1.0,31,29,2,0,0,0,0.0,53.95212226130101,52.67313570954732,55.33737947233468,0.05838858754507957,0.058494066930140816,0.00010547938506124538,1535.9497240708238,1322.51442378841,0.8429258981266683,3.718711791547476,0.0
SLV,El Salvador,21360.307760144136,21357.962042309253,2.345717834883064,0.0,0.0,0.0,0.9998901833315689,0.00010981666843114977,0.0,1.0,14,13,1,0,0,0,0.0,54.187561703026994,54.187561703026994,54.187561703026994,0.041475569449779315,0.041481502048203014,5.932598423699642e-06,1756.6720881063661,1594.0924164109654,0.7293728108645954,2.4522497614341328,0.0
GTM,Guatemala,104897.63499832703,104897.63499832703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,48,0,0,0,0,0.0,NA,NA,NA,0.1749307724507974,0.1749307724507974,0.0,2213.4919255936597,1404.204684593401,0.9246924276979059,5.380462148386079,0.0
HTI,Haiti,27247.494304700886,27247.494304700886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20,20,0,0,0,0,0.0,NA,NA,NA,0.03061640594969638,0.03061640594969638,0.0,1520.8263619730947,1393.6142634054254,0.45285002261472407,1.3078523113576377,0.0
HND,Honduras,111051.69085705726,110715.89589697291,329.67463538359505,6.120324700745202,6.120324700745202,0.0,0.9969762282996972,0.0029686593048632044,5.511239543955364e-05,0.9999448876045604,61,50,8,3,0,0,0.0,57.62570726083189,55.2401108515258,77.0659938828921,0.04850687469601667,0.048588741194406315,8.186649838964194e-05,1853.4241079605263,1596.4417220710668,0.6084305014362988,1.6105038521823882,0.00549724927698244
JAM,Jamaica,11034.236497993465,10990.024929699744,44.21156829371967,0.0,0.0,0.0,0.9959932372029764,0.004006762797023554,0.0,1.0,11,9,2,0,0,0,0.0,66.01792590700504,55.50105330173927,76.69276821625874,0.14284664686874088,0.14293991000979356,9.326314105267963e-05,1936.812541454925,1378.6553491615755,0.9972222222222222,3.465991370163195,0.0
MEX,Mexico,1952540.3467031773,1950804.0002368367,1520.2758220404369,216.07064429985667,216.07064429985667,0.0,0.9991107244112664,0.000778614293224409,0.00011066129550904663,0.9998893387044909,852,812,32,8,0,0,0.0,50.52147169473565,50.84999345269072,55.417884204598984,-0.41761861319445376,-0.4177197500855169,-0.00010113689106316937,741.563916923454,1506.1241415312963,0.9937048085827329,7.498841513902139,0.0
NIC,Nicaragua,120725.5340314764,120647.03959901062,75.87498070853033,2.6194517572335583,2.6194517572335583,0.0,0.9993498108490841,0.0006284915723690042,2.1697578546644463e-05,0.9999783024214534,62,57,4,1,0,0,0.0,54.21060399696606,54.11840033370306,54.40062496837482,0.16241895615001312,0.16251690646173753,9.79503117244096e-05,2282.494187387606,1484.5643677077312,0.8409510847064845,3.3688891535984253,0.02127896055659299
PAN,Panama,75970.09424692464,73904.97092042462,2065.1233265000233,0.0,0.0,0.0,0.9728166280827851,0.027183371917214937,0.0,1.0,54,37,17,0,0,1,2.96647898152183,57.8221492821482,56.031439434087616,78.12340974999813,0.24981017998811644,0.24982935422529556,1.9174237179120368e-05,2366.4028479859967,1316.0129107659,0.6835070074856863,2.4816476997358285,0.036161642673641525
USA,United States,9254174.953779103,9246400.255109416,6627.715194381173,1146.9834753041544,1146.9834753041544,0.0,0.9991598712247696,0.0007161865025768321,0.00012394227265346476,0.9998760577273467,4972,4804,136,32,0,0,0.0,42.62010539555064,42.0202877245196,72.34679631181989,-0.23839997607609079,-0.2380549712368356,0.0003450048392551752,700.4978273746451,1078.986534079461,0.9937115818529249,7.39704356009546,2.1322681385842186e-05
AUS,Australia,7699513.320182274,7694226.488389827,5096.0780538182635,190.7537386295106,190.7537386295106,0.0,0.999313355069003,0.0006618701522939403,2.4774778703155072e-05,0.9999752252212966,3127,2965,134,28,0,3,14.512145974144595,53.79427859498126,51.51603039525138,77.92614894568324,-0.728078037575678,-0.727806409329885,0.0002716282457929653,441.97671735267494,1965.1078076749818,0.9804479326299588,7.206443552652781,0.018636278390440963
NZL,New Zealand,265218.33784224093,262551.9670003357,2598.174169606634,68.19667229857706,68.19667229857706,0.0,0.9899465064761425,0.009796359447634042,0.00025713407622342575,0.9997428659237767,214,165,43,6,0,0,0.0,46.67971071530054,45.1920625610714,72.00733039155344,0.3183594439092207,0.3186684835909869,0.0003090396817661545,1621.4924868583125,706.5509722242288,0.9704056560406524,2.1177179276292635,0.026073800156169488
PNG,Papua New Guinea,464899.81536786846,461058.52951362915,3659.8970472474057,181.38880699185225,181.38880699185225,0.0,0.9917373900198266,0.007872442462364461,0.00039016751780880345,0.9996098324821912,312,217,73,22,0,0,0.0,61.489101310959846,58.67890431010488,78.42819879886696,0.3725971098455793,0.3729194211537806,0.00032231130820126186,3087.331144466583,1249.6891603320412,0.8955544707101128,3.1300751059674115,0.04981029498947052
ARG,Argentina,2763075.870066645,2762326.054273833,749.8157928119176,0.0,0.0,0.0,0.9997286300383804,0.0002713699616195599,0.0,1.0,1209,1192,17,0,0,1,50.59927284408098,37.59150972612123,36.3992875443594,43.4651538096312,-0.4688551296894184,-0.468880811971432,-2.5682282013606006e-05,544.2345398989384,1260.1992112423575,0.9976523177710639,7.656091218147704,0.0
BOL,Bolivia,1080947.4824258336,1080947.4824258336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,396,396,0,0,0,0,0.0,NA,NA,NA,-0.1993715943245521,-0.1993715943245521,0.0,1102.0306739536386,1389.2326731187163,0.8867011230666221,3.996801513304355,0.0
BRA,Brazil,8471386.253353005,8467628.676734762,3725.9329665371615,31.64365170882578,31.64365170882578,0.0,0.9995564389928796,0.0004398256501481589,3.735356972573539e-06,0.9999962646430274,2992,2948,39,5,0,0,0.0,53.738814741622996,53.551352744360585,75.45693179166987,0.14962926980427374,0.1496205919460442,-8.677858229527713e-06,1778.3471441999554,1180.346291631739,0.8865271249702276,3.806401165472991,0.0452811302406649
CHL,Chile,753162.0685505872,751085.1283378067,2038.108643706237,38.831569074264856,38.831569074264856,0.0,0.9972423727913204,0.0027060691567068005,5.1558051972789547e-05,0.9999484419480273,475,441,30,4,0,0,0.0,42.116481825262824,40.155231268424856,64.39736596000499,-0.37991846926782363,-0.3784859454636044,0.00143252380421921,1029.613806092175,943.027500448115,0.9795860204285969,6.263394590833806,0.0
COL,Colombia,1140967.155512921,1139567.106866678,1341.031458498423,59.01718774442299,59.01718774442299,0.0,0.9987729281781003,0.0011753462420183017,5.172557988129978e-05,0.9999482744201186,428,410,11,7,0,1,29.344558875963187,57.24146191017298,55.163637130437465,78.39894621731766,0.31216620063186956,0.31234082432265925,0.0001746236907896881,2541.2840219837603,1174.3140035191263,0.9273433092817799,2.3749430566180196,0.0
ECU,Ecuador,256246.8629778858,254770.97453787058,1392.7891896263777,83.09925038884828,83.09925038884828,0.0,0.9942403648463686,0.005435341426000505,0.00032429372763099844,0.999675706272369,120,102,15,3,0,0,0.0,56.90205824801696,56.99424740961242,78.45161398316293,0.18954489223139528,0.18750569934479167,-0.002039192886603619,2007.9880125438842,1076.8929116143972,0.9588727065761469,2.070575114744028,0.026113750933632322
PRY,Paraguay,399107.8322964433,399107.8322964433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160,160,0,0,0,0,0.0,NA,NA,NA,-0.18005852603755143,-0.18005852603755143,0.0,1065.62569838687,1478.2196100228325,0.9471794248107788,5.252091947964775,0.0
PER,Peru,1288539.540529428,1288474.6244508403,41.90354688121864,23.01253170656061,0.0,23.01253170656061,0.9999496204217675,3.2520187051459466e-05,1.7859391181046214e-05,0.999982140608819,480,475,4,1,1,0,0.0,53.802853032620234,53.33248997199841,55.27649118295996,-0.0548741840214602,-0.05493896787702691,-6.478385556670657e-05,1606.6839446284273,1161.9826119802367,0.6852678172311857,1.6403876257475565,0.0
SUR,Suriname,144636.72861982623,144634.82700037217,1.9016194540671094,0.0,0.0,0.0,0.9999868524442429,1.3147555757192665e-05,0.0,1.0,57,56,1,0,0,0,0.0,55.29320780815319,55.29320780815319,55.29320780815319,0.2704627746089735,0.2704607912476797,-1.983361293811381e-06,2347.741027560589,1257.946898955949,0.9946599496920359,3.5759808900956944,0.005340050307964043
URY,Uruguay,176131.99640793327,176091.00642645077,40.989981482510046,0.0,0.0,0.0,0.9997672769155039,0.00023272308449609892,0.0,1.0,82,80,2,0,0,1,40.94438767126479,45.782427242864564,45.782427242864564,45.782427242864564,-0.019101760673854266,-0.01911700740150805,-1.5246727653784459e-05,1136.2113961299415,1184.6207327822265,0.9999669795888673,7.189563851952735,0.0
VEN,Venezuela,906978.7757910959,905648.250304407,1275.3769387623472,55.14854792649476,55.14854792649476,0.0,0.9985330136468425,0.0014061816801059347,6.080467305135385e-05,0.9999391953269485,357,344,11,2,0,1,1.089697924340113,54.689828853176444,54.67380499189361,55.305583396746364,0.13021118088714045,0.12956603912025616,-0.000645141766884294,1967.2305993418747,1327.5705528571555,0.9593984263066131,4.50982534344693,0.010215327661268698
