target_lat_index,target_lon_index,target_lat,target_lon,iso3,target_land_area_km2,pre_state,pet_state,status,reason,donor_lat_index,donor_lon_index,donor_lat,donor_lon,donor_distance_km,donor_c2,donor_countries,cross_border
68,221,-55.75,-69.25,CHL,62.6538847120044,masked,masked,harmonized,structural_cru_mask,69,221,-55.25,-69.25,55.66635341930504,0.35853582219069546,CHL,False
68,222,-55.75,-68.75,CHL,76.82417405675253,masked,masked,harmonized,structural_cru_mask,68,223,-55.75,-68.25,31.39739826084455,0.3296890229916857,CHL,False
68,226,-55.75,-66.75,CHL,2.7067534619255795,masked,masked,harmonized,structural_cru_mask,68,225,-55.75,-67.25,31.39739826084455,0.2973140593927603,CHL,False
69,217,-55.25,-71.25,CHL,14.51057844619563,masked,masked,harmonized,structural_cru_mask,69,218,-55.25,-70.75,31.797741454681272,0.5395573910092764,CHL,False
69,227,-55.25,-66.25,ARG,50.59927284408098,masked,masked,harmonized,structural_cru_mask,69,226,-55.25,-66.75,31.797741454681272,0.1150483139418815,CHL,True
70,213,-54.75,-73.25,CHL,0.8552706335754836,masked,masked,harmonized,structural_cru_mask,71,214,-54.25,-72.75,64.39736596000499,0.7662459616483892,CHL,False
70,215,-54.75,-72.25,CHL,71.03005312663701,masked,masked,harmonized,structural_cru_mask,70,216,-54.75,-71.75,32.19563553726127,0.6144178840094857,CHL,False
70,232,-54.75,-63.75,ARG,112.09548010998084,masked,masked,harmonized,structural_cru_mask,70,231,-54.75,-64.25,32.19563553726127,-0.007574126041820237,ARG,False
71,213,-54.25,-73.25,CHL,235.87188854463045,masked,masked,harmonized,structural_cru_mask,71,214,-54.25,-72.75,32.59105040488676,0.7662459616483892,CHL,False
71,227,-54.25,-66.25,ARG,41.75817528659293,masked,masked,harmonized,structural_cru_mask,71,226,-54.25,-66.75,32.59105040488676,-0.0764988654482455,ARG,False
71,677,-54.25,158.75,AUS,6.572962081155977,complete,masked,harmonized,structural_cru_mask,70,677,-54.75,158.75,55.65714576035138,0.4160143513355176,AUS,False
72,225,-53.75,-67.25,ARG,19.930729699656347,masked,masked,harmonized,structural_cru_mask,72,224,-53.75,-67.75,32.983956161443146,-0.20919140418759924,ARG,False
74,697,-52.75,168.75,NZL,0.27899395786563397,masked,masked,harmonized,structural_cru_mask,74,698,-52.75,169.25,33.76212180751326,0.4786107238018302,NZL,False
75,209,-52.25,-75.25,CHL,24.13521812130646,complete,masked,harmonized,structural_cru_mask,75,210,-52.25,-74.75,34.1473229616744,0.7532540859473605,CHL,False
75,223,-52.25,-68.25,ARG,100.3764972570424,masked,masked,harmonized,structural_cru_mask,75,222,-52.25,-68.75,34.1473229616744,-0.5083693104464421,ARG;CHL,False
75,698,-52.25,169.25,NZL,14.275909720383197,masked,masked,harmonized,structural_cru_mask,74,698,-52.75,169.25,55.638415582855345,0.4786107238018302,NZL,False
76,209,-51.75,-75.25,CHL,273.40143168793975,masked,masked,harmonized,structural_cru_mask,76,210,-51.75,-74.75,34.52989753816282,0.7138213196313837,CHL,False
77,222,-51.25,-68.75,ARG,4.3762532556876454,masked,masked,harmonized,structural_cru_mask,77,221,-51.25,-69.25,34.90981671004561,-0.6653492722303458,ARG,False
78,208,-50.75,-75.75,CHL,2.5107066168450274,masked,masked,harmonized,structural_cru_mask,78,209,-50.75,-75.25,35.28705187027792,0.7021438191455827,CHL,False
79,208,-50.25,-75.75,CHL,0.11690024352743414,masked,masked,harmonized,structural_cru_mask,79,209,-50.25,-75.25,35.66157463365303,0.7060051877574415,CHL,False
79,224,-50.25,-67.75,ARG,20.543200616852953,masked,masked,harmonized,structural_cru_mask,79,223,-50.25,-68.25,35.66157463365303,-0.731635822753177,ARG,False
79,692,-50.25,166.25,NZL,1.148125080635297,masked,masked,harmonized,structural_cru_mask,78,692,-50.75,166.25,55.61934238054227,0.4954791657351079,NZL,False
80,717,-49.75,178.75,NZL,27.054644214705537,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
83,208,-48.25,-75.75,CHL,203.6284363203525,masked,masked,harmonized,structural_cru_mask,83,209,-48.25,-75.25,37.13198188556591,0.7853843729428933,CHL,False
83,228,-48.25,-65.75,ARG,46.79698020365285,masked,masked,harmonized,structural_cru_mask,83,227,-48.25,-66.25,37.13198188556591,-0.8797496972186678,ARG,False
83,693,-48.25,166.75,NZL,2.772069242674845,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
84,718,-47.75,179.25,NZL,2.761844213769946,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
85,210,-47.25,-74.75,CHL,6.060254491621529,masked,masked,harmonized,structural_cru_mask,85,211,-47.25,-74.25,37.850189738048996,0.6880643582882873,CHL,False
85,694,-47.25,167.25,NZL,37.20012441495022,masked,masked,harmonized,structural_cru_mask,85,695,-47.25,167.75,37.850189738048996,0.3603415509318805,NZL,False
86,226,-46.75,-66.75,ARG,153.3232280687169,masked,masked,harmonized,structural_cru_mask,86,225,-46.75,-67.25,38.20494996826213,-0.9396659079716715,ARG,False
86,693,-46.75,166.75,NZL,2.131075106801373,masked,masked,harmonized,structural_cru_mask,87,693,-46.25,166.75,55.58054172068567,0.5806014071277681,NZL,False
87,225,-46.25,-67.25,ARG,3.6405968737901775,masked,masked,harmonized,structural_cru_mask,87,224,-46.25,-67.75,38.55677893065947,-0.9375672091658959,ARG,False
87,692,-46.25,166.25,NZL,1.8384900835513813,masked,masked,harmonized,structural_cru_mask,87,693,-46.25,166.75,38.55677893065947,0.5806014071277681,NZL,False
88,209,-45.75,-75.25,CHL,76.95416303160701,masked,masked,harmonized,structural_cru_mask,88,210,-45.75,-74.75,38.90565031959365,0.5864746797303669,CHL,False
88,692,-45.75,166.25,NZL,107.64476869904115,masked,masked,harmonized,structural_cru_mask,88,693,-45.75,166.75,38.90565031959365,0.6700668162307378,NZL,False
89,229,-45.25,-65.25,ARG,0.17726547618014538,masked,masked,harmonized,structural_cru_mask,89,228,-45.25,-65.75,39.25153806918061,-0.9710749891309413,ARG,False
89,702,-45.25,171.25,NZL,42.09755743074966,complete,masked,harmonized,structural_cru_mask,89,701,-45.25,170.75,39.25153806918061,-0.14779677591102344,NZL,False
90,209,-44.75,-75.25,CHL,109.16350902910095,masked,masked,harmonized,structural_cru_mask,90,210,-44.75,-74.75,39.59441635493627,0.5176082014824498,CHL,False
90,229,-44.75,-65.25,ARG,108.86851269498123,masked,masked,harmonized,structural_cru_mask,90,228,-44.75,-65.75,39.59441635493627,-0.9908554275172506,ARG,False
91,7,-44.25,-176.25,NZL,151.4117436765523,masked,masked,harmonized,structural_cru_mask,91,6,-44.25,-176.75,39.934259595385186,0.7377297095754474,NZL,False
91,8,-44.25,-175.75,NZL,0.07082200761836925,masked,masked,harmonized,structural_cru_mask,92,7,-43.75,-176.25,68.51786048096362,0.7212402242861913,NZL,False
91,210,-44.25,-74.75,CHL,24.738462930109197,masked,masked,harmonized,structural_cru_mask,91,211,-44.25,-74.25,39.934259595385186,0.5118735439571543,CHL,False
91,695,-44.25,167.75,NZL,121.73884142649004,masked,masked,harmonized,structural_cru_mask,91,696,-44.25,168.25,39.934259595385186,0.7954734199920909,NZL,False
92,8,-43.75,-175.75,NZL,0.151031576940451,masked,masked,harmonized,structural_cru_mask,92,7,-43.75,-176.25,40.271042453641435,0.7212402242861913,NZL,False
92,652,-43.75,146.25,AUS,126.26209055566576,complete,masked,harmonized,structural_cru_mask,92,653,-43.75,146.75,40.271042453641435,0.09405280827419422,AUS,False
92,654,-43.75,147.25,AUS,3.894826986425077,complete,masked,harmonized,structural_cru_mask,92,653,-43.75,146.75,40.271042453641435,0.09405280827419422,AUS,False
92,697,-43.75,168.75,NZL,181.80446383412806,masked,masked,harmonized,structural_cru_mask,92,698,-43.75,169.25,40.271042453641435,0.7979720413915211,NZL,False
92,706,-43.75,173.25,NZL,187.62234209027213,masked,masked,harmonized,structural_cru_mask,92,705,-43.75,172.75,40.271042453641435,-0.05339256422879849,NZL,False
93,656,-43.25,148.25,AUS,1.4861334985115164,complete,masked,harmonized,structural_cru_mask,93,655,-43.25,147.75,40.60473983896188,-0.042792067331408085,AUS,False
93,706,-43.25,173.25,NZL,53.547727358493276,complete,masked,harmonized,structural_cru_mask,93,705,-43.25,172.75,40.60473983896188,-0.06779550362993093,NZL,False
94,213,-42.75,-73.25,CHL,214.62169996972608,complete,masked,harmonized,structural_cru_mask,94,212,-42.75,-73.75,40.9353269082717,0.5008682577998049,CHL,False
94,707,-42.75,173.75,NZL,5.7461967062460175,masked,masked,harmonized,structural_cru_mask,94,706,-42.75,173.25,40.9353269082717,0.09711723072359628,NZL,False
95,708,-42.25,174.25,NZL,1.7796522568019044,complete,masked,harmonized,structural_cru_mask,95,707,-42.25,173.75,41.26277906766285,0.09551791888236277,NZL,False
96,211,-41.75,-74.25,CHL,89.14715542017467,masked,masked,harmonized,structural_cru_mask,96,212,-41.75,-73.75,41.58707197386505,0.5453194921616035,CHL,False
96,230,-41.75,-64.75,ARG,10.78396649214023,masked,masked,harmonized,structural_cru_mask,96,229,-41.75,-65.25,41.58707197386505,-0.970331301511292,ARG,False
96,702,-41.75,171.25,NZL,134.65465786709035,masked,masked,harmonized,structural_cru_mask,96,703,-41.75,171.75,41.58707197386505,0.57446569687429,NZL,False
96,711,-41.75,175.75,NZL,3.6240774176695676,masked,masked,harmonized,structural_cru_mask,96,710,-41.75,175.25,41.58707197386505,0.1659559198281689,NZL,False
97,230,-41.25,-64.75,ARG,1.490856535011715,masked,masked,harmonized,structural_cru_mask,97,229,-41.25,-65.25,41.90818153568998,-0.9180557414485163,ARG,False
97,231,-41.25,-64.25,ARG,53.19866567558639,complete,masked,harmonized,structural_cru_mask,97,232,-41.25,-63.75,41.90818153568998,-0.7306398319429376,ARG,False
97,703,-41.25,171.75,NZL,13.333556366824265,masked,masked,harmonized,structural_cru_mask,97,704,-41.25,172.25,41.90818153568998,0.5765079177763275,NZL,False
98,653,-40.75,146.75,AUS,1.0153179635070813,complete,masked,harmonized,structural_cru_mask,97,653,-41.25,146.75,55.526954459341816,-0.004026487491615542,AUS,False
98,654,-40.75,147.25,AUS,74.54275131470075,complete,masked,harmonized,structural_cru_mask,98,655,-40.75,147.75,42.226083915448406,-0.06319763018925083,AUS,False
98,706,-40.75,173.25,NZL,85.9670598466424,masked,masked,harmonized,structural_cru_mask,98,705,-40.75,172.75,42.226083915448406,0.5497320898262611,NZL,False
98,707,-40.75,173.75,NZL,258.82288438863236,masked,masked,harmonized,structural_cru_mask,97,707,-41.25,173.75,55.526954459341816,0.27366057128242066,NZL,False
98,708,-40.75,174.25,NZL,31.566291122425515,masked,masked,harmonized,structural_cru_mask,97,708,-41.25,174.25,55.526954459341816,0.2232915386939572,NZL,False
98,709,-40.75,174.75,NZL,53.401664432504155,complete,masked,harmonized,structural_cru_mask,98,710,-40.75,175.25,42.226083915448406,0.3315102517502416,NZL,False
98,713,-40.75,176.75,NZL,7.8088393962476434,masked,masked,harmonized,structural_cru_mask,98,712,-40.75,176.25,42.226083915448406,0.19439513869716804,NZL,False
99,648,-40.25,144.25,AUS,81.89300030412433,complete,masked,harmonized,structural_cru_mask,99,647,-40.25,143.75,42.54075553034073,-0.050366872886296224,AUS,False
99,705,-40.25,172.75,NZL,0.08522409390490299,masked,masked,harmonized,structural_cru_mask,98,705,-40.75,172.75,55.52212868731775,0.5497320898262611,NZL,False
100,654,-39.75,147.25,AUS,0.36154532964073455,complete,masked,harmonized,structural_cru_mask,100,655,-39.75,147.75,42.85217305382107,-0.13628132649450492,AUS,False
100,707,-39.75,173.75,NZL,34.48821992793855,complete,masked,harmonized,structural_cru_mask,100,708,-39.75,174.25,42.85217305382107,0.2032161000040902,NZL,False
100,714,-39.75,177.25,NZL,55.287361885411094,masked,masked,harmonized,structural_cru_mask,100,713,-39.75,176.75,42.85217305382107,0.06573088601184435,NZL,False
101,237,-39.25,-61.25,ARG,0.475772081765438,complete,masked,harmonized,structural_cru_mask,101,236,-39.25,-61.75,43.160313416935,-0.43176342872609225,ARG,False
101,653,-39.25,146.75,AUS,5.336332756431004,complete,masked,harmonized,structural_cru_mask,101,652,-39.25,146.25,43.160313416935,-0.00724291954527003,AUS,False
101,654,-39.25,147.25,AUS,24.384336528346704,complete,masked,harmonized,structural_cru_mask,100,655,-39.75,147.75,70.22233654858738,-0.13628132649450492,AUS,False
101,716,-39.25,178.25,NZL,0.6517555388163909,masked,masked,harmonized,structural_cru_mask,101,715,-39.25,177.75,43.160313416935,0.20911663857667764,NZL,False
102,212,-38.75,-73.75,CHL,7.948372502432386,masked,masked,harmonized,structural_cru_mask,102,213,-38.75,-73.25,43.4651538096312,0.2292143620653434,CHL,False
102,243,-38.75,-58.25,ARG,21.380339640198365,complete,masked,harmonized,structural_cru_mask,102,242,-38.75,-58.75,43.4651538096312,-0.16592708816587914,ARG,False
102,648,-38.75,144.25,AUS,1.286915796942253,complete,masked,harmonized,structural_cru_mask,102,647,-38.75,143.75,43.4651538096312,-0.02821237020514603,AUS,False
102,649,-38.75,144.75,AUS,0.09925909925511923,complete,masked,harmonized,structural_cru_mask,103,649,-38.25,144.75,55.50298034696729,-0.28233727439882356,AUS,False
102,650,-38.75,145.25,AUS,91.79553914391784,complete,masked,harmonized,structural_cru_mask,102,651,-38.75,145.75,43.4651538096312,-0.09320246267125128,AUS,False
102,654,-38.75,147.25,AUS,8.461776904137583,complete,masked,harmonized,structural_cru_mask,102,653,-38.75,146.75,43.4651538096312,-0.18462919851494625,AUS,False
103,212,-38.25,-73.75,CHL,97.8694139441467,complete,masked,harmonized,structural_cru_mask,103,213,-38.25,-73.25,43.766671682047395,0.27792768398582723,CHL,False
104,714,-37.75,177.25,NZL,95.01128573304327,masked,masked,harmonized,structural_cru_mask,104,713,-37.75,176.75,44.064844745770266,0.301144384750489,NZL,False
104,717,-37.75,178.75,NZL,28.33757303626628,masked,masked,harmonized,structural_cru_mask,104,716,-37.75,178.25,44.064844745770266,0.3854772845693929,NZL,False
105,660,-37.25,150.25,AUS,22.917925141567174,complete,masked,harmonized,structural_cru_mask,105,659,-37.25,149.75,44.35965097507031,-0.05725724454945138,AUS,False
105,708,-37.25,174.25,NZL,6.878541160376294,masked,masked,harmonized,structural_cru_mask,105,709,-37.25,174.75,44.35965097507031,0.27604606647800645,NZL,False
105,712,-37.25,176.25,NZL,17.00586376808794,masked,masked,harmonized,structural_cru_mask,105,711,-37.25,175.75,44.35965097507031,0.40515442577664446,NZL,False
106,212,-36.75,-73.75,CHL,4.600752132286112,masked,masked,harmonized,structural_cru_mask,106,213,-36.75,-73.25,44.65106860811135,0.15588896085126913,CHL,False
106,660,-36.75,150.25,AUS,74.01688816465986,complete,masked,harmonized,structural_cru_mask,106,659,-36.75,149.75,44.65106860811135,-0.10338585668753428,AUS,False
106,712,-36.75,176.25,NZL,1.903277759020448,masked,masked,harmonized,structural_cru_mask,106,711,-36.75,175.75,44.65106860811135,0.40687268407715,NZL,False
107,633,-36.25,136.75,AUS,105.83217507386176,complete,masked,harmonized,structural_cru_mask,108,633,-35.75,136.75,55.47950145929771,-0.31117476990032805,AUS,False
107,634,-36.25,137.25,AUS,103.8875200902135,complete,masked,harmonized,structural_cru_mask,108,634,-35.75,137.25,55.47950145929771,-0.3515515676399077,AUS,False
107,635,-36.25,137.75,AUS,32.21880790612528,complete,masked,harmonized,structural_cru_mask,108,635,-35.75,137.75,55.47950145929771,-0.43177540046580576,AUS,False
107,638,-36.25,139.25,AUS,1.4028731526969955,masked,masked,harmonized,structural_cru_mask,107,639,-36.25,139.75,44.939076148134895,-0.39625558707165115,AUS,False
107,710,-36.25,175.25,NZL,348.41699390370366,masked,masked,harmonized,structural_cru_mask,107,709,-36.25,174.75,44.939076148134895,0.2836741753857075,NZL,False
107,711,-36.25,175.75,NZL,34.00767300440953,masked,masked,harmonized,structural_cru_mask,106,711,-36.75,175.75,55.48414902984189,0.40687268407715,NZL,False
108,709,-35.75,174.75,NZL,130.00969184887234,masked,masked,harmonized,structural_cru_mask,108,708,-35.75,174.25,45.223652364619866,0.3202204102612575,NZL,False
108,710,-35.75,175.25,NZL,2.524400998183408,masked,masked,harmonized,structural_cru_mask,107,709,-36.25,174.75,71.48643172849648,0.2836741753857075,NZL,False
109,214,-35.25,-72.75,CHL,5.5927612408779845,masked,masked,harmonized,structural_cru_mask,109,215,-35.25,-72.25,45.50477629441797,-0.052652233450083914,CHL,False
109,592,-35.25,116.25,AUS,4.563221859054995,masked,masked,harmonized,structural_cru_mask,110,592,-34.75,116.25,55.47028849061646,-0.06901778614906903,AUS,False
109,593,-35.25,116.75,AUS,148.34238975913712,complete,masked,harmonized,structural_cru_mask,110,593,-34.75,116.75,55.47028849061646,-0.09903242234112342,AUS,False
109,594,-35.25,117.25,AUS,190.6312519425799,complete,masked,harmonized,structural_cru_mask,109,595,-35.25,117.75,45.50477629441797,-0.09656301548162766,AUS,False
109,596,-35.25,118.25,AUS,22.79267451768837,complete,masked,harmonized,structural_cru_mask,109,595,-35.25,117.75,45.50477629441797,-0.09656301548162766,AUS,False
109,631,-35.25,135.75,AUS,2.8652819891012373,masked,masked,harmonized,structural_cru_mask,110,631,-34.75,135.75,55.47028849061646,-0.4370072086934965,AUS,False
109,632,-35.25,136.25,AUS,37.008499303792746,complete,masked,harmonized,structural_cru_mask,109,633,-35.25,136.75,45.50477629441797,-0.4709254570585754,AUS,False
109,709,-35.25,174.75,NZL,3.9393044494180103,masked,masked,harmonized,structural_cru_mask,109,708,-35.25,174.25,45.50477629441797,0.3425357519678584,NZL,False
110,245,-34.75,-57.25,URY,40.94438767126479,complete,masked,harmonized,structural_cru_mask,110,244,-34.75,-57.75,45.782427242864564,-0.08471972153025535,ARG,True
110,252,-34.75,-53.75,URY,0.04559381124525081,masked,masked,harmonized,structural_cru_mask,110,251,-34.75,-54.25,45.782427242864564,0.008328434767436126,URY,False
110,598,-34.75,119.25,AUS,11.386478453637118,complete,masked,harmonized,structural_cru_mask,110,597,-34.75,118.75,45.782427242864564,-0.33990546624176404,AUS,False
110,629,-34.75,134.75,AUS,3.0811371358949824,masked,masked,harmonized,structural_cru_mask,110,630,-34.75,135.25,45.782427242864564,-0.44973196217643796,AUS,False
110,632,-34.75,136.25,AUS,65.37734036428938,complete,masked,harmonized,structural_cru_mask,110,631,-34.75,135.75,45.782427242864564,-0.4370072086934965,AUS,False
110,633,-34.75,136.75,AUS,15.245046332083628,masked,masked,harmonized,structural_cru_mask,110,634,-34.75,137.25,45.782427242864564,-0.5339886964517505,AUS,False
110,707,-34.75,173.75,NZL,104.23747864990557,masked,masked,harmonized,structural_cru_mask,110,706,-34.75,173.25,45.782427242864564,0.1316129351621473,NZL,False
111,215,-34.25,-72.25,CHL,46.47838652467942,masked,masked,harmonized,structural_cru_mask,111,216,-34.25,-71.75,46.05658478486555,-0.19495816109530378,CHL,False
111,407,-34.25,23.75,ZAF,38.9696369834622,complete,masked,harmonized,structural_cru_mask,111,406,-34.25,23.25,46.05658478486555,-0.07410461426988613,ZAF,False
111,410,-34.25,25.25,ZAF,36.884627028759,complete,masked,harmonized,structural_cru_mask,111,409,-34.25,24.75,46.05658478486555,-0.18854185732328668,ZAF,False
111,589,-34.25,114.75,AUS,9.571351817338275,masked,masked,harmonized,structural_cru_mask,111,590,-34.25,115.25,46.05658478486555,-0.16044102583941927,AUS,False
111,600,-34.25,120.25,AUS,0.35790827393583974,masked,masked,harmonized,structural_cru_mask,111,599,-34.25,119.75,46.05658478486555,-0.4228840406795811,AUS,False
111,601,-34.25,120.75,AUS,0.6023882862268916,masked,masked,harmonized,structural_cru_mask,112,601,-33.75,120.75,55.46119434661519,-0.45430831248479947,AUS,False
111,603,-34.25,121.75,AUS,12.157729000796799,masked,masked,harmonized,structural_cru_mask,112,603,-33.75,121.75,55.46119434661519,-0.4496789631460887,AUS,False
111,604,-34.25,122.25,AUS,45.38484900496324,complete,masked,harmonized,structural_cru_mask,112,604,-33.75,122.25,55.46119434661519,-0.4489929749765344,AUS,False
111,605,-34.25,122.75,AUS,6.561935428038218,complete,masked,harmonized,structural_cru_mask,112,605,-33.75,122.75,55.46119434661519,-0.48487523337310456,AUS,False
111,606,-34.25,123.25,AUS,19.39752645559356,complete,masked,harmonized,structural_cru_mask,112,606,-33.75,123.25,55.46119434661519,-0.5031293689101768,AUS,False
111,607,-34.25,123.75,AUS,6.416939834637711,complete,masked,harmonized,structural_cru_mask,112,607,-33.75,123.75,55.46119434661519,-0.5551263526981345,AUS,False
111,628,-34.25,134.25,AUS,0.7329317126527427,masked,masked,harmonized,structural_cru_mask,112,629,-33.75,134.75,72.17787039436307,-0.5137570234210068,AUS,False
111,634,-34.25,137.25,AUS,82.95099326929112,masked,masked,harmonized,structural_cru_mask,111,635,-34.25,137.75,46.05658478486555,-0.5711780196150748,AUS,False
111,704,-34.25,172.25,NZL,5.660262234524146,masked,masked,harmonized,structural_cru_mask,110,705,-34.75,172.75,72.00733039155344,0.07778873111674056,NZL,False
111,705,-34.25,172.75,NZL,216.39913150516566,masked,masked,harmonized,structural_cru_mask,110,705,-34.75,172.75,55.46572587561162,0.07778873111674056,NZL,False
111,706,-34.25,173.25,NZL,13.66323384402978,masked,masked,harmonized,structural_cru_mask,110,706,-34.75,173.25,55.46572587561162,0.1316129351621473,NZL,False
112,198,-33.75,-80.75,CHL,26.235484379838933,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
112,414,-33.75,27.25,ZAF,47.42556377216394,complete,masked,harmonized,structural_cru_mask,112,413,-33.75,26.75,46.327228765960555,-0.3035861232640703,ZAF,False
112,589,-33.75,114.75,AUS,56.900134935798334,masked,masked,harmonized,structural_cru_mask,112,590,-33.75,115.25,46.327228765960555,-0.2283881113323417,AUS,False
112,608,-33.75,124.25,AUS,4.785846191116271,complete,masked,harmonized,structural_cru_mask,112,607,-33.75,123.75,46.327228765960555,-0.5551263526981345,AUS,False
112,628,-33.75,134.25,AUS,29.013474812166972,masked,masked,harmonized,structural_cru_mask,112,629,-33.75,134.75,46.327228765960555,-0.5137570234210068,AUS,False
113,395,-33.25,17.75,ZAF,43.355401438852965,complete,masked,harmonized,structural_cru_mask,113,396,-33.25,18.25,46.59433930336271,-0.5080043635001624,ZAF,False
114,255,-32.75,-52.25,BRA,241.87542992830288,masked,masked,harmonized,structural_cru_mask,114,254,-32.75,-52.75,46.85789678697478,0.05565771602063163,BRA,False
114,611,-32.75,125.75,AUS,38.48918042254761,complete,masked,harmonized,structural_cru_mask,114,610,-32.75,125.25,46.85789678697478,-0.788315713061308,AUS,False
114,626,-32.75,133.25,AUS,12.736123593853263,complete,masked,harmonized,structural_cru_mask,115,626,-32.25,133.25,55.447799898595754,-0.733112545058709,AUS,False
114,627,-32.75,133.75,AUS,24.4493553224505,complete,masked,harmonized,structural_cru_mask,114,628,-32.75,134.25,46.85789678697478,-0.6272595811245761,AUS,False
115,216,-32.25,-71.75,CHL,103.20168786091709,masked,masked,harmonized,structural_cru_mask,115,217,-32.25,-71.25,47.11788188038289,-0.46079293460425247,CHL,False
115,256,-32.25,-51.75,BRA,20.6864994944134,masked,masked,harmonized,structural_cru_mask,115,255,-32.25,-52.25,47.11788188038289,0.08970076241569641,BRA,False
115,590,-32.25,115.25,AUS,5.627274298942333,complete,masked,harmonized,structural_cru_mask,115,591,-32.25,115.75,47.11788188038289,-0.2172919227681963,AUS,False
115,624,-32.25,132.25,AUS,72.47181088269444,complete,masked,harmonized,structural_cru_mask,115,625,-32.25,132.75,47.11788188038289,-0.7240989190988433,AUS,False
115,665,-32.25,152.75,AUS,139.04698933788723,complete,masked,harmonized,structural_cru_mask,115,664,-32.25,152.25,47.11788188038289,-0.0651899153866961,AUS,False
116,590,-31.75,115.25,AUS,1.2918335775669674,complete,masked,harmonized,structural_cru_mask,116,591,-31.75,115.75,47.374275521826895,-0.3090306012496057,AUS,False
116,678,-31.75,159.25,AUS,19.186371289034824,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
117,666,-31.25,153.25,AUS,53.78091364067412,complete,masked,harmonized,structural_cru_mask,117,665,-31.25,152.75,47.62705892514878,-0.029061408085521077,AUS,False
117,678,-31.25,159.25,AUS,0.3305579778516053,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
118,2,-30.75,-178.75,NZL,0.6977541386300317,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
119,3,-30.25,-178.25,NZL,2.782336019790547,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
119,589,-30.25,114.75,AUS,51.914334763302726,masked,masked,harmonized,structural_cru_mask,119,590,-30.25,115.25,48.121721256338446,-0.4982666663365664,AUS,False
120,216,-29.75,-71.75,CHL,1.3965462999191096,masked,masked,harmonized,structural_cru_mask,120,217,-29.75,-71.25,48.36356399812527,-0.9366153977408199,CHL,False
120,260,-29.75,-49.75,BRA,127.73510127552686,masked,masked,harmonized,structural_cru_mask,120,259,-29.75,-50.25,48.36356399812527,0.2317597108933373,BRA,False
120,393,-29.75,16.75,ZAF,2.41922416473289,masked,masked,harmonized,structural_cru_mask,120,394,-29.75,17.25,48.36356399812527,-1.1701523920852794,ZAF,False
120,589,-29.75,114.75,AUS,182.09734600163392,masked,masked,harmonized,structural_cru_mask,120,590,-29.75,115.25,48.36356399812527,-0.5695616312489589,AUS,False
121,4,-29.25,-177.75,NZL,32.12802446900615,complete,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
121,216,-29.25,-71.75,CHL,13.126539633196566,masked,masked,harmonized,structural_cru_mask,121,217,-29.25,-71.25,48.601724131371576,-1.0033320724168147,CHL,False
121,261,-29.25,-49.25,BRA,32.250492784556364,masked,masked,harmonized,structural_cru_mask,121,260,-29.25,-49.75,48.601724131371576,0.1804571663795144,BRA,False
122,216,-28.75,-71.75,CHL,14.620463042925813,masked,masked,harmonized,structural_cru_mask,122,217,-28.75,-71.25,48.83618426138546,-1.0822877434321025,CHL,False
122,587,-28.75,113.75,AUS,7.505611845045214,masked,masked,harmonized,structural_cru_mask,123,588,-28.25,114.25,73.9388871909119,-0.7067703073178613,AUS,False
122,588,-28.75,114.25,AUS,0.9771223736106879,masked,masked,harmonized,structural_cru_mask,122,589,-28.75,114.75,48.83618426138546,-0.6353745791606138,AUS,False
123,587,-28.25,113.75,AUS,13.522953743269753,masked,masked,harmonized,structural_cru_mask,123,588,-28.25,114.25,49.06692727430996,-0.7067703073178613,AUS,False
124,263,-27.75,-48.25,BRA,134.75116511244062,masked,masked,harmonized,structural_cru_mask,124,262,-27.75,-48.75,49.29393633792147,0.1883087751780441,BRA,False
124,390,-27.75,15.25,NAM,45.90195903190237,complete,masked,harmonized,structural_cru_mask,124,391,-27.75,15.75,49.29393633792147,-1.6616336420138638,NAM,False
124,667,-27.75,153.75,AUS,1.807064325100053,complete,masked,harmonized,structural_cru_mask,124,666,-27.75,153.25,49.29393633792147,-0.09646284102527801,AUS,False
125,263,-27.25,-48.25,BRA,117.15558348129034,masked,masked,harmonized,structural_cru_mask,125,262,-27.25,-48.75,49.51719490240818,0.18705084598466176,BRA,False
125,667,-27.25,153.75,AUS,25.057030060515935,complete,masked,harmonized,structural_cru_mask,125,666,-27.25,153.25,49.51719490240818,-0.093233817850623,AUS,False
126,586,-26.75,113.25,AUS,50.04254165703301,complete,masked,harmonized,structural_cru_mask,126,587,-26.75,113.75,49.73668670112834,-0.8742310518148597,AUS,False
127,149,-26.25,-105.25,CHL,1.5433508876356843,masked,masked,unresolved,structural_cru_mask,NA,NA,NA,NA,NA,NA,NA,NA
