iso3,Country,terrestrial_area_km2,elevation_original_coverage,elevation_coverage,elevation_completed_area_km2,elevation_unresolved_area_km2,elevation_original_centre_only,elevation,elevation_change_vs_original,elevation_s1_completed_at_0m,elevation_s2_unresolved_at_0m,elevation_s3_ring2_completion,elevation_s3_coverage,elevation_s4_unresolved_at_completed_min,elevation_s4_unresolved_at_completed_max,s1_completed_at_0m_minus_primary,s2_unresolved_at_0m_minus_primary,s3_ring2_completion_minus_primary,s4_unresolved_at_completed_min_minus_primary,s4_unresolved_at_completed_max_minus_primary
SAU,Saudi Arabia,1913198.1630731577,0.9992784730575878,0.9999195295364915,1226.4680778647428,153.95594295763038,642.1176957346472,641.7085619156142,-0.4091338190330589,641.7060288985567,641.6569233301996,641.6892213398685,0.9999495521911088,641.6351761874375,641.67789084945,-0.0025330170574306976,-0.05163858541459376,-0.01934057574567305,-0.0733857281766177,-0.030671066164131844
KOR,South Korea,98071.79394882818,0.9816213521488074,0.9984200643538952,1647.4798419830424,154.94712313687393,258.94335192285206,255.280957819418,-3.6623941034340817,254.58655361553065,254.87763033438733,255.057287159432,0.999400492361665,254.81364294072023,255.57237709274276,-0.694404203887359,-0.4033274850306725,-0.22367065998599855,-0.46731487869777766,0.29141927332474893
LKA,Sri Lanka,66241.20320277705,0.9919125279657808,0.9997903210091116,521.8344897726911,13.8893886429624,172.5989238682765,171.33990370273727,-1.2590201655392264,171.23894010651784,171.30397732462993,171.31112095214695,0.9999591048949558,171.29896475169264,171.35430292326774,-0.10096359621942952,-0.035926378107348,-0.028782750590323758,-0.040938951044637406,0.014399220530464163
SYR,Syria,186304.8916848287,0.9996325627322354,0.999995387020023,67.5959396369119,0.8594207347744052,519.2317443162614,519.1358450360337,-0.095899280227627,519.0433535593903,519.1334502727752,519.1334805776266,0.9999999999999992,519.1334321091666,519.1365209436465,-0.09249147664343127,-0.002394763258507737,-0.0023644584071007557,-0.002412926867123133,0.0006759076127309527
TWN,Taiwan,36340.24662053788,0.9899137752987024,0.9992498854982292,339.27654712732283,27.25934598793332,774.2739747979415,767.7001754184212,-6.573799379520324,767.0398412160948,767.1243123838277,767.3788257606898,0.9996689334468064,767.0905697558574,767.8442325106246,-0.6603342023263394,-0.5758630345934534,-0.321349657731389,-0.6096056625638084,0.14405709220341123
TJK,Tajikistan,139993.58114851435,0.9996006824838491,0.9999960924328616,55.354854784005845,0.547034317295845,2929.6269093882756,2929.4842036848813,-0.1427057033943128,2928.4685012348514,2929.472756528675,2929.4758778867345,0.9999993133588826,2929.4741029894017,2929.4889612945035,-1.0157024500299485,-0.011447156206486397,-0.008325798146870511,-0.010100695479650312,0.004757609622174641
THA,Thailand,516325.4675294022,0.9973565156678555,0.999862389551582,1293.8465045847884,71.05177911363951,279.2175756089648,278.62606125457796,-0.5915143543868453,278.51779528128424,278.58771939734777,278.60551666966893,0.99994341240803,278.5815144744903,278.6444292743114,-0.10826597329372589,-0.038341857230193455,-0.020544584909032437,-0.04454678008767132,0.01836801973342972
TUR,Turkey,771186.4309045316,0.997415601858738,0.9999691205049324,1969.2389310066983,23.81384758972292,1138.374647226716,1136.3263694555812,-2.0482777711347353,1135.467696573499,1136.2912802710605,1136.3013345578206,0.9999947657715554,1136.2903847657033,1136.3675385524484,-0.8586728820821463,-0.035089184520757044,-0.025034897760633612,-0.03598468987797787,0.04116909686717918
TKM,Turkmenistan,468851.514188476,0.9990909850880908,0.9999999361266072,426.16307073169463,0.0299471367210506,204.04478471591483,203.8556394787205,-0.1891452371943387,203.85931798509705,203.8556264577692,203.85562609155792,0.9999999999999996,203.85562354354565,203.8556418238628,0.0036785063765591985,-1.3020951286080162e-05,-1.3387162567823907e-05,-1.5935174843662026e-05,2.3451423203368904e-06
ARE,United Arab Emirates,79471.90601817059,0.9941744094513542,0.999720360502048,440.74730068212335,22.223483900029205,115.80898727177652,115.21443895691598,-0.594548314860532,115.1665366425654,115.18222044904924,115.20176442272265,0.9998660784464576,115.181116434941,115.27929748111268,-0.0479023143505799,-0.03221850786674452,-0.012674534193337195,-0.033322521974980646,0.06485852419669413
UZB,Uzbekistan,417484.2064006968,0.9991777909775384,0.9999983163524812,342.55638498959553,0.7028962486895318,383.48630044003545,383.2467485232347,-0.2395519168007354,383.1716396698037,383.24610327079745,383.2461954776184,0.9999999959849007,383.2461623960971,383.24699130733177,-0.07510885343100426,-0.0006452524372662083,-0.0005530456163000963,-0.0005861271376375043,0.00024278409705402737
VNM,Vietnam,329367.5859413038,0.993735663631022,0.9998096047863282,2000.5593354727164,62.710011901059225,389.25157489460383,387.0223396378463,-2.2292352567575335,386.8868334986404,386.9486524367952,386.97740064430167,0.9999330506771198,386.92914882709493,387.1996292234075,-0.1355061392059156,-0.0736872010510865,-0.04493899354463338,-0.09319081075136637,0.17728958556119778
YEM,Yemen,454853.6634502414,0.9985088073042924,0.9999505842468592,655.7975242047303,22.476936349523385,934.0479236302248,932.7547503762672,-1.2931732539575478,932.701168319754,932.7086575977818,932.7386179212416,0.9999681671091756,932.7069111948056,932.7345487268816,-0.053582056513278076,-0.046092778485444796,-0.01613245502562677,-0.047839181461654334,-0.020201649385626297
ALB,Albania,27823.331212047797,0.9949327550141288,0.9999681480520412,140.1014082766817,0.8862272977906521,672.1025132055724,669.5552791485611,-2.5472340570113374,668.7181050898223,669.5339525086541,669.5391253695645,0.99999249040328,669.5337355172587,669.5689529722881,-0.8371740587388103,-0.02132663990698802,-0.01615377899656778,-0.021543631302392896,0.013673823727003764
AUT,Austria,83605.1616025088,0.9992402597312664,1.0000000000000002,63.51820794341407,0.0,956.0195005837576,955.7567802431264,-0.262720340630949,955.2931740714693,955.7567802431269,955.7567802431264,1.0000000000000002,955.7567802431269,955.7567802431269,-0.46360617165714757,4.547473508864641e-13,0.0,4.547473508864641e-13,4.547473508864641e-13
BLR,Belarus,205772.92251152857,0.999082123707677,0.9999923842371092,187.30696938815356,1.5671177874965934,160.267702727341,160.26090372303506,-0.0067990043059467,160.12181625236877,160.25968321399165,160.26091201404464,1.000000000000001,160.26057262347453,160.2614402262084,-0.1390874706662828,-0.0012205090434065369,8.291009578442754e-06,-0.0003310995605261269,0.0005365031733504111
BEL,Belgium,30652.42966995798,0.9995851966454032,0.9999999999999996,12.71473065363073,0.0,148.25996121106743,148.19980322627114,-0.0601579847962909,148.19846248180474,148.1998032262711,148.19980322627114,0.9999999999999996,148.1998032262711,148.1998032262711,-0.0013407444664039758,-5.684341886080802e-14,0.0,-5.684341886080802e-14,-5.684341886080802e-14
BIH,Bosnia And Herzegovina,51472.60275863449,0.9995815914867278,0.9999673326458643,19.855101451899127,1.681473742584789,686.7043748919427,686.5572458641074,-0.1471290278353763,686.4394760968449,686.5348178554224,686.5373768758963,1.0,686.5351503474436,686.5546842025772,-0.11776976726241628,-0.02242800868498307,-0.01986898821110117,-0.022095516663739545,-0.0025616615301942147
BGR,Bulgaria,111389.75196962083,0.9991782355645812,0.9999887075928968,90.27827821240648,1.2578584263446433,464.9544054132046,464.70836537292314,-0.2460400402814571,464.57756861778046,464.70311769687714,464.7035053639456,1.0,464.703128241759,464.7162818950917,-0.13079675514268274,-0.005247676045996741,-0.004860008977516372,-0.005237131164165021,0.007916522168557094
HRV,Croatia,56417.12338429916,0.9855746919443468,0.999525082803426,787.040922355859,26.793462077003895,310.58240263555984,307.49734115821497,-3.0850614773448797,306.24759805160124,307.3513053829981,307.3986042332612,0.9998786752725748,307.3304551531594,307.575663239885,-1.249743106613721,-0.1460357752168875,-0.09873692495375508,-0.1668860050555736,0.07832208167002364
CYP,Cyprus,9300.166612859868,0.984278173691531,1.0000000000000018,146.21560412722155,0.0,297.7131921010304,293.8094972547005,-3.903694846329927,293.03259700507766,293.809497254701,293.8094972547005,1.0000000000000018,293.809497254701,293.809497254701,-0.7769002496228268,5.115907697472721e-13,0.0,5.115907697472721e-13,5.115907697472721e-13
CZE,Czech Republic,79805.0171105549,0.999548673730872,0.9999999999999986,36.01810063009792,0.0,448.6049988720529,448.6513149848249,0.0463161127720468,448.4025316516003,448.65131498482424,448.6513149848249,0.9999999999999986,448.65131498482424,448.65131498482424,-0.24878333322459412,-6.821210263296962e-13,0.0,-6.821210263296962e-13,-6.821210263296962e-13
DNK,Denmark,43336.561207972096,0.9764905302661402,0.9994386810503476,994.4939410695764,24.32563301897986,31.30322318236183,30.81797488947099,-0.4852482928908408,30.5844686462,30.800676176175617,30.80879440819841,0.9997812969894992,30.79820536983007,30.856596848506104,-0.23350624327098757,-0.01729871329537147,-0.009180481272579755,-0.01976951964091711,0.03862195903511534
EST,Estonia,43810.24217913118,0.9904150630324622,0.9995599779638644,400.64093785228135,19.277471967248808,55.17520764904898,54.76862602388804,-0.4065816251609391,54.670412947983785,54.74452662154866,54.75806501066501,0.9997602201752128,54.73515753143756,54.7784296297723,-0.09821307590425477,-0.024099402339381015,-0.01056101322303249,-0.033468492450481335,0.009803605884258104
FIN,Finland,303261.8418936705,0.9825915694770536,0.9993306893461792,5076.3363231899075,202.9763816878,157.83238889445792,156.56013327141014,-1.2722556230477835,155.188644130987,156.45534590624797,156.49267014622862,0.9998167797681536,156.43191519756897,156.66330649463043,-1.3714891404231366,-0.10478736516216713,-0.06746312518151854,-0.12821807384116823,0.10317322322029554
FRA,France,547027.0846306183,0.9978653265416269,0.999962346239064,1147.1265715020445,20.59762706919504,346.3535486036368,345.7409278876255,-0.6126207160112926,345.62721104059676,345.7279094413811,345.7347250248305,0.9999820718543516,345.7270180644604,345.7667424133228,-0.11371684702874063,-0.013018446244416282,-0.006202862795021247,-0.01390982316507916,0.025814525697285262
DEU,Germany,355499.45669745636,0.9976045524884,0.9999211012134012,823.5318131511644,28.04847577049752,261.4466266429641,260.9870676146756,-0.4595590282884814,260.8409250042341,260.9664760517228,260.9774487899118,0.9999626714885296,260.9659110847679,261.0650085916836,-0.1461426104414727,-0.020591562952802178,-0.009618824763776956,-0.02115652990767103,0.07794097700798375
GRC,Greece,132579.63429987076,0.9811993116099246,0.9993646196446028,2408.3498961821524,84.238495159747,487.79685937184325,481.0751797262231,-6.721679645620156,478.9302454907261,480.7695140075559,480.91437178589456,0.9997417931760963,480.6320086666606,481.528897347758,-2.144934235496976,-0.3056657186671714,-0.16080794032853873,-0.4431710595624736,0.45371762153490636
HUN,Hungary,90770.4446184509,0.9994187357404556,1.0000000000000009,52.761615279744184,0.0,148.76444565242372,148.75437886886877,-0.0100667835549472,148.6779741970749,148.75437886886888,148.75437886886877,1.0000000000000009,148.75437886886888,148.75437886886888,-0.07640467179388111,1.1368683772161603e-13,0.0,1.1368683772161603e-13,1.1368683772161603e-13
ISL,Iceland,101298.87535858144,0.9882936012889222,0.9995451791944876,1139.7721878432494,46.0728360867836,511.244054470814,506.89991511606496,-4.344139354749018,505.48913470593527,506.6693664883578,506.7676721851927,0.999821989015018,506.65606297979696,507.0343373937628,-1.4107804101296892,-0.2305486277071509,-0.13224293087228034,-0.2438521362680035,0.1344222776978654
IRL,Ireland,69129.15563828281,0.9854637432438668,0.9996503693505692,980.7094841123547,24.16967158017553,109.7344406754156,108.80024741828024,-0.9341932571353624,108.17713471263022,108.76220751711716,108.78430262972752,0.9998528022804258,108.75190849283476,108.89833547282726,-0.6231127056500156,-0.03803990116307432,-0.01594478855271575,-0.0483389254454778,0.09808805454701996
ITA,Italy,298917.6442653662,0.9944701535102964,0.9999032390406636,1624.0451278295864,28.923558020946658,538.6750980124737,536.2978493174841,-2.3772486949895892,535.748146917297,536.245956623094,536.2596154248714,0.9999781728738928,536.2410208799411,536.387917941765,-0.5497024001870159,-0.05189269439006239,-0.0382338926126522,-0.05682843754300393,0.0900686242808888
LVA,Latvia,63182.450636264606,0.9970543440956896,0.9999798046619024,184.83776781307628,1.2759909524106414,86.20871179049894,86.12450238637003,-0.0842094041289129,85.95650651032092,86.12276307292586,86.1233713915162,0.9999987700556988,86.12274686026613,86.12703318789686,-0.1679958760491047,-0.001739313444161894,-0.0011309948538240633,-0.0017555261038921799,0.002530801526830828
LTU,Lithuania,63429.162125191826,0.9977394704045176,1.0,143.38349820065054,0.0,102.07895413401928,102.09038359613636,0.0114294621170643,101.84820163712342,102.09038359613636,102.09038359613636,1.0,102.09038359613636,102.09038359613636,-0.24218195901293882,0.0,0.0,0.0,0.0
MKD,Macedonia,23833.29001822523,0.998854263546842,1.0,27.306669172561715,0.0,819.7702752723376,819.9246626856218,0.154387413284212,818.8310345847428,819.9246626856216,819.9246626856218,1.0,819.9246626856216,819.9246626856216,-1.0936281008789592,-2.2737367544323206e-13,0.0,-2.2737367544323206e-13,-2.2737367544323206e-13
MDA,Moldova,34578.65377507926,0.999655724729424,1.0000000000000004,11.9045753845784,0.0,146.6819313467185,146.6455604397201,-0.0363709069983997,146.63143238511546,146.64556043972016,146.6455604397201,1.0000000000000004,146.64556043972016,146.64556043972016,-0.014128054604640283,5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14
MNE,Montenegro,13085.095639931118,0.9953188055181268,0.9999994677449447,61.24691289612632,0.0069646082902406,1053.1076657865576,1049.0296192319504,-4.078046554607226,1048.1784218909231,1049.0290608806324,1049.029141701749,0.999999999999999,1049.0290576771922,1049.02949088436,-0.8511973410272731,-0.0005583513179772126,-0.0004775302013513283,-0.0005615547581783176,-0.00012834759036195464
NLD,Netherlands,34324.00841544658,0.9887446903138488,0.9999111057796196,383.2761384174786,3.051205968433637,8.981316487800882,8.884730087202572,-0.0965864005983103,8.881018460553586,8.883940286048178,8.884151976984331,0.9999928127733844,8.883528219309792,8.884994042750881,-0.003711626648986055,-0.0007898011543936434,-0.0005781102182407238,-0.0012018678927798732,0.00026395554830926926
NOR,Norway,320144.7624474949,0.9791552752421504,0.9991569880837128,6403.443606204966,269.8858496792365,561.6645327450512,553.4164225248462,-8.248110220205035,550.4208014483278,552.9498858859888,553.0835426950199,0.9997817015558368,552.793313890956,554.2551763065072,-2.9956210765184323,-0.4665366388574057,-0.3328798298263109,-0.6231086338901832,0.838753781661012
POL,Poland,307428.6074259435,0.9982460466358336,0.9999881236546329,535.5643119181385,3.6511283205359986,170.70385203031742,170.5523094420419,-0.1515425882755323,170.40646924085422,170.55028390391178,170.55066294407337,0.999997867876305,170.5502525198319,170.55624729839437,-0.14584020118766716,-0.0020255381301126363,-0.0016464979685224534,-0.002056922209987988,0.00393785635247923
PRT,Portugal,92423.01380582036,0.9949192773026168,0.9998859691763564,459.03663161589105,10.53907238860278,326.36192902875024,325.32894443373425,-1.0329845950159893,324.7408050298403,325.2918469062454,325.30754374739183,0.9999692403510372,325.2870739560817,325.3644188334678,-0.5881394038939334,-0.037097527488867854,-0.02140068634241743,-0.041870477652537375,0.035474399733573136
ROU,Romania,235923.34154927215,0.9990683233766572,0.9999899504989485,217.43335035331336,2.370911868753826,400.3165024344931,400.00211849334175,-0.314383941151334,399.94755618062305,399.9980986716313,399.9981008414137,0.9999999999999988,399.99800463374226,400.00895038193687,-0.05456231271870138,-0.0040198217104716605,-0.004017651928052146,-0.004113859599499392,0.006831888595115743
RUS,Russia,16653692.815027095,0.9982049810142172,0.999972884367254,29442.119368130898,451.5754174907871,374.2392220908269,373.7150852650848,-0.5241368257420049,373.5775853745564,373.70495174408114,373.7077343095789,0.9999935312959926,373.6998172860474,373.7706030137287,-0.13749989052837464,-0.01013352100363818,-0.007350955505899037,-0.015267979037389523,0.055517748643922005
SRB,Serbia,79153.40496146074,0.999872895996322,1.0000000000000002,10.060714675353672,0.0,416.83039504314195,416.82855481756286,-0.0018402255790874,416.7774142310772,416.828554817563,416.82855481756286,1.0000000000000002,416.828554817563,416.828554817563,-0.051140586485644235,1.1368683772161603e-13,0.0,1.1368683772161603e-13,1.1368683772161603e-13
SVK,Slovakia,49893.73736667768,0.999720414646288,1.0,13.949558209670124,0.0,455.22305025640264,455.1877413733603,-0.0353088830423189,455.0957765588789,455.1877413733603,455.1877413733603,1.0,455.1877413733603,455.1877413733603,-0.09196481448140048,0.0,0.0,0.0,0.0
SVN,Slovenia,22029.13902651177,0.9994076347574926,0.999959200350996,12.150515141524297,0.8987811401422561,560.0045388666218,559.7192536056327,-0.2852852609890988,559.6956470280987,559.6964172565448,559.7192536056327,0.999959200350996,559.6962345955825,559.7022708843359,-0.023606577533996642,-0.022836349087924646,0.0,-0.0230190100502341,-0.016982721296812997
ESP,Spain,503318.34132270777,0.996742888928612,0.9999718519133592,1625.196293675324,14.167448280056783,686.537744135805,685.0841322936044,-1.453611842200644,684.3208767717841,685.0648484860923,685.070393447129,0.9999925951717704,685.0627718891437,685.1087093057797,-0.7632555218202697,-0.01928380751212444,-0.01373884647534851,-0.02136040446066545,0.02457701217531394
SWE,Sweden,428160.6151890468,0.9892755842799972,0.9996457658896865,4440.103337626723,151.66909459250758,319.3194837888503,317.484843997813,-1.8346397910372616,316.0069093235791,317.3723800365614,317.4074717967338,0.999904857133628,317.36097172234446,317.7699493629221,-1.477934674233893,-0.11246396125159208,-0.07737220107924259,-0.12387227546855684,0.28510536510907514
CHE,Switzerland,38494.09572165891,0.996017848215379,0.9999997014698604,153.27784032760545,0.0114916477076577,1337.1649460074736,1334.3224910059268,-2.842455001546796,1331.8405498259428,1334.322092670447,1334.322274833862,0.9999999999999984,1334.3221665219137,1334.3227329189729,-2.4819411799840054,-0.00039833547975831607,-0.00021617206493829144,-0.00032448401316287345,0.00024191304601117736
UKR,Ukraine,589296.2560291558,0.9976022656647228,0.999949235523425,1383.0605507463802,29.91531599767163,179.77107913283606,179.43578969784167,-0.3352894349943938,179.34914040914651,179.42668073389882,179.42919479925624,0.9999858388344182,179.42586495603734,179.44513033875538,-0.0866492886951562,-0.009108963942850323,-0.006594898585433384,-0.009924741804326231,0.009340640913706011
GBR,United Kingdom,243711.5263570479,0.9880495812461824,0.9997961891741866,2862.7837476516793,49.67104744679126,160.07531186211406,158.91784329264183,-1.157468569472229,158.19458662255263,158.88545411576388,158.89862969287563,0.9999399605324398,158.86571976620763,159.01635305275292,-0.7232566700891994,-0.03238917687795606,-0.019213599766203515,-0.05212352643420104,0.09850976011108514
BHS,Bahamas,13425.890782776703,0.8887994962726334,0.9885810792759684,1339.6566355353432,153.30918249810458,0.8144261991394796,0.2356099913911062,-0.5788162077483734,0.7322227895324047,0.2329195795776213,0.1364144691414127,0.9946681623028896,-4.248293122061599,1.264328331961392,0.49661279814129855,-0.0026904118134848942,-0.0991955222496935,-4.483903113452706,1.0287183405702858
CAN,Canada,9489886.846481891,0.9936884271652862,0.9998561842886948,58531.317197730714,1364.7948275212802,473.71001945497,471.89133020970627,-1.8186892452637269,470.78787085716743,471.8234648223934,471.8447568940876,0.9999614241513224,471.7205624337972,472.120976460844,-1.1034593525388345,-0.06786538731284963,-0.04657331561867295,-0.17076777590904157,0.22964625113775128
CRI,Costa Rica,51490.99541275577,0.9929660127334152,0.9999291547350452,358.5391128642938,3.647893212734171,546.8992244465401,543.5196776890351,-3.3795467575049543,543.090817678551,543.4811718934611,543.4835765794307,0.9999999999999988,543.4785264335604,543.5292622913798,-0.4288600104840725,-0.03850579557399669,-0.03610110960437396,-0.04115125547468779,0.009584602344716586
CUB,Cuba,111480.89220313326,0.9817965256847536,0.9983719027921858,1847.8378285399067,181.5017293209086,97.44399574100672,95.9528855125772,-1.491110228429534,95.82619082107162,95.79666488759244,95.8490771018874,0.9994137054841696,95.50183957711604,96.31617456251868,-0.12669469150557688,-0.15622062498475486,-0.10380841068979407,-0.4510459354611527,0.3632890499414856
DOM,Dominican Republic,48032.37687363586,0.9929973685988198,0.99996289419852,334.5707507277592,1.7822798408945013,401.9666475660149,399.3961354293666,-2.57051213664829,399.1666346954464,399.3813155156535,399.3905124422394,0.9999785537282164,399.37995115346246,399.39627548011106,-0.22950073392019021,-0.014819913713097321,-0.005622987127196666,-0.016184275904151946,0.00014005074444867205
SLV,El Salvador,21360.30776014438,0.9923864697305514,0.9999719817774853,162.02887184078492,0.5984778557589963,454.9373143469391,452.6645488273426,-2.272765519596476,451.48628517665753,452.65186597128906,452.6519779360939,0.9999999999999976,452.6516809816974,452.6784264433405,-1.1782636506850963,-0.012682856053572777,-0.012570891248742555,-0.012867845645246234,0.013877615997898829
GTM,Guatemala,104897.63499832353,0.9980305708371072,0.999995872053513,206.15544966028955,0.4330118238909272,745.324143096805,744.2039118551381,-1.1202312416668292,743.8593506051752,744.2008398212146,744.2026893076284,1.0,744.2008384423176,744.2095793277855,-0.3445612499629078,-0.0030720339235585925,-0.0012225475097693561,-0.0030734128205267552,0.005667472647360228
HTI,Haiti,27247.49430470052,0.9849471611026018,0.9999110508783492,407.7285014408401,2.4236406856595902,405.4744627968306,400.694920187001,-4.779542609829605,399.40644788406183,400.6592787258004,400.6667142229435,0.999984522005418,400.650564728931,400.7183654665634,-1.2884723029391694,-0.03564146120061196,-0.02820596405751985,-0.044355458070015175,0.02344527956239517
HND,Honduras,111051.69085705414,0.9966121330695908,0.9998907581207608,364.096855618722,12.131495401671849,628.9873059141655,626.940535698254,-2.046770215911465,626.9248670714325,626.8720475359632,626.9041143719716,0.999949762899721,626.7162754437887,626.9714980300259,-0.015668626821593534,-0.06848816229080512,-0.03642132628249328,-0.22426025446532094,0.030962331771888785
JAM,Jamaica,11034.236497993496,0.9838054934846252,0.999649057631728,174.82163377026325,3.8723810886758137,322.7838072476137,318.6383777796605,-4.145429467953193,317.6679659263711,318.52655407274017,318.59576652653914,0.9997965275895055,318.50181557330484,318.68245447933253,-0.9704118532894199,-0.11182370692034738,-0.04261125312137892,-0.13656220635567706,0.04407669967201855
MEX,Mexico,1952540.346703241,0.997539160075672,0.9999601649343998,4727.109666230749,77.77957278195106,1046.6296020731245,1044.3405982833578,-2.2890037897664115,1044.095605779308,1044.2989969071164,1044.309365554952,0.9999899660685468,1044.281020088922,1044.393799999781,-0.24499250404983286,-0.04160137624148774,-0.03123272840593927,-0.05957819443574408,0.05320171642324567
NIC,Nicaragua,120725.5340314722,0.9951588519145604,0.9998473836863492,566.0255019726977,18.424685967556183,233.19043109075545,232.32191388587225,-0.8685172048832044,232.0969434616584,232.28645777179463,232.31486639417932,0.9998810063355013,232.2836343699921,232.4489157391497,-0.2249704242138364,-0.035456114077618395,-0.0070474916929299525,-0.03827951588016276,0.12700185327744862
PAN,Panama,75970.09424692637,0.986872144039018,0.9995677172867028,964.4838961453632,32.84055847036198,315.6511349565649,312.06438430020074,-3.5867506563641314,311.6420297851476,311.929484261432,311.9947106076453,0.9997984670022836,311.74264311890937,312.08372619451507,-0.4223545150531436,-0.13490003876876244,-0.06967369255545464,-0.3217411812913724,0.01934189431432287
USA,United States,9254174.953774933,0.9972994820706512,0.9999429467874852,24463.08497371193,527.9804101215534,732.8647071676965,731.3302783962405,-1.534428771455964,730.927294636477,731.2885536544486,731.3015342165531,0.999983784490096,731.2814272162216,731.4516433371994,-0.4029837597635151,-0.04172474179188157,-0.02874417968735088,-0.04885118001891442,0.12136494095886974
AUS,Australia,7699513.320179737,0.9985386846103986,0.9999357160853658,10756.462450220131,494.9548569475973,274.35418246461154,274.0178795848557,-0.3363028797558627,273.970876396005,274.0002646428762,274.00957654370364,0.9999675339657365,273.9799971730769,274.0726120709935,-0.047003188850681,-0.01761494197950242,-0.00830304115203262,-0.03788241177875307,0.05473248613782289
NZL,New Zealand,265218.3378422927,0.9879647556379156,0.9998037793056416,3139.9261788297863,52.04132640491151,484.77944657906744,481.1059176316452,-3.673528947422255,479.0390048439276,481.01151469442743,481.0555905349707,0.9999152890994294,480.9617604846171,481.3610751706127,-2.0669127877175697,-0.09440293721775106,-0.05032709667449353,-0.1441571470280678,0.2551575389675236
PNG,Papua New Guinea,464899.8153678668,0.9917393341818554,0.9995236119705492,3618.909306735864,221.47270693542816,596.9188806321678,592.6073005633376,-4.311580068830153,592.2700836167614,592.324989539184,592.4764188420754,0.9997448033896508,591.7208848564618,592.824315736575,-0.3372169465761772,-0.2823110241536142,-0.13088172126219888,-0.8864157068758232,0.21701517323742792
ARG,Argentina,2763075.870066071,0.9990548181600344,0.999992582521839,2591.1140799100217,20.49505480682033,709.5783840059182,709.074811445637,-0.5035725602812136,708.9129617497357,709.0695518987085,709.072073868533,0.999996858432348,709.0688078329347,709.0815391461545,-0.16184969590131004,-0.005259546928527925,-0.002737577103971489,-0.006003612702329519,0.006727700517444646
BOL,Bolivia,1080947.482425777,0.9997036604844904,0.9999982549156922,318.44110874423626,1.8863444907885127,1250.7949360369803,1251.0918098249654,0.2968737879848504,1250.4264581712237,1251.0896265642805,1251.0963227729214,1.0000000000000016,1251.089782749326,1251.096808823309,-0.665351653741709,-0.0021832606848875002,0.004512947956072821,-0.002027075639261966,0.004998998343580752
BRA,Brazil,8471386.2533543,0.9988127930706644,0.9999877233016096,9953.287807078825,104.00065410829292,316.5946161720511,316.3172862593363,-0.2773299127147766,316.22263501985566,316.31340292741726,316.31454569572054,0.9999968407094946,316.312676404625,316.3260822222533,-0.09465123948064047,-0.003883331919041666,-0.0027405636157595836,-0.004609854711304706,0.008795962917020006
CHL,Chile,753162.0685506623,0.9848083215921544,0.999689126687114,11207.657947018975,234.1379873770391,1340.3784579565934,1322.6881580514505,-17.690299905143092,1320.42634479074,1322.2769696018418,1322.3643756170195,0.999941243172063,1321.8715713722795,1323.696891807016,-2.2618132607105963,-0.4111884496087441,-0.32378243443099564,-0.8165866791709959,1.0087337555655722
COL,Colombia,1140967.1555133082,0.998998848892462,0.9999823055547508,1122.0917505423563,20.188780857176827,552.1536982889058,551.6692888987092,-0.4844093901966744,551.6106694471221,551.6595274166812,551.6653913378912,0.9999896610986476,551.6543169555085,551.7157108755915,-0.058619451587105686,-0.009761482028011415,-0.0038975608180180643,-0.014971943200634996,0.04642197688235683
ECU,Ecuador,256246.86297789396,0.9970168134631752,0.9999742039777648,757.822041964116,6.610149776157288,1044.7775518047736,1041.7738383317278,-3.0037134730457637,1041.6876568762118,1041.74696471063,1041.763771467929,0.9999838917276692,1041.7427120889938,1041.753883572288,-0.0861814555159981,-0.026873621097820433,-0.010066863798783743,-0.031126242733989784,-0.019954759439769987
PRY,Paraguay,399107.832296443,0.9996426469583096,0.9999928183935484,139.75616245036306,2.866235385262943,162.23080552816367,162.198342987729,-0.0324625404346647,162.173996526172,162.1971781430626,162.19774173733842,1.0000000000000049,162.19753330410146,162.19799577626134,-0.02434646155700193,-0.00116484466641964,-0.000601250390587893,-0.0008096836275512942,-0.0003472114676696947
PER,Peru,1288539.5405295962,0.9991587685874568,0.9999917346408336,1073.3096956948089,10.65024211549916,1461.7729602027516,1461.1412483606225,-0.631711842129107,1460.5553428851142,1461.129171503412,1461.1367142413123,0.9999949346393716,1461.1282746811685,1461.1652197481926,-0.585905475508298,-0.012076857210558956,-0.004534119310164897,-0.012973679454034936,0.023971387570099978
SUR,Suriname,144636.7286198161,0.9982869964221373,0.999987511103011,245.95688041152803,1.8063532040253505,141.22081453807067,141.03354146364453,-0.1872730744261446,140.98066347048177,141.0317801102732,141.03315470381628,0.9999902509298676,141.03174810747467,141.0343033447036,-0.052877993162752546,-0.001761353371335872,-0.000386759828245431,-0.0017933561698555422,0.0007618810590770408
URY,Uruguay,176131.99640792023,0.9976577422002774,0.9999796686465928,408.96554050187785,3.581001865616481,109.07839193784872,108.91621974871047,-0.1621721891382463,108.8251147854194,108.914005334555,108.9143296437045,0.9999990020299224,108.91343194073464,108.91640346978528,-0.0911049632910732,-0.002214414155474742,-0.0018901050059696445,-0.0027878079758352214,0.0001837210748050211
