variant,removed,n,columns,rank,in_sample_r2,cv_r2,cv_rmse,cv_mae,fold_error_iqr,residual_morans_i_in_sample,residual_morans_i_cv,share_geography,share_emissions,share_socioeconomic,share_population,residual_share,rows_with_unseen_level,standalone_emissions_r2,standalone_population_r2,secondary_cv_r2,secondary_cv_rmse
M0_legacy_representation,none,151,21,20,0.6364460027547281,0.15307991296259282,0.04287258067948678,0.03446458749763149,0.0430306432828888,0.26868901614173574,0.32154716769274994,0.5130328657008392,0.02139283879499715,0.06932302425611889,0.03269727400277304,0.36355399724527193,1,0.002739569164371347,0.05970456193524254,0.3029700197902303,0.038894136909324785
drop_per_capita,cum_co2_per_capita,151,20,20,0.6364460027547281,0.15307991296259638,0.04287258067948669,0.0344645874976315,0.04303064328289877,0.26868901614174023,0.3215471676927579,0.5188374533606565,0.013133720535194949,0.06282146968655963,0.0416533591723172,0.36355399724527193,1,0.0010165378255079238,0.05970456193524254,0.3029700197902634,0.03889413690932386
drop_total,cum_co2_total,151,20,20,0.6364460027547281,0.15307991296261803,0.04287258067948614,0.03446458749763083,0.043030643282895936,0.2686890161417413,0.32154716769274727,0.513519756654464,0.02043535889149556,0.06928246597399391,0.03320842123477474,0.36355399724527193,1,5.158716785302886e-06,0.05970456193524254,0.30297001979026006,0.03889413690932395
drop_population,population,151,20,20,0.6364460027547282,0.15307991296259293,0.04287258067948677,0.03446458749763164,0.04303064328289756,0.26868901614173657,0.3215471676927533,0.513275758627047,0.022189877235003097,0.06933866491426018,0.031641701978418035,0.36355399724527193,1,0.002739569164371347,0.05687705841445123,0.30297001979027494,0.03889413690932354
