,DZA,AGO,BEN,BWA,BFA,BDI,CMR,CAF,TCD,COG,COD,CIV,DJI,EGY,GNQ,ERI,ETH,GAB,GHA,GIN,GNB,KEN,LSO,LBR,LBY,MDG,MWI,MLI,MRT,MAR,MOZ,NAM,NER,NGA,RWA,SEN,SLE,SOM,ZAF,SDN,SWZ,TZA,TGO,TUN,UGA,ZMB,ZWE,AFG,ARM,AZE,BGD,MMR,KHM,CHN,GEO,IND,IDN,IRN,IRQ,ISR,JPN,JOR,KAZ,LAO,LBN,MYS,MNG,NPL,OMN,PAK,PHL,QAT,SAU,KOR,LKA,SYR,TWN,TJK,THA,TUR,TKM,ARE,UZB,VNM,YEM,ALB,AUT,BLR,BEL,BIH,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LTU,MKD,MDA,MNE,NLD,NOR,POL,PRT,ROU,RUS,SRB,SVK,SVN,ESP,SWE,CHE,UKR,GBR,BHS,CAN,CRI,CUB,DOM,SLV,GTM,HTI,HND,JAM,MEX,NIC,PAN,USA,AUS,NZL,PNG,ARG,BOL,BRA,CHL,COL,ECU,PRY,PER,SUR,URY,VEN
MLI,0.0,2435.6965533066223,359.5712199959624,4209.9264208656605,0.0,3467.9201169996754,1154.0524386849193,1566.3341015420972,1060.9459525571829,1831.0137573312845,2063.8794941064925,0.0,4110.265722219792,2218.006989346905,1396.0104479390723,3474.2996713358434,3303.1816198208207,1708.4700137834616,253.0077767639329,0.0,243.44641208798652,3555.1155842368416,5571.658166939599,293.0509714086278,907.0673992926014,5658.869782424093,4283.375606597657,0.0,0.0,415.5699570320324,4492.305749809292,3622.9594753201054,0.0,235.8940513779663,3407.9765958865173,0.0,248.88340348784175,4235.783603848625,4809.753238946079,1965.0720825796404,5479.785617038808,3491.0519846237657,457.88260060561066,1343.3661341250204,3276.219506256377,3717.8358076268864,4398.982454569848,5802.117091334595,4452.498378888193,4525.348802675397,8558.097236906973,9095.19398895968,10386.347169939883,6983.268789942873,4322.185153776986,6610.29638873262,9886.2901896037,4424.774710906486,3796.761532650133,3326.7890734903676,11490.164289718823,3346.154558230757,5031.857148607499,9895.142185413994,3472.4039291217914,10365.092841777245,7996.427167677203,7695.858179934415,5041.273543336571,5853.1416775871485,11928.054041861336,4827.244731372967,3268.659315317404,11181.231033196447,8158.485529418314,3534.3333268808037,11440.687106926482,6444.394856937241,9709.695847060137,3005.012718537063,5179.084169408578,4881.662799726991,5496.419630170334,10037.809802318223,4023.2369423503333,2731.404327039033,2780.64167629111,3824.168972217116,2887.242662023887,2849.132726046464,3057.697616600186,2674.1798706087793,3289.5446489839123,3115.275632279445,3524.8427168535754,4234.398250220476,4385.424611866938,2034.2311919725946,2754.9745513039475,2603.779330761497,3064.225829577823,4364.943433238568,2950.9559197488256,1937.4144356957652,4048.331885478511,3986.30947855594,2884.019212774899,3686.1112033639156,2847.620659986496,3024.7301023881364,3782.480984307809,3366.745575144367,1103.6686538822005,3221.5316546335566,3870.7507089281794,2987.479250023228,3218.598604553318,2833.865476051779,824.4711697516314,3684.9885639810263,2579.3311864877446,3520.1281274758653,2774.7358847309833,6406.77655555472,4758.3720491941895,7666.233309122179,6579.052290243552,5992.483114174072,8131.8836707803375,8142.082815380159,6352.076246486305,7509.671111153289,6788.774380387604,7856.73679755663,7489.933506159805,7130.786798449119,5828.924448069674,10687.110060958597,15294.750691880554,15016.959940790317,6234.329505693814,6057.936096142912,2920.8640110108586,7170.653827940543,6134.389981002394,7158.49791227621,6159.708081467348,6674.237242624331,4663.512487111773,6667.431841599003,5244.950355914977
MRT,0.0,3010.20229000144,884.3619417821934,4768.974257682756,312.3402132408338,4338.79735163647,1932.2219083180737,2445.767266088296,2049.483407040392,2564.120766690704,2951.6567818601875,553.1609354972887,5121.148974319106,3000.719257127145,2030.7949881139673,4468.154092856626,4283.406281954734,2338.279203051142,617.8942564094516,271.408420489263,297.1207134222815,4517.011705715819,6107.128911334619,743.8979407662898,1484.7309693970915,6487.714443916598,5103.791733341717,0.0,0.0,86.70213766841968,5219.09027681422,4111.770931706574,632.2369837349769,1069.9584758164256,4295.3564172534725,0.0,553.1296637752024,5244.788457488347,5280.850796208584,2957.148261697218,6094.414075397286,4392.397490798556,814.9893305556594,1555.2720800107352,4220.175828871438,4409.951967810689,5029.143452410942,6338.982162316801,4802.875471977129,4902.940994364958,9145.422392759363,9731.00815840059,11089.217742370742,7379.092879869334,4562.830355896709,7333.85279297398,10740.435855190315,4849.983396133188,4340.782747559819,3916.556158299617,11395.767065811471,3991.8320098862314,5170.231407135835,10504.728582635373,3991.998825978204,11185.859379893202,8147.625462369277,8275.856298038392,5910.249981697453,6483.847783010826,12339.395033847259,5567.066211069445,3952.873050639575,11286.681808845382,9041.868454607316,4054.4234853382322,11829.79182335915,6852.698410532424,10350.148167763517,3296.0426799677025,5544.656867286519,5647.015659045908,5851.444670819896,10599.38320456785,4992.895903167525,2821.759192991288,2721.5047937691324,3812.8337098654547,2761.3815753429726,2868.440114341939,3166.8275261464114,2697.0455130468013,3748.7842996664453,3069.0178793288187,3392.762406940069,4153.634018672147,4286.148423914096,1883.0011087080316,2668.485963926215,2800.5155622934158,3060.9932243389308,4087.6183395144617,2692.6545431857535,1983.1643494482055,3977.981006782931,3922.7168084269274,2967.841494173252,3749.590567508601,2897.5185166159854,2868.6611165945637,3619.384043693704,3313.416383475574,613.5810562947803,3251.388400855167,3807.4863142522954,3027.2422036343723,3205.121853275986,2820.179937522704,318.67042505476786,3575.4988727858663,2488.9218528851593,3524.5837514747614,2531.2501417291464,5715.013192844128,4284.183543117548,7101.843651004554,5907.987867036488,5349.348217124514,7503.1645003301755,7490.890745877103,5693.533424385655,6872.9975700383,6140.74909074313,7154.350424744685,6874.412287821494,6599.335386229808,5267.747928569471,11669.384545291454,15813.363825545024,15633.928391272138,6151.884460319413,5825.5913511137915,2810.6797247089894,6889.399004762823,5664.940546534235,6710.877849881684,6036.537490768496,6248.286038255996,4217.432539050805,6650.1965517266,4773.8228394343105
MAR,0.0,4261.697576333809,2115.5029701134163,6037.666758958293,1647.6900350385772,5037.466085170763,2655.1274418731073,3243.6572008733224,1922.0919219524576,3640.850178250126,3696.3171250799955,1927.4213243556876,4966.449364290632,2499.9049001037665,3221.9364530300845,4222.648259460692,4340.5141607836385,3535.1101514053544,1992.0986260725024,1688.5648326552744,1690.1668341374254,4827.093112413399,7399.315120771336,2158.4639289935044,1071.8192402740085,7216.086098116788,5899.72642606095,415.5699570320324,86.70213766841968,0.0,6191.705918484755,5472.7058325899725,1521.1093763237016,2062.480063534053,4940.917034658379,1255.2951558286939,1992.5605277098173,5103.063830376612,6613.317980713418,2854.710554108392,7293.08448591722,4989.690407389463,2103.919280204516,849.7861216714488,4632.596116833549,5502.754791763049,6213.852079142647,5650.516123712538,4021.1294241539335,4144.4581187266085,8433.473997055486,8984.09089214479,10439.943399430778,6560.506317599246,3723.3607917879644,6747.315757552432,10247.214535691577,4105.437390526872,3738.633447158073,3365.029110631513,10349.498296537799,3454.278267799453,4246.858817232396,9784.994697908407,3394.4210231092097,10655.8070460543,7173.787071629477,7565.891469153683,5517.9546347125115,5874.733423905279,11450.210606547618,5070.419959729898,3471.382454477517,10254.816737850013,8603.130802453545,3399.0407627059453,10912.664766838428,6054.1619389979805,9659.401131674198,2500.0877157995155,4740.969184432033,5169.2344450264945,4989.712622283656,9839.761370764687,4729.710198993575,1972.9665375003026,1666.6332386959593,2765.995028936071,1719.5426308314793,1886.725659044547,2287.0173963538973,1737.7255873878728,3116.241010876209,2014.0967151565494,2356.0855558610415,3100.940140250907,3237.1797158675404,854.9712673206224,1615.204523546355,1967.7265919580257,2037.9257737259784,3171.3351947314445,1741.5401376644386,1021.010307805604,2924.4222096025946,2869.0219690433532,2099.5844432458343,2817.2919532196393,1977.5124407868623,1846.6622305776366,2604.050535808484,2258.458300527893,209.32909999002277,2267.1256504596236,2753.6518422122067,2091.909872120549,2162.3745807832515,1784.4534228117304,0.0,2528.6970478215644,1435.7966952336258,2511.9172921734507,1555.2706192214002,5974.475383525246,3976.468185102796,7508.603590002997,6195.59397808014,5689.976255469708,7822.171187948942,7778.667311979521,6004.353432432412,7191.7642583576935,6457.335029722946,7368.615560392359,7221.656122543738,7041.223819479001,5088.326338566773,11477.837186502498,17247.92463177468,14787.816619304802,7370.651470772288,6896.492545059738,4075.07911865218,7892.667089417116,6221.77110598254,7337.785917208266,7185.026803331898,6979.886317740958,4941.047578336655,7911.856950740664,5355.4309325924505
MOZ,4626.471474334092,744.9690296190494,3876.4419620799436,233.57431990782771,4294.621484246495,980.8131946623924,2464.4679989060373,2053.2772532349527,2807.221862844171,2018.4456859124962,221.71723049401805,4297.000168020957,2381.646799151029,3618.2208835287183,2778.84770780713,2550.9049766533426,1552.133692541265,2274.0123623723684,3975.6369605282052,4951.032468731816,5719.051284963875,650.6975768855808,423.25606716986675,4712.389817945023,3660.8359162712713,349.982190534576,0.0,4492.305749809292,5219.09027681422,6191.705918484755,0.0,627.1237581066081,3682.8486926197993,3188.65620118099,1125.402144766044,5553.129193934843,5189.531122026416,1001.421952481758,0.0,2325.9215216205816,0.0,0.0,3947.5197350219564,5363.370615532106,1193.972896903301,0.0,0.0,4966.267776607824,5509.307778195878,5483.66047793383,6385.162706864145,6422.707154231016,7247.4766658470535,6163.043785637801,5732.303048729703,4155.392385831197,6241.234038457303,4278.047885232782,4400.157606747549,4496.060568254002,9713.612102616893,4424.628877713085,5908.728878979141,7336.445954465069,4846.085533488977,6780.058922604927,7960.284391449852,6072.142659364342,3288.09423441211,4540.501685174208,8686.498352355766,4036.4083360130794,2937.1445676959424,10153.34832267288,4728.728983843971,4747.5661145121485,8990.881582283604,5979.306165640724,6647.086475812854,5166.05093919541,5463.641822953574,3911.9185412484026,5946.058708051576,7284.880813863701,2561.662031255534,5875.5380697781475,6743.061647994874,6939.557958759885,7363.042062502393,6238.345164136386,5925.963060604597,6212.190808004249,5038.801475255778,6912.977232634949,7599.028826668197,7633.5500959358415,7917.3250568663225,6435.85731545037,6915.537924849292,5228.581948696536,6568.875708102059,9384.296272016123,8093.301576782145,5705.53333422347,7440.758955823172,7300.111119131886,5982.261104008726,6322.208315847214,6139.278972354371,7472.544587166869,8091.837717372615,6823.007233299338,6987.047891075675,6128.952685896362,5771.2576004397615,6113.916604628348,6764.599467738087,6642.891102001854,6514.830526689001,7668.247838702036,6892.00500938498,6098.269444075459,7665.4186570089205,11952.884872052464,10714.106587449265,12748.627966278907,12067.31299347093,11437.304027408842,13385.646575860586,13482.972737319782,11794.74238159695,12851.956153669313,12196.589603139224,13367.500816368078,12760.883083671333,12142.468312654055,11765.271972886085,6053.153910023313,10246.12180290124,10839.99429646552,8010.843931559113,9079.602424256907,6204.874769081075,8145.921010142937,10877.321412991045,11677.621200496938,8471.745188738143,10270.433119065194,9524.78373932765,8041.544142281232,10284.021481869493
NAM,4119.844540927535,0.0,2807.095506670093,0.0,3366.5855144181073,1554.4892193532405,2119.3236151196797,2205.1944678537993,2748.4976743323496,1331.9018052137055,650.2875533850646,2955.3915221426078,3688.512010819266,4397.203836549928,1887.6921604960382,3767.189194003275,2753.937294233265,1478.06461942219,2818.8410406799403,3533.5969391435337,4281.209139972139,2098.174211901513,719.7542715636201,3203.6439138999567,4120.330605616618,1968.3220809295221,965.0761460899159,3622.9594753201054,4111.770931706574,5472.7058325899725,627.1237581066081,0.0,3337.2135920735436,2445.430773122861,1722.9646898019917,4188.399179839939,3705.9214219698324,2566.756288788465,0.0,2930.9027288315096,1094.0618422002083,1212.3730205583695,2822.2356637692956,5265.6565478069015,1878.8323425616968,0.0,59.81144214668554,6538.19549356008,6660.449008663663,6634.910731143603,8251.646532834091,8300.076430560419,9095.664083119527,7915.466095583908,6782.886301698486,6034.38649305467,8054.823480027237,5775.740761497699,5616.648345366786,5364.204991854915,11592.346483243471,5315.680433368381,7169.449706723645,9214.57812229218,5726.1019503040325,8589.682847133767,9631.31158450346,7857.479778465109,4893.293069728748,6183.6806639739125,10489.709573461761,5473.599936018142,4197.367260700399,12016.920768316102,6601.3301423287,5672.961370932445,10865.929965229578,7553.550483051268,8496.63938675782,5967.758140924598,6804.679560852863,5395.274516324448,7283.441639268831,9129.038976761585,3915.0857333172457,6321.112789540463,7059.700215870086,7671.097216376435,7427.803069493066,6635.064093510259,6531.748427959569,6564.6988935185345,5836.758390984002,7282.447102052981,7949.946368554837,8340.154817988658,8564.995854101173,6487.911942595604,7147.456855841374,5810.203059366209,6991.096676982125,9316.685940137537,7879.549649100981,5810.397823318011,8145.348790635756,7949.306885796494,6470.663186360347,7012.814122050109,6558.667395526963,7563.395331644348,8325.654524685733,7393.379747508092,6026.691811138275,6809.411078491752,6925.785620736733,6641.714438116575,7211.144170879197,6948.59238126302,5735.296710856288,8033.118830432315,7015.710438189642,6919.231284166913,7603.818272797376,10142.084162197145,9591.512747895007,10774.078468529182,10240.825149199865,9606.14621743663,11435.802419812562,11558.27258571689,9947.277860434282,10944.379515575001,10325.91121742439,11512.383737367758,10832.158586488255,10170.172068634656,10490.26554745158,7729.003182702157,10510.769121256655,12424.718536859702,6699.969555499995,7285.295819730506,4264.797839472109,7007.555356113786,8885.681064676528,9669.649286872384,6836.842481153826,8518.459646536841,7569.646495680427,6497.713541597883,8333.26024602647
NER,0.0,1963.1514548997607,0.0,3614.0351805322707,0.0,2540.086663644651,136.4907537401202,715.8405980280288,0.0,1175.3822671060939,1170.627468275361,602.3007533044419,2915.459186590002,979.2842851457456,995.400188990605,2265.6346592438426,2166.426995401159,1204.4509984125068,253.29601066973026,1024.600953927252,1554.570008540078,2486.263671825144,4939.54140517796,1224.9049660780488,0.0,4737.792500379501,3390.26894267506,0.0,632.2369837349769,1521.1093763237016,3682.8486926197993,3337.2135920735436,0.0,0.0,2460.6920964134465,1304.980990454368,1344.258304357858,3042.548948732256,4287.2009670763855,815.7794223588282,4780.735616898973,2524.3563395930337,214.2408521307526,800.6163770462027,2255.694338736299,2979.445727043636,3699.671974756727,4603.411205189705,3322.2424569069935,3382.398095170573,7352.894364656359,7872.402780658788,9149.30185987531,5809.0485595225155,3243.306201798157,5378.185255858022,8645.663104444902,3235.431899945731,2606.6043571064356,2130.9992210968812,10618.231944721052,2145.7457655399053,3982.1605623431396,8677.488970230599,2298.34579731939,9122.327233402315,6898.848928683204,6493.501702437636,3798.424980371877,4650.559931066338,10733.690404805133,3599.3886609867604,2066.154529930175,10070.535641176451,6919.996251117197,2350.7308771384614,10250.06823038198,5269.028730424196,8485.387173734882,1941.5748402366053,4019.0909407944155,3647.6456016665024,4344.921602888635,8832.72336467219,2799.989622720182,1922.3563850766766,2579.589245296903,3274.574893319015,2963.9019570781084,2200.155423774963,2191.5678923499813,2101.1948481432705,2143.066110872783,2804.981944531297,3469.417717358422,3902.555148051489,4111.51162517811,2012.5536060895495,2666.226652717909,1591.885630124059,2540.681081619444,4933.86945048616,3550.7461314091183,1330.1293378465373,3698.6893383962683,3535.739184788494,2080.238200699359,2804.3073349699544,2138.7256270279486,3095.888992074161,3846.4587798300745,2954.3981980030917,2301.888337127137,2449.308506423143,3161.1249760191245,2251.5036491158126,2754.4712255968725,2469.993592225582,1942.7715589619463,3552.97043104954,2538.3339356712277,2780.368148498399,3184.141437804774,7678.620398341376,5995.740473398471,9001.052314469243,7865.696619593173,7294.6197082523995,9444.382417132778,9442.806332294842,7646.207752464119,8817.451324966329,8089.553958131743,9121.044023062706,8807.497787533623,8471.870131625918,7085.66019265373,9510.060983923913,15153.104889421937,13780.145757793054,7354.631324837717,7299.337390360926,4139.302398636649,8425.282743533066,7481.6707275496565,8499.387033132582,7305.975847721614,8002.511680112533,6006.111822999747,7692.869099302499,6591.843438723219
NGA,610.9853888026595,1126.7377331528849,0.0,2903.3361838288756,139.03048317078586,2230.9326145828763,0.0,336.62912792317724,0.0,544.8646470413772,835.2242063414546,605.3735486027865,2968.2511222038156,1538.3169215688174,87.45586386697055,2396.2584833593955,2081.333947417285,433.06901212579436,195.62215442707415,1182.3279674280516,1863.6511990366198,2322.190986493242,4264.481518497896,1163.5187319839804,1025.1987696193053,4391.400795436582,3007.9907446104194,235.8940513779663,1069.9584758164256,2062.480063534053,3188.65620118099,2445.430773122861,0.0,0.0,2182.316490451112,1638.8904258169257,1459.0779025861439,3083.815601097935,3502.7419929996413,792.3839118534693,4189.4478237950925,2271.459393818607,137.49425641152962,1889.3424388255078,2046.3932787475433,2418.302105287198,3111.1667159150466,5175.711409060947,4161.754235073496,4199.942692251036,7807.537975565062,8278.280965430999,9471.423806259683,6500.353583064172,4117.347151638791,5778.014276902406,8824.519500763186,3930.7176042511287,3321.861071170969,2830.8914136058966,11247.3169942329,2819.7180875678755,4854.731161067037,9092.117673482855,3085.9722169672127,9329.01908637359,7728.960331302341,6995.411024383293,4084.2713684070145,5135.805782472044,11145.944702948484,4059.635402657375,2703.4995964251534,10854.6390401645,7095.926744440156,3106.9242704016506,10763.950100604212,5952.482588242032,8870.644006230956,2893.178947371693,4766.684451594505,4075.7086892866073,5126.039242675658,9282.51242580685,2968.7006131369712,2950.6826623356505,3658.702769581921,4309.350147398481,3992.280953147717,3246.55733373263,3210.457409524141,3166.1286436501096,2995.447565839606,3881.34232644295,4549.937341062843,4959.454605862764,5172.715684056047,3086.9160528334146,3752.482157887704,2569.7592310939376,3597.64132012997,5802.794092815176,4365.846477109529,2410.5157594018156,4756.587241309777,4577.74974171313,3106.776371295248,3810.0732978590922,3175.7602650762933,4131.323291895324,4910.910889589258,4005.581786805141,2788.2625071324733,3473.478232013857,4108.163801604753,3278.4205427266343,3815.732965007378,3547.5490101028595,2499.1053805371334,4632.121384144152,3603.8123683944164,3785.140353338833,4116.916261864774,8117.988019853577,6455.635153093696,9366.369533335079,8301.229601367655,7724.592301152477,9863.841820017258,9874.198819422338,8079.253718246214,9245.660599194627,8520.399498669056,9562.822620393039,9218.256355468191,8813.060532250678,7514.244210139379,9466.344161213246,14385.876703390579,14047.243890366963,7089.699036916786,7173.658195108482,4078.4654860995897,8267.830785713171,7776.637240604447,8726.561759732584,7065.947561199355,8177.122230693301,6268.8157345258005,7344.480200318907,6898.22053871408
RWA,3361.3622596643418,983.5095075027294,3100.134637872955,1742.5215817594437,3338.7563876534705,0.0,1539.1321296849285,781.0979407807062,1552.1276923182859,1288.4315208701912,0.0,3653.9898494546683,1858.8471869386772,2572.0380883045027,2040.3613151803381,1847.4932497729167,901.8025961012492,1643.045988925638,3243.7030034934514,4282.511654443,5010.6361720187715,393.4462426927334,2877.9364217646366,4155.560057904595,2402.555602089252,2122.3896685825634,848.131286176235,3407.9765958865173,4295.3564172534725,4940.917034658379,1125.402144766044,1722.9646898019917,2460.6920964134465,2182.316490451112,0.0,4796.464528603979,4542.6654809799475,1169.9336138021497,2185.0657707495866,1177.2230941586272,2577.730867350904,0.0,3198.0547236203142,4090.927528735846,0.0,635.8660004351459,1437.8874304860992,4735.808848163493,4738.698702904904,4713.218266105012,6831.419633969377,7124.4396985466055,8080.097227201552,6219.610429882587,4868.6129040947335,4789.835514706133,7186.131076368889,3916.4870230229053,3700.273120389169,3463.8177447789844,10306.72683390752,3412.8869217357474,5252.35391380249,7938.483705313336,3827.1946947792453,7712.661797356306,7799.979430903425,6241.462255988557,3173.7086158143943,4445.226438101669,9625.813033845956,3623.8227538074916,2311.54530396018,10457.484150121158,5534.689633610456,3765.799645110768,9653.39537830522,5732.525213528246,7511.2812023667675,4123.808911196789,4902.376030604808,3570.831071738003,5376.831733689729,8150.588926698901,2091.7359980363767,4631.81631048637,5497.047246287225,5846.015850683048,6100.805814577789,4992.858477660405,4728.54347789787,4966.327871949444,3962.8903411543406,5674.727870927957,6363.156911348624,6519.416060820421,6783.03923551685,5167.675509385455,5662.6115746458045,4009.6858648973584,5333.381971037449,8123.309814967433,6821.135063004144,4436.207717149216,6323.980294214352,6145.259182591746,4744.606717355401,5182.5530110065165,4895.25585531595,6212.876326867434,6846.55914456689,5617.633006734701,5736.731166326562,4987.379442653401,5010.182918659651,4884.328651834796,5545.818131075077,5392.348346648417,5241.564602542389,6431.190838882675,5632.60214920063,5048.692070601953,6396.925372833008,11319.899181074872,9537.503525888615,12448.872356295018,11487.857702488793,10891.494791538433,12996.882734568471,13030.885444283507,11256.81185592478,12390.493994261848,11685.546713826412,12770.020401566024,12348.272718374039,11873.32796841259,10650.323796207887,7377.346907144912,12747.313560936087,12224.056125157667,9187.871732630025,9582.641749041602,6586.276608532512,10132.37867606648,10722.105194495925,11626.366924791217,9237.11915191729,10812.852498772723,9271.02293177832,9154.10669798595,9946.44146584115
SEN,1323.8879137015988,3279.7207294803948,1380.7872587061763,4968.4875222333085,700.8436751830221,4820.164441369328,2380.9424166109084,2969.3552343500032,2732.9471671621795,2990.379739038636,3324.195065560521,488.43037762357557,5809.703435317172,4014.0721125952564,2428.1494275142645,5202.524784008872,4924.922285134433,2670.691938885096,979.4177556702477,0.0,0.0,5118.005757628198,6255.421435440061,497.9377278455842,2611.5234968699006,6898.2343913778495,5526.1465911480855,0.0,0.0,1255.2951558286939,5553.129193934843,4188.399179839939,1304.980990454368,1638.8904258169257,4796.464528603979,0.0,276.5394742471094,5906.50861241497,5394.138350334131,3631.6339464812904,6305.862250819209,4908.455580879047,1295.1727991772584,2840.9758932936543,4784.633844543308,4688.981988602099,5282.342424975337,7562.1412699007715,6099.721682561343,6193.055328688564,10346.181880369333,10895.275087724089,12184.479836733135,8676.428875766253,5881.512108431141,8410.397613948471,11643.422705254137,6119.15159324952,5544.766850539792,5089.385812342142,12708.758681995077,5130.347370482827,6501.446602848331,11693.560309328968,5205.861655994278,12134.449846192174,9480.015947374259,9478.770804890162,6819.35075514051,7646.098831008523,13648.197049544779,6627.801465080039,5063.270472889717,12613.657780905316,9911.277332766056,5274.2772860683435,13145.592519918491,8142.374546523763,11509.975113676821,4599.814555696067,6846.453909537315,6680.961692737857,7158.153792394894,11821.461087836782,5762.3405998871485,4151.077901637624,4050.38877518774,5131.809831033062,4080.0878739068035,4195.830065266525,4495.405045479431,4028.3533749183907,4990.380600220108,4397.606596607956,4702.949819811284,5480.464648202613,5608.381977533176,3195.0821635820644,3996.606369239234,4114.857039990956,4383.675109414748,5197.45204661708,3878.0514313914273,3309.94525597572,5306.441347563525,5251.773678455835,4298.260130521241,5081.963062649724,4229.881480077587,4173.028039877251,4913.4077524423265,4641.6456761681675,1498.6292720747385,4580.82899537118,5136.610996612171,4359.351225310965,4524.184884766149,4139.934072630477,1220.522634676819,4896.385899950081,3816.901384304052,4848.603631793726,3762.2311199484716,5832.850156598534,4780.373745684509,7073.605041483928,5999.6339830363,5408.40660391377,7543.581217717703,7556.978106602768,5770.341738062601,6922.898376575359,6204.512935775109,7283.47685424569,6900.5780028986055,6538.044739943217,5686.393846332645,12282.296680796355,15505.073788056494,16815.429287937855,5828.818894645191,5565.409309313869,2483.9746596515197,6656.317566698916,5544.192324122154,6576.572366437829,5734.461535914711,6102.847756202134,4081.332693397108,6304.322066594607,4654.11256393248
SLE,1769.7277644475848,2906.7128392834934,1255.2514414741102,4537.8044065592,592.0545372434296,4557.8144013076535,2135.935953008265,2771.536092505541,2689.6531001726426,2720.5820801866494,2948.3583721389905,246.7257869538589,5732.576614003777,4091.3444425862954,2073.858709310138,5164.104261138513,4791.975383833199,2331.155678833239,816.9638115393637,0.0,275.3809842309879,4944.123418903492,5786.543839189993,0.0,2795.1689815885334,6572.097691160849,5216.721120039174,248.88340348784175,553.1296637752024,1992.5605277098173,5189.531122026416,3705.9214219698324,1344.258304357858,1459.0779025861439,4542.6654809799475,276.5394742471094,0.0,5733.6014038970125,4917.303212887638,3561.2229390038096,5869.475347974275,4641.187424751842,1179.3609969236754,3127.6189200289477,4554.353263776058,4301.919879780073,4875.452319856466,7722.405248002225,6342.282714572192,6422.6974091737875,10469.855550811295,10981.63746990285,12222.28386604345,8894.268013587873,6173.855647461287,8479.059200641686,11591.002294608908,6331.859999090383,5716.298881287644,5247.4745987620845,13276.98729647182,5265.351901464813,6845.391599364822,11790.611557360055,5388.841768497247,12097.49325500303,9832.885323740324,9611.003208733693,6830.07115997405,7765.658186585066,13848.340694206132,6711.266870976425,5184.380866030451,13008.756050153526,9864.142415421451,5453.5431078899355,13359.319614472468,8356.431934921415,11591.670405685094,4874.4997025244,7082.277852771853,6750.823477342909,7395.173673504757,11950.071701459436,5732.906946884301,4505.657241434929,4567.146313800149,5600.851450908148,4664.530582696934,4615.412596420943,4840.713869668092,4440.049374015751,5195.733136811906,4898.745646167481,5301.572066073832,6021.589090252112,6171.524816377379,3796.8544908767685,4541.183814617955,4421.81485931996,4838.909887133349,5955.852327857089,4603.192694716487,3711.2379536195567,5835.163607051869,5772.54123923861,4657.830076148457,5458.944488236964,4615.946276943541,4788.3133067790495,5543.2472837837,5152.330420441753,2271.2308963041182,4987.80525258805,5657.04490363905,4754.122710775761,4996.536549982412,4612.226161958548,1994.2020509794997,5468.6176009495975,4364.7693868186225,5289.436184512228,4456.630736608609,6486.4425562840415,5600.858662650583,7595.72236649109,6632.0491840496725,6021.758345957286,8120.715598317758,8155.103353619915,6391.01153158581,7514.078055402192,6814.319270533111,7932.169348759005,7472.3719245032335,7035.215061876711,6485.115846431308,12074.266155863055,14930.462178059746,16815.990573265804,5757.931309971164,5646.752111110476,2487.734912377674,6776.825023296765,5990.691031349342,6946.337978550529,5692.419874796978,6416.673506946948,4480.214594217746,6166.344183212022,5115.106524654264
