pair,row,n,matrix_columns,matrix_rank,in_sample_r2,cv_r2,cv_rmse,cv_mae,fold_rmse_median,fold_rmse_min,fold_rmse_max,fold_error_iqr,residual_morans_i_in_sample,residual_morans_i_cv,share_geography,share_emissions,share_socioeconomic,share_population,residual_share,rows_with_unseen_level,worst_fold_country,worst_region,worst_region_rmse,secondary_cv_r2,secondary_cv_rmse,random_reference_cv_r2,delta_rmse_vs_comparator,delta_rmse_95_low,delta_rmse_95_high
primary,C0,151,20,20,0.6364460027547281,0.15307991296259638,0.04287258067948669,0.0344645874976315,0.030212678366271478,5.205518452473801e-05,0.11473455103959602,0.04303064328289877,0.26868901614174023,0.3215471676927579,0.5188374533606565,0.013133720535194949,0.06282146968655963,0.041653359172317245,0.36355399724527193,1,Brazil,Central Asia,0.06936437825894065,0.3029700197902634,0.03889413690932386,0.4283529968790264,0.0,0.0,0.0
primary,M1a,151,20,20,0.6121710173802325,0.057988282529487734,0.045215419241578535,0.03592921366239346,0.030305760326068465,0.00013626801985155979,0.12723305300403145,0.039751467709852405,0.31530330186096844,0.3408043791612641,0.4876673892471702,0.013850889827095165,0.0626478905665906,0.04800484773937671,0.3878289826197675,0,Tajikistan,Central Asia,0.09800941418340528,0.24113584650503894,0.04058265245449717,0.3661484744999528,0.002342838562091845,-0.0003498522577407903,0.005264254669835553
percapita_sensitivity,C0,151,20,20,0.6364460027547281,0.15307991296261803,0.04287258067948614,0.03446458749763083,0.030212678366259654,5.2055184522989406e-05,0.11473455103959766,0.043030643282895936,0.2686890161417413,0.32154716769274727,0.513519756654464,0.020435358891495586,0.06928246597399394,0.03320842123477475,0.36355399724527193,1,Brazil,Central Asia,0.06936437825893833,0.30297001979026006,0.03889413690932395,0.42835299687902684,0.0,0.0,0.0
percapita_sensitivity,M1a,151,20,20,0.6121710173802326,0.05798828252950372,0.04521541924157815,0.03592921366239301,0.030305760326064662,0.0001362680198556121,0.1272330530040273,0.0397514677098599,0.3153033018609842,0.3408043791612676,0.48244576553534424,0.021248601177762217,0.06950502515757546,0.03897162550955096,0.3878289826197674,0,Tajikistan,Central Asia,0.09800941418340209,0.24113584650503328,0.040582652454497326,0.3661484744999628,0.0023428385620920117,-0.00034985225774061113,0.005264254669835282
