Country,iso3,berkeley,era5,b_residual,e_residual,m49_subregion,m49_region,b_minus_e,b_sign,e_sign,sign_agreement,squared_gap_share,station_knn8_b_minus_e_local_i,station_knn8_b_minus_e_p_value,station_knn8_b_minus_e_q_value,station_knn8_b_minus_e_quadrant,station_knn8_b_minus_e_label,station_knn8_b_minus_e_fdr_label,station_knn8_b_residual_local_i,station_knn8_b_residual_p_value,station_knn8_b_residual_q_value,station_knn8_b_residual_quadrant,station_knn8_b_residual_label,station_knn8_b_residual_fdr_label,station_knn8_e_residual_local_i,station_knn8_e_residual_p_value,station_knn8_e_residual_q_value,station_knn8_e_residual_quadrant,station_knn8_e_residual_label,station_knn8_e_residual_fdr_label,area_knn8_b_minus_e_local_i,area_knn8_b_minus_e_p_value,area_knn8_b_minus_e_q_value,area_knn8_b_minus_e_quadrant,area_knn8_b_minus_e_label,area_knn8_b_minus_e_fdr_label,area_knn8_b_residual_local_i,area_knn8_b_residual_p_value,area_knn8_b_residual_q_value,area_knn8_b_residual_quadrant,area_knn8_b_residual_label,area_knn8_b_residual_fdr_label,area_knn8_e_residual_local_i,area_knn8_e_residual_p_value,area_knn8_e_residual_q_value,area_knn8_e_residual_quadrant,area_knn8_e_residual_label,area_knn8_e_residual_fdr_label
Algeria,DZA,0.24027005915767902,0.35544803445578277,0.030671151846222572,0.08860500899946994,Northern Africa,Africa,-0.11517797529810375,1,1,True,0.01825137027515445,0.5911357489013361,0.2085,0.5724272727272727,LL,ns,ns,0.27736210709659753,0.4743,0.6953330097087378,HH,ns,ns,0.6839270939663031,0.2316,0.7440765957446809,HH,ns,ns,1.0241667794660683,0.0303,0.24159999999999998,LL,LL,ns,0.5588526942717583,0.1468,0.42166037735849055,HH,ns,ns,1.4513451246343492,0.0111,0.2912142857142857,HH,HH,ns
Angola,AGO,0.2003000150757142,0.15835595017360451,0.0476945686353156,-0.0038459832122505755,Middle Africa,Africa,0.041944064902109696,1,-1,False,0.0024204584378389724,0.62698921657338,0.116,0.427219512195122,HH,ns,ns,-1.0432887412766119,0.0736,0.31500277777777774,HL,ns,ns,0.02222974805713605,0.3729,0.8097914285714286,LL,ns,ns,0.525948607453062,0.1849,0.5492625,HH,ns,ns,-0.8546960126507414,0.1468,0.42166037735849055,HL,ns,ns,0.010026364458853503,0.6848,0.9895999999999999,LL,ns,ns
Benin,BEN,0.20270211677173233,0.24974221572709082,0.010790496931509796,0.0381066220855284,Western Africa,Africa,-0.04704009895535849,1,1,True,0.003044339268360519,0.044348486514656664,0.6412,0.9681940594059406,LL,ns,ns,0.039319485519983544,0.7772,0.882384962406015,HH,ns,ns,0.23394531991774462,0.345,0.8097914285714286,HH,ns,ns,0.044348486514656664,0.6412,0.8997083333333333,LL,ns,ns,0.039319485519983544,0.7772,0.9097457364341086,HH,ns,ns,0.23394531991774462,0.345,0.8748412698412699,HH,ns,ns
Botswana,BWA,0.15541865895509172,0.15255011660293566,-0.056179577372255846,-0.06371926453309326,Southern Africa,Africa,0.002868542352156056,-1,-1,True,1.1320852420733043e-05,0.490196098212704,0.0073,0.12079999999999998,HH,HH,ns,1.0465536874306942,0.1238,0.42509782608695657,LL,ns,ns,0.9445964576720265,0.0195,0.2575388888888889,LL,LL,ns,0.4830515665500035,0.0082,0.14043,HH,HH,ns,0.6228375686523216,0.3618,0.6387299999999999,LL,ns,ns,0.8764514569395934,0.031,0.29134117647058827,LL,LL,ns
Burkina Faso,BFA,0.2158731392585228,0.2703396813441466,-0.004032485709982464,0.03442865634058978,Western Africa,Africa,-0.05446654208562379,-1,1,False,0.004081466201777124,-0.05519466036852932,0.6843,0.9882590476190476,LH,ns,ns,-0.06561005533250934,0.2006,0.5012704918032787,LH,ns,ns,0.11598305877084497,0.5948,0.983250724637681,HH,ns,ns,-0.15332362843670388,0.2639,0.632140909090909,LH,ns,ns,-0.06872866785549617,0.1766,0.46159137931034483,LH,ns,ns,-0.03000938416374297,0.8869,0.9895999999999999,HL,ns,ns
Burundi,BDI,0.20888549627683978,0.21510408357128985,0.019362205718186393,0.03377072821757579,Eastern Africa,Africa,-0.006218587294450073,1,1,True,5.3203483250850495e-05,0.19504450019264796,0.1319,0.45265681818181813,HH,ns,ns,0.10974194093002326,0.6577,0.8080341463414634,HH,ns,ns,0.038784166741044485,0.8571,0.983250724637681,HH,ns,ns,0.19504450019264796,0.1319,0.49792249999999993,HH,ns,ns,0.10974194093002326,0.6577,0.8213900826446281,HH,ns,ns,0.038784166741044485,0.8571,0.9895999999999999,HH,ns,ns
Cameroon,CMR,0.16636200134979467,0.1384743806381002,-0.0317048923543064,-0.0866120774999119,Middle Africa,Africa,0.027887620711694483,-1,-1,True,0.0010699895163856904,0.022665085425437687,0.9426,0.9989,HH,ns,ns,0.521017261080129,0.1753,0.48676909090909093,LL,ns,ns,0.018377909505399536,0.9728,0.9908000000000001,LL,ns,ns,0.2603270758032657,0.4053,0.7520536585365853,HH,ns,ns,0.5566738244551118,0.148,0.42166037735849055,LL,ns,ns,0.1275853655447517,0.8137,0.9895999999999999,LL,ns,ns
Central African Republic,CAF,0.18403786064638777,0.10304187007391218,-0.038286475943231785,-0.11891920401147195,Middle Africa,Africa,0.0809959905724756,-1,-1,True,0.009025757035892187,0.6401154379074108,0.2899,0.6165478873239436,HH,ns,ns,0.577346395622627,0.2188,0.5120477611940298,LL,ns,ns,0.07588907784211968,0.9189,0.9842843971631206,LL,ns,ns,0.6401154379074108,0.2899,0.6437485294117646,HH,ns,ns,0.577346395622627,0.2188,0.5244253968253969,LL,ns,ns,0.07588907784211968,0.9189,0.9895999999999999,LL,ns,ns
Chad,TCD,0.2035091414222523,0.27011785003198396,-0.02663633044034444,0.030885043798080103,Middle Africa,Africa,-0.06660870860973167,-1,1,False,0.006104057609432161,-0.24489198852410762,0.2249,0.592544827586207,LH,ns,ns,0.4863230736522116,0.1358,0.4362936170212766,LL,ns,ns,-0.17773234106163016,0.3809,0.8100830985915494,HL,ns,ns,0.17121890877897275,0.3953,0.74726125,LL,ns,ns,1.0067929172582994,0.0019,0.050333333333333334,LL,LL,ns,-0.22800392624789598,0.2572,0.8382106382978725,HL,ns,ns
Congo,COG,0.1704220858831212,0.1550697837775385,-0.004141486026586455,0.025966403636707103,Middle Africa,Africa,0.015352302105582694,-1,1,False,0.00032426764100354456,0.38210058070792013,0.1211,0.43538333333333334,HH,ns,ns,0.05346067000013119,0.3001,0.6091560975609757,LL,ns,ns,-0.12397524925781671,0.4608,0.8920615384615385,HL,ns,ns,0.5103745724176536,0.0396,0.27180000000000004,HH,HH,ns,0.03608552313000387,0.4792,0.7094039215686274,LL,ns,ns,-0.2181147346286998,0.1959,0.7317975609756098,HL,ns,ns
Congo (Democratic Republic Of The),COD,0.19859794898946587,0.19147902895956756,-0.0034979198702884684,0.010460092936234872,Middle Africa,Africa,0.007118920029898307,-1,1,False,6.972440629616949e-05,0.3600537065057163,0.0758,0.3179388888888889,HH,ns,ns,-0.034149497709291654,0.4345,0.6627222222222222,LH,ns,ns,0.0075596204298093725,0.9093,0.9842843971631206,HH,ns,ns,0.3600537065057163,0.0758,0.35768125,HH,ns,ns,-0.034149497709291654,0.4345,0.6839041666666668,LH,ns,ns,0.0075596204298093725,0.9093,0.9895999999999999,HH,ns,ns
Côte D'Ivoire,CIV,0.20772847580142792,0.19959401089994325,0.01687231014410856,-0.018327645845930413,Western Africa,Africa,0.008134464901484673,1,-1,False,9.103629521034575e-05,0.2681446469234344,0.2037,0.5724272727272727,HH,ns,ns,0.27687965363360134,0.1773,0.48676909090909093,HH,ns,ns,0.010174859560404856,0.9336,0.9908000000000001,LL,ns,ns,0.2681446469234344,0.2037,0.5492625,HH,ns,ns,0.27687965363360134,0.1773,0.46159137931034483,HH,ns,ns,0.010174859560404856,0.9336,0.9895999999999999,LL,ns,ns
Djibouti,DJI,0.20035987264449803,0.29725566617143656,0.0035013912647491596,0.03587692179176566,Eastern Africa,Africa,-0.09689579352693853,1,1,True,0.012917142292645012,1.0445748877371976,0.0058,0.12079999999999998,LL,LL,ns,0.002067431330688732,0.959,0.967004,HH,ns,ns,0.300879275231319,0.1854,0.7178307692307693,HH,ns,ns,1.1382514658459064,0.0028,0.08456,LL,LL,ns,0.010706044701589895,0.7992,0.9194984848484847,HH,ns,ns,0.4579474415625163,0.0442,0.3315434782608696,HH,HH,ns
Egypt,EGY,0.15478518959618381,0.28006200371212125,-0.07206207616360652,-0.02462426086102404,Northern Africa,Africa,-0.12527681411593744,-1,-1,True,0.021592254830604465,1.032789568547249,0.0514,0.24800606060606062,LL,ns,ns,2.431708307388417,0.0041,0.08305,LL,LL,ns,-0.05102121822100491,0.749,0.983250724637681,LH,ns,ns,0.933872317548475,0.0748,0.35768125,LL,ns,ns,3.1035273851349037,0.0004,0.050333333333333334,LL,LL,ns,0.011570178352765921,0.9423,0.9895999999999999,LL,ns,ns
Equatorial Guinea,GNQ,0.16354706521210607,0.2035696065240848,-0.02349015823247133,0.015542761594590726,Middle Africa,Africa,-0.040022541311978715,-1,1,False,0.0022037682377751867,-0.06876663608714613,0.2234,0.592544827586207,LH,ns,ns,0.4430102809531607,0.1269,0.42509782608695657,LL,ns,ns,-0.0915073323796379,0.3708,0.8097914285714286,HL,ns,ns,-0.08629238430168162,0.1264,0.4913307692307693,LH,ns,ns,0.29255517432599837,0.314,0.6321866666666667,LL,ns,ns,-0.11356901981861654,0.2609,0.8382106382978725,HL,ns,ns
Eritrea,ERI,0.20315322405399622,0.2823072014625911,-0.0029237634167966486,-0.006226248897035769,Eastern Africa,Africa,-0.07915397740859487,-1,-1,True,0.008619897100427808,0.7965608973805525,0.0044,0.12079999999999998,LL,LL,ns,-0.004702482796191845,0.9009,0.94469375,LH,ns,ns,-0.06354399154962184,0.1103,0.5552903225806453,LH,ns,ns,0.9502422424590116,0.0006,0.03523333333333333,LL,LL,LL,0.017256828512019144,0.6454,0.8213900826446281,LL,ns,ns,-0.07761934052012039,0.0505,0.3315434782608696,LH,ns,ns
Ethiopia,ETH,0.2076992707889047,0.2878426021040417,-0.001814051624761781,0.007296916512763207,Eastern Africa,Africa,-0.08014333131513701,-1,1,False,0.008836725771381735,0.8812315556737084,0.0022,0.12079999999999998,LL,LL,ns,-0.007074356165212348,0.7545,0.8737251908396947,LH,ns,ns,0.1021526123981456,0.0307,0.2575388888888889,HH,HH,ns,0.5003902179557849,0.0707,0.35768125,LL,ns,ns,-0.012410904875454392,0.5818,0.7986527272727273,LH,ns,ns,0.06043952894076771,0.1987,0.7317975609756098,HH,ns,ns
Gabon,GAB,0.16553931693258667,0.18194975047533837,-0.024921542856858603,0.008231569503634656,Middle Africa,Africa,-0.016410433542751707,-1,1,False,0.00037050724583216334,0.10159132369445413,0.1611,0.5288282608695652,HH,ns,ns,0.3047307778014901,0.3173,0.6091560975609757,LL,ns,ns,-0.057546397354593264,0.2748,0.7544509090909091,HL,ns,ns,0.14162847607774834,0.0547,0.31768076923076927,HH,ns,ns,0.13738499392797784,0.6542,0.8213900826446281,LL,ns,ns,-0.057726460314946965,0.2733,0.8422102040816326,HL,ns,ns
Ghana,GHA,0.1992545668996173,0.21235077213723413,0.013793015989287366,-0.0019621903951727304,Western Africa,Africa,-0.013096205237616843,1,-1,False,0.0002359649734774601,0.004669182658190238,0.9582,0.9989,HH,ns,ns,0.12708532048894716,0.46,0.6809803921568628,HH,ns,ns,-0.0077134522827605086,0.5344,0.9493458823529412,LH,ns,ns,0.08117542197857129,0.3706,0.7213153846153846,HH,ns,ns,0.19613308319148037,0.2496,0.5519159420289855,HH,ns,ns,-0.0013753154010032911,0.9109,0.9895999999999999,LH,ns,ns
Guinea,GIN,0.22751348300753205,0.19721247183456608,0.03455585260319305,-0.019604730334459086,Western Africa,Africa,0.030301011172965964,1,-1,False,0.0012631962838707087,0.417751659003988,0.208,0.5724272727272727,HH,ns,ns,1.088374849301031,0.009,0.08588125,HH,HH,ns,-0.02929038835568527,0.817,0.983250724637681,LH,ns,ns,0.417751659003988,0.208,0.5510175438596491,HH,ns,ns,1.088374849301031,0.009,0.104945,HH,HH,ns,-0.02929038835568527,0.817,0.9895999999999999,LH,ns,ns
Guinea Bissau,GNB,0.23319971534367673,0.21004843437835546,0.03515067931034169,0.016640747256058852,Western Africa,Africa,0.023151280965321264,1,1,True,0.0007374059669510528,0.38001869932385735,0.1922,0.5724272727272727,HH,ns,ns,1.1037971319377398,0.0091,0.08588125,HH,HH,ns,-0.0012017807470934409,0.9896,0.9908000000000001,HL,ns,ns,0.38001869932385735,0.1922,0.5492625,HH,ns,ns,1.1037971319377398,0.0091,0.104945,HH,HH,ns,-0.0012017807470934409,0.9896,0.9895999999999999,HL,ns,ns
Kenya,KEN,0.21062387448612835,0.26187304263532263,0.04047789739491467,0.08387798189492518,Eastern Africa,Africa,-0.05124916814919428,1,1,True,0.0036135181241777163,-0.11563764733065503,0.3332,0.6634065789473683,LH,ns,ns,0.37933003477382615,0.4427,0.668477,HH,ns,ns,0.07199453487279264,0.8986,0.983250724637681,HH,ns,ns,-0.04442973065187282,0.7113,0.940678813559322,LH,ns,ns,0.4242146508080757,0.3909,0.6486362637362638,HH,ns,ns,0.1641202924715201,0.7661,0.9895999999999999,HH,ns,ns
Lesotho,LSO,0.16129029981211962,0.13918943925217603,-0.01060638396751401,-0.04141503570832236,Southern Africa,Africa,0.02210086055994359,-1,-1,True,0.0006720088078463344,0.7477322555270539,0.009,0.12079999999999998,HH,HH,ns,0.27416085158316444,0.0358,0.20357037037037037,LL,LL,ns,0.6538677572670839,0.0135,0.24461999999999998,LL,LL,ns,0.7477322555270539,0.009,0.14043,HH,HH,ns,0.27416085158316444,0.0358,0.18640689655172415,LL,LL,ns,0.6538677572670839,0.0135,0.2912142857142857,LL,LL,ns
Liberia,LBR,0.2160061033815747,0.13272860211199017,0.01466992832401634,-0.07562646038154994,Western Africa,Africa,0.08327750126958453,1,-1,False,0.009541397029484235,0.735831113253969,0.2276,0.592544827586207,HH,ns,ns,0.4206296030167574,0.0199,0.13658636363636364,HH,HH,ns,-0.1225991065258917,0.8077,0.983250724637681,LH,ns,ns,0.9161161536378791,0.1352,0.49793170731707315,HH,ns,ns,0.34387644591339356,0.0571,0.2330297297297297,HH,ns,ns,0.14558462233541558,0.7722,0.9895999999999999,LL,ns,ns
Libya,LBY,0.19059948923507644,0.3005070572938571,-0.04607576366590263,0.02165156671929891,Northern Africa,Africa,-0.10990756805878069,-1,1,False,0.016619264232841376,0.054856304849346046,0.903,0.9989,LL,ns,ns,-0.2399813260401421,0.6756,0.8161248,LH,ns,ns,-0.06821414202593991,0.6275,0.983250724637681,HL,ns,ns,0.6979975609090895,0.1145,0.46728378378378377,LL,ns,ns,0.5931754083912008,0.3005,0.6131824324324324,LL,ns,ns,0.05599313520385078,0.6912,0.9895999999999999,HH,ns,ns
Madagascar,MDG,0.1813544794012833,0.1963270134133524,-8.905938348996445e-05,0.0579057217244518,Eastern Africa,Africa,-0.014972534012069105,-1,1,False,0.0003084233236266217,0.21113871029537476,0.0107,0.12428461538461538,HH,HH,ns,0.0015097404577385225,0.1688,0.48676909090909093,LL,ns,ns,-0.6867281795739015,0.065,0.42673913043478257,HL,ns,ns,0.1749747280109806,0.0336,0.24159999999999998,HH,HH,ns,5.69279176523458e-07,0.9998,0.9997999999999999,LL,ns,ns,-0.21735692045091784,0.5623,0.9895999999999999,HL,ns,ns
Malawi,MWI,0.18854099012577252,0.13970555505991267,8.741154819832953e-05,-0.02859463306350335,Eastern Africa,Africa,0.048835435065859856,1,-1,False,0.0032811547869246592,0.8367582871625351,0.0515,0.24800606060606062,HH,ns,ns,-0.0009265230469527439,0.3841,0.626731182795699,HL,ns,ns,0.08992485728679611,0.6321,0.983250724637681,LL,ns,ns,0.6911253972757959,0.1082,0.4538388888888889,HH,ns,ns,-0.0003611611464938615,0.738,0.88087265625,HL,ns,ns,-0.03182199818621047,0.866,0.9895999999999999,LH,ns,ns
Mali,MLI,0.24782669503123966,0.3303586726868156,0.021043389925692796,0.09114541978057958,Western Africa,Africa,-0.08253197765557596,1,1,True,0.009371327169262587,-0.6441761661041605,0.0275,0.18054347826086956,LH,LH,ns,0.4126348167473017,0.112,0.41525,HH,ns,ns,-0.5663224088084345,0.3297,0.8097914285714286,HL,ns,ns,-0.053583842564860894,0.8519,0.9821812030075188,LH,ns,ns,0.5012563604155402,0.0488,0.22329696969696972,HH,HH,ns,0.4586699312836122,0.4301,0.9277871428571428,HH,ns,ns
Mauritania,MRT,0.2597916027159455,0.31178496514423953,0.05149929222154939,0.051119042587978336,Western Africa,Africa,-0.051993362428294054,1,1,True,0.0037192245927876112,-0.2132547569224657,0.0814,0.3234578947368421,LH,ns,ns,1.4837893512047877,0.0181,0.13658636363636364,HH,HH,ns,-0.07985410591521588,0.8041,0.983250724637681,HL,ns,ns,-0.09757912582425768,0.4245,0.7654261904761904,LH,ns,ns,1.6951034318541471,0.0072,0.104945,HH,HH,ns,0.22062129160324612,0.4997,0.9811077922077922,HH,ns,ns
Morocco,MAR,0.2418455862979349,0.32189053140633184,0.0405701157262153,0.06039720460743919,Northern Africa,Africa,-0.08004494510839694,1,1,True,0.008815042662952704,0.3116330065435362,0.2542,0.6092730158730159,LL,ns,ns,0.9304024370813695,0.0654,0.29045294117647064,HH,ns,ns,0.6167241628396749,0.1087,0.5552903225806453,HH,ns,ns,0.32694963278760536,0.232,0.5937627118644069,LL,ns,ns,1.0420515947572282,0.0383,0.19277666666666668,HH,HH,ns,0.7302285813707297,0.0585,0.3680625,HH,ns,ns
Mozambique,MOZ,0.172823801894673,0.10854755230453095,-0.012962522057942794,-0.04182514157440084,Eastern Africa,Africa,0.06427624959014205,-1,-1,True,0.0056840469069458785,1.181066131934459,0.0221,0.17563684210526317,HH,HH,ns,0.2989578445625755,0.0601,0.27637575757575755,LL,ns,ns,0.4744895596317491,0.0788,0.475952,LL,ns,ns,1.0397250908006934,0.0443,0.278444,HH,HH,ns,0.17214088234753885,0.2844,0.5970791666666666,LL,ns,ns,0.24350897873072705,0.371,0.875328125,LL,ns,ns
Namibia,NAM,0.17785319196923344,0.17642031090964583,-0.015314826586640184,-0.04451432212340525,Southern Africa,Africa,0.0014328810595876096,-1,-1,True,2.824729596385835e-06,0.4631978116892273,0.0093,0.12079999999999998,HH,HH,ns,0.26893684203176194,0.1522,0.4785775510204081,LL,ns,ns,0.6492319410643319,0.0237,0.2575388888888889,LL,LL,ns,0.4631978116892273,0.0093,0.14043,HH,HH,ns,0.26893684203176194,0.1522,0.42559629629629625,LL,ns,ns,0.6492319410643319,0.0237,0.29134117647058827,LL,LL,ns
Niger,NER,0.2385606960588716,0.35289961220607724,0.002957379184760106,0.05514484569928618,Western Africa,Africa,-0.11433891614720565,1,1,True,0.017986420333792923,-0.060410222107074946,0.901,0.9989,LH,ns,ns,-0.03065222908046113,0.3999,0.6356305263157894,HL,ns,ns,-0.008371572399321417,0.9814,0.9908000000000001,HL,ns,ns,0.3287281428979149,0.4789,0.8217488636363637,LL,ns,ns,-0.001879418388431813,0.9615,0.9876632653061224,HL,ns,ns,0.3876044678739154,0.2834,0.8515215686274511,HH,ns,ns
Nigeria,NGA,0.2030109401107239,0.192651413368187,0.00783900302879681,-0.042984424109686475,Western Africa,Africa,0.010359526742536901,1,-1,False,0.00014765101200153323,-0.06636860465952643,0.7584,0.9989,HL,ns,ns,-0.08518147952336216,0.3807,0.626731182795699,HL,ns,ns,-0.13366886995249547,0.6276,0.983250724637681,LH,ns,ns,-0.06636860465952643,0.7584,0.95432,HL,ns,ns,-0.08518147952336216,0.3807,0.6387299999999999,HL,ns,ns,-0.13366886995249547,0.6276,0.9895999999999999,LH,ns,ns
Rwanda,RWA,0.20845952779692498,0.2021825548887399,0.011368703516902084,0.023742838811438377,Eastern Africa,Africa,0.0062769729081850745,1,1,True,5.420721619185378e-05,0.2844132770246257,0.1469,0.4929311111111111,HH,ns,ns,0.07883303603911089,0.5692,0.753940350877193,HH,ns,ns,0.03755612940116994,0.8014,0.983250724637681,HH,ns,ns,0.2844132770246257,0.1469,0.5281404761904762,HH,ns,ns,0.07883303603911089,0.5692,0.7885247706422018,HH,ns,ns,0.03755612940116994,0.8014,0.9895999999999999,HH,ns,ns
Senegal,SEN,0.24097868636270878,0.28634887061862807,0.03885892550881537,0.023611542012907327,Western Africa,Africa,-0.045370184255919294,1,1,True,0.002832028909152665,-0.1465291533179356,0.0865,0.3349102564102564,LH,ns,ns,1.1974141762635302,0.0112,0.09948235294117647,HH,HH,ns,-0.00881764183554011,0.9521,0.9908000000000001,HL,ns,ns,-0.1465291533179356,0.0865,0.3841617647058823,LH,ns,ns,1.1974141762635302,0.0112,0.104945,HH,HH,ns,-0.00881764183554011,0.9521,0.9895999999999999,HL,ns,ns
Sierra Leone,SLE,0.22372060994282955,0.12292877462849933,0.02474539184123309,-0.08841707132222418,Western Africa,Africa,0.10079183531433022,1,-1,False,0.013976785588723568,0.6156906425624628,0.3816,0.7483324675324675,HH,ns,ns,0.8178434098031911,0.0069,0.08305,HH,HH,ns,-0.3950135502141649,0.4995,0.9311666666666666,LH,ns,ns,0.9039461591578356,0.2015,0.5492625,HH,ns,ns,0.7894198145097319,0.0083,0.104945,HH,HH,ns,-0.039273272306757416,0.9449,0.9895999999999999,LH,ns,ns
Somalia,SOM,0.19588332023430152,0.16705065231619964,0.0018855441208645296,-0.09758891455032337,Eastern Africa,Africa,0.02883266791810188,1,-1,False,0.001143737225001058,-0.7999993882402014,0.0145,0.1459666666666667,HL,HL,ns,0.020598975101196945,0.3797,0.626731182795699,HH,ns,ns,-1.3461869609612402,0.0288,0.2575388888888889,LH,LH,ns,-0.60247114613212,0.0591,0.3305222222222222,HL,ns,ns,0.03931834811941652,0.0931,0.3150866666666666,HH,ns,ns,-1.2306484482883586,0.0448,0.3315434782608696,LH,LH,ns
South Africa,ZAF,0.16028496312204338,0.11523616858551564,-0.020912148906582106,-0.08139638454366532,Southern Africa,Africa,0.04504879453652774,-1,-1,True,0.0027920484134524065,1.0242357573692937,0.0121,0.13050714285714285,HH,HH,ns,0.5064079861112342,0.0555,0.27033870967741935,LL,ns,ns,1.1444714112035512,0.0287,0.2575388888888889,LL,LL,ns,1.0242357573692937,0.0121,0.15225833333333333,HH,HH,ns,0.5064079861112342,0.0555,0.23279166666666665,LL,ns,ns,1.1444714112035512,0.0287,0.29134117647058827,LL,LL,ns
Sudan,SDN,0.20487305719629992,0.3183269015209231,-0.037761110524674985,0.00996362220303354,Northern Africa,Africa,-0.11345384432462316,-1,1,False,0.01770904040747291,1.3747452069386268,0.0035,0.12079999999999998,LL,LL,ns,-0.36230557065989094,0.4334,0.6627222222222222,LH,ns,ns,0.1383367858882379,0.0304,0.2575388888888889,HH,HH,ns,0.8270537515096926,0.0713,0.35768125,LL,ns,ns,1.1568464720175546,0.0149,0.10713809523809523,LL,LL,ns,-0.012781381254087567,0.8462,0.9895999999999999,HL,ns,ns
Swaziland,SWZ,0.15934183499515397,0.09478401863012562,-0.0294569791919366,-0.07478557474082609,Southern Africa,Africa,0.06455781636502836,-1,-1,True,0.005733954740248653,1.2329575610501615,0.0163,0.15383124999999997,HH,HH,ns,0.6734529485708406,0.0604,0.27637575757575755,LL,ns,ns,1.072884401091934,0.0219,0.2575388888888889,LL,LL,ns,1.2329575610501615,0.0163,0.1893307692307692,HH,HH,ns,0.6734529485708406,0.0604,0.2350179487179487,LL,ns,ns,1.072884401091934,0.0219,0.29134117647058827,LL,LL,ns
Tanzania,TZA,0.20953051997740807,0.2117539129237939,0.04084163412122149,0.04640227971476754,Eastern Africa,Africa,-0.0022233929463858215,1,1,True,6.801254767739542e-06,0.17906726670475653,0.2325,0.595042372881356,HH,ns,ns,0.35243146842300505,0.4807,0.6979394230769231,HH,ns,ns,0.07073337965962706,0.8175,0.983250724637681,HH,ns,ns,0.21007246194049964,0.1588,0.5449727272727273,HH,ns,ns,0.25635937042752327,0.6146,0.8075217391304348,HH,ns,ns,0.18254918678928933,0.5403,0.9895999999999999,HH,ns,ns
Togo,TGO,0.1941324419699687,0.226506056044095,-0.01198169831242235,0.009082509281418627,Western Africa,Africa,-0.03237361407412628,-1,1,False,0.001441912698788653,0.008017047186199467,0.5817,0.9262371134020618,LL,ns,ns,-0.08688635234285735,0.5588,0.7533821428571429,LH,ns,ns,0.06715099925060435,0.2572,0.7544509090909091,HH,ns,ns,-0.00862559212585237,0.5509,0.8574969696969698,LH,ns,ns,-0.10911914798515912,0.4597,0.694147,LH,ns,ns,0.015825870611863316,0.789,0.9895999999999999,HH,ns,ns
Tunisia,TUN,0.23748975158588337,0.3788193201294421,0.0031171366549856694,0.08728402152832238,Northern Africa,Africa,-0.14132956854355871,1,1,True,0.027480375485085508,0.25057491572941715,0.6855,0.9882590476190476,LL,ns,ns,0.019465708844488755,0.6169,0.7906108333333334,HH,ns,ns,0.08772531418744386,0.88,0.983250724637681,HH,ns,ns,0.11638724621472972,0.8443,0.9821812030075188,LL,ns,ns,0.005602289523841682,0.8818,0.9480035211267606,HH,ns,ns,-0.2868844680131747,0.6066,0.9895999999999999,HL,ns,ns
Uganda,UGA,0.21147594840550732,0.28284763825634174,-0.009080767167602644,0.024373461824158338,Eastern Africa,Africa,-0.07137168985083442,-1,1,False,0.0070082333740394435,-0.03543038181559537,0.8747,0.9989,LH,ns,ns,-0.10194495752169239,0.372,0.626731182795699,LH,ns,ns,0.12420436167265904,0.4341,0.8720249999999999,HH,ns,ns,-0.29300542282775716,0.2026,0.5492625,LH,ns,ns,-0.10118915507609229,0.3761,0.6387299999999999,LH,ns,ns,-0.011540688816906623,0.9434,0.9895999999999999,HL,ns,ns
Zambia,ZMB,0.17691283567770744,0.1722437260723909,-0.006134339011809931,-0.01476604157561534,Eastern Africa,Africa,0.004669109605316524,-1,-1,True,2.9993333333510685e-05,0.3750686137719616,0.0493,0.24800606060606062,HH,HH,ns,0.022611786774276266,0.767,0.8774015151515152,LL,ns,ns,0.022665289237024946,0.8126,0.983250724637681,LL,ns,ns,0.4140886602492582,0.0318,0.24159999999999998,HH,HH,ns,-0.01269092031417346,0.867,0.9418489208633094,LH,ns,ns,0.040269192743084395,0.6739,0.9895999999999999,LL,ns,ns
Zimbabwe,ZWE,0.1535502891079796,0.16945213845920132,-0.02228706677304762,-0.01575792177912,Eastern Africa,Africa,-0.015901849351221714,-1,-1,True,0.0003478979469280294,0.21615664086315728,0.0052,0.12079999999999998,HH,HH,ns,0.5348483514856197,0.0515,0.25921666666666665,LL,ns,ns,0.2662598272120818,0.0094,0.20277142857142857,LL,LL,ns,0.21615664086315728,0.0052,0.13086666666666666,HH,HH,ns,0.5348483514856197,0.0515,0.2287205882352941,LL,ns,ns,0.2662598272120818,0.0094,0.2912142857142857,LL,LL,ns
Afghanistan,AFG,0.24733117695547363,0.29125350320248167,0.03322181281142397,-0.009411725177491836,Southern Asia,Asia,-0.04392232624700804,1,-1,False,0.00265416099891133,-0.012406904399118507,0.8675,0.9989,LH,ns,ns,0.800005020927807,0.0486,0.2530551724137931,HH,HH,ns,0.030725447269101865,0.6066,0.983250724637681,LL,ns,ns,-0.040852728335530164,0.591,0.8710086538461539,LH,ns,ns,1.2313808207353583,0.002,0.050333333333333334,HH,HH,ns,0.008844728943031295,0.8786,0.9895999999999999,LL,ns,ns
