Country,iso3,berkeley,era5,b_residual,e_residual,m49_subregion,m49_region,b_minus_e,b_sign,e_sign,sign_agreement,squared_gap_share,station_knn8_b_minus_e_local_i,station_knn8_b_minus_e_p_value,station_knn8_b_minus_e_q_value,station_knn8_b_minus_e_quadrant,station_knn8_b_minus_e_label,station_knn8_b_minus_e_fdr_label,station_knn8_b_residual_local_i,station_knn8_b_residual_p_value,station_knn8_b_residual_q_value,station_knn8_b_residual_quadrant,station_knn8_b_residual_label,station_knn8_b_residual_fdr_label,station_knn8_e_residual_local_i,station_knn8_e_residual_p_value,station_knn8_e_residual_q_value,station_knn8_e_residual_quadrant,station_knn8_e_residual_label,station_knn8_e_residual_fdr_label,area_knn8_b_minus_e_local_i,area_knn8_b_minus_e_p_value,area_knn8_b_minus_e_q_value,area_knn8_b_minus_e_quadrant,area_knn8_b_minus_e_label,area_knn8_b_minus_e_fdr_label,area_knn8_b_residual_local_i,area_knn8_b_residual_p_value,area_knn8_b_residual_q_value,area_knn8_b_residual_quadrant,area_knn8_b_residual_label,area_knn8_b_residual_fdr_label,area_knn8_e_residual_local_i,area_knn8_e_residual_p_value,area_knn8_e_residual_q_value,area_knn8_e_residual_quadrant,area_knn8_e_residual_label,area_knn8_e_residual_fdr_label
Armenia,ARM,0.18833773750931812,0.20556285416089787,0.011278843771112268,-0.03822302167077568,Western Asia,Asia,-0.017225116651579747,1,-1,False,0.0004082074623400193,-0.1358984343919424,0.0485,0.24800606060606062,HL,HL,ns,-0.04308188967300877,0.758,0.8737251908396947,HL,ns,ns,-0.15791652259400513,0.5188,0.9459071428571428,LH,ns,ns,-0.06867643360670157,0.3067,0.6711840579710144,HL,ns,ns,-0.04860960928362546,0.7276,0.8789408000000001,HL,ns,ns,-0.06669460453821464,0.7776,0.9895999999999999,LH,ns,ns
Azerbaijan,AZE,0.19504824967387935,0.2103441826519852,0.01617843422450918,-0.027912704978976605,Western Asia,Asia,-0.015295932978105858,1,-1,False,0.000321890782224017,-0.10770158732075326,0.1676,0.5384595744680851,HL,ns,ns,0.12296688375447228,0.5341,0.746750925925926,HH,ns,ns,-0.08569182800858939,0.6259,0.983250724637681,LH,ns,ns,-0.10770158732075326,0.1676,0.5492625,HL,ns,ns,0.12296688375447228,0.5341,0.7673037037037036,HH,ns,ns,-0.08569182800858939,0.6259,0.9895999999999999,LH,ns,ns
Bangladesh,BGD,0.11108862004719486,0.13153199118343226,-0.03371586272853852,-0.050574384855018945,Southern Asia,Asia,-0.020443371136237398,-1,-1,True,0.0005749917617708434,-0.03832499867213183,0.4516,0.8418716049382715,HL,ns,ns,1.1387376308469903,0.0062,0.08305,LL,LL,ns,0.37451860792982816,0.251,0.7544509090909091,LL,ns,ns,-0.06591312895967456,0.1916,0.5492625,HL,ns,ns,1.0620812721182005,0.0104,0.104945,LL,LL,ns,0.17491065640971631,0.5885,0.9895999999999999,LL,ns,ns
Burma,MMR,0.10898678984933867,0.1911173627937236,-0.04218543039288224,0.006677679096694367,South-eastern Asia,Asia,-0.08213057294438493,-1,1,False,0.009280391576948816,0.2796931459424304,0.3324,0.6634065789473683,LL,ns,ns,1.3753873022141456,0.0077,0.08305,LL,LL,ns,-0.02431669159934865,0.5748,0.9806611111111111,HL,ns,ns,0.26929163169957016,0.3513,0.707284,LL,ns,ns,1.272276476739323,0.0119,0.104945,LL,LL,ns,-0.0396153397801495,0.361,0.8748412698412699,HL,ns,ns
Cambodia,KHM,0.12397652977439673,0.195804798336529,-0.01814444450035395,0.032637278311021256,South-eastern Asia,Asia,-0.07182826856213227,-1,1,False,0.007098186269255796,0.053064577972498785,0.8205,0.9989,LL,ns,ns,0.2688854967398921,0.2272,0.5120477611940298,LL,ns,ns,-0.029188557496972033,0.8866,0.983250724637681,HL,ns,ns,0.019349199786483803,0.9363,0.9955513888888888,LL,ns,ns,0.42200453623412487,0.0607,0.2350179487179487,LL,ns,ns,-0.17209214446821483,0.4125,0.9027173913043477,HL,ns,ns
China,CHN,0.18801127254816274,0.2196602766452238,0.01917038165003429,-0.03624477294527373,Eastern Asia,Asia,-0.03164900409706106,1,-1,False,0.0013780871825530465,-0.007300416342826764,0.4856,0.8942146341463414,LH,ns,ns,-0.2990572828986542,0.207,0.5016555555555556,HL,ns,ns,0.37136104860701785,0.114,0.5552903225806453,LL,ns,ns,-0.0008836469764853959,0.9369,0.9955513888888888,LH,ns,ns,-0.5585984930593695,0.0185,0.12539565217391302,HL,HL,ns,0.40049122741211624,0.0855,0.46108928571428576,LL,ns,ns
Georgia,GEO,0.17014653222140888,0.16872036447371724,-0.008758479623806631,-0.0785238359261676,Western Asia,Asia,0.0014261677476916368,-1,-1,True,2.798322844172565e-06,-0.357141250144504,0.0367,0.2309041666666667,HL,HL,ns,0.005651767913325758,0.957,0.967004,LL,ns,ns,-0.4611672567077849,0.3575,0.8097914285714286,LH,ns,ns,-0.243216475834519,0.1583,0.5449727272727273,HL,ns,ns,0.12361230905586776,0.2522,0.5519159420289855,LL,ns,ns,-0.10732139010999732,0.8297,0.9895999999999999,LH,ns,ns
India,IND,0.12279874845556998,0.15878887968331118,-0.04470802857778905,-0.06060396325104497,Southern Asia,Asia,-0.035990131227741196,-1,-1,True,0.0017820646551371905,0.0019764317353553208,0.9575,0.9989,LL,ns,ns,0.21311632349074452,0.6949,0.82621968503937,LL,ns,ns,0.5214784845748056,0.1777,0.7178307692307693,LL,ns,ns,0.01696051439690943,0.6276,0.8997083333333333,LL,ns,ns,0.6825778286855099,0.2102,0.5119387096774193,LL,ns,ns,0.4573615952210175,0.2375,0.8150568181818181,LL,ns,ns
Indonesia,IDN,0.1365994643114788,0.16850608789095659,0.04325584082133199,0.08122599716646414,South-eastern Asia,Asia,-0.031906623579477794,1,1,True,0.0014006134539291972,0.004781187064700234,0.6853,0.9882590476190476,LL,ns,ns,-0.8404540773873759,0.1155,0.41525,HL,ns,ns,-0.08848901255467796,0.8677,0.983250724637681,HL,ns,ns,-0.010736653872578248,0.3726,0.7213153846153846,LH,ns,ns,-0.5012804875371808,0.3448,0.6387299999999999,HL,ns,ns,-0.4360667851728086,0.4027,0.9027173913043477,HL,ns,ns
Iran,IRN,0.25326598928356275,0.330363536130634,0.06267217915998582,0.03750566688219997,Southern Asia,Asia,-0.07709754684707126,1,1,True,0.008177823166398358,0.09019225029580444,0.727,0.9979727272727272,LL,ns,ns,1.0874645618321397,0.1553,0.4785775510204081,HH,ns,ns,0.04787522087576084,0.8372,0.983250724637681,HH,ns,ns,0.09603327396166735,0.7098,0.940678813559322,LL,ns,ns,2.343796944263494,0.0017,0.050333333333333334,HH,HH,ns,0.2357797685676531,0.332,0.8748412698412699,HH,ns,ns
Iraq,IRQ,0.1763349119758569,0.37446828676481425,0.007098220466297739,0.15778161347008762,Western Asia,Asia,-0.19813337478895734,1,1,True,0.054009713069295015,1.1564214376268913,0.2037,0.5724272727272727,LL,ns,ns,-0.07103657510486579,0.428,0.6627222222222222,HL,ns,ns,-0.39397392769679696,0.6904,0.983250724637681,HL,ns,ns,2.081122765980729,0.0248,0.23404999999999998,LL,LL,ns,-0.1593371653730307,0.0744,0.27000238095238094,HL,ns,ns,0.925886311526804,0.3561,0.8748412698412699,HH,ns,ns
Israel,ISR,0.1289730259690734,0.20868425078802538,-0.0610298330990566,-0.02297940015590949,Western Asia,Asia,-0.07971122481895199,-1,-1,True,0.008741693215291621,0.560138270452397,0.0414,0.24682692307692308,LL,LL,ns,2.0278496176445597,0.005,0.08305,LL,LL,ns,-0.04771803513901841,0.7469,0.983250724637681,LH,ns,ns,0.992721239963449,0.0007,0.03523333333333333,LL,LL,LL,1.845484140181052,0.0117,0.104945,LL,LL,ns,-0.29042885285345477,0.048,0.3315434782608696,LH,LH,ns
Japan,JPN,0.13484212055215955,0.18477479369257138,0.0034085557537410216,0.020321972703320146,Eastern Asia,Asia,-0.04993267314041183,1,1,True,0.003430253605098949,-0.09508029322357017,0.3959,0.7664217948717948,LH,ns,ns,-0.031679786969987904,0.4578,0.6809803921568628,HL,ns,ns,-0.23509552514831233,0.0723,0.45488750000000006,HL,ns,ns,-0.09508029322357017,0.3959,0.74726125,LH,ns,ns,-0.031679786969987904,0.4578,0.694147,HL,ns,ns,-0.23509552514831233,0.0723,0.41989615384615386,HL,ns,ns
Jordan,JOR,0.1241622692023015,0.256898927150887,-0.014718705896192286,0.06506953719668238,Western Asia,Asia,-0.13273665794858552,-1,1,False,0.024240320281852717,0.9806071425206279,0.0809,0.3234578947368421,LL,ns,ns,0.5970501116567235,0.0013,0.03926,LL,LL,LL,-0.11245826183604735,0.7884,0.983250724637681,HL,ns,ns,1.872082605855061,0.0011,0.041525,LL,LL,LL,0.5530686079870772,0.0028,0.0604,LL,LL,ns,0.5748129669233398,0.1696,0.6739368421052632,HH,ns,ns
Kazakhstan,KAZ,0.2607179280248597,0.32141095021671473,0.0014961793189569028,0.03073318301494854,Central Asia,Asia,-0.06069302219185502,1,1,True,0.005067971027645189,-0.1108236701353463,0.51,0.9172816091954022,LH,ns,ns,0.04324848596284617,0.0177,0.13658636363636364,HH,HH,ns,-0.21939333391388366,0.2688,0.7544509090909091,HL,ns,ns,-0.07295105933111912,0.6641,0.9116281818181818,LH,ns,ns,0.05302150042493313,0.0039,0.0736125,HH,HH,ns,-0.18539695779341148,0.3531,0.8748412698412699,HL,ns,ns
Laos,LAO,0.11990552917453423,0.15719334593467307,-0.03286146912383614,-0.013991653495057377,South-eastern Asia,Asia,-0.03728781676013884,-1,-1,True,0.0019128922502741606,0.0441074021124108,0.2832,0.6156485714285714,LL,ns,ns,0.9393031290379874,0.019,0.13658636363636364,LL,LL,ns,0.013963511343453422,0.8783,0.983250724637681,LL,ns,ns,0.026887321427836265,0.5097,0.8421532608695652,LL,ns,ns,0.730629031507405,0.0725,0.27000238095238094,LL,ns,ns,0.049769788053139113,0.575,0.9895999999999999,LL,ns,ns
Lebanon,LBN,0.13240721718298015,0.21840827965811205,-0.01764902831620252,0.06316937850759038,Western Asia,Asia,-0.0860010624751319,-1,1,False,0.010175698475247479,0.6193639877649393,0.0445,0.24800606060606062,LL,LL,ns,0.707722484383834,0.0006,0.03926,LL,LL,LL,-0.10398735500929375,0.7882,0.983250724637681,HL,ns,ns,0.7233588632019625,0.019,0.19126666666666664,LL,LL,ns,0.6033163938975209,0.0046,0.07717777777777778,LL,LL,ns,0.03295465378846355,0.9289,0.9895999999999999,HH,ns,ns
Malaysia,MYS,0.14354714353630665,0.1814363905987411,0.0037421017396968848,0.016772303777841474,South-eastern Asia,Asia,-0.037889247062434434,1,1,True,0.0019750975320236746,0.0163444269392567,0.72,0.9979727272727272,LL,ns,ns,-0.0492829865447647,0.2919,0.6037931506849316,HL,ns,ns,0.028442520938643693,0.8006,0.983250724637681,HH,ns,ns,0.015540537817290607,0.7344,0.940678813559322,LL,ns,ns,-0.05437715571907865,0.2472,0.5519159420289855,HL,ns,ns,0.01858627976469227,0.8743,0.9895999999999999,HH,ns,ns
Mongolia,MNG,0.273292065382825,0.2186650239586541,0.029581527054748813,-0.07351442411313266,Eastern Asia,Asia,0.054627041424170936,1,-1,False,0.004105555771943741,-0.07315842277017345,0.8712,0.9989,HL,ns,ns,-0.34980947711489,0.3424,0.6155047619047619,HL,ns,ns,0.5652932766629314,0.2297,0.7440765957446809,LL,ns,ns,-0.15439960603361136,0.734,0.940678813559322,HL,ns,ns,-0.18765285669447895,0.6075,0.8075217391304348,HL,ns,ns,0.4321091555883676,0.3596,0.8748412698412699,LL,ns,ns
Nepal,NPL,0.12394103933918027,0.2271841503572392,-0.0209123488529937,0.022976588525636638,Southern Asia,Asia,-0.10324311101805894,-1,1,False,0.014664888372815673,-0.06985139786572866,0.8577,0.9989,LH,ns,ns,0.282693151575672,0.2738,0.5859225352112677,LL,ns,ns,-0.2881301619602419,0.0517,0.37174761904761905,HL,ns,ns,-0.00889788450255529,0.9825,0.9989,LH,ns,ns,0.32987017868490903,0.203,0.5025081967213115,LL,ns,ns,-0.31511955510353706,0.0314,0.29134117647058827,HL,HL,ns
Oman,OMN,0.2034660332775613,0.2108690640748206,0.02490465213042231,-0.0174341058213629,Western Asia,Asia,-0.007403030797259291,1,-1,False,7.540075741139981e-05,-0.27782882897714706,0.0259,0.1777681818181818,HL,HL,ns,0.4015346487540083,0.1922,0.5012704918032787,HH,ns,ns,-0.17669411447535244,0.1178,0.55586875,LH,ns,ns,-0.2712728835392984,0.0297,0.24159999999999998,HL,HL,ns,0.7441628379710249,0.0139,0.104945,HH,HH,ns,-0.2039439000083807,0.0706,0.41989615384615386,LH,ns,ns
Pakistan,PAK,0.1799496198587603,0.18016100555987566,-0.011906557523474054,-0.08844192486459815,Southern Asia,Asia,-0.00021138570111536858,-1,-1,True,6.147631252399153e-08,-0.002000065090844122,0.9888,0.9989,HL,ns,ns,-0.14775818824463335,0.323,0.6091560975609757,LH,ns,ns,0.35295801110568553,0.5262,0.9459071428571428,LL,ns,ns,-0.055185433324632584,0.7351,0.940678813559322,HL,ns,ns,-0.32957483427230816,0.0251,0.157644,LH,LH,ns,0.0163321463756762,0.9738,0.9895999999999999,LL,ns,ns
Philippines,PHL,0.16029540562197608,0.129147077853363,0.027420951615844458,-0.029320921595052563,South-eastern Asia,Asia,0.031148327768613093,1,-1,False,0.0013348303369034487,-0.151814559966689,0.6476,0.9681940594059406,HL,ns,ns,-0.23478367533414102,0.4938,0.7099849056603773,HL,ns,ns,-0.03650955663550562,0.8469,0.983250724637681,LH,ns,ns,-0.10992727886525402,0.743,0.9427983193277311,HL,ns,ns,-0.5243937425536378,0.1174,0.3693208333333333,HL,ns,ns,0.0192742540390985,0.9189,0.9895999999999999,LL,ns,ns
Qatar,QAT,0.2314787860422459,0.20447276882233395,0.037253147356408584,-0.006804170430611101,Western Asia,Asia,0.027006017219911943,1,-1,False,0.0010034082714467207,-1.1722319534228371,0.0003,0.04529999999999999,HL,HL,HL,0.939100727101394,0.0388,0.20924285714285715,HH,HH,ns,-0.14980252906980132,0.0007,0.06795,LH,LH,ns,-1.1789829037709216,0.0003,0.03523333333333333,HL,HL,HL,0.5469864073253741,0.2353,0.5447439393939394,HH,ns,ns,-0.1437839009550612,0.0011,0.1661,LH,LH,ns
Saudi Arabia,SAU,0.1912885606557455,0.4224977483895629,-0.007200213091737212,0.15603106163029884,Western Asia,Asia,-0.23120918773381738,-1,1,False,0.07354730648255944,2.861435408753062,0.009,0.12079999999999998,LL,LL,ns,0.04438701216291023,0.6251,0.7906108333333334,LL,ns,ns,1.2558865574025546,0.201,0.7307697674418605,HH,ns,ns,2.7548204484716905,0.0114,0.15225833333333333,LL,LL,ns,-0.07032535660793537,0.4348,0.6839041666666668,LH,ns,ns,2.1263122556251326,0.0306,0.29134117647058827,HH,HH,ns
South Korea,KOR,0.14512934007189218,0.15514498534990429,-0.04749599660523143,-0.08027174588385699,Eastern Asia,Asia,-0.010015645278012103,-1,-1,True,0.0001380112425352536,0.06771876342710682,0.5398,0.9174088888888887,HH,ns,ns,0.058402621422932705,0.9225,0.949656462585034,LL,ns,ns,0.5796911678161943,0.2601,0.7544509090909091,LL,ns,ns,0.06771876342710682,0.5398,0.8574969696969698,HH,ns,ns,0.058402621422932705,0.9225,0.96734375,LL,ns,ns,0.5796911678161943,0.2601,0.8382106382978725,LL,ns,ns
Sri Lanka,LKA,0.13450142935863102,0.14432749876806955,-0.0014187523231621313,-0.006500203966196716,Southern Asia,Asia,-0.009826069409438531,-1,-1,True,0.00013283614128474316,-0.1228651846250939,0.2604,0.6135485294117647,HL,ns,ns,0.05333815822821153,0.0013,0.03926,LL,LL,LL,0.03817303336379251,0.365,0.8097914285714286,LL,ns,ns,-0.1228651846250939,0.2604,0.632140909090909,HL,ns,ns,0.05333815822821153,0.0013,0.050333333333333334,LL,LL,ns,0.03817303336379251,0.365,0.8748412698412699,LL,ns,ns
Syria,SYR,0.14323534954112288,0.1902896779065809,-0.05114302966828749,-0.05588852252114265,Western Asia,Asia,-0.04705432836545803,-1,-1,True,0.003046181343730865,0.24420537423259395,0.0096,0.12079999999999998,LL,LL,ns,1.476899202451125,0.0165,0.13658636363636364,LL,LL,ns,-0.3166925620447332,0.3754,0.8097914285714286,LH,ns,ns,0.1743706548145793,0.0693,0.35768125,LL,ns,ns,0.9639916354491158,0.1236,0.3808897959183673,LL,ns,ns,-0.18651992440232046,0.5977,0.9895999999999999,LH,ns,ns
Taiwan,TWN,0.13706412122195852,0.14379418344434713,-0.010011528565287697,-0.020099200627931663,Eastern Asia,Asia,-0.006730062222388616,-1,-1,True,6.231530933824706e-05,-0.022441146163190907,0.8582,0.9989,HL,ns,ns,0.17081842399358196,0.1628,0.4858647058823529,LL,ns,ns,0.12016694788879882,0.3614,0.8097914285714286,LL,ns,ns,-0.022441146163190907,0.8582,0.9821812030075188,HL,ns,ns,0.17081842399358196,0.1628,0.4389785714285714,LL,ns,ns,0.12016694788879882,0.3614,0.8748412698412699,LL,ns,ns
Tajikistan,TJK,0.233975502099763,0.21634277940385566,0.013418028027385731,-0.0647881708478178,Central Asia,Asia,0.01763272269590735,1,-1,False,0.00042775525283205617,-0.03868918808438064,0.8813,0.9989,HL,ns,ns,0.4717675225069161,0.0041,0.08305,HH,HH,ns,-0.01694442107514745,0.9674,0.9908000000000001,LH,ns,ns,-0.16963189758237643,0.5123,0.8421532608695652,HL,ns,ns,0.24561202625469303,0.1334,0.402868,HH,ns,ns,0.07135727932993711,0.8664,0.9895999999999999,LL,ns,ns
Thailand,THA,0.11983102194091183,0.20061657417224393,-0.03287100636415982,0.015420851193958612,South-eastern Asia,Asia,-0.0807855522313321,-1,1,False,0.008978917731302367,0.2322068417324272,0.4084,0.7806126582278481,LL,ns,ns,0.894778367079741,0.0261,0.17135217391304347,LL,LL,ns,-0.02592759445762329,0.7943,0.983250724637681,HL,ns,ns,0.2322068417324272,0.4084,0.7520536585365853,LL,ns,ns,0.894778367079741,0.0261,0.157644,LL,LL,ns,-0.02592759445762329,0.7943,0.9895999999999999,HL,ns,ns
Turkey,TUR,0.1419623303023036,0.1666616484466964,-0.017790072386036165,-0.06559388396767446,Western Asia,Asia,-0.0246993181443928,-1,-1,True,0.0008393179759245893,-0.015030323835666699,0.5939,0.9262371134020618,HL,ns,ns,0.5870491508171122,0.0066,0.08305,LL,LL,ns,0.4172693207891953,0.3255,0.8097914285714286,LL,ns,ns,-0.021337282784148,0.4526,0.8040305882352942,HL,ns,ns,0.5382817964230315,0.0139,0.104945,LL,LL,ns,0.3893036326533524,0.3611,0.8748412698412699,LL,ns,ns
Turkmenistan,TKM,0.2752870410187589,0.29896593641974545,0.06226773931519905,0.050816333933249136,Central Asia,Asia,-0.023678895400986555,1,1,True,0.0007713997156143564,0.00681106261149786,0.8389,0.9989,HH,ns,ns,1.576086775662558,0.0364,0.20357037037037037,HH,HH,ns,-0.3724280354926978,0.2554,0.7544509090909091,HL,ns,ns,0.007126025418461089,0.8311,0.9821812030075188,HH,ns,ns,1.6071418690038206,0.0332,0.17904285714285714,HH,HH,ns,-0.35064877829395447,0.2876,0.8515215686274511,HL,ns,ns
United Arab Emirates,ARE,0.2248308233871666,0.2495408817557936,0.035350826686784215,0.02829374172403462,Western Asia,Asia,-0.024710058368626997,1,1,True,0.0008400480708310268,-0.07808771728397393,0.0047,0.12079999999999998,HL,HL,ns,1.4333503199386277,0.0012,0.03926,HH,HH,HH,0.5943814615886264,0.0009,0.06795,HH,HH,ns,-0.07434373295055759,0.0078,0.14043,HL,HL,ns,1.0179399992957963,0.0191,0.12539565217391302,HH,HH,ns,0.42411736419980195,0.0209,0.29134117647058827,HH,HH,ns
Uzbekistan,UZB,0.27739224194989204,0.28297462651680966,0.033410168388268796,-0.00906186979072815,Central Asia,Asia,-0.00558238456691762,1,-1,False,4.287420687586223e-05,-0.0018960960389104375,0.9891,0.9989,HL,ns,ns,1.0688571147546873,0.0074,0.08305,HH,HH,ns,0.0194517570509277,0.7382,0.983250724637681,LL,ns,ns,0.01329722745851356,0.9222,0.9955513888888888,HH,ns,ns,0.9984032983525936,0.0132,0.104945,HH,HH,ns,0.042965978554584915,0.4627,0.9570917808219178,LL,ns,ns
Vietnam,VNM,0.122632583177362,0.14077011927937091,-0.026325570471357668,-0.0469058973616423,South-eastern Asia,Asia,-0.01813753610200891,-1,-1,True,0.0004525985685343873,-0.025115703680107408,0.6872,0.9882590476190476,HL,ns,ns,0.5781611550351196,0.0751,0.31500277777777774,LL,ns,ns,0.08610011611354328,0.7738,0.983250724637681,LL,ns,ns,-0.025115703680107408,0.6872,0.9348396396396397,HL,ns,ns,0.5781611550351196,0.0751,0.27000238095238094,LL,ns,ns,0.08610011611354328,0.7738,0.9895999999999999,LL,ns,ns
Yemen,YEM,0.20150002766065422,0.37432704171532055,0.03571676781823635,0.11765731711347677,Western Asia,Asia,-0.17282701405466633,1,1,True,0.04109413559559274,1.4320073007779242,0.0671,0.29800294117647064,LL,ns,ns,0.1009781669253598,0.8197,0.9034649635036496,HH,ns,ns,0.41241294624021074,0.5826,0.9806611111111111,HH,ns,ns,1.0280774784543372,0.187,0.5492625,LL,ns,ns,0.5146773962056554,0.2381,0.5447439393939394,HH,ns,ns,0.5056086672988818,0.5003,0.9811077922077922,HH,ns,ns
Albania,ALB,0.15748303087977816,0.11414273538649342,0.014723387481809791,-0.05925847509503909,Southern Europe,Europe,0.04334029549328475,1,-1,False,0.0025842845564794537,0.4379250435950115,0.2762,0.6135485294117647,HH,ns,ns,-0.11384169040436666,0.5488,0.7533527272727272,HL,ns,ns,0.8497782028418006,0.0265,0.2575388888888889,LL,LL,ns,0.4379250435950115,0.2762,0.632140909090909,HH,ns,ns,-0.11384169040436666,0.5488,0.7673037037037036,HL,ns,ns,0.8497782028418006,0.0265,0.29134117647058827,LL,LL,ns
Austria,AUT,0.21029967713303166,0.282972454838248,0.0016261829290491747,0.031231613374546663,Western Europe,Europe,-0.07267277770521635,1,1,True,0.007266079019653318,-0.01164301852975841,0.9598,0.9989,LH,ns,ns,-0.019333072623258434,0.3371,0.6132783132530121,HL,ns,ns,-0.07189997846408841,0.7224,0.983250724637681,HL,ns,ns,0.015892156776934917,0.9457,0.9955513888888888,LL,ns,ns,-0.01041387439499368,0.6067,0.8075217391304348,HL,ns,ns,-0.009405180629366296,0.961,0.9895999999999999,HL,ns,ns
Belarus,BLR,0.21395039394228654,0.28149353100376023,0.006873538929274947,0.038007886149120984,Eastern Europe,Europe,-0.06754313706147369,1,1,True,0.0062765219458982315,0.2469240352901546,0.2398,0.6001032258064517,LL,ns,ns,-0.057411022303287124,0.4984,0.7099849056603773,HL,ns,ns,0.30062868519546887,0.2259,0.7440765957446809,HH,ns,ns,0.2469240352901546,0.2398,0.6034966666666667,LL,ns,ns,-0.057411022303287124,0.4984,0.7236384615384615,HL,ns,ns,0.30062868519546887,0.2259,0.7932767441860465,HH,ns,ns
Belgium,BEL,0.1951636806716645,0.22300082589464432,0.015066010838116484,0.02948189923363248,Western Europe,Europe,-0.02783714522297981,1,1,True,0.0010661197443512702,0.0011893050225262318,0.9029,0.9989,HH,ns,ns,0.038392909653997505,0.839,0.9180362318840579,HH,ns,ns,0.032738887903293795,0.8626,0.983250724637681,HH,ns,ns,-0.005398081416836056,0.5999,0.8710086538461539,HL,ns,ns,0.03294675174670335,0.8616,0.9418489208633094,HH,ns,ns,0.16167392229673727,0.3979,0.9027173913043477,HH,ns,ns
Bosnia And Herzegovina,BIH,0.18440933101350881,0.24768768281407746,0.012507135862776741,0.031105941323298608,Southern Europe,Europe,-0.06327835180056865,1,1,True,0.0055089256818311345,-0.25161792973962754,0.1745,0.5489479166666666,LH,ns,ns,0.0140060611102699,0.9245,0.949656462585034,HH,ns,ns,-0.40733297679792196,0.0406,0.30652999999999997,HL,HL,ns,-0.1758704718605722,0.3457,0.7054148648648648,LH,ns,ns,-0.0010355278184326535,0.9956,0.9997999999999999,HL,ns,ns,-0.31797685974351697,0.1097,0.5225515151515151,HL,ns,ns
Bulgaria,BGR,0.16411393376308978,0.15698454936962067,-0.03156066659927845,-0.0664997718639023,Eastern Europe,Europe,0.007129384393469107,-1,-1,True,6.992953791248265e-05,0.2307821325049837,0.2464,0.6001032258064517,HH,ns,ns,0.5883292596477746,0.1263,0.42509782608695657,LL,ns,ns,1.1129360795519712,0.009,0.20277142857142857,LL,LL,ns,0.0868528249325687,0.6551,0.9075238532110093,HH,ns,ns,0.4054592291883948,0.2979,0.6131824324324324,LL,ns,ns,0.7211585821995118,0.0853,0.46108928571428576,LL,ns,ns
Croatia,HRV,0.18952185187085302,0.1913474821292339,0.0015995654731064124,-0.025910640608994312,Southern Europe,Europe,-0.001825630258380867,1,-1,False,4.5854530035580095e-06,0.023595949804691218,0.8795,0.9989,HH,ns,ns,-0.007959497290646322,0.688,0.8245079365079364,HL,ns,ns,0.13493278690610258,0.4199,0.8568229729729729,LL,ns,ns,0.11946790911676711,0.4258,0.7654261904761904,HH,ns,ns,0.006987334548987939,0.7244,0.8789408000000001,HH,ns,ns,0.20712505636019016,0.2141,0.7697404761904763,LL,ns,ns
Cyprus,CYP,0.14075176149640625,0.15784351753967418,-0.017407816158051592,-0.003469528123120097,Western Asia,Asia,-0.01709175604326793,-1,-1,True,0.0004019110687560914,-0.16674261582121108,0.0189,0.1678764705882353,HL,HL,ns,0.6987151491401093,0.0011,0.03926,LL,LL,LL,-0.004279600996249262,0.8514,0.983250724637681,LH,ns,ns,-0.16674261582121108,0.0189,0.19126666666666664,HL,HL,ns,0.6987151491401093,0.0011,0.050333333333333334,LL,LL,ns,-0.004279600996249262,0.8514,0.9895999999999999,LH,ns,ns
Czech Republic,CZE,0.19293606527047014,0.21490956650167647,-0.020067476066219725,-0.019105039611030217,Eastern Europe,Europe,-0.021973501231206338,-1,-1,True,0.000664286032704952,-0.008011962144637669,0.8458,0.9989,HL,ns,ns,0.14151888380457567,0.5685,0.753940350877193,LL,ns,ns,0.016089122586580615,0.8956,0.983250724637681,LL,ns,ns,-0.010399795991251268,0.8,0.976141935483871,HL,ns,ns,0.1696062691819845,0.4962,0.7236384615384615,LL,ns,ns,0.002425757036358981,0.9844,0.9895999999999999,LL,ns,ns
Denmark,DNK,0.1919403849228464,0.25933246197527193,0.0019242868284619352,0.06061102187987838,Northern Europe,Europe,-0.06739207705242553,1,1,True,0.00624847849820962,0.13049716979916334,0.5263,0.9172816091954022,LL,ns,ns,0.00798158578912418,0.7344,0.8663625,HH,ns,ns,0.48660152566982345,0.2009,0.7307697674418605,HH,ns,ns,-0.020672927178371162,0.9208,0.9955513888888888,LH,ns,ns,0.005810703982331403,0.8038,0.9194984848484847,HH,ns,ns,0.13971928241846862,0.71,0.9895999999999999,HH,ns,ns
Estonia,EST,0.25938076329685683,0.3053342015934176,0.045394609463763724,0.09038567910025228,Northern Europe,Europe,-0.04595343829656079,1,1,True,0.002905310937723182,0.09578357106837586,0.2854,0.6156485714285714,LL,ns,ns,0.47518184563085586,0.3978,0.6356305263157894,HH,ns,ns,1.214017055298715,0.0367,0.29166842105263163,HH,HH,ns,0.09578357106837586,0.2854,0.6432149253731343,LL,ns,ns,0.47518184563085586,0.3978,0.6529108695652174,HH,ns,ns,1.214017055298715,0.0367,0.30787222222222227,HH,HH,ns
