Country,iso3,berkeley,era5,b_residual,e_residual,m49_subregion,m49_region,b_minus_e,b_sign,e_sign,sign_agreement,squared_gap_share,station_knn8_b_minus_e_local_i,station_knn8_b_minus_e_p_value,station_knn8_b_minus_e_q_value,station_knn8_b_minus_e_quadrant,station_knn8_b_minus_e_label,station_knn8_b_minus_e_fdr_label,station_knn8_b_residual_local_i,station_knn8_b_residual_p_value,station_knn8_b_residual_q_value,station_knn8_b_residual_quadrant,station_knn8_b_residual_label,station_knn8_b_residual_fdr_label,station_knn8_e_residual_local_i,station_knn8_e_residual_p_value,station_knn8_e_residual_q_value,station_knn8_e_residual_quadrant,station_knn8_e_residual_label,station_knn8_e_residual_fdr_label,area_knn8_b_minus_e_local_i,area_knn8_b_minus_e_p_value,area_knn8_b_minus_e_q_value,area_knn8_b_minus_e_quadrant,area_knn8_b_minus_e_label,area_knn8_b_minus_e_fdr_label,area_knn8_b_residual_local_i,area_knn8_b_residual_p_value,area_knn8_b_residual_q_value,area_knn8_b_residual_quadrant,area_knn8_b_residual_label,area_knn8_b_residual_fdr_label,area_knn8_e_residual_local_i,area_knn8_e_residual_p_value,area_knn8_e_residual_q_value,area_knn8_e_residual_quadrant,area_knn8_e_residual_label,area_knn8_e_residual_fdr_label
Uganda,UGA,0.21147594840550732,0.2909564909106967,-0.009080767167602644,0.037566931428255346,Eastern Africa,Africa,-0.07948054250518938,-1,1,False,0.011235119494775844,0.050664913362537936,0.8874,0.9273482758620689,LL,ns,ns,-0.10194495752169239,0.372,0.626731182795699,LH,ns,ns,0.11090289866215129,0.6689,0.9822330097087378,HH,ns,ns,-0.29788801929093994,0.4269,0.815973417721519,LH,ns,ns,-0.10118915507609229,0.3761,0.6387299999999999,LH,ns,ns,-0.07837365573174185,0.7664,0.9967,HL,ns,ns
Zambia,ZMB,0.17691283567770744,0.1618872634036279,-0.006134339011809931,-0.021633397957010858,Eastern Africa,Africa,0.015025572274079524,-1,-1,True,0.000401530087960623,0.2963079154897359,0.1022,0.49875757575757573,HH,ns,ns,0.022611786774276266,0.767,0.8774015151515152,LL,ns,ns,0.0944561804265834,0.5243,0.9314035294117646,LL,ns,ns,0.31225567368866847,0.0853,0.515212,HH,ns,ns,-0.01269092031417346,0.867,0.9418489208633094,LH,ns,ns,0.10029229379955105,0.4975,0.9509177215189873,LL,ns,ns
Zimbabwe,ZWE,0.1535502891079796,0.1653027245865726,-0.02228706677304762,-0.016923821486809237,Eastern Africa,Africa,-0.011752435478593004,-1,-1,True,0.0002456471905106933,0.05553614110317117,0.0274,0.39881764705882355,HH,HH,ns,0.5348483514856197,0.0515,0.25921666666666665,LL,ns,ns,0.293429508073376,0.0123,0.23556,LL,LL,ns,0.05553614110317117,0.0274,0.5009260869565219,HH,HH,ns,0.5348483514856197,0.0515,0.2287205882352941,LL,ns,ns,0.293429508073376,0.0123,0.2850125,LL,LL,ns
Afghanistan,AFG,0.24733117695547363,0.2611979594079489,0.03322181281142397,-0.0037945265405169293,Southern Asia,Asia,-0.013866782452475246,1,-1,False,0.0003419853127012565,0.01277618141500533,0.3011,0.7181651515151516,HH,ns,ns,0.800005020927807,0.0486,0.2530551724137931,HH,HH,ns,0.013353909052550227,0.6027,0.9706468749999999,LL,ns,ns,0.017655181094989585,0.1547,0.6094205128205129,HH,ns,ns,1.2313808207353583,0.002,0.050333333333333334,HH,HH,ns,0.0035808904460278026,0.8886,0.9967,LL,ns,ns
Armenia,ARM,0.18833773750931812,0.1710895972486749,0.011278843771112268,-0.043049607207964635,Western Asia,Asia,0.017248140260643224,1,-1,False,0.000529103458888235,-0.2633190992010832,0.1679,0.5896023255813954,HL,ns,ns,-0.04308188967300877,0.758,0.8737251908396947,HL,ns,ns,-0.1565704878317495,0.5934,0.9706468749999999,LH,ns,ns,-0.06888142221514833,0.7175,0.922063829787234,HL,ns,ns,-0.04860960928362546,0.7276,0.8789408000000001,HL,ns,ns,-0.03406931954657106,0.9046,0.9967,LH,ns,ns
Azerbaijan,AZE,0.19504824967387935,0.1820687603191374,0.01617843422450918,-0.028232197515773244,Western Asia,Asia,0.012979489354741941,1,-1,False,0.00029962031995678585,-0.11041587892394834,0.5031,0.7787939393939395,HL,ns,ns,0.12296688375447228,0.5341,0.746750925925926,HH,ns,ns,-0.07119468532134306,0.707,0.9938000000000001,LH,ns,ns,-0.11041587892394834,0.5031,0.8586866666666667,HL,ns,ns,0.12296688375447228,0.5341,0.7673037037037036,HH,ns,ns,-0.07119468532134306,0.707,0.9967,LH,ns,ns
Bangladesh,BGD,0.11108862004719486,0.1069891339751973,-0.03371586272853852,-0.0599695047415075,Southern Asia,Asia,0.00409948607199756,-1,-1,True,2.988924058372717e-05,-0.11331281490130449,0.3291,0.7417029850746268,HL,ns,ns,1.1387376308469903,0.0062,0.08305,LL,LL,ns,0.38490768342679194,0.3491,0.8502274193548387,LL,ns,ns,-0.17651499800423168,0.133,0.6094205128205129,HL,ns,ns,1.0620812721182005,0.0104,0.104945,LL,LL,ns,0.15253244942143965,0.7157,0.9967,LL,ns,ns
Burma,MMR,0.10898678984933867,0.1889376303511698,-0.04218543039288224,0.015422724880657074,South-eastern Asia,Asia,-0.07995084050183114,-1,1,False,0.011368472556858147,0.4578422663955076,0.2208,0.6511874999999999,LL,ns,ns,1.3753873022141456,0.0077,0.08305,LL,LL,ns,-0.04738177887326908,0.6563,0.9822330097087378,HL,ns,ns,0.3671754249328714,0.3249,0.7272486486486487,LL,ns,ns,1.272276476739323,0.0119,0.104945,LL,LL,ns,-0.09616962324491336,0.3668,0.9243716666666667,HL,ns,ns
Cambodia,KHM,0.12397652977439673,0.1978620037857725,-0.01814444450035395,0.04161952009903422,South-eastern Asia,Asia,-0.07388547401137578,-1,1,False,0.00970899277821592,0.24647797263756968,0.4642,0.7741591397849462,LL,ns,ns,0.2688854967398921,0.2272,0.5120477611940298,LL,ns,ns,0.046767001711387,0.8694,0.9938000000000001,HH,ns,ns,0.17810993611184303,0.5978,0.8667682242990653,LL,ns,ns,0.42200453623412487,0.0607,0.2350179487179487,LL,ns,ns,-0.14077602698379837,0.6233,0.9967,HL,ns,ns
China,CHN,0.18801127254816274,0.1871389998209552,0.01917038165003429,-0.04153831996764665,Eastern Asia,Asia,0.0008722727272075514,1,-1,False,1.3531957902912857e-06,0.08291645623060925,0.3982,0.764161797752809,HH,ns,ns,-0.2990572828986542,0.207,0.5016555555555556,HL,ns,ns,0.4281108772638519,0.1337,0.6137705882352941,LL,ns,ns,0.032865442522898636,0.7368,0.922063829787234,HH,ns,ns,-0.5585984930593695,0.0185,0.12539565217391302,HL,HL,ns,0.5214778766327682,0.0671,0.4576461538461538,LL,ns,ns
Georgia,GEO,0.17014653222140888,0.1441618613099879,-0.008758479623806631,-0.07295149611318538,Western Asia,Asia,0.02598467091142098,-1,-1,True,0.001200854783114377,-0.3457013030934641,0.1627,0.5896023255813954,HL,ns,ns,0.005651767913325758,0.957,0.967004,LL,ns,ns,-0.3721490731097122,0.4513,0.8614456790123457,LH,ns,ns,-0.1762024517334643,0.4712,0.8470211764705882,HL,ns,ns,0.12361230905586776,0.2522,0.5519159420289855,LL,ns,ns,0.015387991294889592,0.9768,0.9967,LL,ns,ns
India,IND,0.12279874845556998,0.1317749947616396,-0.04470802857778905,-0.06762205489997594,Southern Asia,Asia,-0.008976246306069607,-1,-1,True,0.0001432997960588627,0.015330803773020322,0.7096,0.8571968000000001,HH,ns,ns,0.21311632349074452,0.6949,0.82621968503937,LL,ns,ns,0.5862520909840976,0.2031,0.7359113207547169,LL,ns,ns,-0.01362132386009676,0.7436,0.922063829787234,HL,ns,ns,0.6825778286855099,0.2102,0.5119387096774193,LL,ns,ns,0.47490199753635287,0.3025,0.9080326923076922,LL,ns,ns
Indonesia,IDN,0.1365994643114788,0.1660035368654567,0.04325584082133199,0.07928913072324653,South-eastern Asia,Asia,-0.029404072553977922,1,1,True,0.0015376979014822695,0.08622939544872779,0.2736,0.6885600000000001,LL,ns,ns,-0.8404540773873759,0.1155,0.41525,HL,ns,ns,0.1846404254199098,0.7319,0.9938000000000001,HH,ns,ns,-0.016371959082940528,0.8334,0.922063829787234,LH,ns,ns,-0.5012804875371808,0.3448,0.6387299999999999,HL,ns,ns,-0.18313062993791188,0.7337,0.9967,HL,ns,ns
Iran,IRN,0.25326598928356275,0.3048813957824146,0.06267217915998582,0.04135471557416526,Southern Asia,Asia,-0.051615406498851824,1,1,True,0.00473821490189859,-0.08827880676981227,0.6705,0.8298811475409835,LH,ns,ns,1.0874645618321397,0.1553,0.4785775510204081,HH,ns,ns,0.006518240122925455,0.9807,0.9938000000000001,HH,ns,ns,-0.0999642297255591,0.6311,0.8712160714285714,LH,ns,ns,2.343796944263494,0.0017,0.050333333333333334,HH,HH,ns,0.24099916537431462,0.395,0.9290473684210527,HH,ns,ns
Iraq,IRQ,0.1763349119758569,0.3359945380451038,0.007098220466297739,0.14292045236108789,Western Asia,Asia,-0.1596596260692469,1,1,True,0.045336320087344,0.47853105486917247,0.5702,0.7913772727272728,LL,ns,ns,-0.07103657510486579,0.428,0.6627222222222222,HL,ns,ns,-0.5235880822151278,0.5857,0.9706468749999999,HL,ns,ns,1.3706002233955903,0.0964,0.5598615384615384,LL,ns,ns,-0.1593371653730307,0.0744,0.27000238095238094,HL,ns,ns,0.6545139129252515,0.4956,0.9509177215189873,HH,ns,ns
Israel,ISR,0.1289730259690734,0.1806356469314177,-0.0610298330990566,-0.028159855675475354,Western Asia,Asia,-0.05166262096234431,-1,-1,True,0.00474688729677087,0.3280750273204358,0.1136,0.5045176470588235,LL,ns,ns,2.0278496176445597,0.005,0.08305,LL,LL,ns,-0.017575951665538218,0.9287,0.9938000000000001,LH,ns,ns,0.6553600096231086,0.0029,0.10947499999999999,LL,LL,ns,1.845484140181052,0.0117,0.104945,LL,LL,ns,-0.3380148445361425,0.0788,0.4576461538461538,LH,ns,ns
Japan,JPN,0.13484212055215955,0.1555420269002871,0.0034085557537410216,0.020963609940703593,Eastern Asia,Asia,-0.020699906348127545,1,1,True,0.0007620663960768457,-0.027639545472061877,0.3139,0.7181651515151516,LH,ns,ns,-0.031679786969987904,0.4578,0.6809803921568628,HL,ns,ns,-0.2533311609334575,0.077,0.453,HL,ns,ns,-0.027639545472061877,0.3139,0.7272486486486487,LH,ns,ns,-0.031679786969987904,0.4578,0.694147,HL,ns,ns,-0.2533311609334575,0.077,0.4576461538461538,HL,ns,ns
Jordan,JOR,0.1241622692023015,0.2239820524366589,-0.014718705896192286,0.05528721825900437,Western Asia,Asia,-0.09981978323435739,-1,1,False,0.01772104364315731,0.6258334092625181,0.1928,0.6328869565217391,LL,ns,ns,0.5970501116567235,0.0013,0.03926,LL,LL,LL,-0.19142582953571388,0.6101,0.9706468749999999,HL,ns,ns,1.39530885483036,0.0056,0.16912,LL,LL,ns,0.5530686079870772,0.0028,0.0604,LL,LL,ns,0.43770292783356096,0.2481,0.8349978723404256,HH,ns,ns
Kazakhstan,KAZ,0.2607179280248597,0.2795092704768256,0.0014961793189569028,0.028654663715847906,Central Asia,Asia,-0.018791342451965898,1,1,True,0.000628017382740741,-0.027079019841583014,0.0926,0.49875757575757573,LH,ns,ns,0.04324848596284617,0.0177,0.13658636363636364,HH,HH,ns,-0.2276888902456715,0.2467,0.7359113207547169,HL,ns,ns,-0.02095458917071451,0.1894,0.6630272727272727,LH,ns,ns,0.05302150042493313,0.0039,0.0736125,HH,HH,ns,-0.17418308588575027,0.3785,0.9290473684210527,HL,ns,ns
Laos,LAO,0.11990552917453423,0.1610200363660805,-0.03286146912383614,-0.0007449012040629255,South-eastern Asia,Asia,-0.04111450719154627,-1,-1,True,0.0030063963011168356,0.2036893661628938,0.1651,0.5896023255813954,LL,ns,ns,0.9393031290379874,0.019,0.13658636363636364,LL,LL,ns,-0.00030384178811561406,0.9542,0.9938000000000001,LH,ns,ns,0.13673905783513343,0.3459,0.7272486486486487,LL,ns,ns,0.730629031507405,0.0725,0.27000238095238094,LL,ns,ns,0.0017636928866764932,0.7262,0.9967,LL,ns,ns
Lebanon,LBN,0.13240721718298015,0.1874405073389675,-0.01764902831620252,0.05326787631105684,Western Asia,Asia,-0.05503329015598735,-1,1,False,0.005386504238447282,0.35435879944132015,0.1222,0.5272057142857143,LL,ns,ns,0.707722484383834,0.0006,0.03926,LL,LL,LL,-0.17916639995668376,0.6171,0.9706468749999999,HL,ns,ns,0.40881520297365226,0.0743,0.5009260869565219,LL,ns,ns,0.6033163938975209,0.0046,0.07717777777777778,LL,LL,ns,-0.06492957895162121,0.8518,0.9967,HL,ns,ns
Malaysia,MYS,0.14354714353630665,0.1820098839420608,0.0037421017396968848,0.023057753327138525,South-eastern Asia,Asia,-0.03846274040575415,1,1,True,0.002631094809323284,0.13725865708267254,0.297,0.7181651515151516,LL,ns,ns,-0.0492829865447647,0.2919,0.6037931506849316,HL,ns,ns,0.11718962496649382,0.4612,0.8614456790123457,HH,ns,ns,0.12485347373026029,0.3446,0.7272486486486487,LL,ns,ns,-0.05437715571907865,0.2472,0.5519159420289855,HL,ns,ns,0.10021516501398292,0.536,0.9916280487804877,HH,ns,ns
Mongolia,MNG,0.273292065382825,0.1751735264112841,0.029581527054748813,-0.08015233987021914,Eastern Asia,Asia,0.09811853897154094,1,-1,False,0.017122145993627113,0.4137471224360229,0.527,0.7878910891089109,HH,ns,ns,-0.34980947711489,0.3424,0.6155047619047619,HL,ns,ns,0.7840475833319542,0.1476,0.6191,LL,ns,ns,0.43926251562961277,0.5013,0.8586866666666667,HH,ns,ns,-0.18765285669447895,0.6075,0.8075217391304348,HL,ns,ns,0.6884678180482473,0.2057,0.7765175,LL,ns,ns
Nepal,NPL,0.12394103933918027,0.1970647707408148,-0.0209123488529937,0.01513905478792213,Southern Asia,Asia,-0.07312373140163453,-1,1,False,0.009509829700000985,-0.19635499283007224,0.5517,0.7913772727272728,LH,ns,ns,0.282693151575672,0.2738,0.5859225352112677,LL,ns,ns,-0.19486870562290942,0.0614,0.42279999999999995,HL,ns,ns,-0.1357286427543132,0.6809,0.8940513043478261,LH,ns,ns,0.32987017868490903,0.203,0.5025081967213115,LL,ns,ns,-0.22143797898941084,0.0329,0.320875,HL,HL,ns
Oman,OMN,0.2034660332775613,0.206759255403669,0.02490465213042231,-0.0052546040027266205,Western Asia,Asia,-0.003293222126107692,1,-1,False,1.928848419716844e-05,-0.1429216706464087,0.0588,0.4228,HL,ns,ns,0.4015346487540083,0.1922,0.5012704918032787,HH,ns,ns,-0.0421281996964998,0.2462,0.7359113207547169,LH,ns,ns,-0.11689373562373459,0.1168,0.6081655172413793,HL,ns,ns,0.7441628379710249,0.0139,0.104945,HH,HH,ns,-0.057761287542626466,0.1118,0.52755625,LH,ns,ns
Pakistan,PAK,0.1799496198587603,0.1538664946691516,-0.011906557523474054,-0.08135060054190921,Southern Asia,Asia,0.026083125189608702,-1,-1,True,0.0012099719486112525,0.1913481272088156,0.4391,0.764161797752809,HH,ns,ns,-0.14775818824463335,0.323,0.6091560975609757,LH,ns,ns,0.4348271980413032,0.4247,0.8614456790123457,LL,ns,ns,0.10677483724817578,0.6683,0.8930380530973452,HH,ns,ns,-0.32957483427230816,0.0251,0.157644,LH,LH,ns,0.0311646720552284,0.9517,0.9967,LL,ns,ns
Philippines,PHL,0.16029540562197608,0.1264357478319583,0.027420951615844458,-0.0198953927057835,South-eastern Asia,Asia,0.03385965779001779,1,-1,False,0.002039018561756437,-0.262191657181405,0.3695,0.764161797752809,HL,ns,ns,-0.23478367533414102,0.4938,0.7099849056603773,HL,ns,ns,-0.07282267145750404,0.5951,0.9706468749999999,LH,ns,ns,-0.2169277307682533,0.4591,0.8454158536585366,HL,ns,ns,-0.5243937425536378,0.1174,0.3693208333333333,HL,ns,ns,-0.024450053003165804,0.855,0.9967,LH,ns,ns
Qatar,QAT,0.2314787860422459,0.1775883774276259,0.037253147356408584,-0.015029201836533446,Western Asia,Asia,0.053890408614619995,1,-1,False,0.005165103202190064,-1.3640648377539135,0.0024,0.12835,HL,HL,ns,0.939100727101394,0.0388,0.20924285714285715,HH,HH,ns,-0.32874615482867875,0.0011,0.08305,LH,LH,ns,-1.3791722237020392,0.0022,0.10947499999999999,HL,HL,ns,0.5469864073253741,0.2353,0.5447439393939394,HH,ns,ns,-0.34106736228981915,0.0008,0.1208,LH,LH,ns
Saudi Arabia,SAU,0.1912885606557455,0.3900054156362518,-0.007200213091737212,0.1455230684313917,Western Asia,Asia,-0.19871685498050629,-1,1,False,0.0702304515193732,2.17826596352615,0.0404,0.39881764705882355,LL,LL,ns,0.04438701216291023,0.6251,0.7906108333333334,LL,ns,ns,0.7732633561319097,0.4295,0.8614456790123457,HH,ns,ns,2.195666287440139,0.0391,0.5009260869565219,LL,LL,ns,-0.07032535660793537,0.4348,0.6839041666666668,LH,ns,ns,1.9242875179129966,0.0484,0.3862421052631579,HH,HH,ns
South Korea,KOR,0.14512934007189218,0.1190872471197929,-0.04749599660523143,-0.09118642547907163,Eastern Asia,Asia,0.026042092952099277,-1,-1,True,0.0012061680482226306,0.17749675310037383,0.4768,0.7741591397849462,HH,ns,ns,0.058402621422932705,0.9225,0.949656462585034,LL,ns,ns,0.6011156022187921,0.3321,0.8458516666666667,LL,ns,ns,0.17749675310037383,0.4768,0.8470211764705882,HH,ns,ns,0.058402621422932705,0.9225,0.96734375,LL,ns,ns,0.6011156022187921,0.3321,0.9243716666666667,LL,ns,ns
Sri Lanka,LKA,0.13450142935863102,0.1464663007367901,-0.0014187523231621313,0.002306571989045908,Southern Asia,Asia,-0.011964871378159075,-1,1,False,0.0002546080430985509,-0.029588283390062167,0.2155,0.6511874999999999,HL,ns,ns,0.05333815822821153,0.0013,0.03926,LL,LL,LL,-0.012378007411553104,0.4364,0.8614456790123457,HL,ns,ns,-0.029588283390062167,0.2155,0.6630272727272727,HL,ns,ns,0.05333815822821153,0.0013,0.050333333333333334,LL,LL,ns,-0.012378007411553104,0.4364,0.9290473684210527,HL,ns,ns
Syria,SYR,0.14323534954112288,0.1618729347932805,-0.05114302966828749,-0.05232515779420985,Western Asia,Asia,-0.018637585252157612,-1,-1,True,0.0006177821223302998,0.030871411284169776,0.0449,0.39881764705882355,LL,LL,ns,1.476899202451125,0.0165,0.13658636363636364,LL,LL,ns,-0.2067961124577487,0.5629,0.9706468749999999,LH,ns,ns,0.0184874538801604,0.2297,0.6630272727272727,LL,ns,ns,0.9639916354491158,0.1236,0.3808897959183673,LL,ns,ns,-0.08574884605235253,0.8059,0.9967,LH,ns,ns
Taiwan,TWN,0.13706412122195852,0.1336983512592847,-0.010011528565287697,-0.01272604448583678,Eastern Asia,Asia,0.0033657699626738202,-1,-1,True,2.0147673804456104e-05,-0.029419668322053262,0.7925,0.8891103703703704,HL,ns,ns,0.17081842399358196,0.1628,0.4858647058823529,LL,ns,ns,0.065435192223944,0.4564,0.8614456790123457,LL,ns,ns,-0.029419668322053262,0.7925,0.922063829787234,HL,ns,ns,0.17081842399358196,0.1628,0.4389785714285714,LL,ns,ns,0.065435192223944,0.4564,0.9290473684210527,LL,ns,ns
Tajikistan,TJK,0.233975502099763,0.1833521503414373,0.013418028027385731,-0.0590847468247421,Central Asia,Asia,0.05062335175832572,1,-1,False,0.004557827064032244,0.31877115264954387,0.4161,0.764161797752809,HH,ns,ns,0.4717675225069161,0.0041,0.08305,HH,HH,ns,-0.028608442710037988,0.9419,0.9938000000000001,LH,ns,ns,0.06733487483070195,0.8597,0.922063829787234,HH,ns,ns,0.24561202625469303,0.1334,0.402868,HH,ns,ns,0.07519532014706808,0.8501,0.9967,LL,ns,ns
Thailand,THA,0.11983102194091183,0.2035270564869306,-0.03287100636415982,0.027923735757988566,South-eastern Asia,Asia,-0.08369603454601876,-1,1,False,0.012458501653543064,0.4828172467360057,0.2244,0.6511874999999999,LL,ns,ns,0.894778367079741,0.0261,0.17135217391304347,LL,LL,ns,-0.007256889866629736,0.9688,0.9938000000000001,HL,ns,ns,0.4828172467360057,0.2244,0.6630272727272727,LL,ns,ns,0.894778367079741,0.0261,0.157644,LL,LL,ns,-0.007256889866629736,0.9688,0.9967,HL,ns,ns
Turkey,TUR,0.1419623303023036,0.143852727449704,-0.017790072386036165,-0.06505433741750846,Western Asia,Asia,-0.0018903971474004133,-1,-1,True,6.355681959672439e-06,0.0030430712203993932,0.9703,0.9767686666666666,HH,ns,ns,0.5870491508171122,0.0066,0.08305,LL,LL,ns,0.552317214406495,0.2163,0.7359113207547169,LL,ns,ns,-0.012227942157175641,0.8865,0.92959375,HL,ns,ns,0.5382817964230315,0.0139,0.104945,LL,LL,ns,0.5080653826081796,0.2568,0.8349978723404256,LL,ns,ns
Turkmenistan,TKM,0.2752870410187589,0.2654462752071881,0.06226773931519905,0.04733177514489936,Central Asia,Asia,0.009840765811570784,1,1,True,0.00017223199956747164,0.16888288989122074,0.256,0.6651677966101696,HH,ns,ns,1.576086775662558,0.0364,0.20357037037037037,HH,HH,ns,-0.35047595267102744,0.2861,0.7937109090909092,HL,ns,ns,0.16879109482590013,0.2563,0.6910946428571428,HH,ns,ns,1.6071418690038206,0.0332,0.17904285714285714,HH,HH,ns,-0.331007556586505,0.3127,0.9080326923076922,HL,ns,ns
United Arab Emirates,ARE,0.2248308233871666,0.2258458383203418,0.035350826686784215,0.02455398783119858,Western Asia,Asia,-0.0010150149331752123,1,1,True,1.8323182777611135e-06,-0.2043982080032806,0.0213,0.39881764705882355,HL,HL,ns,1.4333503199386277,0.0012,0.03926,HH,HH,HH,0.5584122957028161,0.0008,0.08305,HH,HH,ns,-0.19561162319264405,0.0265,0.5009260869565219,HL,HL,ns,1.0179399992957963,0.0191,0.12539565217391302,HH,HH,ns,0.4036783835278753,0.0176,0.2952888888888889,HH,HH,ns
Uzbekistan,UZB,0.27739224194989204,0.2470732014395148,0.033410168388268796,-0.005700918092131052,Central Asia,Asia,0.030319040510377232,1,-1,False,0.00163488405017494,0.25557196553316175,0.3521,0.7579774647887324,HH,ns,ns,1.0688571147546873,0.0074,0.08305,HH,HH,ns,0.012143518648732156,0.756,0.9938000000000001,LL,ns,ns,0.26840617615850515,0.3276,0.7272486486486487,HH,ns,ns,0.9984032983525936,0.0132,0.104945,HH,HH,ns,0.027407556053571196,0.4841,0.949338961038961,LL,ns,ns
Vietnam,VNM,0.122632583177362,0.1342589557162296,-0.026325570471357668,-0.042138017822536816,South-eastern Asia,Asia,-0.011626372538867585,-1,-1,True,0.00024040556673890528,-0.023382305389292445,0.3564,0.7579774647887324,HL,ns,ns,0.5781611550351196,0.0751,0.31500277777777774,LL,ns,ns,-0.03030944199543289,0.9142,0.9938000000000001,LH,ns,ns,-0.023382305389292445,0.3564,0.7272486486486487,HL,ns,ns,0.5781611550351196,0.0751,0.27000238095238094,LL,ns,ns,-0.03030944199543289,0.9142,0.9967,LH,ns,ns
Yemen,YEM,0.20150002766065422,0.3440724832605489,0.03571676781823635,0.11134439160495851,Western Asia,Asia,-0.14257245559989468,1,1,True,0.036151582244361734,1.197952291228342,0.1028,0.49875757575757573,LL,ns,ns,0.1009781669253598,0.8197,0.9034649635036496,HH,ns,ns,0.1618094786832839,0.8322,0.9938000000000001,HH,ns,ns,0.7857669121922903,0.2907,0.7272486486486487,LL,ns,ns,0.5146773962056554,0.2381,0.5447439393939394,HH,ns,ns,0.25691018678076266,0.7341,0.9967,HH,ns,ns
Albania,ALB,0.15748303087977816,0.0935947592166157,0.014723387481809791,-0.06208030135347237,Southern Europe,Europe,0.06388827166316247,1,-1,False,0.007259359921125461,0.7034349207530313,0.1315,0.5384342105263158,HH,ns,ns,-0.11384169040436666,0.5488,0.7533527272727272,HL,ns,ns,0.9106061117781705,0.032,0.30577499999999996,LL,LL,ns,0.7034349207530313,0.1315,0.6094205128205129,HH,ns,ns,-0.11384169040436666,0.5488,0.7673037037037036,HL,ns,ns,0.9106061117781705,0.032,0.320875,LL,LL,ns
Austria,AUT,0.21029967713303166,0.2544663127065049,0.0016261829290491747,0.03182650435724482,Western Europe,Europe,-0.04416663557347322,1,1,True,0.0034693226055317675,-0.11903599033169894,0.4693,0.7741591397849462,LH,ns,ns,-0.019333072623258434,0.3371,0.6132783132530121,HL,ns,ns,-0.06527365032207852,0.7642,0.9938000000000001,HL,ns,ns,-0.0880776914040516,0.5952,0.8667682242990653,LH,ns,ns,-0.01041387439499368,0.6067,0.8075217391304348,HL,ns,ns,0.014263253151953145,0.9476,0.9967,HH,ns,ns
Belarus,BLR,0.21395039394228654,0.2490309228301303,0.006873538929274947,0.03910572698887216,Eastern Europe,Europe,-0.03508052888784377,1,1,True,0.0021887104676779337,0.042518698446264123,0.7031,0.8561943548387096,LL,ns,ns,-0.057411022303287124,0.4984,0.7099849056603773,HL,ns,ns,0.32163476901823085,0.236,0.7359113207547169,HH,ns,ns,0.042518698446264123,0.7031,0.9152422413793103,LL,ns,ns,-0.057411022303287124,0.4984,0.7236384615384615,HL,ns,ns,0.32163476901823085,0.236,0.8287441860465116,HH,ns,ns
Belgium,BEL,0.1951636806716645,0.1954991651274833,0.015066010838116484,0.026654693313356376,Western Europe,Europe,-0.0003354844558187964,1,1,True,2.00170860178504e-07,0.06873528308613465,0.4504,0.764161797752809,HH,ns,ns,0.038392909653997505,0.839,0.9180362318840579,HH,ns,ns,0.028672031369366583,0.8798,0.9938000000000001,HH,ns,ns,0.015293562698150947,0.8605,0.922063829787234,HH,ns,ns,0.03294675174670335,0.8616,0.9418489208633094,HH,ns,ns,0.15548989050866355,0.3949,0.9290473684210527,HH,ns,ns
Bosnia And Herzegovina,BIH,0.18440933101350881,0.2263213876108357,0.012507135862776741,0.03691362352650926,Southern Europe,Europe,-0.041912056597326885,1,1,True,0.00312416522597425,-0.2805586048935505,0.0674,0.44922500000000004,LH,ns,ns,0.0140060611102699,0.9245,0.949656462585034,HH,ns,ns,-0.5007949809982893,0.0457,0.3833722222222222,HL,HL,ns,-0.22335330387683888,0.1419,0.6094205128205129,LH,ns,ns,-0.0010355278184326535,0.9956,0.9997999999999999,HL,ns,ns,-0.38402707141674436,0.1282,0.5530914285714286,HL,ns,ns
Bulgaria,BGR,0.16411393376308978,0.1351852044957171,-0.03156066659927845,-0.0627497062968779,Eastern Europe,Europe,0.028928729267372666,-1,-1,True,0.0014883832178044963,0.4679134783802254,0.0784,0.45532307692307694,HH,ns,ns,0.5883292596477746,0.1263,0.42509782608695657,LL,ns,ns,1.1805479787797395,0.0056,0.14596666666666666,LL,LL,ns,0.2627195593775766,0.3092,0.7272486486486487,HH,ns,ns,0.4054592291883948,0.2979,0.6131824324324324,LL,ns,ns,0.7569546037959459,0.0729,0.4576461538461538,LL,ns,ns
Croatia,HRV,0.18952185187085302,0.1701683926616854,0.0015995654731064124,-0.022720356086477378,Southern Europe,Europe,0.019353459209167617,1,-1,False,0.0006661518728215705,0.1345430741804051,0.509,0.7787939393939395,HH,ns,ns,-0.007959497290646322,0.688,0.8245079365079364,HL,ns,ns,0.10382820325204922,0.5079,0.9214595238095237,LL,ns,ns,0.26055303524138407,0.204,0.6630272727272727,HH,ns,ns,0.006987334548987939,0.7244,0.8789408000000001,HH,ns,ns,0.17851467665077406,0.2508,0.8349978723404256,LL,ns,ns
Cyprus,CYP,0.14075176149640625,0.1399191020020898,-0.017407816158051592,-0.008796598306796799,Western Asia,Asia,0.0008326594943164622,-1,-1,True,1.2330790726176213e-06,-0.18700790339146375,0.0567,0.4228,HL,ns,ns,0.6987151491401093,0.0011,0.03926,LL,LL,LL,0.002850983815318452,0.9608,0.9938000000000001,LL,ns,ns,-0.18700790339146375,0.0567,0.5009260869565219,HL,ns,ns,0.6987151491401093,0.0011,0.050333333333333334,LL,LL,ns,0.002850983815318452,0.9608,0.9967,LL,ns,ns
