,DZA,AGO,BEN,BWA,BFA,BDI,CMR,CAF,TCD,COG,COD,CIV,DJI,EGY,GNQ,ERI,ETH,GAB,GHA,GIN,GNB,KEN,LSO,LBR,LBY,MDG,MWI,MLI,MRT,MAR,MOZ,NAM,NER,NGA,RWA,SEN,SLE,SOM,ZAF,SDN,SWZ,TZA,TGO,TUN,UGA,ZMB,ZWE,AFG,ARM,AZE,BGD,MMR,KHM,CHN,GEO,IND,IDN,IRN,IRQ,ISR,JPN,JOR,KAZ,LAO,LBN,MYS,MNG,NPL,OMN,PAK,PHL,QAT,SAU,KOR,LKA,SYR,TWN,TJK,THA,TUR,TKM,ARE,UZB,VNM,YEM,ALB,AUT,BLR,BEL,BIH,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LTU,MKD,MDA,MNE,NLD,NOR,POL,PRT,ROU,RUS,SRB,SVK,SVN,ESP,SWE,CHE,UKR,GBR,BHS,CAN,CRI,CUB,DOM,SLV,GTM,HTI,HND,JAM,MEX,NIC,PAN,USA,AUS,NZL,PNG,ARG,BOL,BRA,CHL,COL,ECU,PRY,PER,SUR,URY,VEN
LAO,8926.3,9104.7,10316.2,9103.8,10436.4,8056.9,9115.3,8128.9,7962.4,9142.8,7782.6,11068.1,6249.8,6642.0,9949.2,6217.7,5964.2,9674.6,10722.0,11525.6,12020.2,6635.1,9438.8,11749.2,7550.4,6620.7,8005.1,9989.3,10622.7,9850.1,7367.7,9400.3,8730.5,9180.7,7975.6,11727.2,11870.6,5412.6,8918.4,6462.7,9026.5,7225.7,10601.9,8670.6,7402.4,8111.8,8487.1,3325.0,5605.1,5281.0,957.1,104.2,111.2,103.5,5628.9,828.2,1117.3,3917.7,5384.5,6614.0,2060.9,6228.1,3135.5,0.0,6498.2,1053.2,2335.1,1482.8,4234.6,2873.5,1371.2,5019.0,4759.0,2660.2,2419.7,5938.7,1194.3,3138.5,104.8,5763.9,3861.0,4618.3,3457.5,103.5,4963.7,7721.8,7884.1,6809.3,8605.5,7807.9,7026.5,7789.5,6571.7,7722.9,8018.7,7146.8,6972.5,8530.3,7967.6,7260.0,7531.4,8994.5,9250.0,7971.0,7082.3,7204.4,7538.6,6933.9,7766.0,8476.2,7076.7,7338.1,9835.8,7020.1,3158.1,7572.7,7519.2,7997.9,9148.6,7336.2,8445.2,6196.2,8666.7,14676.7,8423.6,16351.2,15064.0,15393.0,15908.8,15453.1,15423.8,15758.8,15678.5,12779.1,15939.9,16525.1,6852.9,2779.9,8836.9,4345.2,15513.4,17758.3,14810.3,15416.6,16305.3,17229.8,17382.4,17670.0,16038.4,17020.8,16098.1
LBN,2498.0,4792.6,4142.9,5898.8,4158.9,4147.6,3159.8,2880.9,1958.6,3823.1,3284.0,4791.6,2547.9,383.2,4355.2,1804.1,2226.2,4289.5,4468.9,5152.7,5559.9,3224.7,7043.9,5443.6,1054.7,5297.3,4897.2,3585.6,4132.1,3433.9,4921.1,5920.7,2390.0,3144.5,3926.9,5257.4,5482.7,2684.6,6249.4,1334.3,6685.1,3893.2,4386.2,2294.9,3342.3,4700.0,5575.9,2312.4,1114.2,1179.4,5151.1,5703.6,7064.6,3521.1,1034.5,3393.9,6905.3,927.6,370.9,241.4,8306.2,111.2,1776.5,6498.2,0.0,7360.1,4643.8,4256.6,2161.9,2498.0,8436.8,1699.7,290.9,7824.4,5219.9,92.7,7962.7,3003.6,6365.0,333.6,1694.5,1846.5,2047.8,6581.3,2053.1,1539.7,2285.9,2059.3,3034.4,1844.6,1220.5,1861.9,240.5,2262.6,2992.3,2753.8,3057.9,2475.3,2471.6,927.6,1922.6,4804.0,3936.3,1773.3,2629.6,2462.6,1448.6,1532.1,1717.8,3128.0,3384.2,2075.9,3771.4,1363.3,1164.8,1645.3,2033.1,2222.8,3006.4,2939.6,2625.6,1226.2,3427.6,10259.9,6433.2,11928.2,10560.1,10110.6,12113.6,11883.3,10381.5,11645.6,10933.2,11422.6,11638.5,11642.8,8322.0,8855.5,15678.3,11703.8,11592.9,11372.0,8611.8,12489.6,10918.4,12063.9,11478.8,11733.8,9670.4,11925.8,10037.0
MYS,9662.4,8697.9,10657.3,8367.5,10846.4,7827.5,9427.9,8184.3,8443.3,9196.7,7758.9,11431.8,6403.5,7208.6,9991.6,6405.6,5966.7,9670.2,11037.0,11956.6,12559.7,6541.7,8511.0,12038.4,8337.3,5943.4,7489.5,10547.4,11430.0,10793.5,6848.2,8804.1,9274.4,9541.9,7805.5,12303.0,12298.9,5525.7,8083.5,6864.5,8157.4,6864.5,10901.4,9644.1,7325.5,7692.8,7847.6,4461.0,6660.6,6378.8,2079.7,598.0,566.8,1194.1,6736.9,804.7,111.0,4655.0,6183.7,7403.2,2136.1,7065.0,4605.6,1053.2,7360.1,0.0,4061.8,2712.2,4787.2,3835.8,110.5,5659.7,5232.8,3142.4,2103.9,6896.6,1556.7,4427.1,111.2,6756.4,5020.6,5241.6,4788.8,400.0,5104.7,8765.8,9108.0,8138.2,9887.9,8942.1,8139.0,8948.5,7487.9,8965.4,9377.9,8540.4,8448.9,9676.5,9252.5,8225.9,8731.3,10564.0,10620.5,9019.3,8459.8,8544.5,8604.1,8115.7,8857.4,9792.4,8666.1,8618.0,10995.6,8155.9,4202.3,8700.3,8740.1,9181.8,10264.0,8854.0,9640.6,7444.4,10125.4,15960.4,9792.9,16817.2,15998.7,16960.7,16270.9,15931.1,16883.2,16299.0,16878.8,12887.0,16513.3,17152.1,7189.5,1352.6,7115.7,2705.7,14051.7,17134.5,14330.9,13955.9,17639.2,16638.9,16382.2,17797.0,16982.0,15675.7,17395.7
MNG,6457.6,8990.7,8759.7,9766.6,8733.0,8034.6,7794.5,7375.5,6568.4,8324.9,7392.8,9364.2,5904.8,4997.6,8980.1,5653.7,5860.1,8855.4,9062.1,9631.8,9901.9,6695.3,10481.2,9967.2,5591.2,7701.2,8481.7,8109.2,8263.7,7283.4,8041.4,9829.7,6995.5,7786.5,7855.4,9577.9,9943.0,5406.8,9746.3,5465.4,10037.0,7589.5,8988.8,6249.6,7210.4,8451.4,9154.8,1899.2,3530.7,3180.2,2099.4,1677.7,3224.7,72.2,3421.5,1597.8,4133.1,2633.2,3775.9,4855.1,1672.2,4491.3,147.4,2335.1,4643.8,4061.8,0.0,1945.2,3688.0,1669.5,2863.3,4099.0,4133.0,1116.0,4085.7,4005.8,2241.8,1637.8,2557.5,3622.1,2218.6,3837.4,1544.7,2223.9,4704.9,5285.5,5097.6,3918.8,5666.0,5186.0,4547.7,5129.3,4585.2,4916.8,4982.9,4048.2,3781.8,5668.5,4975.0,4930.8,4821.0,5691.7,6136.7,5469.1,4074.5,4226.3,5084.2,4326.0,5234.3,5487.3,3776.6,4422.2,7012.2,4464.0,69.2,4981.1,4770.8,5272.8,6442.0,4071.3,5662.9,3512.4,5447.0,11333.1,5075.6,13035.6,11768.1,12047.8,12593.4,12137.0,12071.6,12441.9,12332.8,9600.4,12632.5,13224.0,3862.5,5893.3,10450.4,5830.7,15998.6,15104.0,12914.5,15500.5,12956.2,13990.8,15693.1,14316.3,12982.1,16461.2,12806.0
NPL,6690.4,7523.1,8184.6,8020.4,8274.3,6461.1,7018.1,6248.2,5818.0,7214.7,5999.1,8912.7,4405.9,4421.4,7996.3,4346.5,4311.1,7767.8,8570.8,9339.5,9800.3,5021.0,8559.4,9597.8,5310.4,5711.7,6713.6,7784.3,8377.3,7615.2,6175.8,8111.2,6546.0,7064.9,6324.9,9502.5,9680.5,3691.4,7875.6,4412.2,8115.5,5854.7,8474.3,6432.2,5702.2,6722.2,7332.6,1093.8,3369.8,3056.7,149.5,690.4,2128.3,96.8,3408.6,96.8,2484.7,1771.2,3157.7,4380.5,3576.9,3991.4,1448.3,1482.8,4256.6,2712.2,1945.2,0.0,2234.2,661.9,3494.0,2887.1,2749.5,3682.2,1993.0,3693.3,3024.4,1048.6,1367.7,3519.9,1647.8,2500.5,1422.2,1580.4,3140.0,5493.5,5733.8,4742.7,6499.3,5611.2,4815.9,5602.6,4326.3,5584.5,5983.2,5154.5,5111.0,6361.2,5861.9,5017.0,5365.0,7269.7,7225.5,5744.8,5069.9,5149.2,5315.1,4754.5,5551.5,6398.2,5439.2,5230.6,7658.6,4818.8,2238.3,5373.8,5365.6,5824.7,6949.2,5544.1,6280.2,4056.5,6732.1,13361.6,7403.3,15248.1,13811.7,13727.3,15090.2,14680.0,13845.6,14758.8,14280.8,12864.5,14830.0,15178.2,7358.0,4550.7,11215.4,6687.8,15611.6,15603.4,12818.1,16131.7,14614.8,15973.4,15549.3,15802.3,13836.0,15744.6,14057.4
OMN,4278.3,4417.5,5333.7,5021.4,5488.4,3366.5,4118.3,3168.8,3047.4,4155.2,2898.4,6101.6,1310.1,1824.3,4952.2,1261.6,1256.9,4702.6,5755.2,6598.8,7172.6,1951.4,5775.6,6759.3,2939.8,3254.5,3722.0,5150.0,6085.6,5577.9,3325.4,5091.2,3876.6,4197.5,3221.5,6908.6,6945.1,643.3,5007.2,1475.9,5339.6,2835.0,5606.5,4455.9,2596.3,3700.8,4391.2,660.6,1769.4,1529.2,2958.9,3397.2,4639.6,2144.8,1948.2,927.7,4300.8,99.5,985.1,2191.6,6446.5,1862.3,1670.4,4234.6,2161.9,4787.2,3688.0,2234.2,0.0,451.8,6326.4,461.8,103.5,6440.5,2561.4,1769.0,5865.2,1663.3,4051.2,1728.3,1108.0,101.2,1542.3,4401.5,105.4,3650.0,4220.9,3587.7,5022.2,3897.0,3149.0,3946.3,2316.3,4128.4,4772.0,4176.2,4370.5,4590.7,4429.6,3064.8,3835.0,6462.5,5897.2,3897.5,4056.1,4006.3,3518.5,3251.8,3787.9,5030.1,5017.0,3863.3,5908.2,3202.0,1860.3,3666.7,3883.1,4219.5,5158.6,4553.9,4664.0,2805.9,5360.1,12335.1,7484.5,14049.9,12661.7,12253.1,14176.6,13898.2,12504.4,13725.1,13043.7,13318.3,13733.1,13793.7,8841.4,6187.7,13000.3,9337.5,12558.0,12740.8,9927.9,13445.2,13022.5,14103.7,12517.7,13669.3,11588.3,12646.7,12079.9
PAK,4983.0,5753.7,6348.8,6389.3,6437.9,4721.6,5190.4,4427.3,3982.7,5387.0,4201.8,7076.1,2614.7,2607.1,6168.5,2541.6,2623.8,5940.5,6734.0,7507.4,7985.1,3319.0,7110.1,7762.0,3535.2,4453.9,5087.6,5958.4,6625.5,5925.1,4658.3,6459.3,4711.8,5232.7,4566.8,7691.7,7849.8,2003.3,6355.0,2589.2,6669.6,4202.6,6637.6,4764.1,3938.2,5068.5,5750.8,89.4,1835.4,1558.4,1566.2,2063.7,3519.5,89.4,1963.2,91.6,3403.7,96.8,1351.9,2589.9,4593.6,2213.0,654.5,2873.5,2498.0,3835.8,1669.5,661.9,451.8,0.0,4703.6,1081.4,928.8,4335.6,1921.2,2016.0,4230.5,111.2,2790.0,1886.7,580.4,702.5,421.0,2899.0,1363.4,3890.3,4342.1,3596.4,5151.5,4092.4,3304.9,4127.5,2609.4,4227.2,4801.1,4081.7,4062.9,4815.0,4557.3,3343.9,3954.3,6230.6,5988.9,4143.3,3995.2,3994.7,3736.6,3345.5,3997.3,5115.8,4444.7,3924.3,6139.8,3339.0,1655.3,3853.5,3985.9,4374.7,5398.1,4507.7,4830.8,2821.5,5452.6,12337.5,6556.8,14197.6,12782.5,12451.7,14108.9,13719.8,12667.9,13749.0,13185.5,12257.9,13810.1,13995.3,7280.3,5437.7,12370.5,8013.1,13785.2,13772.2,10984.7,14801.2,13301.5,14524.6,13728.4,14223.5,12167.6,13925.3,12514.2
PHL,10704.2,10627.0,12391.4,10266.4,12492.2,9735.8,11194.4,10026.8,10026.8,11046.8,9620.7,13129.5,8197.5,8634.7,11850.1,8186.9,7807.3,11538.3,12786.0,13558.8,13996.5,8411.9,10350.3,13817.0,9489.2,7866.9,9413.3,11999.6,12480.7,11590.6,8777.9,10724.7,10766.1,11261.4,9702.4,13692.7,13898.6,7329.0,9943.5,8556.1,10032.2,8786.3,12677.7,10466.6,9197.1,9621.1,9766.9,5166.1,7446.7,7098.9,3048.2,2095.2,1282.0,637.2,7426.9,2638.9,110.7,5969.2,7370.5,8580.0,784.9,8187.6,4521.1,1371.2,8436.8,110.5,2863.3,3494.0,6326.4,4703.6,0.0,7081.2,6852.9,1771.4,3964.3,7836.6,444.8,4925.0,1565.0,7604.6,5708.8,6683.9,5168.5,1040.3,6887.7,9491.9,9461.3,8299.4,10071.8,9486.0,8761.0,9445.4,8475.8,9284.6,9398.1,8464.6,8154.2,10057.8,9386.6,9091.9,9153.1,9915.6,10546.0,9728.0,8481.8,8629.1,9296.3,8602.4,9491.2,9899.7,8072.3,8813.5,11402.4,8732.5,2830.5,9263.1,9116.9,9617.3,10794.4,8431.2,10031.6,7813.4,9824.6,14607.3,8428.9,15710.0,14707.7,15591.5,15170.1,14770.1,15522.0,15147.6,15554.5,11774.5,15387.0,16007.5,5914.5,1969.6,6633.5,2039.4,14408.6,17665.0,16221.4,14134.2,16343.7,15731.8,17422.7,16901.5,17290.7,16622.4,16429.0
QAT,3938.5,4826.8,5211.3,5643.1,5318.8,3879.2,4034.8,3358.6,2847.2,4288.8,3235.2,5953.0,1769.2,1533.1,5045.6,1522.2,1695.1,4844.5,5608.1,6407.0,6922.1,2628.5,6550.6,6642.3,2592.2,4226.8,4406.1,4883.3,5673.3,5067.7,4146.9,5697.7,3614.9,4084.6,3693.7,6638.5,6752.5,1556.7,5756.4,1460.4,6130.7,3460.8,5505.6,3943.7,3046.7,4352.4,5103.1,1127.5,1625.1,1457.7,3701.1,4188.4,5475.8,2594.5,1837.6,1733.2,5177.7,228.7,594.4,1664.4,7125.6,1390.9,1816.8,5019.0,1699.7,5659.7,4099.0,2887.1,461.8,1081.4,7081.2,0.0,100.4,6966.2,3448.4,1387.2,6612.2,2086.3,4850.0,1489.1,1364.1,111.2,1837.6,5160.3,778.4,3233.1,3901.8,3393.4,4682.4,3515.7,2823.3,3547.4,1889.5,3832.3,4528.8,4034.3,4268.6,4172.7,4099.0,2626.2,3525.9,6276.0,5576.2,3471.3,3909.4,3820.6,3124.5,2983.9,3396.1,4730.3,4822.4,3595.5,5470.6,2893.3,1800.4,3298.2,3588.5,3868.8,4701.4,4364.8,4295.6,2556.3,5049.4,11959.1,7518.7,13627.0,12259.6,11804.8,13808.8,13566.1,12080.6,13343.1,12632.9,13098.1,13337.7,13329.8,9046.3,7082.3,13906.0,10175.0,12637.4,12657.3,9871.2,13796.4,12589.8,13694.4,12567.6,13318.6,11233.7,12827.7,11658.7
SAU,2445.4,3458.8,3840.1,4313.5,3906.0,2531.2,2720.5,2041.3,1491.7,2993.5,1869.4,4545.5,556.0,97.7,3777.7,154.2,350.4,3546.4,4207.5,4963.8,5444.1,1445.5,5301.8,5225.1,1074.5,3291.4,3128.6,3413.5,4153.7,3555.0,3004.3,4361.8,2172.1,2748.5,2337.5,5154.0,5305.4,675.9,4498.8,210.9,4902.0,2143.9,4114.8,2430.3,1689.2,3031.9,3829.7,1188.6,997.6,1041.6,3486.1,3921.3,5145.6,2664.9,1115.5,1454.7,4726.3,242.5,94.8,222.4,6971.3,94.8,1617.0,4759.0,290.9,5232.8,4133.0,2749.5,103.5,928.8,6852.9,100.4,0.0,6937.6,2944.7,145.8,6392.2,2162.5,4573.3,585.7,1193.9,101.2,1659.5,4928.3,105.4,1822.6,2576.8,2318.2,3324.5,2133.5,1509.1,2147.7,524.5,2551.2,3279.8,3011.1,3307.5,2753.6,2762.5,1197.2,2212.9,5088.9,4226.5,2051.8,2885.8,2728.5,1737.3,1803.2,2005.6,3418.8,3663.8,2359.7,4040.1,1644.2,1274.8,1935.9,2320.2,2513.4,3256.0,3219.0,2913.8,1469.0,3718.5,10528.9,6681.2,12163.4,10824.6,10327.6,12390.4,12165.4,10624.7,11920.5,11186.6,11706.6,11902.2,11835.5,8549.8,6555.0,13312.0,9832.0,11329.7,11228.5,8442.5,12382.7,11069.4,12172.9,11235.1,11799.1,9716.1,11532.8,10137.0
KOR,9607.8,11747.7,11962.4,12012.6,11942.4,10685.3,10939.9,10404.2,9703.4,11339.5,10210.5,12573.5,8619.8,8148.2,12077.6,8533.5,8530.1,11894.5,12269.2,12827.8,13064.2,9237.6,12397.1,13173.5,8796.1,9548.1,10819.0,11317.1,11401.6,10375.5,10215.3,12232.8,10196.9,10946.7,10550.1,12729.0,13137.8,7915.0,11836.3,8489.7,11976.7,9988.9,12194.0,9416.9,9926.5,10876.9,11365.0,4728.8,6719.3,6363.4,3454.1,2725.5,3005.3,282.4,6623.4,2860.4,3113.5,5652.0,6921.5,8024.4,144.4,7646.9,3355.6,2660.2,7824.4,3142.4,1116.0,3682.2,6440.5,4335.6,1771.4,6966.2,6937.6,0.0,5345.0,7184.4,1112.2,4441.4,2887.0,6822.8,5197.4,6620.2,4522.9,2279.6,7356.0,8466.1,8167.7,6944.1,8611.2,8323.6,7736.9,8255.0,7782.2,7984.3,7842.8,6951.2,6400.9,8665.2,7912.0,8129.0,7938.0,8006.3,8883.2,8540.8,7057.3,7220.3,8267.7,7493.2,8397.4,8405.5,6291.5,7446.5,9970.7,7623.2,581.4,8131.2,7873.3,8366.1,9498.9,6700.7,8689.0,6680.2,8101.5,12360.5,6179.4,13609.8,12503.0,13340.0,13094.4,12663.8,13271.4,13022.8,13321.4,9792.4,13268.7,13873.4,3832.4,5021.7,8933.8,4279.8,17402.4,16658.9,15252.9,14826.0,14120.8,14211.7,17868.6,15218.8,15205.7,19060.8,14180.7
LKA,7353.5,6614.9,8300.9,6510.0,8490.2,5617.8,7086.0,5854.7,6099.3,6874.1,5449.6,9075.4,4048.8,4899.1,7677.3,4049.2,3634.6,7367.8,8687.8,9600.0,10207.9,4247.9,6842.1,9688.4,6005.3,4025.2,5467.9,8208.5,9156.7,8602.2,4815.0,6837.8,6942.3,7185.5,5562.0,9956.6,9942.2,3176.5,6322.3,4524.4,6427.3,4735.6,8547.3,7477.4,5032.2,5607.5,5907.7,2716.9,4738.6,4464.4,1645.0,1703.7,2364.7,2176.3,4870.3,109.7,1552.1,2602.3,4052.3,5202.8,4867.1,4918.9,3669.4,2419.7,5219.9,2103.9,4085.7,1993.0,2561.4,1921.2,3964.3,3448.4,2944.7,5345.0,0.0,4838.9,4031.0,3153.6,1765.2,4761.2,3361.7,3030.3,3338.1,2534.7,2748.0,6719.7,7243.9,6484.5,8052.6,6959.0,6191.1,7013.2,5384.5,7133.0,7700.2,6975.7,7051.2,7659.9,7459.1,6132.8,6855.7,9230.6,8895.9,6967.4,6870.2,6883.0,6585.4,6250.5,6853.5,8023.0,7515.9,6831.2,8978.0,6233.1,4471.9,6725.1,6890.8,7264.8,8224.8,7412.8,7716.4,5712.4,8359.7,15304.2,9611.1,17102.7,15702.1,15322.9,17135.0,16778.7,15564.8,16723.7,16091.0,15045.8,16753.9,16862.3,9372.5,3260.9,10135.3,6752.7,13918.6,15359.1,12339.8,13875.8,16096.7,17177.2,14826.1,16568.2,14652.3,14458.1,15154.8
SYR,2512.4,4723.2,4169.3,5813.0,4196.6,4052.7,3156.8,2836.0,1940.0,3783.8,3197.5,4832.2,2414.3,361.0,4347.4,1679.9,2112.7,4263.9,4505.4,5206.1,5611.2,3115.2,6945.5,5491.2,1111.8,5163.9,4792.0,3639.0,4141.3,3407.2,4800.2,5837.3,2431.2,3148.9,3832.9,5305.9,5539.0,2549.4,6148.9,1223.1,6581.8,3786.5,4420.3,2245.4,3239.8,4603.2,5474.5,1759.4,483.8,550.5,4595.9,5146.9,6539.9,2894.5,556.0,2898.4,6468.7,288.7,89.4,218.9,7681.4,93.8,1152.3,5938.7,92.7,6896.6,4005.8,3693.3,1769.0,2016.0,7836.6,1387.2,145.8,7184.4,4838.9,0.0,7363.6,2380.1,5817.7,89.4,1054.5,1537.3,1407.9,6005.4,1913.5,1424.7,2102.8,1757.4,2876.4,1703.5,1019.4,1734.5,90.5,2047.2,2764.6,2449.1,2744.0,2366.6,2295.2,834.3,1729.7,4559.4,3772.0,1668.7,2323.5,2171.4,1311.3,1254.3,1582.9,2935.7,3122.5,1833.8,3678.3,1116.3,750.0,1491.4,1808.1,2062.5,2928.3,2678.2,2484.7,905.4,3249.0,10151.9,6117.7,11830.6,10453.3,10023.6,11996.3,11754.1,10283.5,11532.4,10830.2,11288.6,11530.2,11562.6,7986.7,8468.4,15348.5,11132.4,11636.6,11416.7,8671.5,12519.1,10843.0,12015.8,11526.8,11703.9,9652.8,11956.1,9996.9
TWN,10242.2,10760.2,11922.3,10670.2,12020.2,9728.2,10737.6,9793.7,9556.8,10805.2,9455.2,12657.9,7913.4,8160.2,11610.3,7879.4,7638.6,11340.1,12314.9,13084.7,13522.5,8309.7,10928.2,13344.4,9015.3,8189.5,9638.3,11525.1,12013.5,11118.9,8990.3,11015.9,10292.8,10794.0,9649.6,13219.1,13424.4,7082.6,10459.9,8094.4,10538.3,8879.3,12216.0,10002.7,9077.2,9760.5,10083.6,4693.2,6976.1,6629.4,2593.0,1767.4,1317.0,150.1,6959.0,2172.1,1890.3,5499.0,6896.1,8105.5,230.2,7713.1,3987.3,1194.3,7962.7,1556.7,2241.8,3024.4,5865.2,4230.5,444.8,6612.2,6392.2,1112.2,4031.0,7363.6,0.0,4453.9,1340.7,7135.5,5236.2,6215.8,4702.0,1012.0,6634.0,9029.0,8953.3,7778.4,9526.9,9011.4,8300.3,8963.3,8002.8,8773.7,8838.1,7898.0,7542.7,9529.3,8834.3,8626.9,8662.4,9273.7,9959.1,9266.7,7935.5,8087.5,8834.3,8133.9,9032.6,9345.8,7448.9,8283.0,10872.6,8273.8,2165.3,8795.3,8618.8,9121.1,10295.4,7823.9,9520.8,7331.6,9218.8,13951.1,7769.7,15143.6,14082.8,14924.1,14613.7,14197.6,14860.0,14566.9,14910.8,11254.5,14810.3,15424.5,5329.5,3651.0,8316.0,3579.3,16211.0,18225.9,16480.5,15264.5,15708.1,15574.3,18961.4,16697.4,16635.6,18225.2,15770.6
TJK,5251.6,6983.9,7100.6,7742.8,7144.6,6012.0,6010.5,5467.9,4775.2,6407.3,5394.7,7781.9,3881.1,3256.1,7131.8,3673.5,3846.1,6959.8,7451.7,8155.7,8532.4,4674.2,8534.3,8443.8,4039.7,5903.1,6463.3,6589.1,7004.5,6164.3,6082.7,7805.3,5383.0,6029.7,5835.7,8225.2,8482.2,3402.5,7766.0,3545.6,8097.0,5569.6,7363.8,5004.3,5192.7,6429.5,7143.1,88.2,1968.0,1619.1,1877.8,2319.2,3846.1,87.0,1951.6,333.6,4146.3,718.9,2031.5,3168.3,4776.6,2776.2,139.3,3138.5,3003.6,4427.1,1637.8,1048.6,1663.3,111.2,4925.0,2086.3,2162.5,4441.4,3153.6,2380.1,4453.9,0.0,3066.3,2125.3,264.6,1812.7,84.6,3151.5,2682.8,4038.7,4192.5,3173.5,4944.7,4104.0,3328.3,4085.6,3014.0,4037.8,4410.4,3576.3,3547.6,4847.2,4306.2,3627.7,3832.1,5715.0,5653.2,4283.6,3492.6,3578.4,3849.7,3230.5,4068.2,4836.8,3934.7,3678.8,6135.3,3317.9,1355.3,3869.3,3825.3,4296.9,5444.5,3992.1,4747.6,2506.8,5168.0,11821.9,6085.3,13701.3,12266.9,12148.9,13596.1,13210.0,12272.4,13233.9,12719.4,11874.5,13294.5,13609.1,7016.1,6238.3,12880.4,8250.9,14585.7,14316.2,11596.2,15368.6,13036.4,14399.5,14479.1,14254.2,12335.8,14872.3,12503.6
THA,8819.9,8478.7,10134.7,8259.9,10261.9,7546.9,8929.2,7833.4,7787.8,8851.6,7422.3,10890.9,6023.6,6482.0,9653.1,6011.7,5612.9,9339.5,10544.4,11356.5,11864.4,6212.7,8491.7,11567.0,7413.9,5794.7,7312.5,9829.1,10495.4,9744.4,6651.8,8649.0,8564.9,8997.9,7507.4,11574.5,11702.3,5152.3,8034.6,6275.3,8106.0,6616.3,10417.4,8561.7,6997.9,7470.0,7701.0,3219.7,5499.0,5182.0,799.4,104.8,108.1,245.6,5532.4,439.9,313.8,3753.3,5238.7,6473.1,2208.1,6090.1,3117.6,104.8,6365.0,111.2,2557.5,1367.7,4051.2,2790.0,1565.0,4850.0,4573.3,2887.0,1765.2,5817.7,1340.7,3066.3,0.0,5647.7,3765.0,4448.7,3398.9,213.2,4717.4,7621.5,7818.1,6763.9,8553.9,7724.6,6936.1,7710.3,6446.8,7660.4,7983.8,7118.8,6968.4,8469.3,7915.0,7145.3,7459.5,9041.8,9220.6,7872.2,7049.9,7163.0,7441.4,6856.5,7674.1,8431.9,7130.9,7292.0,9762.5,6934.1,3430.7,7488.2,7451.6,7924.2,9065.1,7351.5,8375.0,6130.3,8660.1,14882.0,8629.5,16634.6,15324.8,15515.8,16215.7,15758.4,15568.9,16048.7,15877.8,13078.2,16209.2,16783.0,7125.2,1941.5,8636.3,4541.9,14532.3,17156.7,14181.5,14445.8,16429.9,17512.0,16536.3,17803.6,15958.4,15916.2,16083.2
TUR,1687.7,4916.9,3740.9,6123.9,3699.5,4447.8,2968.1,2934.5,1830.4,3809.7,3558.2,4330.3,2867.1,556.0,4153.0,2133.2,2559.4,4186.4,4032.6,4625.3,4959.9,3558.2,7338.9,4940.1,620.9,5584.2,5226.2,3081.3,3406.7,2609.9,5252.3,6130.2,1997.3,2912.9,4225.4,4651.5,4938.4,2974.2,6560.5,1667.9,7005.3,4225.4,3963.5,1427.0,3669.4,5003.8,5893.3,1599.3,84.6,169.1,4424.2,4974.0,6377.6,2629.3,111.2,2752.6,6338.9,85.8,111.2,556.0,7352.1,444.8,725.6,5763.9,333.6,6756.4,3622.1,3519.9,1728.3,1886.7,7604.6,1489.1,585.7,6822.8,4761.2,89.4,7135.5,2125.3,5647.7,0.0,760.7,1632.6,1095.6,5822.8,2191.9,507.2,1096.5,1112.0,1853.9,692.2,83.3,751.6,111.2,1085.0,1818.3,1779.1,2112.7,1406.8,1281.9,84.6,734.0,3637.2,2753.2,760.7,1667.9,1447.4,333.1,561.7,588.8,1937.1,2253.3,942.3,2731.3,333.6,277.8,466.2,871.5,1039.3,1992.3,1816.1,1465.3,333.6,2238.4,9154.4,5426.6,10845.3,9457.7,9058.9,10986.8,10734.6,9300.6,10527.8,9839.0,10266.2,10531.2,10605.9,7135.3,8362.9,15287.2,10936.4,11065.5,10718.8,8024.6,11783.1,9897.4,11123.4,10933.8,10857.7,8844.6,11455.0,9133.9
