,DZA,AGO,BEN,BWA,BFA,BDI,CMR,CAF,TCD,COG,COD,CIV,DJI,EGY,GNQ,ERI,ETH,GAB,GHA,GIN,GNB,KEN,LSO,LBR,LBY,MDG,MWI,MLI,MRT,MAR,MOZ,NAM,NER,NGA,RWA,SEN,SLE,SOM,ZAF,SDN,SWZ,TZA,TGO,TUN,UGA,ZMB,ZWE,AFG,ARM,AZE,BGD,MMR,KHM,CHN,GEO,IND,IDN,IRN,IRQ,ISR,JPN,JOR,KAZ,LAO,LBN,MYS,MNG,NPL,OMN,PAK,PHL,QAT,SAU,KOR,LKA,SYR,TWN,TJK,THA,TUR,TKM,ARE,UZB,VNM,YEM,ALB,AUT,BLR,BEL,BIH,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LTU,MKD,MDA,MNE,NLD,NOR,POL,PRT,ROU,RUS,SRB,SVK,SVN,ESP,SWE,CHE,UKR,GBR,BHS,CAN,CRI,CUB,DOM,SLV,GTM,HTI,HND,JAM,MEX,NIC,PAN,USA,AUS,NZL,PNG,ARG,BOL,BRA,CHL,COL,ECU,PRY,PER,SUR,URY,VEN
TKM,3884.0,6064.0,5836.9,6973.7,5845.8,5189.0,4835.2,4383.7,3603.8,5333.5,4462.4,6474.4,3128.9,2038.7,6008.8,2717.8,3007.5,5865.4,6156.6,6811.8,7171.2,4006.0,7926.6,7114.1,2695.9,5484.7,5768.7,5250.8,5637.2,4800.1,5533.3,7021.4,4077.1,4829.1,4990.5,6863.3,7133.6,2889.7,7128.8,2480.9,7510.9,4800.4,6076.1,3635.6,4343.7,5691.4,6468.9,89.4,606.4,253.6,2545.7,3064.8,4524.9,796.1,582.8,875.2,4672.7,88.2,825.6,1897.9,5570.1,1532.3,83.3,3861.0,1694.5,5020.6,2218.6,1647.8,1108.0,580.4,5708.8,1364.1,1193.9,5197.4,3361.7,1054.5,5236.2,264.6,3765.0,760.7,0.0,1251.0,82.0,3900.9,2131.1,2672.4,2906.0,2052.4,3698.3,2764.8,1973.2,2757.0,1668.7,2767.7,3271.3,2557.0,2703.9,3516.5,3072.2,2259.4,2528.9,4846.8,4486.8,2919.2,2446.1,2450.0,2485.7,1914.0,2711.9,3625.4,3363.5,2433.1,4812.9,1972.7,416.3,2527.6,2538.6,2982.9,4103.7,2981.7,3440.5,1281.9,3963.8,10871.4,5745.0,12691.9,11289.4,11002.6,12708.0,12378.5,11185.0,12290.8,11682.5,11617.1,12324.4,12524.8,7065.3,6758.7,13611.3,9019.9,13260.9,12949.6,10235.9,14001.5,11874.5,13176.2,13136.6,12962.2,10995.6,13615.0,11228.5
ARE,4050.5,4819.1,5293.3,5571.7,5408.4,3833.7,4107.6,3400.9,2934.4,4324.9,3237.5,6040.4,1702.8,1628.2,5090.9,1522.6,1681.5,4880.5,5694.7,6501.7,7026.0,2518.6,6416.5,6725.8,2713.6,3929.8,4308.5,4986.7,5797.5,5202.8,3974.0,5631.6,3714.7,4162.5,3659.1,6744.8,6847.7,1294.7,5638.1,1500.2,5984.5,3393.8,5584.7,4078.3,3018.8,4265.5,4999.0,809.7,1760.1,1582.2,3303.3,3787.2,5065.2,2293.8,1970.0,1324.7,4760.3,111.2,744.4,1802.1,6741.3,1531.9,1779.1,4618.3,1846.5,5241.6,3837.4,2500.5,101.2,702.5,6683.9,111.2,101.2,6620.2,3030.3,1537.3,6215.8,1812.7,4448.7,1632.6,1251.0,0.0,1690.8,4761.7,543.5,3381.4,4051.7,3537.6,4832.5,3665.2,2973.4,3696.4,2038.3,3981.8,4677.3,4175.0,4405.7,4320.5,4249.0,2773.5,3675.6,6421.4,5726.3,3618.9,4050.4,3964.6,3273.8,3132.1,3545.4,4880.1,4967.7,3744.3,5616.5,3042.8,1925.3,3448.0,3738.0,4018.8,4845.7,4509.4,4445.3,2703.1,5199.4,12106.4,7582.5,13772.1,12406.6,11948.0,13957.3,13715.8,12226.1,13491.1,12779.2,13248.1,13484.9,13470.6,8970.4,6657.4,13458.2,9765.1,12695.5,12742.3,9958.8,13871.0,12721.0,13823.9,12630.8,13441.1,11355.0,12870.2,11788.0
UZB,4172.8,6510.3,6190.4,7440.8,6199.0,5653.5,5184.2,4782.2,3956.5,5735.5,4911.7,6827.3,3603.9,2386.1,6368.3,3172.2,3477.0,6252.1,6509.9,7161.7,7514.0,4482.4,8402.6,7465.4,3047.3,5836.3,6242.8,5602.0,5955.3,5069.8,5985.6,7486.8,4430.5,5179.8,5452.6,7205.6,7482.2,3301.9,7604.3,2907.4,7987.3,5271.0,6429.5,3935.5,4807.2,6160.4,6943.3,111.2,955.6,597.7,2230.5,2626.8,4184.5,203.4,915.1,690.0,4517.4,424.7,1165.3,2249.5,4963.9,1880.1,79.3,3457.5,2047.8,4788.8,1544.7,1422.2,1542.3,421.0,5168.5,1837.6,1659.5,4522.9,3338.1,1407.9,4702.0,84.6,3398.9,1095.6,82.0,1690.8,0.0,3449.9,2567.6,2960.2,3058.1,2064.8,3811.1,2986.1,2231.4,2961.8,2020.7,2902.6,3307.5,2516.0,2578.5,3712.0,3173.3,2564.1,2700.8,4755.7,4546.1,3197.3,2418.8,2472.3,2764.8,2105.7,2967.1,3710.2,3139.4,2544.0,5005.1,2209.7,667.2,2754.3,2691.3,3167.1,4323.6,2972.3,3615.4,1371.7,4045.1,10842.4,5501.4,12695.5,11275.6,11067.2,12660.6,12307.3,11219.9,12264.1,11694.9,11390.4,12309.4,12562.4,6830.1,6607.5,13173.1,8513.6,13610.5,13256.1,10578.7,14267.9,11949.5,13288.6,13484.2,13119.6,11207.6,13968.2,11370.3
VNM,8965.1,9227.4,10469.0,8954.8,10577.1,8311.5,9277.7,8337.4,8107.0,9345.5,8010.7,11212.5,6456.5,6747.5,10149.1,6420.0,6204.1,9883.6,10867.8,11655.6,12127.6,6887.2,9141.9,11901.3,7635.8,6509.8,8052.7,10107.1,10688.9,9882.1,7390.2,9370.5,8859.0,9337.3,8230.1,11830.2,11998.6,5635.2,8706.2,6631.2,8771.3,7372.7,10759.7,8713.6,7644.6,8219.2,8417.3,3358.8,5651.6,5318.6,1129.8,328.7,108.1,102.7,5661.8,821.1,458.3,4052.0,5484.6,6708.1,1757.5,6318.7,3078.0,103.5,6581.3,400.0,2223.9,1580.4,4401.5,2899.0,1040.3,5160.3,4928.3,2279.6,2534.7,6005.4,1012.0,3151.5,213.2,5822.8,3900.9,4761.7,3449.9,0.0,5188.0,7754.6,7869.6,6770.3,8570.4,7816.9,7047.0,7793.0,6642.4,7704.2,7963.4,7082.4,6881.1,8507.7,7926.2,7314.1,7525.6,8891.4,9185.3,8001.1,7026.0,7153.8,7567.3,6936.9,7786.8,8431.8,6973.5,7298.8,9827.2,7034.8,3007.4,7583.9,7507.8,7993.6,9155.0,7236.7,8435.2,6185.8,8574.7,14540.0,8312.5,16119.6,14871.6,15283.4,15648.9,15198.2,15313.5,15523.1,15546.1,12445.8,15729.9,16324.2,6498.5,2115.6,8412.2,4012.6,14837.8,17813.6,14905.7,14741.6,16195.4,16888.4,17107.9,17559.3,16021.0,16416.3,15998.0
YEM,3361.0,3290.7,4250.7,4027.8,4429.7,2286.5,3034.1,1965.8,2033.2,2961.8,1724.3,5025.1,155.5,1070.7,3764.6,108.1,155.3,3504.9,4658.3,5541.5,6141.7,1024.6,4939.6,5653.1,1981.6,2814.7,2785.7,4152.8,5188.2,4810.7,2578.9,4085.6,2894.5,3127.5,2117.3,5891.7,5885.9,222.4,4141.7,540.5,4526.4,1846.8,4504.4,3737.4,1487.0,2731.5,3484.0,1654.7,2366.6,2226.0,3786.1,4137.7,5193.4,3092.1,2585.6,1793.4,4564.2,912.9,1260.4,1805.2,7318.1,1660.0,2585.6,4963.7,2053.1,5104.7,4704.9,3140.0,105.4,1363.4,6887.7,778.4,105.4,7356.0,2748.0,1913.5,6634.0,2682.8,4717.4,2191.9,2131.1,543.5,2567.6,5188.0,0.0,3466.6,4274.2,4067.1,5007.8,3816.9,3266.6,3801.0,2281.9,4304.3,5037.0,4731.8,4985.4,4328.6,4478.6,2764.7,3953.5,6853.5,5903.7,3590.0,4605.5,4493.6,3429.1,3577.8,3681.0,5133.0,5437.2,4128.2,5490.2,3416.3,2564.5,3649.6,4080.8,4201.1,4704.0,4992.4,4573.7,3209.8,5422.9,11868.8,8277.5,13404.1,12151.2,11569.3,13735.7,13601.0,11913.3,13251.2,12485.1,13185.4,13207.8,12991.0,9812.3,6184.7,12704.0,9766.8,11356.9,11579.2,8726.7,12467.2,12070.2,13121.2,11320.6,12651.8,10589.9,11455.9,11127.5
ALB,1133.8,5235.2,3629.6,6561.3,3481.2,4977.7,3151.6,3341.7,2010.3,4119.1,4003.0,4125.7,3878.4,1096.7,4259.7,3085.4,3382.2,4393.7,3872.0,4295.5,4546.2,4241.0,7817.1,4660.7,889.6,6561.4,5826.5,2808.6,2924.7,2045.7,6032.5,6479.1,2055.9,3058.6,4758.6,4224.6,4604.1,4029.3,7067.0,2164.8,7536.4,4801.7,3823.1,900.0,4259.7,5526.3,6406.1,3604.3,2023.0,2106.7,6398.3,6919.8,8368.0,4527.1,1758.4,4736.0,8344.1,2041.0,1853.0,1605.1,8896.6,1605.5,2231.7,7721.8,1539.7,8765.8,5285.5,5493.5,3650.0,3890.3,9491.9,3233.1,1822.6,8466.1,6719.7,1424.7,9029.0,4038.7,7621.5,507.2,2672.4,3381.4,2960.2,7754.6,3466.6,0.0,684.6,1152.9,1403.9,237.0,271.7,199.2,1249.6,871.5,1560.9,1847.2,2117.1,833.3,909.5,84.6,556.0,3344.1,2301.0,169.1,1674.1,1475.2,83.3,908.6,111.2,1539.2,2041.2,889.6,2157.0,413.2,1445.5,222.4,778.4,600.1,1413.5,1616.8,972.9,813.1,1821.5,8611.6,5325.1,10293.7,8913.3,8496.0,10456.2,10219.7,8747.1,9991.8,9291.2,9758.3,9989.8,10040.4,6681.7,10346.6,17216.7,12843.3,10659.9,10217.0,7579.9,11248.1,9327.8,10543.8,10508.7,10272.6,8260.0,11105.8,8551.3
AUT,1218.1,5893.3,4027.4,7261.8,3789.6,5752.1,3780.6,4073.9,2670.2,4790.2,4695.0,4418.7,4698.2,1915.5,4805.8,3906.1,4205.5,5004.7,4216.1,4452.9,4600.9,5051.8,8551.5,4859.9,1556.7,7384.8,6614.4,2923.8,2929.8,1893.2,6845.9,7116.5,2668.7,3669.4,5535.6,4257.8,4747.0,4848.3,7819.7,2952.3,8295.8,5590.7,4187.4,1139.4,5055.6,6294.4,7165.1,3983.1,2375.5,2447.8,6618.3,7052.8,8595.8,4630.1,2048.5,4945.1,8740.1,2435.1,2495.9,2388.7,8416.4,2367.7,2196.1,7884.1,2285.9,9108.0,5097.6,5733.8,4220.9,4342.1,9461.3,3901.8,2576.8,8167.7,7243.9,2102.8,8953.3,4192.5,7818.1,1096.5,2906.0,4051.7,3058.1,7869.6,4274.2,684.6,0.0,600.9,561.4,271.6,703.4,135.4,2015.4,73.7,722.1,1179.5,1371.9,388.2,75.1,873.3,75.1,2489.8,1461.9,76.5,951.2,823.7,734.0,825.2,546.2,672.8,1203.0,222.4,1642.4,436.4,698.6,378.3,73.7,76.5,1034.9,790.2,253.2,442.0,961.3,7871.9,4502.2,9593.6,8197.6,7836.8,9709.5,9447.8,8055.6,9256.0,8583.2,8976.9,9265.4,9379.4,5847.5,10806.8,17500.0,12756.7,10599.2,9983.6,7524.2,10933.2,8694.2,9973.4,10321.9,9762.9,7841.8,11087.3,8024.3
BLR,2092.6,6483.9,4835.6,7784.3,4637.9,6115.7,4411.8,4559.9,3265.8,5366.5,5226.2,5276.3,4600.6,2225.4,5516.6,3863.1,4271.9,5654.3,5051.5,5350.2,5513.7,5246.7,9006.8,5748.9,2114.3,7349.2,6904.8,3829.8,3843.1,2808.8,6975.0,7733.9,3316.5,4319.7,5893.3,5171.7,5648.1,4732.9,8228.4,3335.9,8675.4,5896.4,5013.3,1958.9,5340.6,6671.7,7561.3,3155.3,1678.4,1704.2,5595.5,5971.0,7552.0,3570.9,1349.2,3950.6,7820.4,1767.1,1958.9,2261.2,7201.8,2168.3,1184.6,6809.3,2059.3,8138.2,3918.8,4742.7,3587.7,3596.4,8299.4,3393.4,2318.2,6944.1,6484.5,1757.4,7778.4,3173.5,6763.9,1112.0,2052.4,3537.6,2064.8,6770.3,4067.1,1152.9,600.9,0.0,1261.3,862.2,889.6,761.7,1823.2,417.6,805.0,222.4,556.0,1188.5,622.6,1223.1,467.6,2434.5,2027.6,974.6,111.2,63.0,1114.6,444.8,1045.3,1166.4,997.5,66.1,2527.3,444.8,63.0,702.7,362.9,805.2,1943.3,538.6,1160.1,69.2,1504.3,8410.9,3900.6,10225.8,8823.6,8543.9,10251.9,9937.4,8724.7,9827.8,9216.9,9354.6,9859.0,10064.6,5977.1,9913.8,16298.6,11570.1,11508.2,10850.6,8436.3,11810.4,9418.9,10741.4,11223.7,10571.1,8699.7,11999.8,8820.0
BEL,1445.5,6263.8,4234.4,7724.4,3929.9,6329.5,4196.2,4611.8,3127.8,5239.3,5174.8,4476.0,5416.4,2603.5,5122.8,4622.6,4897.4,5367.8,4371.9,4445.0,4503.5,5698.7,9050.5,4875.5,1954.6,8072.1,7209.1,2912.3,2825.8,1791.7,7455.3,7473.5,3034.2,4003.0,6118.7,4153.2,4718.4,5568.2,8350.7,3576.7,8834.4,6192.9,4361.1,1465.7,5673.1,6858.6,7709.7,4791.0,3184.8,3257.0,7370.8,7768.2,9338.9,5358.1,2857.4,5707.0,9535.9,3244.2,3293.7,3131.3,8665.9,3113.8,2931.3,8605.5,3034.4,9887.9,5666.0,6499.3,5022.2,5151.5,10071.8,4682.4,3324.5,8611.2,8052.6,2876.4,9526.9,4944.7,8553.9,1853.9,3698.3,4832.5,3811.1,8570.4,5007.8,1403.9,561.4,1261.3,0.0,1000.9,1457.7,872.0,2760.5,505.3,558.6,1406.0,1492.8,70.7,70.7,1566.5,839.6,1877.5,726.3,469.4,1246.5,1202.6,1464.6,1630.2,1267.5,111.2,889.6,660.9,1261.8,1233.6,1044.5,1139.7,881.5,747.0,868.4,770.9,313.5,1242.5,237.5,7152.0,3939.7,8897.5,7497.2,7166.9,8993.2,8722.9,7367.5,8544.7,7885.7,8249.4,8558.9,8699.9,5111.8,11612.3,17948.0,13290.1,10279.3,9474.9,7259.5,10444.2,8035.4,9345.6,9914.3,9171.7,7319.8,10798.6,7420.5
BIH,1152.3,5560.7,3839.6,6900.9,3650.9,5341.1,3459.0,3689.7,2335.1,4447.8,4337.7,4292.1,4240.0,1468.9,4535.4,3448.2,3752.4,4696.4,4059.6,4402.7,4608.8,4612.9,8169.0,4788.1,1235.5,6931.2,6193.9,2910.5,2953.5,1965.6,6404.7,6795.2,2351.4,3357.7,5122.7,4275.9,4706.3,4390.0,7424.5,2530.5,7896.1,5169.1,4019.4,979.7,4628.7,5888.0,6765.3,3776.0,2165.2,2245.8,6509.1,6988.5,8488.9,4569.8,1862.2,4834.0,8539.5,2201.0,2130.0,1935.9,8680.5,1920.8,2175.9,7807.9,1844.6,8942.1,5186.0,5611.2,3897.0,4092.4,9486.0,3515.7,2133.5,8323.6,6959.0,1703.5,9011.4,4104.0,7724.6,692.2,2764.8,3665.2,2986.1,7816.9,3816.9,237.0,271.6,862.2,1000.9,0.0,322.6,79.3,1566.3,470.3,1168.4,1547.6,1790.2,606.6,500.5,415.5,222.4,2933.8,1902.3,264.4,1350.8,1168.4,276.3,770.4,111.2,1127.2,1649.5,561.1,1893.4,260.8,1114.3,79.3,444.8,192.6,1184.7,1241.5,588.9,539.8,1414.0,8277.5,4953.4,9969.7,8580.3,8190.5,10108.7,9859.3,8426.0,9649.5,8962.4,9392.8,9653.2,9738.9,6288.1,10569.7,17484.3,12820.5,10677.3,10148.2,7593.4,11129.7,9035.8,10284.4,10462.3,10043.9,8077.6,11149.6,8316.8
BGR,1446.7,5384.8,3912.6,6671.7,3788.8,5020.2,3341.0,3448.4,2185.7,4267.6,4114.2,4433.0,3724.2,1112.0,4482.4,2942.3,3290.4,4582.5,4168.3,4627.4,4876.6,4210.6,7897.5,4984.5,1004.7,6451.3,5839.9,3142.4,3247.6,2339.4,5982.6,6640.9,2273.5,3260.4,4798.4,4553.1,4937.2,3869.9,7128.4,2223.9,7586.5,4819.6,4114.3,1225.0,4267.6,5574.7,6462.4,2975.7,1361.2,1441.1,5716.9,6214.6,7694.7,3807.6,1061.9,4044.7,7742.4,1402.1,1421.1,1370.7,8252.3,1315.6,1492.9,7026.5,1220.5,8139.0,4547.7,4815.9,3149.0,3304.9,8761.0,2823.3,1509.1,7736.9,6191.1,1019.4,8300.3,3328.3,6936.1,83.3,1973.2,2973.4,2231.4,7047.0,3266.6,271.7,703.4,889.6,1457.7,322.6,0.0,387.3,985.0,733.8,1459.1,1556.7,1890.3,1061.9,889.1,111.2,368.8,3275.8,2357.4,472.0,1445.5,1223.1,83.3,333.6,245.9,1549.2,1925.7,667.2,2375.7,111.2,728.0,80.7,561.3,643.2,1650.6,1481.4,1073.7,222.4,1845.0,8761.0,5149.8,10461.2,9070.8,8683.0,10595.0,10340.0,8918.0,10137.6,9453.5,9870.9,10142.8,10231.4,6740.6,9784.5,16714.8,12112.9,10986.3,10526.0,7904.4,11543.6,9527.5,10770.6,10828.9,10521.5,8530.0,11435.7,8795.0
HRV,1019.4,5448.6,3704.0,6795.3,3513.4,5255.9,3341.4,3591.3,2223.9,4336.6,4230.0,4154.5,4210.2,1412.9,4408.6,3416.8,3705.6,4576.4,3922.6,4266.2,4475.8,4547.5,8071.2,4650.8,1125.8,6884.8,6114.5,2777.0,2823.3,1827.9,6341.6,6678.8,2231.6,3237.5,5038.6,4143.9,4570.2,4361.5,7331.9,2451.0,7805.7,5090.2,3882.8,842.2,4553.4,5800.5,6674.7,3792.2,2175.7,2253.3,6497.9,6966.9,8478.2,4545.3,1863.0,4821.9,8559.7,2222.2,2163.0,1936.5,8592.0,1931.9,2137.1,7789.5,1861.9,8948.5,5129.3,5602.6,3946.3,4127.5,9445.4,3547.4,2147.7,8255.0,7013.2,1734.5,8963.3,4085.6,7710.3,751.6,2757.0,3696.4,2961.8,7793.0,3801.0,199.2,135.4,761.7,872.0,79.3,387.3,0.0,1575.9,342.1,1040.4,1442.3,1679.5,460.4,366.4,373.4,111.2,2798.2,1774.1,137.0,1240.7,1062.0,271.7,723.4,82.0,992.4,1520.9,451.1,1735.0,233.8,1003.3,77.9,333.6,77.9,1030.1,1120.8,448.6,450.8,1280.4,8124.9,4829.6,9815.6,8427.6,8034.1,9959.1,9713.1,8271.4,9498.7,8808.9,9248.2,9501.2,9582.4,6157.0,10606.7,17501.4,12773.0,10543.3,10002.0,7460.8,10977.8,8878.3,10125.8,10317.6,9885.7,7921.5,11019.9,8158.5
CYP,2233.5,4811.4,3967.2,5953.8,3967.7,4230.6,3046.9,2855.4,1889.1,3779.5,3350.2,4594.2,2750.7,382.2,4245.7,1982.0,2369.6,4215.3,4278.9,4934.3,5318.5,3342.2,7128.9,5233.7,816.9,5492.6,5004.9,3370.8,3861.0,3145.7,5074.4,5969.8,2201.6,3017.5,4008.5,5013.7,5259.3,2893.1,6341.6,1445.5,6783.7,4003.0,4200.5,1999.5,3447.0,4786.0,5671.9,2386.1,1036.7,1111.5,5226.9,5778.8,7160.8,3527.5,902.8,3506.1,7044.3,920.6,509.2,382.2,8304.7,346.1,1685.8,6571.7,240.5,7487.9,4585.2,4326.3,2316.3,2609.4,8475.8,1889.5,524.5,7782.2,5384.5,90.5,8002.8,3014.0,6446.8,111.2,1668.7,2038.3,2020.7,6642.4,2281.9,1249.6,2015.4,1823.2,2760.5,1566.3,985.0,1575.9,0.0,2022.6,2755.2,2517.7,2824.6,2181.2,2208.0,634.3,1672.2,4565.2,3662.6,1479.2,2393.9,2223.8,1170.5,1292.4,1436.3,2867.8,3143.8,1836.5,3473.8,1122.9,987.1,1377.8,1795.6,1953.5,2708.3,2699.2,2344.5,1000.8,3161.3,9963.7,6199.3,11630.6,10263.6,9812.6,11819.0,11592.3,10084.0,11350.1,10636.1,11133.4,11342.1,11344.9,8048.9,9017.4,15873.1,11769.4,11382.4,11126.0,8377.9,12232.8,10620.7,11770.8,11262.1,11446.2,9387.2,11735.8,9745.9
CZE,1451.0,6115.7,4262.2,7482.5,4022.9,5962.4,4003.0,4290.6,2892.4,5011.9,4915.6,4651.0,4766.1,2084.9,5036.3,3984.8,4326.8,5229.7,4450.1,4676.3,4798.4,5225.9,8769.3,5086.1,1779.1,7493.0,6821.2,3143.9,3127.6,2069.8,7008.8,7339.5,2891.1,3892.9,5745.2,4451.2,4968.6,4911.1,8034.9,3157.5,8509.9,5796.8,4421.8,1373.5,5259.1,6506.3,7379.0,3858.3,2260.6,2330.1,6464.9,6890.0,8440.3,4469.0,1929.6,4794.1,8605.5,2326.0,2411.2,2404.8,8239.6,2356.5,2033.9,7722.9,2262.6,8965.4,4916.8,5584.5,4128.4,4227.2,9284.6,3832.3,2551.2,7984.3,7133.0,2047.2,8773.7,4037.8,7660.4,1085.0,2767.7,3981.8,2902.6,7704.2,4304.3,871.5,73.7,417.6,505.3,470.3,733.8,342.1,2022.6,0.0,464.9,996.6,1173.2,381.2,70.7,1028.0,185.8,2250.8,1366.4,268.4,775.6,652.5,903.0,698.9,736.2,532.8,945.7,70.7,1720.2,369.1,520.5,451.1,111.2,234.7,1180.6,556.0,369.1,312.2,837.8,7802.1,4255.4,9549.6,8149.5,7813.4,9644.1,9370.2,8018.3,9196.6,8537.8,8894.9,9211.2,9349.2,5734.7,10678.7,17318.6,12575.8,10723.8,10044.5,7663.5,11002.7,8678.7,9977.6,10419.7,9786.7,7895.5,11224.6,8040.6
DNK,2014.7,6783.5,4832.9,8172.9,4549.2,6660.3,4677.6,4988.1,3573.9,5696.9,5606.5,5117.3,5498.9,2787.6,5673.8,4716.4,5051.4,5893.3,4988.1,5093.9,5155.9,5933.5,9465.7,5522.3,2446.3,8222.3,7517.0,3558.6,3478.3,2442.2,7722.5,8006.0,3558.2,4562.3,6442.8,4805.5,5369.3,5644.2,8733.2,3853.1,9208.5,6492.3,4971.6,2001.5,5952.6,7204.7,8077.6,4378.1,2866.5,2905.9,6829.0,7179.2,8774.2,4799.7,2532.8,5191.8,9063.1,2947.9,3092.1,3137.8,7833.1,3087.7,2425.8,8018.7,2992.3,9377.9,4982.9,5983.2,4772.0,4801.1,9398.1,4528.8,3279.8,7842.8,7700.2,2764.6,8838.1,4410.4,7983.8,1818.3,3271.3,4677.3,3307.5,7963.4,5037.0,1560.9,722.1,805.0,558.6,1168.4,1459.1,1040.4,2755.2,464.9,0.0,690.4,711.6,685.3,64.6,1724.6,852.9,1527.9,991.7,889.6,570.1,566.4,1590.1,1358.6,1428.8,345.5,162.0,225.4,1900.4,1092.3,459.9,1150.9,785.2,933.1,1520.8,59.7,790.8,908.1,565.8,7340.3,3453.1,9157.5,7756.2,7508.0,9181.7,8870.7,7663.1,8757.1,8149.8,8385.0,8788.8,9005.5,5153.1,11156.3,17124.6,12548.8,10887.0,9986.4,7844.8,10965.7,8390.3,9738.8,10486.4,9610.3,7831.5,11413.5,7854.8
EST,2679.2,7173.8,5490.1,8452.9,5251.1,6788.3,5106.2,5237.4,3959.2,6056.4,5893.3,5870.2,5293.2,2891.1,6208.9,4557.7,4965.0,6348.8,5679.4,5874.3,5971.8,5934.8,9674.4,6292.7,2796.5,8040.8,7588.3,4335.9,4294.8,3243.3,7668.7,8426.1,4010.7,5014.2,6566.0,5622.6,6159.3,5424.4,8900.0,4003.0,9352.1,6575.7,5651.2,2597.9,6020.6,7344.0,8233.1,3648.9,2286.1,2273.7,5981.0,6307.7,7910.3,3918.9,1973.0,4368.4,8249.2,2384.6,2616.5,2955.2,7067.8,2862.8,1639.0,7146.8,2753.8,8540.4,4048.2,5154.5,4176.2,4081.7,8464.6,4034.3,3011.1,6951.2,6975.7,2449.1,7898.0,3576.3,7118.8,1779.1,2557.0,4175.0,2516.0,7082.4,4731.8,1847.2,1179.5,222.4,1406.0,1547.6,1556.7,1442.3,2517.7,996.6,690.4,0.0,111.2,1483.5,708.2,1891.7,1161.5,2038.9,1870.1,1492.6,59.7,230.7,1801.6,1114.0,1739.1,1203.9,638.9,483.1,2765.8,1112.0,58.1,1396.1,1054.5,1414.1,2341.7,204.6,1534.3,667.2,1364.7,8071.4,3440.1,9919.8,8501.6,8319.3,9899.4,9563.0,8452.3,9493.2,8920.1,8943.2,9535.3,9793.6,5549.2,10344.7,16300.6,11636.4,11784.2,10886.0,8752.0,11867.7,9206.8,10576.4,11395.1,10476.9,8733.0,12305.2,8723.7
FIN,2847.3,7463.0,5667.3,8784.4,5415.7,7118.6,5368.0,5559.8,4236.9,6347.2,6226.9,6017.7,5586.1,3224.7,6433.4,4861.5,5277.3,6605.5,5847.6,6009.6,6086.6,6255.0,10007.6,6433.0,3113.5,8328.9,7912.7,4471.3,4408.5,3365.2,7978.3,8703.0,4260.4,5266.6,6896.3,5736.5,6289.9,5714.2,9231.0,4336.6,9680.8,6902.7,5822.7,2780.4,6347.2,7674.5,8563.9,3734.6,2511.0,2476.0,5886.1,6140.2,7757.9,3715.6,2213.1,4346.7,8204.4,2614.4,2872.7,3265.5,6259.7,3167.9,1730.8,6972.5,3057.9,8448.9,3781.8,5111.0,4370.5,4062.9,8154.2,4268.6,3307.5,6400.9,7051.2,2744.0,7542.7,3547.6,6968.4,2112.7,2703.9,4405.7,2578.5,6881.1,4985.4,2117.1,1371.9,556.0,1492.8,1790.2,1890.3,1679.5,2824.6,1173.2,711.6,111.2,0.0,1604.5,819.5,2223.9,1445.5,1615.4,1847.2,1663.1,333.6,556.0,2112.7,1445.5,2006.1,1274.6,38.9,690.6,2839.0,1445.5,40.8,1669.2,1334.3,1604.9,2450.4,40.8,1669.9,1000.8,1233.5,7673.6,2407.3,9559.8,8123.4,8116.4,9436.7,9055.7,8196.4,9078.0,8600.3,8136.5,9143.8,9507.5,4433.5,10288.8,15547.4,11111.9,11827.2,10859.2,8745.3,11844.3,9021.3,10401.6,11407.1,10384.5,8711.7,12355.9,8664.7
FRA,562.6,5352.9,3386.7,6804.8,3119.4,5436.8,3276.9,3708.8,2211.4,4319.8,4257.3,3642.2,4694.3,1869.1,4225.4,3903.0,4124.1,4458.0,3557.6,3607.9,3665.4,4858.3,8132.7,4038.6,1035.4,7269.1,6322.7,2075.9,1993.1,953.2,6569.8,6567.8,2120.9,3127.0,5229.4,3314.8,3882.0,4848.7,7438.4,2735.3,7923.4,5314.1,3534.7,556.0,4807.2,5958.7,6801.7,4509.4,2902.6,2983.8,7261.3,7696.3,9239.9,5276.7,2607.6,5587.5,9267.2,2935.1,2794.7,2521.0,8768.3,2535.0,2841.9,8530.3,2475.3,9676.5,5668.5,6361.2,4590.7,4815.0,10057.8,4172.7,2753.6,8665.2,7659.9,2366.6,9529.3,4847.2,8469.3,1406.8,3516.5,4320.5,3712.0,8507.7,4328.6,833.3,388.2,1188.5,70.7,606.6,1061.9,460.4,2181.2,381.2,685.3,1483.5,1604.5,0.0,73.7,902.4,678.4,1815.1,439.2,77.9,1295.3,1230.8,915.1,1488.0,737.5,131.4,910.2,661.5,466.2,1015.0,1063.0,820.3,736.3,462.1,82.0,879.3,76.5,1103.4,111.2,6616.0,3546.9,8326.5,6930.9,6574.8,8449.1,8197.6,6788.9,7992.6,7316.2,7732.0,7999.9,8114.7,4669.5,11283.2,18026.7,13314.7,9474.7,8807.7,6429.0,9757.3,7437.4,8736.3,9160.5,8555.2,6668.0,9982.9,6805.2
