weights,family,representation,theta,loglik
land,sem,per_capita,-0.37,309.31487444591176
land,sem,per_capita,-0.36,309.73407917430353
land,sem,per_capita,-0.35,310.1537693164404
land,sem,per_capita,-0.33999999999999997,310.57394924217067
land,sem,per_capita,-0.32999999999999996,310.9946231601539
land,sem,per_capita,-0.31999999999999995,311.4157951089193
land,sem,per_capita,-0.30999999999999994,311.83746894750874
land,sem,per_capita,-0.29999999999999993,312.2596483456858
land,sem,per_capita,-0.2899999999999999,312.6823367736923
land,sem,per_capita,-0.28,313.1055374915307
land,sem,per_capita,-0.27,313.5292535377529
land,sem,per_capita,-0.26,313.95348771773314
land,sem,per_capita,-0.25,314.3782425914005
land,sem,per_capita,-0.24,314.8035204604094
land,sem,per_capita,-0.22999999999999998,315.22932335472086
land,sem,per_capita,-0.21999999999999997,315.65565301856833
land,sem,per_capita,-0.20999999999999996,316.0825108957825
land,sem,per_capita,-0.19999999999999996,316.5098981144429
land,sem,per_capita,-0.18999999999999995,316.937815470829
land,sem,per_capita,-0.17999999999999994,317.36626341263866
land,sem,per_capita,-0.16999999999999993,317.7952420214385
land,sem,per_capita,-0.15999999999999992,318.22475099431574
land,sem,per_capita,-0.15000000000000002,318.6547896246912
land,sem,per_capita,-0.14,319.08535678225894
land,sem,per_capita,-0.13,319.5164508920112
land,sem,per_capita,-0.12,319.9480699123086
land,sem,per_capita,-0.10999999999999999,320.3802113119495
land,sem,per_capita,-0.09999999999999998,320.8128720461996
land,sem,per_capita,-0.08999999999999997,321.2460485317272
land,sem,per_capita,-0.07999999999999996,321.67973662040134
land,sem,per_capita,-0.06999999999999995,322.1139315718967
land,sem,per_capita,-0.05999999999999994,322.5486280250566
land,sem,per_capita,-0.04999999999999993,322.983819967953
land,sem,per_capita,-0.039999999999999925,323.4195007065905
land,sem,per_capita,-0.030000000000000027,323.8556628321896
land,sem,per_capita,-0.020000000000000018,324.2922981869897
land,sem,per_capita,-0.010000000000000009,324.72939782850324
land,sem,per_capita,0.0,325.16695199215496
land,sem,per_capita,0.010000000000000009,325.6049500522343
land,sem,per_capita,0.020000000000000018,326.0433804810878
land,sem,per_capita,0.030000000000000027,326.48223080647546
land,sem,per_capita,0.040000000000000036,326.92148756701215
land,sem,per_capita,0.050000000000000044,327.36113626561064
land,sem,per_capita,0.06000000000000005,327.8011613208453
land,sem,per_capita,0.07000000000000006,328.24154601614515
