weights,family,representation,theta,loglik
land,sem,per_capita,0.08000000000000007,328.6822724467307
land,sem,per_capita,0.09000000000000008,329.1233214641973
land,sem,per_capita,0.10000000000000009,329.5646726186565
land,sem,per_capita,0.1100000000000001,330.00630409833144
land,sem,per_capita,0.1200000000000001,330.44819266651234
land,sem,per_capita,0.13000000000000012,330.8903135957695
land,sem,per_capita,0.14000000000000012,331.3326405993193
land,sem,per_capita,0.15000000000000013,331.7751457594424
land,sem,per_capita,0.16000000000000014,332.21779945284715
land,sem,per_capita,0.16999999999999993,332.6605702728763
land,sem,per_capita,0.17999999999999994,333.1034249484488
land,sem,per_capita,0.18999999999999995,333.5463282596365
land,sem,per_capita,0.19999999999999996,333.9892429497747
land,sem,per_capita,0.20999999999999996,334.43212963400583
land,sem,per_capita,0.21999999999999997,334.87494670416515
land,sem,per_capita,0.22999999999999998,335.31765022991954
land,sem,per_capita,0.24,335.76019385607685
land,sem,per_capita,0.25,336.20252869599744
land,sem,per_capita,0.26,336.6446032210453
land,sem,per_capita,0.27,337.086363146034
land,sem,per_capita,0.28,337.52775131063703
land,sem,per_capita,0.29000000000000004,337.9687075567572
land,sem,per_capita,0.30000000000000004,338.40916860186746
land,sem,per_capita,0.31000000000000005,338.8490679083726
land,sem,per_capita,0.32000000000000006,339.2883355490694
land,sem,per_capita,0.33000000000000007,339.72689806883056
land,sem,per_capita,0.3400000000000001,340.1646783426779
land,sem,per_capita,0.3500000000000001,340.6015954304798
land,sem,per_capita,0.3600000000000001,341.0375644285623
land,sem,per_capita,0.3700000000000001,341.4724963186129
land,sem,per_capita,0.3800000000000001,341.9062978143458
land,sem,per_capita,0.3900000000000001,342.33887120650434
land,sem,per_capita,0.40000000000000013,342.7701142069119
land,sem,per_capita,0.41000000000000014,343.19991979242724
land,sem,per_capita,0.41999999999999993,343.62817604984355
land,sem,per_capita,0.42999999999999994,344.0547660229782
land,sem,per_capita,0.43999999999999995,344.4795675634477
land,sem,per_capita,0.44999999999999996,344.90245318691314
land,sem,per_capita,0.45999999999999996,345.3232899369302
land,sem,per_capita,0.47,345.7419392589392
land,sem,per_capita,0.48,346.1582568874197
land,sem,per_capita,0.49,346.5720927498085
land,sem,per_capita,0.5,346.98329089145716
land,sem,per_capita,0.51,347.3916894267305
land,sem,per_capita,0.52,347.7971205223133
land,sem,per_capita,0.53,348.19941041996424
land,sem,per_capita,0.54,348.59837950735994
land,sem,per_capita,0.55,348.99384244735495
land,sem,per_capita,0.56,349.38560837802544
land,sem,per_capita,0.5700000000000001,349.77348119832897
land,sem,per_capita,0.5800000000000001,350.1572599571991
land,sem,per_capita,0.5900000000000001,350.53673936753506
land,sem,per_capita,0.6000000000000001,350.91171047097777
land,sem,per_capita,0.6100000000000001,351.2819614847827
land,sem,per_capita,0.6200000000000001,351.64727886874726
land,sem,per_capita,0.6300000000000001,352.00744865830484
land,sem,per_capita,0.6400000000000001,352.36225811995666
land,sem,per_capita,0.6500000000000001,352.71149779761305
land,sem,per_capita,0.6600000000000001,353.0549640337696
land,sem,per_capita,0.6700000000000002,353.39246206846923
land,sem,per_capita,0.6799999999999999,353.7238098426192
land,sem,per_capita,0.69,354.04884266159837
land,sem,per_capita,0.7,354.36741891161614
land,sem,per_capita,0.71,354.67942706670993
land,sem,per_capita,0.72,354.98479428071545
land,sem,per_capita,0.73,355.28349692846183
land,sem,per_capita,0.74,355.57557354665647
land,sem,per_capita,0.75,355.86114073033104
land,sem,per_capita,0.76,356.1404126679082
land,sem,per_capita,0.77,356.41372514815555
land,sem,per_capita,0.78,356.6815650434625
land,sem,per_capita,0.79,356.9446064568608
land,sem,per_capita,0.8,357.2037548917399
land,sem,per_capita,0.81,357.46020091285516
land,sem,per_capita,0.8200000000000001,357.7154847136037
land,sem,per_capita,0.8300000000000001,357.97157259235354
land,sem,per_capita,0.8400000000000001,358.23094520344284
land,sem,per_capita,0.8500000000000001,358.4966949118929
land,sem,per_capita,0.8600000000000001,358.77262442302884
land,sem,per_capita,0.8700000000000001,359.0633289005457
land,sem,per_capita,0.8800000000000001,359.37422521994966
land,sem,per_capita,0.8900000000000001,359.7114583476041
land,sem,per_capita,0.9000000000000001,360.08155550957673
land,sem,per_capita,0.9100000000000001,360.4905976774493
land,sem,per_capita,0.9200000000000002,360.9425130705516
land,sem,per_capita,0.9299999999999999,361.4358454381
land,sem,per_capita,0.94,361.9579975824299
land,sem,per_capita,0.95,362.475498328495
land,sem,per_capita,0.96,362.9181611577612
land,sem,per_capita,0.97,363.1527738658655
land,sem,per_capita,0.98,362.92884445817623
land,sem,per_capita,0.99,361.67406928221266
land,sar,per_capita,-0.99,254.47354655609666
land,sar,per_capita,-0.98,255.15285425631637
land,sar,per_capita,-0.97,255.83303400068323
land,sar,per_capita,-0.96,256.5140884104491
land,sar,per_capita,-0.95,257.1960199402858
land,sar,per_capita,-0.94,257.87883087362445
land,sar,per_capita,-0.9299999999999999,258.56252331784816
land,sar,per_capita,-0.9199999999999999,259.2470991993369
land,sar,per_capita,-0.91,259.9325602583578
land,sar,per_capita,-0.9,260.61890804379925
land,sar,per_capita,-0.89,261.3061439077443
land,sar,per_capita,-0.88,261.99426899987816
land,sar,per_capita,-0.87,262.6832842617266
land,sar,per_capita,-0.86,263.37319042072113
land,sar,per_capita,-0.85,264.0639879840848
land,sar,per_capita,-0.84,264.7556772325365
land,sar,per_capita,-0.83,265.4482582138073
land,sar,per_capita,-0.82,266.1417307359636
land,sar,per_capita,-0.81,266.83609436053473
land,sar,per_capita,-0.8,267.53134839543657
land,sar,per_capita,-0.79,268.2274918876884
land,sar,per_capita,-0.78,268.9245236159173
land,sar,per_capita,-0.77,269.62244208264275
land,sar,per_capita,-0.76,270.3212455063395
land,sar,per_capita,-0.75,271.0209318132686
land,sar,per_capita,-0.74,271.72149862907395
land,sar,per_capita,-0.73,272.4229432701378
land,sar,per_capita,-0.72,273.1252627346875
land,sar,per_capita,-0.71,273.828453693649
land,sar,per_capita,-0.7,274.5325124812397
land,sar,per_capita,-0.69,275.2374350852945
land,sar,per_capita,-0.6799999999999999,275.94321713731796
land,sar,per_capita,-0.6699999999999999,276.64985390225615
land,sar,per_capita,-0.6599999999999999,277.35734026798036
land,sar,per_capita,-0.6499999999999999,278.06567073447695
land,sar,per_capita,-0.6399999999999999,278.77483940273436
land,sar,per_capita,-0.63,279.4848399633207
land,sar,per_capita,-0.62,280.19566568464455
land,sar,per_capita,-0.61,280.9073094008898
land,sar,per_capita,-0.6,281.61976349961947
land,sar,per_capita,-0.59,282.3330199090357
land,sar,per_capita,-0.58,283.0470700848932
land,sar,per_capita,-0.5700000000000001,283.7619049970537
land,sar,per_capita,-0.56,284.47751511567395
land,sar,per_capita,-0.55,285.1938903970194
land,sar,per_capita,-0.54,285.9110202688944
land,sar,per_capita,-0.53,286.6288936156782
land,sar,per_capita,-0.52,287.3474987629608
land,sar,per_capita,-0.51,288.0668234617662
land,sar,per_capita,-0.5,288.78685487235555
land,sar,per_capita,-0.49,289.5075795475999
land,sar,per_capita,-0.48,290.22898341591343
land,sar,per_capita,-0.47,290.95105176373573
land,sar,per_capita,-0.45999999999999996,291.673769217556
land,sar,per_capita,-0.44999999999999996,292.39711972546513
land,sar,per_capita,-0.43999999999999995,293.12108653823003
land,sar,per_capita,-0.42999999999999994,293.8456521898757
land,sar,per_capita,-0.41999999999999993,294.57079847776737
land,sar,per_capita,-0.41000000000000003,295.2965064421811
land,sar,per_capita,-0.4,296.0227563453522
land,sar,per_capita,-0.39,296.7495276499907
land,sar,per_capita,-0.38,297.4767989972542
land,sar,per_capita,-0.37,298.2045481841658
land,sar,per_capita,-0.36,298.9327521404661
land,sar,per_capita,-0.35,299.66138690489095
land,sar,per_capita,-0.33999999999999997,300.3904276008608
land,sar,per_capita,-0.32999999999999996,301.11984841157175
land,sar,per_capita,-0.31999999999999995,301.84962255447846
land,sar,per_capita,-0.30999999999999994,302.57972225515715
land,sar,per_capita,-0.29999999999999993,303.31011872053676
land,sar,per_capita,-0.2899999999999999,304.0407821114893
land,sar,per_capita,-0.28,304.7716815147672
land,sar,per_capita,-0.27,305.50278491427673
land,sar,per_capita,-0.26,306.23405916167945
land,sar,per_capita,-0.25,306.9654699463065
land,sar,per_capita,-0.24,307.6969817643797
land,sar,per_capita,-0.22999999999999998,308.42855788752723
land,sar,per_capita,-0.21999999999999997,309.1601603305846
land,sar,per_capita,-0.20999999999999996,309.8917498186683
land,sar,per_capita,-0.19999999999999996,310.6232857535184
land,sar,per_capita,-0.18999999999999995,311.3547261790939
land,sar,per_capita,-0.17999999999999994,312.0860277464167
land,sar,per_capita,-0.16999999999999993,312.8171456776529
land,sar,per_capita,-0.15999999999999992,313.54803372942376
land,sar,per_capita,-0.15000000000000002,314.2786441553379
land,sar,per_capita,-0.14,315.0089276677369
land,sar,per_capita,-0.13,315.7388333986472
land,sar,per_capita,-0.12,316.46830885993097
land,sar,per_capita,-0.10999999999999999,317.1972999026287
land,sar,per_capita,-0.09999999999999998,317.9257506754892
land,sar,per_capita,-0.08999999999999997,318.653603582679
land,sar,per_capita,-0.07999999999999996,319.3807992406676
land,sar,per_capita,-0.06999999999999995,320.10727643428265
land,sar,per_capita,-0.05999999999999994,320.8329720719315
land,sar,per_capita,-0.04999999999999993,321.55782113998526
land,sar,per_capita,-0.039999999999999925,322.281756656321
land,sar,per_capita,-0.030000000000000027,323.00470962302103
land,sar,per_capita,-0.020000000000000018,323.72660897822436
land,sar,per_capita,-0.010000000000000009,324.44738154713093
land,sar,per_capita,0.0,325.16695199215496
land,sar,per_capita,0.010000000000000009,325.88524276222716
land,sar,per_capita,0.020000000000000018,326.6021740412439
land,sar,per_capita,0.030000000000000027,327.31766369566384
land,sar,per_capita,0.040000000000000036,328.03162722125
land,sar,per_capita,0.050000000000000044,328.7439776889569
land,sar,per_capita,0.06000000000000005,329.4546256899619
land,sar,per_capita,0.07000000000000006,330.16347927984106
land,sar,per_capita,0.08000000000000007,330.8704439218846
land,sar,per_capita,0.09000000000000008,331.57542242955316
land,sar,per_capita,0.10000000000000009,332.27831490806983
land,sar,per_capita,0.1100000000000001,332.9790186951439
land,sar,per_capita,0.1200000000000001,333.67742830082125
land,sar,per_capita,0.13000000000000012,334.37343534645174
land,sar,per_capita,0.14000000000000012,335.0669285027664
land,sar,per_capita,0.15000000000000013,335.75779342704885
land,sar,per_capita,0.16000000000000014,336.44591269938604
land,sar,per_capita,0.16999999999999993,337.1311657579798
land,sar,per_capita,0.17999999999999994,337.81342883349015
land,sar,per_capita,0.18999999999999995,338.4925748823851
land,sar,per_capita,0.19999999999999996,339.16847351925713
land,sar,per_capita,0.20999999999999996,339.8409909480639
land,sar,per_capita,0.21999999999999997,340.50998989223933
land,sar,per_capita,0.22999999999999998,341.17532952361466
land,sar,per_capita,0.24,341.83686539007454
land,sar,per_capita,0.25,342.4944493418611
land,sar,per_capita,0.26,343.1479294564271
land,sar,per_capita,0.27,343.79714996171555
land,sar,per_capita,0.28,344.4419511577333
land,sar,per_capita,0.29000000000000004,345.08216933625454
land,sar,per_capita,0.30000000000000004,345.717636698472
land,sar,per_capita,0.31000000000000005,346.3481812703816
land,sar,per_capita,0.32000000000000006,346.97362681565664
land,sar,per_capita,0.33000000000000007,347.5937927457279
land,sar,per_capita,0.3400000000000001,348.2084940267473
land,sar,per_capita,0.3500000000000001,348.8175410830639
land,sar,per_capita,0.3600000000000001,349.4207396967886
land,sar,per_capita,0.3700000000000001,350.01789090296313
land,sar,per_capita,0.3800000000000001,350.60879087977895
land,sar,per_capita,0.3900000000000001,351.19323083321535
land,sar,per_capita,0.40000000000000013,351.7709968753767
land,sar,per_capita,0.41000000000000014,352.34186989570657
land,sar,per_capita,0.41999999999999993,352.9056254241458
land,sar,per_capita,0.42999999999999994,353.46203348516354
land,sar,per_capita,0.43999999999999995,354.0108584414525
land,sar,per_capita,0.44999999999999996,354.5518588258958
land,sar,per_capita,0.45999999999999996,355.08478716023217
land,sar,per_capita,0.47,355.6093897586126
land,sar,per_capita,0.48,356.1254065139917
land,sar,per_capita,0.49,356.63257066500245
land,sar,per_capita,0.5,357.1306085406212
land,sar,per_capita,0.51,357.61923927954297
land,sar,per_capita,0.52,358.0981745207299
land,sar,per_capita,0.53,358.5671180610733
land,sar,per_capita,0.54,359.0257654754946
land,sar,per_capita,0.55,359.4738036940985
land,sar,per_capita,0.56,359.9109105301505
land,sar,per_capita,0.5700000000000001,360.33675415167255
land,sar,per_capita,0.5800000000000001,360.75099248828514
land,sar,per_capita,0.5900000000000001,361.15327256355164
land,sar,per_capita,0.6000000000000001,361.5432297414548
land,sar,per_capita,0.6100000000000001,361.9204868736775
land,sar,per_capita,0.6200000000000001,362.28465333203866
land,sar,per_capita,0.6300000000000001,362.6353239076201
land,sar,per_capita,0.6400000000000001,362.97207755472914
land,sar,per_capita,0.6500000000000001,363.29447595371465
land,sar,per_capita,0.6600000000000001,363.60206186161633
land,sar,per_capita,0.6700000000000002,363.89435721343676
land,sar,per_capita,0.6799999999999999,364.17086092917566
land,sar,per_capita,0.69,364.43104637226764
land,sar,per_capita,0.7,364.67435839316545
land,sar,per_capita,0.71,364.9002098768398
land,sar,per_capita,0.72,365.10797769396066
land,sar,per_capita,0.73,365.29699793123115
land,sar,per_capita,0.74,365.46656024503335
land,sar,per_capita,0.75,365.6159011418133
land,sar,per_capita,0.76,365.7441959351979
land,sar,per_capita,0.77,365.8505490589599
land,sar,per_capita,0.78,365.9339823199826
land,sar,per_capita,0.79,365.9934205465971
land,sar,per_capita,0.8,366.0276739108216
land,sar,per_capita,0.81,366.0354159568285
land,sar,per_capita,0.8200000000000001,366.01515601998665
land,sar,per_capita,0.8300000000000001,365.96520422084035
land,sar,per_capita,0.8400000000000001,365.88362648679845
land,sar,per_capita,0.8500000000000001,365.7681859620489
land,sar,per_capita,0.8600000000000001,365.61626549841804
land,sar,per_capita,0.8700000000000001,365.4247633082615
land,sar,per_capita,0.8800000000000001,365.1899496525304
land,sar,per_capita,0.8900000000000001,364.9072654329759
land,sar,per_capita,0.9000000000000001,364.57103145357877
land,sar,per_capita,0.9100000000000001,364.1740152655344
land,sar,per_capita,0.9200000000000002,363.70676097351725
land,sar,per_capita,0.9299999999999999,363.15650336937455
land,sar,per_capita,0.94,362.5053044001543
land,sar,per_capita,0.95,361.72660950246774
land,sar,per_capita,0.96,360.7782219322582
land,sar,per_capita,0.97,359.58581209295863
land,sar,per_capita,0.98,357.9948092512472
land,sar,per_capita,0.99,355.5602765173807
